#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR10402--MA0501.1.MAF::NFE2	chr4	133185414	133185428	-	0.000	0.000	Merged-chr4-133185402-47
NR12594--MA0591.1.Bach1::Mafk	chr7	17135449	17135463	-	0.000	0.000	Merged-chr7-17135418-14
NR4717--MA0496.2.MAFK	chr14	71138226	71138244	-	0.000	0.000	Merged-chr14-71138006-34
NR13331--MA0501.1.MAF::NFE2	chr7	141167988	141168002	-	0.000	0.000	Merged-chr7-141167957-1
NR6677--MA0591.1.Bach1::Mafk	chr18	13013827	13013841	-	0.000	0.000	Merged-chr18-13013955-24
NR3706--MA0089.1.MAFG::NFE2L1	chr13	38038026	38038031	-	0.000	0.000	Merged-chr13-38038059-24
NR5442--MA0591.1.Bach1::Mafk	chr15	99725799	99725813	+	0.000	0.000	Merged-chr15-99725695-59
NR13142--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	+	0.000	0.000	Merged-chr7-119861539-102
NR6062--MA0659.1.MAFG	chr16	94660247	94660267	-	0.000	0.000	Merged-chr16-94660460-20
NR9846--MA0591.1.Bach1::Mafk	chr4	33587767	33587781	-	0.000	0.000	Merged-chr4-33587729-131
NR2905--MA0495.2.MAFF	chr12	25240217	25240237	-	0.000	0.000	Merged-chr12-25240283-42
NR6284--MA0495.2.MAFF	chr17	32891342	32891362	+	0.000	0.000	Merged-chr17-32891413-48
NR8611--MA0591.1.Bach1::Mafk	chr2	167688904	167688918	+	0.000	0.000	Merged-chr2-167689291-96
NR14183--MA0496.2.MAFK	chr9	32704309	32704327	+	0.000	0.000	Merged-chr9-32704216-31
NR9770--MA0089.1.MAFG::NFE2L1	chr4	11076174	11076179	+	0.000	0.000	Merged-chr4-11076222-62
NR7371--MA0117.2.Mafb	chr19	47755863	47755874	-	0.000	0.000	Merged-chr19-47755810-9
NR8781--MA0496.2.MAFK	chr3	9466072	9466090	+	0.000	0.000	Merged-chr3-9466321-50
NR7636--MA0089.1.MAFG::NFE2L1	chr2	35899021	35899026	-	0.000	0.000	Merged-chr2-35899032-12
NR9773--MA0495.2.MAFF	chr4	11887894	11887914	+	0.000	0.000	Merged-chr4-11887917-34
NR3874--MA0591.1.Bach1::Mafk	chr13	63340115	63340129	-	0.000	0.000	Merged-chr13-63340215-26
NR1016--MA0591.1.Bach1::Mafk	chr1	171982429	171982443	-	0.000	0.000	Merged-chr1-171982372-30
NR796--MA0501.1.MAF::NFE2	chr1	144086345	144086359	-	0.000	0.000	Merged-chr1-144086303-34
NR14980--MA0591.1.Bach1::Mafk	chrX	113075049	113075063	+	0.000	0.000	Merged-chrX-113075086-29
NR7163--MA0591.1.Bach1::Mafk	chr19	6235889	6235903	-	0.000	0.000	Merged-chr19-6236034-63
NR2847--MA0501.1.MAF::NFE2	chr12	3740258	3740272	-	0.000	0.000	Merged-chr12-3740314-45
NR710--MA0117.2.Mafb	chr1	131200226	131200237	+	0.000	0.000	Merged-chr1-131199978-81
NR11053--MA0495.2.MAFF	chr5	92348938	92348958	-	0.000	0.000	Merged-chr5-92348973-52
NR8867--MA0089.1.MAFG::NFE2L1	chr3	32419991	32419996	-	0.000	0.000	Merged-chr3-32420097-47
NR2589--MA0089.1.MAFG::NFE2L1	chr11	85235135	85235140	-	0.000	0.000	Merged-chr11-85234934-68
NR4321--MA0117.2.Mafb	chr14	7933844	7933855	-	0.000	0.000	Merged-chr14-7933850-33
NR4620--MA0089.1.MAFG::NFE2L1	chr14	57571222	57571227	+	0.000	0.000	Merged-chr14-57571249-1
NR7910--MA0089.1.MAFG::NFE2L1	chr2	80638781	80638786	+	0.000	0.000	Merged-chr2-80638943-54
NR7488--MA0659.1.MAFG	chr2	11497008	11497028	-	0.000	0.000	Merged-chr2-11496832-15
NR7043--MA0089.1.MAFG::NFE2L1	chr18	79079970	79079975	+	0.000	0.000	Merged-chr18-79080001-30
NR265--MA0501.1.MAF::NFE2	chr1	61039451	61039465	-	0.000	0.000	Merged-chr1-61039499-28
NR10232--MA0591.1.Bach1::Mafk	chr4	108826234	108826248	+	0.000	0.000	Merged-chr4-108826101-25
NR10093--MA0495.2.MAFF	chr4	89351107	89351127	-	0.000	0.000	Merged-chr4-89351221-94
NR2386--MA0495.2.MAFF	chr11	52261027	52261047	+	0.000	0.000	Merged-chr11-52261104-14
NR11424--MA0591.1.Bach1::Mafk	chr5	144283871	144283885	+	0.000	0.000	Merged-chr5-144283852-24
NR1934--MA0089.1.MAFG::NFE2L1	chr10	107868999	107869004	+	0.000	0.000	Merged-chr10-107868994-49
NR9582--MA0501.1.MAF::NFE2	chr3	143426667	143426681	+	0.000	0.000	Merged-chr3-143426791-9
NR384--MA0089.1.MAFG::NFE2L1	chr1	82724875	82724880	+	0.000	0.000	Merged-chr1-82725083-56
NR12642--MA0089.1.MAFG::NFE2L1	chr7	28962487	28962492	-	0.000	0.000	Merged-chr7-28962336-70
NR5286--MA0089.1.MAFG::NFE2L1	chr15	73599728	73599733	-	0.000	0.000	Merged-chr15-73599756-21
NR9163--MA0591.1.Bach1::Mafk	chr3	90587054	90587068	-	0.000	0.000	Merged-chr3-90587051-129
NR12857--MA0089.1.MAFG::NFE2L1	chr7	80779424	80779429	+	0.000	0.000	Merged-chr7-80779458-48
NR7641--MA0501.1.MAF::NFE2	chr2	38472547	38472561	-	0.000	0.000	Merged-chr2-38472573-96
NR2789--MA0089.1.MAFG::NFE2L1	chr11	115204186	115204191	-	0.000	0.000	Merged-chr11-115204090-3
NR1745--MA0089.1.MAFG::NFE2L1	chr10	81350536	81350541	-	0.000	0.000	Merged-chr10-81350595-59
NR10724--MA0496.2.MAFK	chr5	21658705	21658723	-	0.000	0.000	Merged-chr5-21658802-28
NR9120--MA0591.1.Bach1::Mafk	chr3	86142721	86142735	-	0.000	0.000	Merged-chr3-86142688-69
NR12577--MA0496.2.MAFK	chr7	16057371	16057389	+	0.000	0.000	Merged-chr7-16057177-61
NR10173--MA0501.1.MAF::NFE2	chr4	102607995	102608009	-	0.000	0.000	Merged-chr4-102608095-59
NR2385--MA0089.1.MAFG::NFE2L1	chr11	52076155	52076160	+	0.000	0.000	Merged-chr11-52076354-71
NR14690--MA0495.2.MAFF	chr9	114787911	114787931	-	0.000	0.000	Merged-chr9-114787935-34
NR2388--MA0117.2.Mafb	chr11	52261036	52261047	-	0.000	0.000	Merged-chr11-52261104-14
NR14362--MA0501.1.MAF::NFE2	chr9	63721907	63721921	+	0.000	0.000	Merged-chr9-63721553-124
NR4255--MA0089.1.MAFG::NFE2L1	chr13	114887326	114887331	-	0.000	0.000	Merged-chr13-114887526-35
NR8143--MA0591.1.Bach1::Mafk	chr2	117447054	117447068	-	0.000	0.000	Merged-chr2-117447085-57
NR14901--MA0089.1.MAFG::NFE2L1	chrX	74023011	74023016	-	0.000	0.000	Merged-chrX-74023104-3
NR11259--MA0496.2.MAFK	chr5	115085171	115085189	-	0.000	0.000	Merged-chr5-115085067-14
NR1081--MA0496.2.MAFK	chr1	180403755	180403773	+	0.000	0.000	Merged-chr1-180403715-60
NR7383--MA0496.2.MAFK	chr19	53800798	53800816	-	0.000	0.000	Merged-chr19-53800770-48
NR6714--MA0496.2.MAFK	chr18	23828828	23828846	-	0.000	0.000	Merged-chr18-23828715-22
NR56--MA0089.1.MAFG::NFE2L1	chr1	16228115	16228120	+	0.000	0.000	Merged-chr1-16228179-38
NR1518--MA0659.1.MAFG	chr10	44716058	44716078	+	0.000	0.000	Merged-chr10-44715918-29
NR12842--MA0089.1.MAFG::NFE2L1	chr7	79249754	79249759	+	0.000	0.000	Merged-chr7-79249720-34
NR1892--MA0495.2.MAFF	chr10	96588455	96588475	+	0.000	0.000	Merged-chr10-96588454-52
NR10002--MA0089.1.MAFG::NFE2L1	chr4	63404426	63404431	+	0.000	0.000	Merged-chr4-63404396-46
NR10422--MA0117.2.Mafb	chr4	135155688	135155699	+	0.000	0.000	Merged-chr4-135155615-17
NR2854--MA0659.1.MAFG	chr12	3892086	3892106	+	0.000	0.000	Merged-chr12-3892053-9
NR14110--MA0117.2.Mafb	chr9	14171987	14171998	-	0.000	0.000	Merged-chr9-14171965-37
NR1997--MA0659.1.MAFG	chr10	117975555	117975575	-	0.000	0.000	Merged-chr10-117975710-27
NR5125--MA0501.1.MAF::NFE2	chr15	38470737	38470751	-	0.000	0.000	Merged-chr15-38470739-79
NR8272--MA0089.1.MAFG::NFE2L1	chr2	128318445	128318450	+	0.000	0.000	Merged-chr2-128318457-15
NR3041--MA0591.1.Bach1::Mafk	chr12	55027301	55027315	-	0.000	0.000	Merged-chr12-55027232-31
NR11277--MA0496.2.MAFK	chr5	118459258	118459276	-	0.000	0.000	Merged-chr5-118459323-25
NR4598--MA0591.1.Bach1::Mafk	chr14	54168973	54168987	-	0.000	0.000	Merged-chr14-54168999-35
NR12298--MA0591.1.Bach1::Mafk	chr6	129533741	129533755	+	0.000	0.000	Merged-chr6-129533929-3
NR5029--MA0501.1.MAF::NFE2	chr15	6555769	6555783	+	0.000	0.000	Merged-chr15-6555772-24
NR1084--MA0501.1.MAF::NFE2	chr1	180410497	180410511	+	0.000	0.000	Merged-chr1-180410391-12
NR6065--MA0496.2.MAFK	chr16	94660248	94660266	-	0.000	0.000	Merged-chr16-94660460-20
NR2020--MA0501.1.MAF::NFE2	chr10	120182930	120182944	-	0.000	0.000	Merged-chr10-120183053-23
NR2450--MA0591.1.Bach1::Mafk	chr11	60935534	60935548	+	0.000	0.000	Merged-chr11-60935533-50
NR7445--MA0591.1.Bach1::Mafk	chr19	59239699	59239713	-	0.000	0.000	Merged-chr19-59239601-46
NR4691--MA0496.2.MAFK	chr14	69236046	69236064	+	0.000	0.000	Merged-chr14-69236215-6
NR6210--MA0591.1.Bach1::Mafk	chr17	24152467	24152481	+	0.000	0.000	Merged-chr17-24152368-58
NR11019--MA0501.1.MAF::NFE2	chr5	89036687	89036701	+	0.000	0.000	Merged-chr5-89036442-30
NR5284--MA0089.1.MAFG::NFE2L1	chr15	73318726	73318731	+	0.000	0.000	Merged-chr15-73318798-19
NR5468--MA0591.1.Bach1::Mafk	chr15	102136233	102136247	-	0.000	0.000	Merged-chr15-102136200-54
NR5177--MA0501.1.MAF::NFE2	chr15	51803018	51803032	+	0.000	0.000	Merged-chr15-51803142-36
NR975--MA0117.2.Mafb	chr1	166409889	166409900	-	0.000	0.000	Merged-chr1-166409730-81
NR2019--MA0591.1.Bach1::Mafk	chr10	120182933	120182947	-	0.000	0.000	Merged-chr10-120183053-23
NR7402--MA0591.1.Bach1::Mafk	chr19	56320284	56320298	-	0.000	0.000	Merged-chr19-56320419-43
NR1520--MA0496.2.MAFK	chr10	44716059	44716077	+	0.000	0.000	Merged-chr10-44715918-29
NR8959--MA0591.1.Bach1::Mafk	chr3	58470216	58470230	-	0.000	0.000	Merged-chr3-58470222-35
NR6110--MA0089.1.MAFG::NFE2L1	chr16	98072562	98072567	+	0.000	0.000	Merged-chr16-98072596-9
NR10767--MA0117.2.Mafb	chr5	30960355	30960366	-	0.000	0.000	Merged-chr5-30960238-60
NR3705--MA0495.2.MAFF	chr13	38038016	38038036	+	0.000	0.000	Merged-chr13-38038059-24
NR5471--MA0089.1.MAFG::NFE2L1	chr15	102234091	102234096	+	0.000	0.000	Merged-chr15-102234091-17
NR6662--MA0591.1.Bach1::Mafk	chr18	10609985	10609999	+	0.000	0.000	Merged-chr18-10609969-69
NR13016--MA0117.2.Mafb	chr7	106526734	106526745	+	0.000	0.000	Merged-chr7-106526868-10
NR5182--MA0089.1.MAFG::NFE2L1	chr15	53216518	53216523	+	0.000	0.000	Merged-chr15-53216582-40
NR10421--MA0501.1.MAF::NFE2	chr4	134853860	134853874	+	0.000	0.000	Merged-chr4-134853664-104
NR11622--MA0496.2.MAFK	chr6	29827424	29827442	-	0.000	0.000	Merged-chr6-29827502-39
NR893--MA0495.2.MAFF	chr1	156464432	156464452	-	0.000	0.000	Merged-chr1-156464548-8
NR12575--MA0501.1.MAF::NFE2	chr7	16057376	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR8059--MA0591.1.Bach1::Mafk	chr2	103703495	103703509	+	0.000	0.000	Merged-chr2-103703560-39
NR10128--MA0089.1.MAFG::NFE2L1	chr4	97841379	97841384	+	0.000	0.000	Merged-chr4-97841251-2
NR8687--MA0089.1.MAFG::NFE2L1	chr2	173647314	173647319	+	0.000	0.000	Merged-chr2-173647246-19
NR12479--MA0501.1.MAF::NFE2	chr6	144804578	144804592	+	0.000	0.000	Merged-chr6-144804553-29
NR11517--MA0117.2.Mafb	chr6	8649424	8649435	+	0.000	0.000	Merged-chr6-8649574-3
NR2795--MA0591.1.Bach1::Mafk	chr11	115975000	115975014	+	0.000	0.000	Merged-chr11-115974957-30
NR3726--MA0089.1.MAFG::NFE2L1	chr13	43775259	43775264	+	0.000	0.000	Merged-chr13-43775108-65
NR10923--MA0591.1.Bach1::Mafk	chr5	62816022	62816036	+	0.000	0.000	Merged-chr5-62815867-48
NR2446--MA0501.1.MAF::NFE2	chr11	60811204	60811218	+	0.000	0.000	Merged-chr11-60811220-49
NR9161--MA0495.2.MAFF	chr3	90587051	90587071	-	0.000	0.000	Merged-chr3-90587051-129
NR682--MA0089.1.MAFG::NFE2L1	chr1	127732793	127732798	+	0.000	0.000	Merged-chr1-127732945-24
NR10215--MA0591.1.Bach1::Mafk	chr4	106679016	106679030	+	0.000	0.000	Merged-chr4-106678973-52
NR2837--MA0591.1.Bach1::Mafk	chr11	121039415	121039429	+	0.000	0.000	Merged-chr11-121039238-62
NR9468--MA0501.1.MAF::NFE2	chr3	129893294	129893308	-	0.000	0.000	Merged-chr3-129893247-12
NR11937--MA0089.1.MAFG::NFE2L1	chr6	87038091	87038096	-	0.000	0.000	Merged-chr6-87038264-54
NR6323--MA0117.2.Mafb	chr17	36042878	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR3537--MA0089.1.MAFG::NFE2L1	chr13	6192844	6192849	+	0.000	0.000	Merged-chr13-6192977-15
NR8585--MA0089.1.MAFG::NFE2L1	chr2	162998651	162998656	+	0.000	0.000	Merged-chr2-162998735-32
NR3707--MA0591.1.Bach1::Mafk	chr13	38038019	38038033	-	0.000	0.000	Merged-chr13-38038059-24
NR6126--MA0591.1.Bach1::Mafk	chr17	5802395	5802409	-	0.000	0.000	Merged-chr17-5802429-65
NR1453--MA0591.1.Bach1::Mafk	chr10	37322446	37322460	-	0.000	0.000	Merged-chr10-37322524-10
NR7507--MA0117.2.Mafb	chr2	14312728	14312739	+	0.000	0.000	Merged-chr2-14312633-23
NR129--MA0089.1.MAFG::NFE2L1	chr1	36242289	36242294	+	0.000	0.000	Merged-chr1-36242221-4
NR9292--MA0501.1.MAF::NFE2	chr3	105892545	105892559	+	0.000	0.000	Merged-chr3-105892493-111
NR899--MA0591.1.Bach1::Mafk	chr1	156667645	156667659	-	0.000	0.000	Merged-chr1-156667693-16
NR12949--MA0501.1.MAF::NFE2	chr7	97041452	97041466	-	0.000	0.000	Merged-chr7-97041400-3
NR6299--MA0591.1.Bach1::Mafk	chr17	34257746	34257760	-	0.000	0.000	Merged-chr17-34257846-12
NR7619--MA0117.2.Mafb	chr2	34494335	34494346	-	0.000	0.000	Merged-chr2-34494375-14
NR11388--MA0591.1.Bach1::Mafk	chr5	140637021	140637035	-	0.000	0.000	Merged-chr5-140636895-23
NR5064--MA0591.1.Bach1::Mafk	chr15	18821598	18821612	-	0.000	0.000	Merged-chr15-18821535-37
NR1389--MA0591.1.Bach1::Mafk	chr10	21504637	21504651	+	0.000	0.000	Merged-chr10-21504659-28
NR1732--MA0591.1.Bach1::Mafk	chr10	80342883	80342897	+	0.000	0.000	Merged-chr10-80342924-40
NR12677--MA0089.1.MAFG::NFE2L1	chr7	44501958	44501963	-	0.000	0.000	Merged-chr7-44501873-29
NR12509--MA0659.1.MAFG	chr6	146516327	146516347	-	0.000	0.000	Merged-chr6-146516138-30
NR4901--MA0591.1.Bach1::Mafk	chr14	105177470	105177484	+	0.000	0.000	Merged-chr14-105177397-2
NR4054--MA0501.1.MAF::NFE2	chr13	98124409	98124423	+	0.000	0.000	Merged-chr13-98124541-43
NR8974--MA0089.1.MAFG::NFE2L1	chr3	59260918	59260923	+	0.000	0.000	Merged-chr3-59260932-51
NR14043--MA0089.1.MAFG::NFE2L1	chr8	127381452	127381457	-	0.000	0.000	Merged-chr8-127381511-17
NR10490--MA0089.1.MAFG::NFE2L1	chr4	145342070	145342075	+	0.000	0.000	Merged-chr4-145342099-62
NR11835--MA0501.1.MAF::NFE2	chr6	67489009	67489023	+	0.000	0.000	Merged-chr6-67488899-31
NR13705--MA0089.1.MAFG::NFE2L1	chr8	81807764	81807769	+	0.000	0.000	Merged-chr8-81807701-6
NR9048--MA0089.1.MAFG::NFE2L1	chr3	78890009	78890014	+	0.000	0.000	Merged-chr3-78890015-28
NR1867--MA0089.1.MAFG::NFE2L1	chr10	94848656	94848661	+	0.000	0.000	Merged-chr10-94848627-43
NR2901--MA0501.1.MAF::NFE2	chr12	25165002	25165016	-	0.000	0.000	Merged-chr12-25164922-20
NR2102--MA0089.1.MAFG::NFE2L1	chr10	127211598	127211603	-	0.000	0.000	Merged-chr10-127211540-55
NR12537--MA0591.1.Bach1::Mafk	chr7	3290321	3290335	-	0.000	0.000	Merged-chr7-3290343-35
NR7150--MA0089.1.MAFG::NFE2L1	chr19	4811407	4811412	+	0.000	0.000	Merged-chr19-4811476-80
NR13780--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR1869--MA0501.1.MAF::NFE2	chr10	94919750	94919764	-	0.000	0.000	Merged-chr10-94919760-32
NR2857--MA0496.2.MAFK	chr12	3892087	3892105	-	0.000	0.000	Merged-chr12-3892053-9
NR14345--MA0089.1.MAFG::NFE2L1	chr9	61963452	61963457	-	0.000	0.000	Merged-chr9-61963614-17
NR1954--MA0089.1.MAFG::NFE2L1	chr10	111446410	111446415	+	0.000	0.000	Merged-chr10-111446386-39
NR4731--MA0501.1.MAF::NFE2	chr14	72778152	72778166	-	0.000	0.000	Merged-chr14-72778135-45
NR749--MA0591.1.Bach1::Mafk	chr1	136255312	136255326	-	0.000	0.000	Merged-chr1-136255292-47
NR2696--MA0501.1.MAF::NFE2	chr11	103028585	103028599	+	0.000	0.000	Merged-chr11-103028483-70
NR3403--MA0117.2.Mafb	chr12	111809987	111809998	-	0.000	0.000	Merged-chr12-111809959-15
NR12511--MA0496.2.MAFK	chr6	146516328	146516346	+	0.000	0.000	Merged-chr6-146516138-30
NR705--MA0089.1.MAFG::NFE2L1	chr1	131003553	131003558	+	0.000	0.000	Merged-chr1-131003466-39
NR1801--MA0659.1.MAFG	chr10	86727747	86727767	-	0.000	0.000	Merged-chr10-86727830-49
NR1854--MA0501.1.MAF::NFE2	chr10	93882921	93882935	-	0.000	0.000	Merged-chr10-93883012-34
NR10313--MA0089.1.MAFG::NFE2L1	chr4	120062650	120062655	-	0.000	0.000	Merged-chr4-120062623-32
NR10920--MA0117.2.Mafb	chr5	62711167	62711178	+	0.000	0.000	Merged-chr5-62711036-55
NR5797--MA0089.1.MAFG::NFE2L1	chr16	52468668	52468673	-	0.000	0.000	Merged-chr16-52468577-24
NR4690--MA0591.1.Bach1::Mafk	chr14	69236048	69236062	+	0.000	0.000	Merged-chr14-69236215-6
NR3780--MA0501.1.MAF::NFE2	chr13	49294153	49294167	+	0.000	0.000	Merged-chr13-49294257-17
NR13227--MA0089.1.MAFG::NFE2L1	chr7	130646852	130646857	-	0.000	0.000	Merged-chr7-130647041-17
NR7629--MA0501.1.MAF::NFE2	chr2	35299661	35299675	-	0.000	0.000	Merged-chr2-35299647-29
NR7626--MA0496.2.MAFK	chr2	34938704	34938722	+	0.000	0.000	Merged-chr2-34938971-69
NR2476--MA0591.1.Bach1::Mafk	chr11	64022586	64022600	+	0.000	0.000	Merged-chr11-64022647-19
NR9287--MA0495.2.MAFF	chr3	105892539	105892559	+	0.000	0.000	Merged-chr3-105892493-111
NR8962--MA0496.2.MAFK	chr3	58470214	58470232	+	0.000	0.000	Merged-chr3-58470222-35
NR8608--MA0089.1.MAFG::NFE2L1	chr2	166651843	166651848	-	0.000	0.000	Merged-chr2-166651674-28
NR1557--MA0496.2.MAFK	chr10	53346650	53346668	+	0.000	0.000	Merged-chr10-53346835-25
NR793--MA0089.1.MAFG::NFE2L1	chr1	144086333	144086338	+	0.000	0.000	Merged-chr1-144086303-34
NR12570--MA0495.2.MAFF	chr7	16057370	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR6237--MA0495.2.MAFF	chr17	27027474	27027494	+	0.000	0.000	Merged-chr17-27027661-33
NR6145--MA0089.1.MAFG::NFE2L1	chr17	8238595	8238600	-	0.000	0.000	Merged-chr17-8238577-1
NR9220--MA0089.1.MAFG::NFE2L1	chr3	95909548	95909553	-	0.000	0.000	Merged-chr3-95909537-31
NR14066--MA0591.1.Bach1::Mafk	chr8	128491991	128492005	-	0.000	0.000	Merged-chr8-128491870-26
NR6127--MA0659.1.MAFG	chr17	5802392	5802412	+	0.000	0.000	Merged-chr17-5802429-65
NR7897--MA0117.2.Mafb	chr2	79004652	79004663	-	0.000	0.000	Merged-chr2-79004552-5
NR9213--MA0591.1.Bach1::Mafk	chr3	95664230	95664244	+	0.000	0.000	Merged-chr3-95664146-32
NR13475--MA0591.1.Bach1::Mafk	chr8	27679291	27679305	+	0.000	0.000	Merged-chr8-27679278-10
NR12977--MA0089.1.MAFG::NFE2L1	chr7	101896630	101896635	-	0.000	0.000	Merged-chr7-101896554-69
NR10294--MA0501.1.MAF::NFE2	chr4	118060213	118060227	+	0.000	0.000	Merged-chr4-118060227-12
NR76--MA0089.1.MAFG::NFE2L1	chr1	23321408	23321413	-	0.000	0.000	Merged-chr1-23321414-28
NR6033--MA0659.1.MAFG	chr16	92944067	92944087	+	0.000	0.000	Merged-chr16-92944045-14
NR2694--MA0117.2.Mafb	chr11	102930843	102930854	+	0.000	0.000	Merged-chr11-102930777-13
NR7298--MA0501.1.MAF::NFE2	chr19	32275410	32275424	+	0.000	0.000	Merged-chr19-32275425-90
NR428--MA0496.2.MAFK	chr1	85250858	85250876	-	0.000	0.000	Merged-chr1-85250842-29
NR12436--MA0495.2.MAFF	chr6	142884193	142884213	+	0.000	0.000	Merged-chr6-142884312-23
NR4664--MA0089.1.MAFG::NFE2L1	chr14	64627357	64627362	+	0.000	0.000	Merged-chr14-64627240-35
NR2200--MA0089.1.MAFG::NFE2L1	chr11	11763389	11763394	-	0.000	0.000	Merged-chr11-11763344-40
NR2499--MA0591.1.Bach1::Mafk	chr11	69410795	69410809	+	0.000	0.000	Merged-chr11-69410612-81
NR14067--MA0089.1.MAFG::NFE2L1	chr8	128506104	128506109	-	0.000	0.000	Merged-chr8-128506100-25
NR13729--MA0089.1.MAFG::NFE2L1	chr8	85555384	85555389	+	0.000	0.000	Merged-chr8-85555240-122
NR4753--MA0117.2.Mafb	chr14	74646622	74646633	+	0.000	0.000	Merged-chr14-74646498-47
NR12499--MA0089.1.MAFG::NFE2L1	chr6	146081106	146081111	-	0.000	0.000	Merged-chr6-146081045-99
NR10411--MA0089.1.MAFG::NFE2L1	chr4	134124479	134124484	-	0.000	0.000	Merged-chr4-134124326-44
NR5197--MA0591.1.Bach1::Mafk	chr15	55906989	55907003	-	0.000	0.000	Merged-chr15-55906885-1
NR2692--MA0089.1.MAFG::NFE2L1	chr11	102185305	102185310	-	0.000	0.000	Merged-chr11-102185121-56
NR8115--MA0089.1.MAFG::NFE2L1	chr2	114058588	114058593	-	0.000	0.000	Merged-chr2-114058557-29
NR14745--MA0089.1.MAFG::NFE2L1	chr9	117962264	117962269	-	0.000	0.000	Merged-chr9-117962245-44
NR10840--MA0117.2.Mafb	chr5	45675325	45675336	-	0.000	0.000	Merged-chr5-45675268-16
NR13701--MA0089.1.MAFG::NFE2L1	chr8	81756826	81756831	+	0.000	0.000	Merged-chr8-81756964-44
NR2251--MA0117.2.Mafb	chr11	23257568	23257579	+	0.000	0.000	Merged-chr11-23257441-61
NR14254--MA0089.1.MAFG::NFE2L1	chr9	44509564	44509569	+	0.000	0.000	Merged-chr9-44509369-1
NR2996--MA0501.1.MAF::NFE2	chr12	41044934	41044948	+	0.000	0.000	Merged-chr12-41044922-24
NR2023--MA0659.1.MAFG	chr10	120270913	120270933	-	0.000	0.000	Merged-chr10-120271095-32
NR9966--MA0501.1.MAF::NFE2	chr4	59254657	59254671	+	0.000	0.000	Merged-chr4-59254568-45
NR7960--MA0501.1.MAF::NFE2	chr2	84938408	84938422	+	0.000	0.000	Merged-chr2-84938594-55
NR14240--MA0591.1.Bach1::Mafk	chr9	43785164	43785178	-	0.000	0.000	Merged-chr9-43784994-20
NR6056--MA0089.1.MAFG::NFE2L1	chr16	94601665	94601670	-	0.000	0.000	Merged-chr16-94601702-50
NR6861--MA0501.1.MAF::NFE2	chr18	56399868	56399882	+	0.000	0.000	Merged-chr18-56399965-54
NR7253--MA0659.1.MAFG	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR10829--MA0501.1.MAF::NFE2	chr5	43915423	43915437	-	0.000	0.000	Merged-chr5-43915438-14
NR6139--MA0495.2.MAFF	chr17	7931730	7931750	+	0.000	0.000	Merged-chr17-7931540-55
NR171--MA0659.1.MAFG	chr1	43139746	43139766	-	0.000	0.000	Merged-chr1-43139813-33
NR9837--MA0089.1.MAFG::NFE2L1	chr4	32401551	32401556	-	0.000	0.000	Merged-chr4-32401611-9
NR2515--MA0089.1.MAFG::NFE2L1	chr11	72953999	72954004	-	0.000	0.000	Merged-chr11-72953852-64
NR11257--MA0495.2.MAFF	chr5	115085170	115085190	-	0.000	0.000	Merged-chr5-115085067-14
NR8302--MA0089.1.MAFG::NFE2L1	chr2	130563776	130563781	-	0.000	0.000	Merged-chr2-130563703-55
NR2822--MA0591.1.Bach1::Mafk	chr11	119929854	119929868	-	0.000	0.000	Merged-chr11-119929820-6
NR11656--MA0501.1.MAF::NFE2	chr6	35256898	35256912	-	0.000	0.000	Merged-chr6-35256883-21
NR5793--MA0089.1.MAFG::NFE2L1	chr16	52143352	52143357	+	0.000	0.000	Merged-chr16-52143257-58
NR11234--MA0496.2.MAFK	chr5	111330815	111330833	+	0.000	0.000	Merged-chr5-111330756-70
NR7381--MA0495.2.MAFF	chr19	53800797	53800817	-	0.000	0.000	Merged-chr19-53800770-48
NR14604--MA0591.1.Bach1::Mafk	chr9	102860138	102860152	-	0.000	0.000	Merged-chr9-102860175-15
NR14752--MA0117.2.Mafb	chr9	118519336	118519347	+	0.000	0.000	Merged-chr9-118519152-31
NR13585--MA0591.1.Bach1::Mafk	chr8	69183851	69183865	-	0.000	0.000	Merged-chr8-69184043-75
NR7346--MA0591.1.Bach1::Mafk	chr19	43940217	43940231	+	0.000	0.000	Merged-chr19-43940128-49
NR4561--MA0659.1.MAFG	chr14	47367040	47367060	-	0.000	0.000	Merged-chr14-47367011-11
NR10075--MA0659.1.MAFG	chr4	88110178	88110198	-	0.000	0.000	Merged-chr4-88110065-14
NR1385--MA0089.1.MAFG::NFE2L1	chr10	21245141	21245146	+	0.000	0.000	Merged-chr10-21245318-22
NR3040--MA0089.1.MAFG::NFE2L1	chr12	55027308	55027313	-	0.000	0.000	Merged-chr12-55027232-31
