#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR36546--MA0742.1.Klf12	chr3	34034045	34034059	-	0.000	0.000	Merged-chr3-34034051-31
NR7567--MA0741.1.KLF16	chr10	126905768	126905778	+	0.000	0.000	Merged-chr10-126905866-38
NR33401--MA0599.1.KLF5	chr2	103797196	103797205	-	0.000	0.000	Merged-chr2-103797033-190
NR9984--MA0742.1.Klf12	chr11	80780042	80780056	+	0.000	0.000	Merged-chr11-80779980-65
NR50041--MA0741.1.KLF16	chr6	91706326	91706336	-	0.000	0.000	Merged-chr6-91706219-53
NR52929--MA0741.1.KLF16	chr7	27490798	27490808	-	0.000	0.000	Merged-chr7-27490978-55
NR33740--MA1107.1.KLF9	chr2	118779670	118779682	+	0.000	0.000	Merged-chr2-118779707-27
NR7838--MA0741.1.KLF16	chr11	3202606	3202616	-	0.000	0.000	Merged-chr11-3202714-92
NR20683--MA0599.1.KLF5	chr15	66855039	66855048	+	0.000	0.000	Merged-chr15-66854970-48
NR57195--MA0742.1.Klf12	chr8	31176266	31176280	+	0.000	0.000	Merged-chr8-31176190-29
NR2255--MA1107.1.KLF9	chr1	139181127	139181139	-	0.000	0.000	Merged-chr1-139181025-29
NR11995--MA0742.1.Klf12	chr11	120941192	120941206	-	0.000	0.000	Merged-chr11-120941184-16
NR22891--MA0741.1.KLF16	chr16	18089217	18089227	+	0.000	0.000	Merged-chr16-18089108-33
NR32982--MA0493.1.Klf1	chr2	79065515	79065525	+	0.000	0.000	Merged-chr2-79065510-16
NR31351--MA0599.1.KLF5	chr2	18027627	18027636	-	0.000	0.000	Merged-chr2-18027664-78
NR49275--MA0039.3.KLF4	chr6	54685277	54685287	-	0.000	0.000	Merged-chr6-54685260-34
NR28359--MA0599.1.KLF5	chr18	60526214	60526223	+	0.000	0.000	Merged-chr18-60526230-71
NR53271--MA0740.1.KLF14	chr7	31127088	31127101	-	0.000	0.000	Merged-chr7-31127148-49
NR56842--MA1107.1.KLF9	chr8	11107239	11107251	-	0.000	0.000	Merged-chr8-11107220-18
NR40105--MA0741.1.KLF16	chr4	34614963	34614973	-	0.000	0.000	Merged-chr4-34615119-66
NR31208--MA0599.1.KLF5	chr2	6352210	6352219	-	0.000	0.000	Merged-chr2-6352264-168
NR54453--MA0599.1.KLF5	chr7	88277977	88277986	+	0.000	0.000	Merged-chr7-88277726-133
NR56680--MA0741.1.KLF16	chr7	143830041	143830051	-	0.000	0.000	Merged-chr7-143830009-91
NR49070--MA0493.1.Klf1	chr6	48395565	48395575	+	0.000	0.000	Merged-chr6-48395696-62
NR37868--MA0599.1.KLF5	chr3	101800629	101800638	-	0.000	0.000	Merged-chr3-101800601-48
NR15075--MA0741.1.KLF16	chr13	34875476	34875486	+	0.000	0.000	Merged-chr13-34875559-98
NR20611--MA0741.1.KLF16	chr15	62079509	62079519	+	0.000	0.000	Merged-chr15-62079594-24
NR33875--MA0741.1.KLF16	chr2	121866900	121866910	-	0.000	0.000	Merged-chr2-121866868-116
NR15346--MA0741.1.KLF16	chr13	48546658	48546668	+	0.000	0.000	Merged-chr13-48546690-1
NR60012--MA0599.1.KLF5	chr8	124722119	124722128	+	0.000	0.000	Merged-chr8-124722082-66
NR42000--MA1107.1.KLF9	chr4	128957229	128957241	-	0.000	0.000	Merged-chr4-128957353-26
NR61762--MA0742.1.Klf12	chr9	70657335	70657349	-	0.000	0.000	Merged-chr9-70657290-17
NR28930--MA0741.1.KLF16	chr18	76035158	76035168	-	0.000	0.000	Merged-chr18-76035068-49
NR36266--MA0741.1.KLF16	chr3	8510551	8510561	+	0.000	0.000	Merged-chr3-8510518-3
NR59310--MA0740.1.KLF14	chr8	111941227	111941240	+	0.000	0.000	Merged-chr8-111941211-2
NR15212--MA0742.1.Klf12	chr13	41638188	41638202	-	0.000	0.000	Merged-chr13-41638264-26
NR44588--MA0741.1.KLF16	chr5	36989160	36989170	-	0.000	0.000	Merged-chr5-36989172-64
NR14738--MA1107.1.KLF9	chr13	13584435	13584447	+	0.000	0.000	Merged-chr13-13584460-6
NR3439--MA1107.1.KLF9	chr1	180484004	180484016	+	0.000	0.000	Merged-chr1-180484030-25
NR63943--MA1107.1.KLF9	chrX	12062745	12062757	+	0.000	0.000	Merged-chrX-12062732-18
NR9104--MA0741.1.KLF16	chr11	60727259	60727269	+	0.000	0.000	Merged-chr11-60727194-59
NR36505--MA0740.1.KLF14	chr3	30969469	30969482	-	0.000	0.000	Merged-chr3-30969412-4
NR30216--MA0493.1.Klf1	chr19	36409621	36409631	-	0.000	0.000	Merged-chr19-36409790-61
NR34283--MA0740.1.KLF14	chr2	132131490	132131503	+	0.000	0.000	Merged-chr2-132131548-24
NR13429--MA0740.1.KLF14	chr12	85746477	85746490	-	0.000	0.000	Merged-chr12-85746223-36
NR41619--MA0742.1.Klf12	chr4	117251980	117251994	-	0.000	0.000	Merged-chr4-117251889-52
NR36798--MA0742.1.Klf12	chr3	52470107	52470121	-	0.000	0.000	Merged-chr3-52470194-16
NR49177--MA1107.1.KLF9	chr6	50601871	50601883	-	0.000	0.000	Merged-chr6-50601872-31
NR29490--MA0657.1.KLF13	chr19	5050504	5050521	-	0.000	0.000	Merged-chr19-5050338-24
NR38294--MA1107.1.KLF9	chr3	116424261	116424273	-	0.000	0.000	Merged-chr3-116424067-206
NR42037--MA0741.1.KLF16	chr4	129248500	129248510	-	0.000	0.000	Merged-chr4-129248394-18
NR30475--MA1107.1.KLF9	chr19	45079935	45079947	-	0.000	0.000	Merged-chr19-45079804-49
NR4775--MA1107.1.KLF9	chr10	39505707	39505719	-	0.000	0.000	Merged-chr10-39505827-10
NR31552--MA0493.1.Klf1	chr2	26304841	26304851	-	0.000	0.000	Merged-chr2-26304890-4
NR33808--MA0493.1.Klf1	chr2	119897331	119897341	+	0.000	0.000	Merged-chr2-119897563-82
NR37097--MA0657.1.KLF13	chr3	75956741	75956758	-	0.000	0.000	Merged-chr3-75956729-116
NR57323--MA0742.1.Klf12	chr8	36249598	36249612	-	0.000	0.000	Merged-chr8-36249558-6
NR40086--MA0741.1.KLF16	chr4	33147016	33147026	+	0.000	0.000	Merged-chr4-33147019-23
NR60571--MA0493.1.Klf1	chr9	25186658	25186668	+	0.000	0.000	Merged-chr9-25186654-66
NR36518--MA0493.1.Klf1	chr3	31145840	31145850	+	0.000	0.000	Merged-chr3-31145985-42
NR12270--MA0741.1.KLF16	chr12	16533757	16533767	-	0.000	0.000	Merged-chr12-16533665-29
NR61482--MA0741.1.KLF16	chr9	62344720	62344730	-	0.000	0.000	Merged-chr9-62344675-54
NR27954--MA0599.1.KLF5	chr18	35662267	35662276	+	0.000	0.000	Merged-chr18-35662073-58
NR43771--MA0493.1.Klf1	chr4	155318444	155318454	-	0.000	0.000	Merged-chr4-155318568-19
NR19781--MA0599.1.KLF5	chr14	122983286	122983295	+	0.000	0.000	Merged-chr14-122983276-115
NR27080--MA0742.1.Klf12	chr17	80468682	80468696	+	0.000	0.000	Merged-chr17-80468641-48
NR38961--MA1107.1.KLF9	chr3	135594589	135594601	+	0.000	0.000	Merged-chr3-135594497-62
NR3588--MA0741.1.KLF16	chr1	183298396	183298406	+	0.000	0.000	Merged-chr1-183298283-17
NR33513--MA0599.1.KLF5	chr2	112800092	112800101	-	0.000	0.000	Merged-chr2-112800158-40
NR10956--MA1107.1.KLF9	chr11	102309189	102309201	+	0.000	0.000	Merged-chr11-102309316-55
NR8204--MA0493.1.Klf1	chr11	20741556	20741566	+	0.000	0.000	Merged-chr11-20741434-157
NR16376--MA1107.1.KLF9	chr13	94116565	94116577	+	0.000	0.000	Merged-chr13-94116775-28
NR10656--MA0741.1.KLF16	chr11	98457882	98457892	+	0.000	0.000	Merged-chr11-98457960-97
NR31781--MA0741.1.KLF16	chr2	30658607	30658617	+	0.000	0.000	Merged-chr2-30658589-67
NR14878--MA0599.1.KLF5	chr13	23446881	23446890	-	0.000	0.000	Merged-chr13-23446723-10
NR22836--MA0599.1.KLF5	chr16	17070099	17070108	-	0.000	0.000	Merged-chr16-17069994-85
NR6423--MA0740.1.KLF14	chr10	88504026	88504039	-	0.000	0.000	Merged-chr10-88503867-73
NR28435--MA0740.1.KLF14	chr18	61911594	61911607	-	0.000	0.000	Merged-chr18-61911637-53
NR59664--MA1107.1.KLF9	chr8	120404069	120404081	+	0.000	0.000	Merged-chr8-120404007-24
NR14663--MA0599.1.KLF5	chr13	8457116	8457125	+	0.000	0.000	Merged-chr13-8457184-81
NR37835--MA0039.3.KLF4	chr3	101288145	101288155	-	0.000	0.000	Merged-chr3-101288021-52
NR13047--MA0741.1.KLF16	chr12	72085741	72085751	-	0.000	0.000	Merged-chr12-72085712-110
NR44716--MA0741.1.KLF16	chr5	45493318	45493328	+	0.000	0.000	Merged-chr5-45493482-59
NR23120--MA0742.1.Klf12	chr16	30039529	30039543	+	0.000	0.000	Merged-chr16-30039385-30
NR59628--MA0740.1.KLF14	chr8	120114018	120114031	-	0.000	0.000	Merged-chr8-120114148-66
NR29893--MA0741.1.KLF16	chr19	15985047	15985057	+	0.000	0.000	Merged-chr19-15984948-62
NR32656--MA0599.1.KLF5	chr2	70838776	70838785	+	0.000	0.000	Merged-chr2-70838733-21
NR47675--MA0740.1.KLF14	chr5	140389287	140389300	+	0.000	0.000	Merged-chr5-140389352-56
NR14305--MA0599.1.KLF5	chr12	112130403	112130412	+	0.000	0.000	Merged-chr12-112130474-63
NR35231--MA0493.1.Klf1	chr2	160873051	160873061	+	0.000	0.000	Merged-chr2-160872923-80
NR40953--MA1107.1.KLF9	chr4	83568301	83568313	-	0.000	0.000	Merged-chr4-83568276-50
NR44311--MA0742.1.Klf12	chr5	28329650	28329664	-	0.000	0.000	Merged-chr5-28329563-25
NR55483--MA0657.1.KLF13	chr7	119794065	119794082	-	0.000	0.000	Merged-chr7-119794114-60
NR37344--MA0741.1.KLF16	chr3	88771960	88771970	-	0.000	0.000	Merged-chr3-88771967-123
NR5601--MA0741.1.KLF16	chr10	76961985	76961995	+	0.000	0.000	Merged-chr10-76962071-59
NR63956--MA0741.1.KLF16	chrX	12128475	12128485	+	0.000	0.000	Merged-chrX-12128389-23
NR56498--MA0493.1.Klf1	chr7	141060881	141060891	+	0.000	0.000	Merged-chr7-141061070-48
NR30318--MA0039.3.KLF4	chr19	41317862	41317872	-	0.000	0.000	Merged-chr19-41317870-18
NR15641--MA0599.1.KLF5	chr13	56703656	56703665	+	0.000	0.000	Merged-chr13-56703613-154
NR32153--MA0742.1.Klf12	chr2	37735571	37735585	-	0.000	0.000	Merged-chr2-37735387-35
NR61317--MA0599.1.KLF5	chr9	57645213	57645222	-	0.000	0.000	Merged-chr9-57645092-1
NR58535--MA0741.1.KLF16	chr8	85299640	85299650	-	0.000	0.000	Merged-chr8-85299650-58
NR35935--MA0741.1.KLF16	chr2	173021871	173021881	-	0.000	0.000	Merged-chr2-173022060-54
NR9647--MA1107.1.KLF9	chr11	75410422	75410434	+	0.000	0.000	Merged-chr11-75410293-22
NR13591--MA0599.1.KLF5	chr12	91849246	91849255	+	0.000	0.000	Merged-chr12-91849094-58
NR48804--MA0741.1.KLF16	chr6	34910864	34910874	-	0.000	0.000	Merged-chr6-34910780-76
NR60888--MA0039.3.KLF4	chr9	43784885	43784895	+	0.000	0.000	Merged-chr9-43784994-20
NR7934--MA0599.1.KLF5	chr11	4849467	4849476	+	0.000	0.000	Merged-chr11-4849390-69
NR43239--MA0740.1.KLF14	chr4	148160214	148160227	+	0.000	0.000	Merged-chr4-148160107-67
NR62939--MA0493.1.Klf1	chr9	110732701	110732711	-	0.000	0.000	Merged-chr9-110732795-38
NR55524--MA1107.1.KLF9	chr7	120727947	120727959	-	0.000	0.000	Merged-chr7-120727783-30
NR23491--MA0493.1.Klf1	chr16	45742974	45742984	-	0.000	0.000	Merged-chr16-45742884-57
NR22957--MA0599.1.KLF5	chr16	20498769	20498778	-	0.000	0.000	Merged-chr16-20498882-53
NR61937--MA0742.1.Klf12	chr9	77910961	77910975	-	0.000	0.000	Merged-chr9-77910963-98
NR25667--MA0599.1.KLF5	chr17	31456840	31456849	-	0.000	0.000	Merged-chr17-31456921-12
NR48839--MA0039.3.KLF4	chr6	35252737	35252747	+	0.000	0.000	Merged-chr6-35252866-79
NR21226--MA0741.1.KLF16	chr15	80930408	80930418	-	0.000	0.000	Merged-chr15-80930587-88
NR62644--MA0599.1.KLF5	chr9	105395261	105395270	-	0.000	0.000	Merged-chr9-105395355-56
NR48769--MA0599.1.KLF5	chr6	31563933	31563942	+	0.000	0.000	Merged-chr6-31563897-43
NR11587--MA0740.1.KLF14	chr11	116012718	116012731	-	0.000	0.000	Merged-chr11-116012659-52
NR65017--MA0741.1.KLF16	chrX	164419728	164419738	-	0.000	0.000	Merged-chrX-164419755-68
NR55015--MA0741.1.KLF16	chr7	107594971	107594981	-	0.000	0.000	Merged-chr7-107594871-89
NR32983--MA0740.1.KLF14	chr2	79124388	79124401	-	0.000	0.000	Merged-chr2-79124485-40
NR60584--MA1107.1.KLF9	chr9	27044026	27044038	-	0.000	0.000	Merged-chr9-27044000-29
NR14996--MA0741.1.KLF16	chr13	30817691	30817701	-	0.000	0.000	Merged-chr13-30817596-41
NR39927--MA0599.1.KLF5	chr4	16163709	16163718	+	0.000	0.000	Merged-chr4-16163634-149
NR11164--MA1107.1.KLF9	chr11	107547697	107547709	-	0.000	0.000	Merged-chr11-107547727-88
NR20334--MA0599.1.KLF5	chr15	43870060	43870069	-	0.000	0.000	Merged-chr15-43869939-26
NR31556--MA1107.1.KLF9	chr2	26304877	26304889	-	0.000	0.000	Merged-chr2-26304890-4
NR27833--MA0740.1.KLF14	chr18	34089562	34089575	+	0.000	0.000	Merged-chr18-34089509-25
NR49890--MA0599.1.KLF5	chr6	87851165	87851174	+	0.000	0.000	Merged-chr6-87850966-74
NR2483--MA0039.3.KLF4	chr1	153129486	153129496	-	0.000	0.000	Merged-chr1-153129578-2
NR61830--MA0740.1.KLF14	chr9	73044793	73044806	+	0.000	0.000	Merged-chr9-73044693-99
NR56441--MA0741.1.KLF16	chr7	140102408	140102418	-	0.000	0.000	Merged-chr7-140102387-42
NR61928--MA0741.1.KLF16	chr9	77544846	77544856	+	0.000	0.000	Merged-chr9-77544648-151
NR26716--MA0493.1.Klf1	chr17	65826403	65826413	+	0.000	0.000	Merged-chr17-65826425-32
NR33365--MA0741.1.KLF16	chr2	103073688	103073698	+	0.000	0.000	Merged-chr2-103073644-68
NR8776--MA0742.1.Klf12	chr11	52361027	52361041	-	0.000	0.000	Merged-chr11-52360947-92
NR1146--MA0741.1.KLF16	chr1	82283348	82283358	+	0.000	0.000	Merged-chr1-82283308-57
NR59103--MA0741.1.KLF16	chr8	107436567	107436577	-	0.000	0.000	Merged-chr8-107436562-102
NR28810--MA1107.1.KLF9	chr18	74213718	74213730	+	0.000	0.000	Merged-chr18-74213885-15
NR44283--MA0741.1.KLF16	chr5	25529714	25529724	-	0.000	0.000	Merged-chr5-25529854-76
NR15844--MA0742.1.Klf12	chr13	64252363	64252377	-	0.000	0.000	Merged-chr13-64252474-17
NR44251--MA0740.1.KLF14	chr5	24685913	24685926	-	0.000	0.000	Merged-chr5-24685796-115
NR41919--MA0599.1.KLF5	chr4	125127394	125127403	-	0.000	0.000	Merged-chr4-125127397-1
NR62845--MA0493.1.Klf1	chr9	108263960	108263970	+	0.000	0.000	Merged-chr9-108263764-60
NR21312--MA0599.1.KLF5	chr15	82224430	82224439	-	0.000	0.000	Merged-chr15-82224462-30
NR6225--MA0742.1.Klf12	chr10	82764181	82764195	+	0.000	0.000	Merged-chr10-82763957-77
NR44629--MA0599.1.KLF5	chr5	41708151	41708160	+	0.000	0.000	Merged-chr5-41708072-132
NR57786--MA0740.1.KLF14	chr8	64947109	64947122	+	0.000	0.000	Merged-chr8-64947122-116
NR39257--MA0740.1.KLF14	chr3	146328964	146328977	+	0.000	0.000	Merged-chr3-146328953-17
NR41704--MA0599.1.KLF5	chr4	119540438	119540447	+	0.000	0.000	Merged-chr4-119540328-7
NR31551--MA0742.1.Klf12	chr2	26304837	26304851	-	0.000	0.000	Merged-chr2-26304890-4
NR52129--MA0740.1.KLF14	chr6	148896228	148896241	+	0.000	0.000	Merged-chr6-148896090-83
NR5095--MA1107.1.KLF9	chr10	60287902	60287914	-	0.000	0.000	Merged-chr10-60287885-29
NR35773--MA0741.1.KLF16	chr2	170206036	170206046	-	0.000	0.000	Merged-chr2-170206161-1
NR20535--MA0493.1.Klf1	chr15	59596759	59596769	+	0.000	0.000	Merged-chr15-59596634-94
NR31203--MA0493.1.Klf1	chr2	6213052	6213062	+	0.000	0.000	Merged-chr2-6213187-45
NR984--MA0741.1.KLF16	chr1	74284702	74284712	+	0.000	0.000	Merged-chr1-74284786-68
NR52264--MA0493.1.Klf1	chr7	4777375	4777385	+	0.000	0.000	Merged-chr7-4777194-35
NR10080--MA0741.1.KLF16	chr11	83964375	83964385	+	0.000	0.000	Merged-chr11-83964406-50
NR23030--MA0493.1.Klf1	chr16	22548404	22548414	+	0.000	0.000	Merged-chr16-22548400-52
NR31123--MA0599.1.KLF5	chr2	3418934	3418943	-	0.000	0.000	Merged-chr2-3419022-52
NR25206--MA0599.1.KLF5	chr17	24533727	24533736	+	0.000	0.000	Merged-chr17-24533671-58
NR40632--MA0599.1.KLF5	chr4	53440384	53440393	-	0.000	0.000	Merged-chr4-53440553-103
NR43517--MA0742.1.Klf12	chr4	151996275	151996289	-	0.000	0.000	Merged-chr4-151996356-68
NR15198--MA0599.1.KLF5	chr13	41249809	41249818	-	0.000	0.000	Merged-chr13-41249879-71
NR43681--MA1107.1.KLF9	chr4	154246626	154246638	-	0.000	0.000	Merged-chr4-154246608-23
NR9988--MA0741.1.KLF16	chr11	80780043	80780053	+	0.000	0.000	Merged-chr11-80779980-65
NR8329--MA1107.1.KLF9	chr11	29515044	29515056	-	0.000	0.000	Merged-chr11-29515062-56
NR62588--MA0740.1.KLF14	chr9	104063116	104063129	+	0.000	0.000	Merged-chr9-104063389-128
NR63734--MA0599.1.KLF5	chr9	122805542	122805551	+	0.000	0.000	Merged-chr9-122805643-54
NR48647--MA1107.1.KLF9	chr6	28421777	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR60123--MA1107.1.KLF9	chr8	126882102	126882114	-	0.000	0.000	Merged-chr8-126881934-28
NR39656--MA0741.1.KLF16	chr3	155093410	155093420	+	0.000	0.000	Merged-chr3-155093462-79
NR11696--MA0740.1.KLF14	chr11	117358476	117358489	+	0.000	0.000	Merged-chr11-117358363-33
NR42255--MA0741.1.KLF16	chr4	132638936	132638946	-	0.000	0.000	Merged-chr4-132639093-52
NR33056--MA0493.1.Klf1	chr2	83706795	83706805	-	0.000	0.000	Merged-chr2-83706850-5
NR5691--MA0741.1.KLF16	chr10	78018974	78018984	+	0.000	0.000	Merged-chr10-78018968-26
NR26748--MA0599.1.KLF5	chr17	66077145	66077154	+	0.000	0.000	Merged-chr17-66076994-114
NR24214--MA0493.1.Klf1	chr16	91781396	91781406	-	0.000	0.000	Merged-chr16-91781524-1
NR63717--MA0741.1.KLF16	chr9	122311024	122311034	+	0.000	0.000	Merged-chr9-122310830-40
NR63500--MA1107.1.KLF9	chr9	119963509	119963521	+	0.000	0.000	Merged-chr9-119963439-34
NR25152--MA0741.1.KLF16	chr17	23924760	23924770	-	0.000	0.000	Merged-chr17-23924911-57
NR33858--MA0599.1.KLF5	chr2	121442639	121442648	+	0.000	0.000	Merged-chr2-121442652-51
NR1837--MA1107.1.KLF9	chr1	126748224	126748236	+	0.000	0.000	Merged-chr1-126748091-24
NR50782--MA1107.1.KLF9	chr6	119848404	119848416	+	0.000	0.000	Merged-chr6-119848153-79
NR38066--MA1107.1.KLF9	chr3	106721922	106721934	+	0.000	0.000	Merged-chr3-106722064-87
NR17582--MA0039.3.KLF4	chr14	20503171	20503181	+	0.000	0.000	Merged-chr14-20503247-33
NR30933--MA0599.1.KLF5	chr19	57610934	57610943	+	0.000	0.000	Merged-chr19-57611096-119
NR33643--MA0599.1.KLF5	chr2	117418841	117418850	-	0.000	0.000	Merged-chr2-117418760-26
NR25120--MA0740.1.KLF14	chr17	22867286	22867299	+	0.000	0.000	Merged-chr17-22867283-5
NR22760--MA0599.1.KLF5	chr16	13668053	13668062	+	0.000	0.000	Merged-chr16-13668016-53
NR36353--MA0599.1.KLF5	chr3	14611400	14611409	-	0.000	0.000	Merged-chr3-14611354-67
NR25470--MA0599.1.KLF5	chr17	28341320	28341329	+	0.000	0.000	Merged-chr17-28341153-22
NR38948--MA1107.1.KLF9	chr3	135579475	135579487	-	0.000	0.000	Merged-chr3-135579457-44
NR54936--MA0741.1.KLF16	chr7	105356543	105356553	-	0.000	0.000	Merged-chr7-105356441-22
NR63935--MA0493.1.Klf1	chrX	11999164	11999174	+	0.000	0.000	Merged-chrX-11999203-45
NR44631--MA0740.1.KLF14	chr5	41708184	41708197	+	0.000	0.000	Merged-chr5-41708072-132
NR4903--MA0741.1.KLF16	chr10	43579020	43579030	-	0.000	0.000	Merged-chr10-43578959-39
NR42112--MA0741.1.KLF16	chr4	129987968	129987978	+	0.000	0.000	Merged-chr4-129987965-32
NR37291--MA0741.1.KLF16	chr3	88058296	88058306	+	0.000	0.000	Merged-chr3-88058406-53
NR21182--MA0742.1.Klf12	chr15	80264286	80264300	+	0.000	0.000	Merged-chr15-80264351-45
NR45843--MA1107.1.KLF9	chr5	105139601	105139613	+	0.000	0.000	Merged-chr5-105139642-65
NR2600--MA1107.1.KLF9	chr1	156474277	156474289	+	0.000	0.000	Merged-chr1-156474258-59
NR19033--MA0741.1.KLF16	chr14	78536928	78536938	-	0.000	0.000	Merged-chr14-78536863-71
NR29306--MA0741.1.KLF16	chr18	88894346	88894356	-	0.000	0.000	Merged-chr18-88894083-95
NR38061--MA0039.3.KLF4	chr3	106462303	106462313	+	0.000	0.000	Merged-chr3-106462412-68
NR52851--MA0742.1.Klf12	chr7	25756036	25756050	-	0.000	0.000	Merged-chr7-25756161-11
NR5343--MA0741.1.KLF16	chr10	67979548	67979558	+	0.000	0.000	Merged-chr10-67979614-53
NR32571--MA0599.1.KLF5	chr2	66634787	66634796	+	0.000	0.000	Merged-chr2-66634909-17
NR27355--MA0741.1.KLF16	chr17	86293521	86293531	+	0.000	0.000	Merged-chr17-86293487-34
NR61590--MA0599.1.KLF5	chr9	65598936	65598945	-	0.000	0.000	Merged-chr9-65598978-11
NR40227--MA0741.1.KLF16	chr4	41503181	41503191	+	0.000	0.000	Merged-chr4-41503192-32
NR44790--MA0599.1.KLF5	chr5	53540271	53540280	-	0.000	0.000	Merged-chr5-53540253-35
NR18481--MA0599.1.KLF5	chr14	60634464	60634473	-	0.000	0.000	Merged-chr14-60634625-83
NR10460--MA0741.1.KLF16	chr11	94998326	94998336	-	0.000	0.000	Merged-chr11-94998178-21
NR28009--MA1107.1.KLF9	chr18	36734990	36735002	+	0.000	0.000	Merged-chr18-36735138-69
NR3458--MA0741.1.KLF16	chr1	180548106	180548116	-	0.000	0.000	Merged-chr1-180548194-33
NR12027--MA0599.1.KLF5	chr11	121204308	121204317	+	0.000	0.000	Merged-chr11-121204419-68
NR32708--MA0742.1.Klf12	chr2	71873139	71873153	-	0.000	0.000	Merged-chr2-71873346-69
NR1680--MA0740.1.KLF14	chr1	118627896	118627909	+	0.000	0.000	Merged-chr1-118628003-42
NR52605--MA0599.1.KLF5	chr7	19404127	19404136	+	0.000	0.000	Merged-chr7-19404013-49
NR9562--MA1107.1.KLF9	chr11	73177061	73177073	+	0.000	0.000	Merged-chr11-73177173-60
NR18123--MA0599.1.KLF5	chr14	50930616	50930625	-	0.000	0.000	Merged-chr14-50930478-3
NR9431--MA0741.1.KLF16	chr11	70239862	70239872	-	0.000	0.000	Merged-chr11-70239985-43
NR36659--MA0741.1.KLF16	chr3	40540671	40540681	+	0.000	0.000	Merged-chr3-40540904-52
NR62031--MA0740.1.KLF14	chr9	80164984	80164997	+	0.000	0.000	Merged-chr9-80164813-89
NR36832--MA0740.1.KLF14	chr3	54692674	54692687	+	0.000	0.000	Merged-chr3-54692822-61
NR1949--MA1107.1.KLF9	chr1	131060527	131060539	-	0.000	0.000	Merged-chr1-131060576-40
NR24585--MA1107.1.KLF9	chr17	3326444	3326456	-	0.000	0.000	Merged-chr17-3326553-34
NR44315--MA0741.1.KLF16	chr5	28329653	28329663	-	0.000	0.000	Merged-chr5-28329563-25
NR27632--MA0599.1.KLF5	chr18	12236554	12236563	+	0.000	0.000	Merged-chr18-12236569-102
NR39255--MA0493.1.Klf1	chr3	146308447	146308457	+	0.000	0.000	Merged-chr3-146308303-21
NR47348--MA0599.1.KLF5	chr5	135632599	135632608	+	0.000	0.000	Merged-chr5-135632742-49
NR54068--MA0742.1.Klf12	chr7	67222462	67222476	+	0.000	0.000	Merged-chr7-67222582-57
NR60893--MA0741.1.KLF16	chr9	43785127	43785137	-	0.000	0.000	Merged-chr9-43784994-20
NR6190--MA0493.1.Klf1	chr10	81464682	81464692	-	0.000	0.000	Merged-chr10-81464665-32
NR53040--MA1107.1.KLF9	chr7	28867610	28867622	+	0.000	0.000	Merged-chr7-28867749-38
NR31211--MA0039.3.KLF4	chr2	6522537	6522547	+	0.000	0.000	Merged-chr2-6522633-5
NR24821--MA0741.1.KLF16	chr17	8525167	8525177	-	0.000	0.000	Merged-chr17-8525059-23
NR61996--MA0039.3.KLF4	chr9	78845377	78845387	+	0.000	0.000	Merged-chr9-78845462-22
NR8366--MA0599.1.KLF5	chr11	31870860	31870869	+	0.000	0.000	Merged-chr11-31870754-70
NR57445--MA0742.1.Klf12	chr8	46617374	46617388	-	0.000	0.000	Merged-chr8-46617433-87
NR28004--MA0039.3.KLF4	chr18	36734992	36735002	+	0.000	0.000	Merged-chr18-36735138-69
NR43575--MA0599.1.KLF5	chr4	152212645	152212654	-	0.000	0.000	Merged-chr4-152212643-15
NR27061--MA0657.1.KLF13	chr17	80391803	80391820	-	0.000	0.000	Merged-chr17-80391888-51
NR15972--MA0493.1.Klf1	chr13	69821333	69821343	+	0.000	0.000	Merged-chr13-69821460-47
NR47509--MA0742.1.Klf12	chr5	138116901	138116915	-	0.000	0.000	Merged-chr5-138117022-54
NR19307--MA0599.1.KLF5	chr14	102811709	102811718	-	0.000	0.000	Merged-chr14-102811644-20
NR60356--MA1107.1.KLF9	chr9	20952962	20952974	+	0.000	0.000	Merged-chr9-20952794-68
NR12631--MA0740.1.KLF14	chr12	40445943	40445956	+	0.000	0.000	Merged-chr12-40446006-78
NR46070--MA0599.1.KLF5	chr5	110448820	110448829	+	0.000	0.000	Merged-chr5-110448541-117
NR8347--MA1107.1.KLF9	chr11	30649082	30649094	+	0.000	0.000	Merged-chr11-30649256-50
NR57292--MA1107.1.KLF9	chr8	35597271	35597283	+	0.000	0.000	Merged-chr8-35597143-68
NR12291--MA0599.1.KLF5	chr12	17266568	17266577	-	0.000	0.000	Merged-chr12-17266603-58
NR1093--MA0741.1.KLF16	chr1	75487847	75487857	+	0.000	0.000	Merged-chr1-75487610-71
NR63752--MA0599.1.KLF5	chr9	123366799	123366808	-	0.000	0.000	Merged-chr9-123366861-57
NR61433--MA0493.1.Klf1	chr9	60998295	60998305	-	0.000	0.000	Merged-chr9-60998373-9
