#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR1788--MA0089.1.MAFG::NFE2L1	chr10	94917910	94917915	+	0.000	0.000	Merged-chr10-94917729-28
NR12281--MA0089.1.MAFG::NFE2L1	chr7	132768217	132768222	-	0.000	0.000	Merged-chr7-132768220-25
NR1309--MA0089.1.MAFG::NFE2L1	chr10	26364423	26364428	-	0.000	0.000	Merged-chr10-26364475-53
NR6357--MA0089.1.MAFG::NFE2L1	chr18	39035429	39035434	+	0.000	0.000	Merged-chr18-39035384-28
NR9432--MA0089.1.MAFG::NFE2L1	chr4	70265447	70265452	+	0.000	0.000	Merged-chr4-70265385-47
NR5750--MA0501.1.MAF::NFE2	chr17	17867273	17867287	+	0.000	0.000	Merged-chr17-17867288-2
NR5468--MA0495.2.MAFF	chr16	65542404	65542424	+	0.000	0.000	Merged-chr16-65542301-4
NR7895--MA0591.1.Bach1::Mafk	chr2	169089217	169089231	-	0.000	0.000	Merged-chr2-169089199-37
NR12939--MA0591.1.Bach1::Mafk	chr8	123385395	123385409	-	0.000	0.000	Merged-chr8-123385258-19
NR12985--MA0495.2.MAFF	chr8	128596686	128596706	+	0.000	0.000	Merged-chr8-128596588-1
NR6818--MA0501.1.MAF::NFE2	chr19	32524044	32524058	-	0.000	0.000	Merged-chr19-32523975-16
NR897--MA0495.2.MAFF	chr1	165828808	165828828	+	0.000	0.000	Merged-chr1-165828679-59
NR4962--MA0659.1.MAFG	chr15	81872293	81872313	-	0.000	0.000	Merged-chr15-81872198-88
NR2277--MA0591.1.Bach1::Mafk	chr11	62280806	62280820	-	0.000	0.000	Merged-chr11-62280813-1
NR6359--MA0591.1.Bach1::Mafk	chr18	39035420	39035434	-	0.000	0.000	Merged-chr18-39035384-28
NR3966--MA0117.2.Mafb	chr14	17406208	17406219	+	0.000	0.000	Merged-chr14-17406141-29
NR10964--MA0591.1.Bach1::Mafk	chr6	48860399	48860413	+	0.000	0.000	Merged-chr6-48860450-3
NR4540--MA0501.1.MAF::NFE2	chr14	121903610	121903624	-	0.000	0.000	Merged-chr14-121903586-22
NR8530--MA0591.1.Bach1::Mafk	chr3	84680350	84680364	-	0.000	0.000	Merged-chr3-84680282-50
NR3196--MA0117.2.Mafb	chr13	22043125	22043136	-	0.000	0.000	Merged-chr13-22043154-75
NR6631--MA0089.1.MAFG::NFE2L1	chr18	78142933	78142938	+	0.000	0.000	Merged-chr18-78142863-6
NR1773--MA0089.1.MAFG::NFE2L1	chr10	92722429	92722434	+	0.000	0.000	Merged-chr10-92722301-72
NR5640--MA0591.1.Bach1::Mafk	chr16	96467764	96467778	-	0.000	0.000	Merged-chr16-96467664-37
NR12320--MA0659.1.MAFG	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR13425--MA0591.1.Bach1::Mafk	chr9	108827299	108827313	+	0.000	0.000	Merged-chr9-108827209-27
NR5137--MA0495.2.MAFF	chr16	8306676	8306696	-	0.000	0.000	Merged-chr16-8306528-49
NR11767--MA0089.1.MAFG::NFE2L1	chr7	30353511	30353516	+	0.000	0.000	Merged-chr7-30353555-8
NR12363--MA0591.1.Bach1::Mafk	chr8	10927705	10927719	+	0.000	0.000	Merged-chr8-10927860-5
NR3738--MA0117.2.Mafb	chr13	109822600	109822611	-	0.000	0.000	Merged-chr13-109822486-79
NR826--MA0089.1.MAFG::NFE2L1	chr1	151011278	151011283	-	0.000	0.000	Merged-chr1-151011231-27
NR10810--MA0089.1.MAFG::NFE2L1	chr6	17932003	17932008	+	0.000	0.000	Merged-chr6-17932110-11
NR1261--MA0495.2.MAFF	chr10	20119542	20119562	+	0.000	0.000	Merged-chr10-20119637-31
NR11329--MA0659.1.MAFG	chr6	108477200	108477220	-	0.000	0.000	Merged-chr6-108477065-48
NR6339--MA0495.2.MAFF	chr18	33060132	33060152	+	0.000	0.000	Merged-chr18-33060171-12
NR13504--MA0117.2.Mafb	chr9	122865930	122865941	-	0.000	0.000	Merged-chr9-122865982-50
NR13189--MA0495.2.MAFF	chr9	71874477	71874497	+	0.000	0.000	Merged-chr9-71874475-35
NR5394--MA0117.2.Mafb	chr16	55888376	55888387	-	0.000	0.000	Merged-chr16-55888204-77
NR2241--MA0659.1.MAFG	chr11	51898836	51898856	+	0.000	0.000	Merged-chr11-51898870-27
NR724--MA0089.1.MAFG::NFE2L1	chr1	131204609	131204614	+	0.000	0.000	Merged-chr1-131204658-49
NR6051--MA0089.1.MAFG::NFE2L1	chr17	74717768	74717773	-	0.000	0.000	Merged-chr17-74717725-59
NR8832--MA0591.1.Bach1::Mafk	chr3	135514190	135514204	-	0.000	0.000	Merged-chr3-135514280-15
NR4598--MA0089.1.MAFG::NFE2L1	chr15	9435986	9435991	+	0.000	0.000	Merged-chr15-9435954-24
NR6343--MA0496.2.MAFK	chr18	33060133	33060151	+	0.000	0.000	Merged-chr18-33060171-12
NR13622--MA0089.1.MAFG::NFE2L1	chrX	74297031	74297036	-	0.000	0.000	Merged-chrX-74297029-55
NR12857--MA0591.1.Bach1::Mafk	chr8	105827425	105827439	-	0.000	0.000	Merged-chr8-105827361-75
NR4951--MA0501.1.MAF::NFE2	chr15	80704286	80704300	+	0.000	0.000	Merged-chr15-80704480-26
NR4004--MA0089.1.MAFG::NFE2L1	chr14	25505368	25505373	+	0.000	0.000	Merged-chr14-25505314-24
NR8637--MA0117.2.Mafb	chr3	105674845	105674856	-	0.000	0.000	Merged-chr3-105674811-23
NR12983--MA0089.1.MAFG::NFE2L1	chr8	128595102	128595107	+	0.000	0.000	Merged-chr8-128595191-53
NR2860--MA0591.1.Bach1::Mafk	chr12	84417262	84417276	+	0.000	0.000	Merged-chr12-84417394-49
NR8624--MA0501.1.MAF::NFE2	chr3	103386721	103386735	+	0.000	0.000	Merged-chr3-103386678-46
NR1582--MA0089.1.MAFG::NFE2L1	chr10	66865120	66865125	+	0.000	0.000	Merged-chr10-66865272-4
NR4976--MA0117.2.Mafb	chr15	83602907	83602918	+	0.000	0.000	Merged-chr15-83602865-55
NR4306--MA0089.1.MAFG::NFE2L1	chr14	87544943	87544948	-	0.000	0.000	Merged-chr14-87544922-2
NR11126--MA0495.2.MAFF	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR2353--MA0117.2.Mafb	chr11	87422942	87422953	+	0.000	0.000	Merged-chr11-87422985-71
NR13419--MA0501.1.MAF::NFE2	chr9	108156930	108156944	+	0.000	0.000	Merged-chr9-108157018-18
NR1797--MA0089.1.MAFG::NFE2L1	chr10	95781386	95781391	-	0.000	0.000	Merged-chr10-95781275-17
NR4872--MA0089.1.MAFG::NFE2L1	chr15	65787159	65787164	-	0.000	0.000	Merged-chr15-65787268-60
NR237--MA0117.2.Mafb	chr1	53776809	53776820	+	0.000	0.000	Merged-chr1-53776706-48
NR6878--MA0591.1.Bach1::Mafk	chr19	58104663	58104677	+	0.000	0.000	Merged-chr19-58104736-34
NR8017--MA0591.1.Bach1::Mafk	chr2	181601378	181601392	-	0.000	0.000	Merged-chr2-181601291-52
NR7657--MA0496.2.MAFK	chr2	135748540	135748558	+	0.000	0.000	Merged-chr2-135748609-5
NR10922--MA0496.2.MAFK	chr6	41526528	41526546	+	0.000	0.000	Merged-chr6-41526509-3
NR13231--MA0089.1.MAFG::NFE2L1	chr9	78396156	78396161	+	0.000	0.000	Merged-chr9-78396039-67
NR3429--MA0591.1.Bach1::Mafk	chr13	72650007	72650021	-	0.000	0.000	Merged-chr13-72650069-2
NR13200--MA0117.2.Mafb	chr9	73071337	73071348	-	0.000	0.000	Merged-chr9-73071283-26
NR2031--MA0659.1.MAFG	chr10	128043710	128043730	+	0.000	0.000	Merged-chr10-128043792-2
NR9656--MA0089.1.MAFG::NFE2L1	chr4	117124564	117124569	+	0.000	0.000	Merged-chr4-117124661-56
NR12402--MA0089.1.MAFG::NFE2L1	chr8	18738505	18738510	+	0.000	0.000	Merged-chr8-18738622-3
NR8555--MA0495.2.MAFF	chr3	90587051	90587071	-	0.000	0.000	Merged-chr3-90587051-129
NR2371--MA0117.2.Mafb	chr11	95834510	95834521	-	0.000	0.000	Merged-chr11-95834511-50
NR3263--MA0089.1.MAFG::NFE2L1	chr13	36430592	36430597	-	0.000	0.000	Merged-chr13-36430663-5
NR11130--MA0496.2.MAFK	chr6	70709473	70709491	-	0.000	0.000	Merged-chr6-70709572-48
NR114--MA0496.2.MAFK	chr1	20926482	20926500	+	0.000	0.000	Merged-chr1-20926362-24
NR8461--MA0495.2.MAFF	chr3	78958961	78958981	+	0.000	0.000	Merged-chr3-78959037-23
NR4394--MA0089.1.MAFG::NFE2L1	chr14	103048830	103048835	-	0.000	0.000	Merged-chr14-103048950-60
NR902--MA0496.2.MAFK	chr1	165828809	165828827	-	0.000	0.000	Merged-chr1-165828679-59
NR8914--MA0089.1.MAFG::NFE2L1	chr3	145938056	145938061	-	0.000	0.000	Merged-chr3-145938164-54
NR3710--MA0591.1.Bach1::Mafk	chr13	108045868	108045882	+	0.000	0.000	Merged-chr13-108045887-18
NR6912--MA0496.2.MAFK	chr2	6478401	6478419	+	0.000	0.000	Merged-chr2-6478572-51
NR1268--MA0117.2.Mafb	chr10	20855280	20855291	+	0.000	0.000	Merged-chr10-20855169-17
NR1782--MA0089.1.MAFG::NFE2L1	chr10	94036294	94036299	+	0.000	0.000	Merged-chr10-94036338-4
NR2409--MA0591.1.Bach1::Mafk	chr11	106487908	106487922	-	0.000	0.000	Merged-chr11-106487771-62
NR9067--MA0496.2.MAFK	chr4	6446816	6446834	-	0.000	0.000	Merged-chr4-6446926-20
NR12981--MA0089.1.MAFG::NFE2L1	chr8	128363438	128363443	-	0.000	0.000	Merged-chr8-128363423-35
NR8556--MA0591.1.Bach1::Mafk	chr3	90587054	90587068	+	0.000	0.000	Merged-chr3-90587051-129
NR3694--MA0117.2.Mafb	chr13	105332051	105332062	-	0.000	0.000	Merged-chr13-105332026-2
NR9641--MA0089.1.MAFG::NFE2L1	chr4	109665980	109665985	-	0.000	0.000	Merged-chr4-109666142-157
NR11776--MA0089.1.MAFG::NFE2L1	chr7	35991369	35991374	+	0.000	0.000	Merged-chr7-35991280-23
NR13431--MA0089.1.MAFG::NFE2L1	chr9	112207982	112207987	+	0.000	0.000	Merged-chr9-112208055-25
NR1403--MA0089.1.MAFG::NFE2L1	chr10	39522263	39522268	-	0.000	0.000	Merged-chr10-39522157-23
NR12226--MA0089.1.MAFG::NFE2L1	chr7	114210720	114210725	-	0.000	0.000	Merged-chr7-114210790-9
NR12602--MA0089.1.MAFG::NFE2L1	chr8	61425355	61425360	+	0.000	0.000	Merged-chr8-61425459-4
NR12339--MA0117.2.Mafb	chr8	3587663	3587674	-	0.000	0.000	Merged-chr8-3587694-26
NR3895--MA0501.1.MAF::NFE2	chr14	11038124	11038138	+	0.000	0.000	Merged-chr14-11038136-4
NR7485--MA0117.2.Mafb	chr2	104590326	104590337	-	0.000	0.000	Merged-chr2-104590468-65
NR5824--MA0089.1.MAFG::NFE2L1	chr17	29494346	29494351	-	0.000	0.000	Merged-chr17-29494430-50
NR8463--MA0117.2.Mafb	chr3	78958961	78958972	+	0.000	0.000	Merged-chr3-78959037-23
NR9864--MA0496.2.MAFK	chr4	155129614	155129632	+	0.000	0.000	Merged-chr4-155129607-22
NR7250--MA0496.2.MAFK	chr2	58107018	58107036	-	0.000	0.000	Merged-chr2-58107175-53
NR6955--MA0089.1.MAFG::NFE2L1	chr2	11548810	11548815	+	0.000	0.000	Merged-chr2-11548721-17
NR5939--MA0496.2.MAFK	chr17	52312186	52312204	+	0.000	0.000	Merged-chr17-52312219-8
NR6840--MA0089.1.MAFG::NFE2L1	chr19	41332361	41332366	+	0.000	0.000	Merged-chr19-41332408-11
NR1965--MA0495.2.MAFF	chr10	117829926	117829946	+	0.000	0.000	Merged-chr10-117829855-64
NR1301--MA0089.1.MAFG::NFE2L1	chr10	25367140	25367145	-	0.000	0.000	Merged-chr10-25367048-11
NR13558--MA0501.1.MAF::NFE2	chrX	48429757	48429771	-	0.000	0.000	Merged-chrX-48429732-34
NR7362--MA0496.2.MAFK	chr2	76220724	76220742	+	0.000	0.000	Merged-chr2-76220899-10
NR10499--MA0591.1.Bach1::Mafk	chr5	117120260	117120274	+	0.000	0.000	Merged-chr5-117120201-72
NR11070--MA0117.2.Mafb	chr6	65818513	65818524	-	0.000	0.000	Merged-chr6-65818480-32
NR6766--MA0089.1.MAFG::NFE2L1	chr19	10577105	10577110	-	0.000	0.000	Merged-chr19-10577280-70
NR9841--MA0089.1.MAFG::NFE2L1	chr4	149854401	149854406	+	0.000	0.000	Merged-chr4-149854542-67
NR6778--MA0501.1.MAF::NFE2	chr19	14352220	14352234	+	0.000	0.000	Merged-chr19-14352313-109
NR1227--MA0089.1.MAFG::NFE2L1	chr10	16637270	16637275	-	0.000	0.000	Merged-chr10-16637271-8
NR1423--MA0501.1.MAF::NFE2	chr10	41752080	41752094	+	0.000	0.000	Merged-chr10-41752112-9
NR4547--MA0117.2.Mafb	chr14	122534096	122534107	-	0.000	0.000	Merged-chr14-122534294-63
NR10867--MA0659.1.MAFG	chr6	30671874	30671894	-	0.000	0.000	Merged-chr6-30671721-27
NR2278--MA0659.1.MAFG	chr11	62280803	62280823	-	0.000	0.000	Merged-chr11-62280813-1
NR12042--MA0495.2.MAFF	chr7	84750042	84750062	-	0.000	0.000	Merged-chr7-84750055-36
NR4262--MA0591.1.Bach1::Mafk	chr14	73385223	73385237	+	0.000	0.000	Merged-chr14-73385032-86
NR168--MA0089.1.MAFG::NFE2L1	chr1	36368229	36368234	+	0.000	0.000	Merged-chr1-36368235-2
NR2574--MA0501.1.MAF::NFE2	chr12	25095900	25095914	-	0.000	0.000	Merged-chr12-25096104-64
NR4539--MA0591.1.Bach1::Mafk	chr14	121903613	121903627	-	0.000	0.000	Merged-chr14-121903586-22
NR2271--MA0496.2.MAFK	chr11	61684160	61684178	+	0.000	0.000	Merged-chr11-61684230-57
NR3304--MA0591.1.Bach1::Mafk	chr13	51651724	51651738	-	0.000	0.000	Merged-chr13-51651703-54
NR11572--MA0089.1.MAFG::NFE2L1	chr6	140819554	140819559	-	0.000	0.000	Merged-chr6-140819599-25
NR13559--MA0117.2.Mafb	chrX	48455162	48455173	+	0.000	0.000	Merged-chrX-48455147-3
NR146--MA0496.2.MAFK	chr1	31616475	31616493	+	0.000	0.000	Merged-chr1-31616471-4
NR7817--MA0659.1.MAFG	chr2	157131378	157131398	+	0.000	0.000	Merged-chr2-157131278-25
NR4228--MA0089.1.MAFG::NFE2L1	chr14	61440022	61440027	-	0.000	0.000	Merged-chr14-61439871-81
NR9757--MA0496.2.MAFK	chr4	142153735	142153753	-	0.000	0.000	Merged-chr4-142153700-30
NR9451--MA0591.1.Bach1::Mafk	chr4	75278436	75278450	-	0.000	0.000	Merged-chr4-75278246-1
NR7603--MA0501.1.MAF::NFE2	chr2	128159198	128159212	-	0.000	0.000	Merged-chr2-128159167-18
NR2833--MA0117.2.Mafb	chr12	77060305	77060316	-	0.000	0.000	Merged-chr12-77060270-44
NR5888--MA0659.1.MAFG	chr17	36042869	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR5735--MA0089.1.MAFG::NFE2L1	chr17	14363526	14363531	-	0.000	0.000	Merged-chr17-14363459-1
NR10078--MA0089.1.MAFG::NFE2L1	chr5	30869665	30869670	-	0.000	0.000	Merged-chr5-30869662-46
NR11138--MA0501.1.MAF::NFE2	chr6	72552775	72552789	-	0.000	0.000	Merged-chr6-72552853-56
NR2367--MA0501.1.MAF::NFE2	chr11	95356969	95356983	-	0.000	0.000	Merged-chr11-95356897-59
NR13368--MA0089.1.MAFG::NFE2L1	chr9	96818636	96818641	+	0.000	0.000	Merged-chr9-96818698-31
NR4820--MA0591.1.Bach1::Mafk	chr15	58141314	58141328	-	0.000	0.000	Merged-chr15-58141388-72
NR12061--MA0501.1.MAF::NFE2	chr7	88277949	88277963	-	0.000	0.000	Merged-chr7-88277726-133
NR2108--MA0501.1.MAF::NFE2	chr11	11573642	11573656	-	0.000	0.000	Merged-chr11-11573827-37
NR7065--MA0659.1.MAFG	chr2	26964418	26964438	-	0.000	0.000	Merged-chr2-26964427-62
NR2851--MA0117.2.Mafb	chr12	81845177	81845188	-	0.000	0.000	Merged-chr12-81845150-28
NR4502--MA0089.1.MAFG::NFE2L1	chr14	118838307	118838312	+	0.000	0.000	Merged-chr14-118838158-1
NR5890--MA0496.2.MAFK	chr17	36042870	36042888	+	0.000	0.000	Merged-chr17-36042760-57
NR10467--MA0089.1.MAFG::NFE2L1	chr5	105541195	105541200	+	0.000	0.000	Merged-chr5-105541026-23
NR9227--MA0659.1.MAFG	chr4	40785958	40785978	+	0.000	0.000	Merged-chr4-40785986-16
NR4213--MA0089.1.MAFG::NFE2L1	chr14	54361013	54361018	-	0.000	0.000	Merged-chr14-54361034-73
NR10630--MA0591.1.Bach1::Mafk	chr5	146655358	146655372	-	0.000	0.000	Merged-chr5-146655552-37
NR2067--MA0089.1.MAFG::NFE2L1	chr11	5762422	5762427	-	0.000	0.000	Merged-chr11-5762236-58
NR5142--MA0089.1.MAFG::NFE2L1	chr16	8870002	8870007	+	0.000	0.000	Merged-chr16-8869938-27
NR5315--MA0117.2.Mafb	chr16	49801643	49801654	-	0.000	0.000	Merged-chr16-49801610-26
NR8045--MA0591.1.Bach1::Mafk	chr3	9500068	9500082	-	0.000	0.000	Merged-chr3-9499976-58
NR13589--MA0495.2.MAFF	chrX	59568329	59568349	-	0.000	0.000	Merged-chrX-59568240-6
NR5877--MA0501.1.MAF::NFE2	chr17	35823109	35823123	-	0.000	0.000	Merged-chr17-35823208-57
NR1533--MA0117.2.Mafb	chr10	57753275	57753286	-	0.000	0.000	Merged-chr10-57753371-62
NR8432--MA0089.1.MAFG::NFE2L1	chr3	75579548	75579553	+	0.000	0.000	Merged-chr3-75579485-29
NR12222--MA0089.1.MAFG::NFE2L1	chr7	113143717	113143722	+	0.000	0.000	Merged-chr7-113143723-32
NR3950--MA0089.1.MAFG::NFE2L1	chr14	15934907	15934912	+	0.000	0.000	Merged-chr14-15934852-7
NR6864--MA0089.1.MAFG::NFE2L1	chr19	53479841	53479846	+	0.000	0.000	Merged-chr19-53479762-36
NR2981--MA0117.2.Mafb	chr12	105069094	105069105	+	0.000	0.000	Merged-chr12-105069151-33
NR4261--MA0117.2.Mafb	chr14	73334017	73334028	-	0.000	0.000	Merged-chr14-73334058-7
NR13584--MA0496.2.MAFK	chrX	53670508	53670526	-	0.000	0.000	Merged-chrX-53670342-87
NR10657--MA0117.2.Mafb	chr5	149454657	149454668	-	0.000	0.000	Merged-chr5-149454508-33
NR13219--MA0591.1.Bach1::Mafk	chr9	77467015	77467029	-	0.000	0.000	Merged-chr9-77466988-20
NR353--MA0089.1.MAFG::NFE2L1	chr1	69683215	69683220	-	0.000	0.000	Merged-chr1-69683222-14
NR11715--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	-	0.000	0.000	Merged-chr7-16314036-50
NR8330--MA0089.1.MAFG::NFE2L1	chr3	59079452	59079457	-	0.000	0.000	Merged-chr3-59079479-32
NR6877--MA0089.1.MAFG::NFE2L1	chr19	57355715	57355720	+	0.000	0.000	Merged-chr19-57355886-69
NR12952--MA0591.1.Bach1::Mafk	chr8	125557554	125557568	-	0.000	0.000	Merged-chr8-125557520-11
NR5345--MA0495.2.MAFF	chr16	52468520	52468540	+	0.000	0.000	Merged-chr16-52468577-24
NR12716--MA0117.2.Mafb	chr8	77713970	77713981	+	0.000	0.000	Merged-chr8-77713879-9
NR6950--MA0591.1.Bach1::Mafk	chr2	11205820	11205834	+	0.000	0.000	Merged-chr2-11205998-7
NR9676--MA0089.1.MAFG::NFE2L1	chr4	120975388	120975393	+	0.000	0.000	Merged-chr4-120975309-99
NR11718--MA0496.2.MAFK	chr7	16314088	16314106	-	0.000	0.000	Merged-chr7-16314036-50
NR13157--MA0591.1.Bach1::Mafk	chr9	57421461	57421475	+	0.000	0.000	Merged-chr9-57421302-52
NR13479--MA0591.1.Bach1::Mafk	chr9	117927203	117927217	-	0.000	0.000	Merged-chr9-117927282-85
NR13164--MA0495.2.MAFF	chr9	61708039	61708059	-	0.000	0.000	Merged-chr9-61708026-57
NR6547--MA0501.1.MAF::NFE2	chr18	63692315	63692329	-	0.000	0.000	Merged-chr18-63692384-62
NR3283--MA0089.1.MAFG::NFE2L1	chr13	42051673	42051678	+	0.000	0.000	Merged-chr13-42051680-16
NR7477--MA0591.1.Bach1::Mafk	chr2	103632775	103632789	-	0.000	0.000	Merged-chr2-103632734-49
NR416--MA0495.2.MAFF	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR5347--MA0659.1.MAFG	chr16	52468520	52468540	+	0.000	0.000	Merged-chr16-52468577-24
NR1976--MA0591.1.Bach1::Mafk	chr10	120201278	120201292	-	0.000	0.000	Merged-chr10-120201398-12
NR8634--MA0501.1.MAF::NFE2	chr3	104963531	104963545	-	0.000	0.000	Merged-chr3-104963538-12
NR6209--MA0089.1.MAFG::NFE2L1	chr18	5688514	5688519	+	0.000	0.000	Merged-chr18-5688501-28
NR514--MA0496.2.MAFK	chr1	94497026	94497044	+	0.000	0.000	Merged-chr1-94497080-23
NR6882--MA0496.2.MAFK	chr19	58104747	58104765	-	0.000	0.000	Merged-chr19-58104736-34
NR5265--MA0591.1.Bach1::Mafk	chr16	36071614	36071628	+	0.000	0.000	Merged-chr16-36071679-92
NR10868--MA0591.1.Bach1::Mafk	chr6	31240182	31240196	+	0.000	0.000	Merged-chr6-31240314-5
NR2232--MA0501.1.MAF::NFE2	chr11	46421350	46421364	-	0.000	0.000	Merged-chr11-46421538-60
NR4237--MA0496.2.MAFK	chr14	64434221	64434239	-	0.000	0.000	Merged-chr14-64434245-45
NR12752--MA0117.2.Mafb	chr8	84026076	84026087	-	0.000	0.000	Merged-chr8-84026107-15
NR13075--MA0089.1.MAFG::NFE2L1	chr9	24505055	24505060	+	0.000	0.000	Merged-chr9-24505220-44
NR13193--MA0659.1.MAFG	chr9	72097291	72097311	-	0.000	0.000	Merged-chr9-72097262-35
NR7527--MA0089.1.MAFG::NFE2L1	chr2	113966658	113966663	-	0.000	0.000	Merged-chr2-113966529-16
NR6107--MA0089.1.MAFG::NFE2L1	chr17	83902679	83902684	-	0.000	0.000	Merged-chr17-83902741-24
NR9252--MA0496.2.MAFK	chr4	46617720	46617738	+	0.000	0.000	Merged-chr4-46617709-8
NR4828--MA0089.1.MAFG::NFE2L1	chr15	59618610	59618615	-	0.000	0.000	Merged-chr15-59618561-44
NR6736--MA0591.1.Bach1::Mafk	chr19	4182103	4182117	+	0.000	0.000	Merged-chr19-4182054-8
NR8180--MA0496.2.MAFK	chr3	28031827	28031845	-	0.000	0.000	Merged-chr3-28031945-16
NR11825--MA0591.1.Bach1::Mafk	chr7	44772919	44772933	-	0.000	0.000	Merged-chr7-44772778-41
NR3010--MA0591.1.Bach1::Mafk	chr12	112629075	112629089	-	0.000	0.000	Merged-chr12-112629266-49
NR13614--MA0659.1.MAFG	chrX	71468813	71468833	+	0.000	0.000	Merged-chrX-71468864-48
NR11434--MA0117.2.Mafb	chr6	124702925	124702936	-	0.000	0.000	Merged-chr6-124702959-17
NR6888--MA0089.1.MAFG::NFE2L1	chr2	3742814	3742819	-	0.000	0.000	Merged-chr2-3742681-34
NR12267--MA0591.1.Bach1::Mafk	chr7	127746360	127746374	-	0.000	0.000	Merged-chr7-127746259-1
NR8543--MA0089.1.MAFG::NFE2L1	chr3	89820103	89820108	-	0.000	0.000	Merged-chr3-89820080-6
NR11000--MA0659.1.MAFG	chr6	54925895	54925915	+	0.000	0.000	Merged-chr6-54926058-40
NR7773--MA0117.2.Mafb	chr2	150218042	150218053	-	0.000	0.000	Merged-chr2-150218165-69
NR12956--MA0496.2.MAFK	chr8	125557552	125557570	-	0.000	0.000	Merged-chr8-125557520-11
NR7896--MA0501.1.MAF::NFE2	chr2	169089214	169089228	-	0.000	0.000	Merged-chr2-169089199-37
NR8606--MA0591.1.Bach1::Mafk	chr3	98030695	98030709	+	0.000	0.000	Merged-chr3-98030658-2
NR7049--MA0089.1.MAFG::NFE2L1	chr2	24386580	24386585	-	0.000	0.000	Merged-chr2-24386614-47
NR6352--MA0591.1.Bach1::Mafk	chr18	36725717	36725731	+	0.000	0.000	Merged-chr18-36725568-1
NR5053--MA0591.1.Bach1::Mafk	chr15	98867487	98867501	+	0.000	0.000	Merged-chr15-98867556-14
NR8656--MA0089.1.MAFG::NFE2L1	chr3	106485958	106485963	+	0.000	0.000	Merged-chr3-106485995-50
NR6355--MA0495.2.MAFF	chr18	39035417	39035437	+	0.000	0.000	Merged-chr18-39035384-28
NR3763--MA0117.2.Mafb	chr13	113869654	113869665	+	0.000	0.000	Merged-chr13-113869470-43
NR6679--MA0117.2.Mafb	chr18	84355509	84355520	-	0.000	0.000	Merged-chr18-84355361-12
NR10613--MA0591.1.Bach1::Mafk	chr5	140637021	140637035	-	0.000	0.000	Merged-chr5-140636895-23
NR434--MA0496.2.MAFK	chr1	82795744	82795762	-	0.000	0.000	Merged-chr1-82795778-30
NR5609--MA0591.1.Bach1::Mafk	chr16	91011081	91011095	-	0.000	0.000	Merged-chr16-91011174-91
NR1143--MA0495.2.MAFF	chr10	7470129	7470149	-	0.000	0.000	Merged-chr10-7470291-37
NR1421--MA0089.1.MAFG::NFE2L1	chr10	41638876	41638881	+	0.000	0.000	Merged-chr10-41639010-6
NR5034--MA0117.2.Mafb	chr15	94520739	94520750	+	0.000	0.000	Merged-chr15-94520651-30
NR3999--MA0591.1.Bach1::Mafk	chr14	24779274	24779288	-	0.000	0.000	Merged-chr14-24779334-63
NR3987--MA0117.2.Mafb	chr14	20682689	20682700	-	0.000	0.000	Merged-chr14-20682563-46
NR953--MA0089.1.MAFG::NFE2L1	chr1	172126701	172126706	-	0.000	0.000	Merged-chr1-172126791-53
NR10940--MA0117.2.Mafb	chr6	43349178	43349189	+	0.000	0.000	Merged-chr6-43349235-32
NR5351--MA0089.1.MAFG::NFE2L1	chr16	52468615	52468620	+	0.000	0.000	Merged-chr16-52468577-24
NR9501--MA0117.2.Mafb	chr4	84822586	84822597	+	0.000	0.000	Merged-chr4-84822671-2
NR10170--MA0117.2.Mafb	chr5	52609894	52609905	-	0.000	0.000	Merged-chr5-52609918-24
NR490--MA0117.2.Mafb	chr1	89957115	89957126	-	0.000	0.000	Merged-chr1-89957067-1
NR2260--MA0501.1.MAF::NFE2	chr11	58437222	58437236	+	0.000	0.000	Merged-chr11-58437152-28
NR7360--MA0495.2.MAFF	chr2	76220723	76220743	-	0.000	0.000	Merged-chr2-76220899-10
NR1422--MA0591.1.Bach1::Mafk	chr10	41752077	41752091	+	0.000	0.000	Merged-chr10-41752112-9
NR10863--MA0089.1.MAFG::NFE2L1	chr6	29609798	29609803	+	0.000	0.000	Merged-chr6-29609635-99
NR11692--MA0496.2.MAFK	chr7	13038282	13038300	-	0.000	0.000	Merged-chr7-13038148-88
NR5809--MA0117.2.Mafb	chr17	27755579	27755590	-	0.000	0.000	Merged-chr17-27755639-7
NR851--MA0089.1.MAFG::NFE2L1	chr1	156674303	156674308	+	0.000	0.000	Merged-chr1-156674255-139
