#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR3428--MA0511.2.RUNX2	chr14	33323058	33323066	-	0.000	0.000	Merged-chr14-33322921-30
NR10701--MA0511.2.RUNX2	chr9	80313776	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR10225--MA0511.2.RUNX2	chr8	115568647	115568655	-	0.000	0.000	Merged-chr8-115568627-19
NR9130--MA0511.2.RUNX2	chr6	142507666	142507674	+	0.000	0.000	Merged-chr6-142507875-63
NR10669--MA0684.1.RUNX3	chr9	75805158	75805167	+	0.000	0.000	Merged-chr9-75805166-16
NR6911--MA0002.2.RUNX1	chr3	115972450	115972460	-	0.000	0.000	Merged-chr3-115972355-68
NR1649--MA0002.2.RUNX1	chr11	35769756	35769766	+	0.000	0.000	Merged-chr11-35769647-75
NR10477--MA0511.2.RUNX2	chr9	44515670	44515678	+	0.000	0.000	Merged-chr9-44515753-69
NR3458--MA0684.1.RUNX3	chr14	48246460	48246469	-	0.000	0.000	Merged-chr14-48246381-22
NR7275--MA0684.1.RUNX3	chr4	44170240	44170249	+	0.000	0.000	Merged-chr4-44170097-14
NR4341--MA0002.2.RUNX1	chr16	43376986	43376996	+	0.000	0.000	Merged-chr16-43376977-35
NR7003--MA0002.2.RUNX1	chr3	135307683	135307693	-	0.000	0.000	Merged-chr3-135307763-66
NR1487--MA0002.2.RUNX1	chr10	128637206	128637216	+	0.000	0.000	Merged-chr10-128637070-78
NR6815--MA0002.2.RUNX1	chr3	96881060	96881070	+	0.000	0.000	Merged-chr3-96881145-10
NR1714--MA0511.2.RUNX2	chr11	52232062	52232070	-	0.000	0.000	Merged-chr11-52232101-58
NR1073--MA0002.2.RUNX1	chr10	60162574	60162584	+	0.000	0.000	Merged-chr10-60162645-38
NR4993--MA0684.1.RUNX3	chr17	79603669	79603678	+	0.000	0.000	Merged-chr17-79603742-19
NR5326--MA0511.2.RUNX2	chr18	75043965	75043973	+	0.000	0.000	Merged-chr18-75044050-32
NR9458--MA0002.2.RUNX1	chr7	80643398	80643408	-	0.000	0.000	Merged-chr7-80643369-34
NR7778--MA0002.2.RUNX1	chr4	150964761	150964771	-	0.000	0.000	Merged-chr4-150964729-1
NR9143--MA0511.2.RUNX2	chr6	143067015	143067023	+	0.000	0.000	Merged-chr6-143067094-13
NR9858--MA0684.1.RUNX3	chr7	143021894	143021903	+	0.000	0.000	Merged-chr7-143021894-22
NR8856--MA0002.2.RUNX1	chr6	108736419	108736429	+	0.000	0.000	Merged-chr6-108736324-30
NR10867--MA0002.2.RUNX1	chr9	105689681	105689691	+	0.000	0.000	Merged-chr9-105689631-24
NR5706--MA0511.2.RUNX2	chr19	59208601	59208609	-	0.000	0.000	Merged-chr19-59208711-26
NR11058--MA0511.2.RUNX2	chrX	36981061	36981069	-	0.000	0.000	Merged-chrX-36981013-71
NR7096--MA0511.2.RUNX2	chr3	144411167	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR5465--MA0684.1.RUNX3	chr19	10830053	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR2531--MA0002.2.RUNX1	chr12	102067865	102067875	-	0.000	0.000	Merged-chr12-102067904-11
NR7268--MA0002.2.RUNX1	chr4	43000568	43000578	+	0.000	0.000	Merged-chr4-43000576-6
NR3785--MA0684.1.RUNX3	chr15	4085775	4085784	+	0.000	0.000	Merged-chr15-4085955-91
NR672--MA0002.2.RUNX1	chr1	165837746	165837756	-	0.000	0.000	Merged-chr1-165837829-51
NR8694--MA0002.2.RUNX1	chr6	71962875	71962885	+	0.000	0.000	Merged-chr6-71962835-53
NR1628--MA0002.2.RUNX1	chr11	30190390	30190400	-	0.000	0.000	Merged-chr11-30190229-31
NR9619--MA0684.1.RUNX3	chr7	112180309	112180318	-	0.000	0.000	Merged-chr7-112180328-30
NR9010--MA0002.2.RUNX1	chr6	129067174	129067184	+	0.000	0.000	Merged-chr6-129067175-32
NR10727--MA0511.2.RUNX2	chr9	84031079	84031087	+	0.000	0.000	Merged-chr9-84030961-27
NR201--MA0684.1.RUNX3	chr1	61046401	61046410	-	0.000	0.000	Merged-chr1-61046287-60
NR9262--MA0002.2.RUNX1	chr7	17009744	17009754	+	0.000	0.000	Merged-chr7-17009648-32
NR162--MA0002.2.RUNX1	chr1	55448336	55448346	+	0.000	0.000	Merged-chr1-55448277-23
NR3003--MA0002.2.RUNX1	chr13	73963799	73963809	+	0.000	0.000	Merged-chr13-73963830-16
NR6980--MA0002.2.RUNX1	chr3	130894420	130894430	-	0.000	0.000	Merged-chr3-130894407-22
NR2815--MA0002.2.RUNX1	chr13	21579853	21579863	+	0.000	0.000	Merged-chr13-21579773-26
NR6090--MA0002.2.RUNX1	chr2	90496533	90496543	-	0.000	0.000	Merged-chr2-90496701-53
NR3211--MA0511.2.RUNX2	chr13	105214964	105214972	-	0.000	0.000	Merged-chr13-105214780-5
NR7267--MA0684.1.RUNX3	chr4	42945477	42945486	-	0.000	0.000	Merged-chr4-42945382-5
NR5587--MA0684.1.RUNX3	chr19	37419712	37419721	-	0.000	0.000	Merged-chr19-37419795-20
NR10055--MA0511.2.RUNX2	chr8	71592046	71592054	-	0.000	0.000	Merged-chr8-71592114-88
NR6470--MA0002.2.RUNX1	chr2	168583274	168583284	-	0.000	0.000	Merged-chr2-168583356-49
NR11067--MA0684.1.RUNX3	chrX	42337012	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR3909--MA0511.2.RUNX2	chr15	59263622	59263630	-	0.000	0.000	Merged-chr15-59263707-44
NR5967--MA0684.1.RUNX3	chr2	65871109	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR780--MA0684.1.RUNX3	chr1	180546333	180546342	-	0.000	0.000	Merged-chr1-180546359-32
NR6029--MA0511.2.RUNX2	chr2	73597937	73597945	+	0.000	0.000	Merged-chr2-73597981-26
NR9340--MA0511.2.RUNX2	chr7	44528089	44528097	-	0.000	0.000	Merged-chr7-44527953-37
NR8530--MA0002.2.RUNX1	chr6	32328212	32328222	+	0.000	0.000	Merged-chr6-32328311-28
NR698--MA0002.2.RUNX1	chr1	171782705	171782715	-	0.000	0.000	Merged-chr1-171782627-54
NR6231--MA0002.2.RUNX1	chr2	128544656	128544666	-	0.000	0.000	Merged-chr2-128544786-45
NR511--MA0511.2.RUNX2	chr1	136346081	136346089	-	0.000	0.000	Merged-chr1-136346026-74
NR2871--MA0002.2.RUNX1	chr13	37124152	37124162	+	0.000	0.000	Merged-chr13-37124169-8
NR2937--MA0002.2.RUNX1	chr13	52874144	52874154	-	0.000	0.000	Merged-chr13-52874286-33
NR10117--MA0684.1.RUNX3	chr8	91395943	91395952	+	0.000	0.000	Merged-chr8-91395862-46
NR3648--MA0002.2.RUNX1	chr14	75444779	75444789	+	0.000	0.000	Merged-chr14-75444835-23
NR8434--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR8705--MA0002.2.RUNX1	chr6	72566266	72566276	-	0.000	0.000	Merged-chr6-72566205-29
NR5457--MA0684.1.RUNX3	chr19	8798555	8798564	-	0.000	0.000	Merged-chr19-8798550-51
NR10845--MA0684.1.RUNX3	chr9	101249835	101249844	-	0.000	0.000	Merged-chr9-101249791-43
NR2980--MA0002.2.RUNX1	chr13	67360674	67360684	-	0.000	0.000	Merged-chr13-67360485-68
NR8913--MA0511.2.RUNX2	chr6	119159740	119159748	+	0.000	0.000	Merged-chr6-119159656-11
NR793--MA0684.1.RUNX3	chr1	182223964	182223973	+	0.000	0.000	Merged-chr1-182224037-19
NR8272--MA0002.2.RUNX1	chr5	118710115	118710125	+	0.000	0.000	Merged-chr5-118710096-15
NR8543--MA0002.2.RUNX1	chr6	34495209	34495219	+	0.000	0.000	Merged-chr6-34495216-31
NR6592--MA0002.2.RUNX1	chr3	21996140	21996150	+	0.000	0.000	Merged-chr3-21996009-51
NR7246--MA0684.1.RUNX3	chr4	24569311	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR1557--MA0511.2.RUNX2	chr11	11657343	11657351	+	0.000	0.000	Merged-chr11-11657249-55
NR5023--MA0002.2.RUNX1	chr17	84306337	84306347	+	0.000	0.000	Merged-chr17-84306486-55
NR1064--MA0684.1.RUNX3	chr10	58480391	58480400	+	0.000	0.000	Merged-chr10-58480234-23
NR568--MA0002.2.RUNX1	chr1	151766424	151766434	+	0.000	0.000	Merged-chr1-151766309-19
NR2884--MA0002.2.RUNX1	chr13	38949092	38949102	+	0.000	0.000	Merged-chr13-38949137-15
NR7577--MA0511.2.RUNX2	chr4	126253864	126253872	+	0.000	0.000	Merged-chr4-126253924-28
NR1296--MA0002.2.RUNX1	chr10	95781079	95781089	+	0.000	0.000	Merged-chr10-95781275-17
NR6082--MA0002.2.RUNX1	chr2	85725975	85725985	-	0.000	0.000	Merged-chr2-85725914-24
NR7007--MA0684.1.RUNX3	chr3	135629097	135629106	+	0.000	0.000	Merged-chr3-135628984-19
NR1252--MA0511.2.RUNX2	chr10	91082821	91082829	+	0.000	0.000	Merged-chr10-91082825-101
NR3455--MA0511.2.RUNX2	chr14	48246355	48246363	-	0.000	0.000	Merged-chr14-48246381-22
NR6561--MA0511.2.RUNX2	chr3	9863249	9863257	-	0.000	0.000	Merged-chr3-9863342-50
NR2374--MA0002.2.RUNX1	chr12	76923257	76923267	+	0.000	0.000	Merged-chr12-76923289-32
NR2645--MA0002.2.RUNX1	chr12	114583548	114583558	+	0.000	0.000	Merged-chr12-114583620-27
NR6610--MA0684.1.RUNX3	chr3	34020099	34020108	-	0.000	0.000	Merged-chr3-34020074-110
NR786--MA0002.2.RUNX1	chr1	180987910	180987920	+	0.000	0.000	Merged-chr1-180987901-35
NR6733--MA0002.2.RUNX1	chr3	82365230	82365240	-	0.000	0.000	Merged-chr3-82365236-33
NR5658--MA0511.2.RUNX2	chr19	55263227	55263235	+	0.000	0.000	Merged-chr19-55263325-12
NR3041--MA0511.2.RUNX2	chr13	85505257	85505265	-	0.000	0.000	Merged-chr13-85505133-53
NR5165--MA0684.1.RUNX3	chr18	32352880	32352889	-	0.000	0.000	Merged-chr18-32352849-42
NR1057--MA0002.2.RUNX1	chr10	58282404	58282414	+	0.000	0.000	Merged-chr10-58282409-26
NR11059--MA0684.1.RUNX3	chrX	36981060	36981069	-	0.000	0.000	Merged-chrX-36981013-71
NR2754--MA0002.2.RUNX1	chr13	8783856	8783866	+	0.000	0.000	Merged-chr13-8783962-14
NR3408--MA0684.1.RUNX3	chr14	27384346	27384355	+	0.000	0.000	Merged-chr14-27384235-54
NR500--MA0002.2.RUNX1	chr1	135019166	135019176	-	0.000	0.000	Merged-chr1-135019182-17
NR5767--MA0511.2.RUNX2	chr2	13224886	13224894	-	0.000	0.000	Merged-chr2-13224767-22
NR4891--MA0002.2.RUNX1	chr17	52463554	52463564	+	0.000	0.000	Merged-chr17-52463426-13
NR4686--MA0002.2.RUNX1	chr17	13472611	13472621	-	0.000	0.000	Merged-chr17-13472637-18
NR5545--MA0684.1.RUNX3	chr19	32138397	32138406	+	0.000	0.000	Merged-chr19-32138517-38
NR5397--MA0002.2.RUNX1	chr18	83465305	83465315	+	0.000	0.000	Merged-chr18-83465273-18
NR7285--MA0511.2.RUNX2	chr4	46508331	46508339	+	0.000	0.000	Merged-chr4-46508172-31
NR3098--MA0002.2.RUNX1	chr13	93341131	93341141	-	0.000	0.000	Merged-chr13-93341062-38
NR6680--MA0002.2.RUNX1	chr3	60408794	60408804	-	0.000	0.000	Merged-chr3-60408838-69
NR10437--MA0002.2.RUNX1	chr9	35535170	35535180	-	0.000	0.000	Merged-chr9-35535245-28
NR7605--MA0684.1.RUNX3	chr4	132040469	132040478	+	0.000	0.000	Merged-chr4-132040319-80
NR755--MA0511.2.RUNX2	chr1	179240818	179240826	+	0.000	0.000	Merged-chr1-179240877-38
NR7129--MA0684.1.RUNX3	chr3	148510625	148510634	+	0.000	0.000	Merged-chr3-148510691-67
NR7457--MA0002.2.RUNX1	chr4	98282548	98282558	+	0.000	0.000	Merged-chr4-98282479-46
NR4480--MA0511.2.RUNX2	chr16	75343467	75343475	+	0.000	0.000	Merged-chr16-75343528-33
NR10295--MA0684.1.RUNX3	chr8	123034377	123034386	+	0.000	0.000	Merged-chr8-123034437-42
NR4652--MA0002.2.RUNX1	chr17	7926010	7926020	+	0.000	0.000	Merged-chr17-7925954-52
NR4447--MA0002.2.RUNX1	chr16	57399725	57399735	+	0.000	0.000	Merged-chr16-57399739-13
NR5158--MA0002.2.RUNX1	chr18	31628605	31628615	-	0.000	0.000	Merged-chr18-31628663-46
NR3478--MA0002.2.RUNX1	chr14	53806399	53806409	-	0.000	0.000	Merged-chr14-53806193-41
NR4699--MA0002.2.RUNX1	chr17	17610106	17610116	-	0.000	0.000	Merged-chr17-17609984-33
NR10897--MA0511.2.RUNX2	chr9	110907689	110907697	+	0.000	0.000	Merged-chr9-110907689-47
NR7046--MA0511.2.RUNX2	chr3	138877038	138877046	+	0.000	0.000	Merged-chr3-138877299-79
NR6570--MA0684.1.RUNX3	chr3	10151850	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR8644--MA0002.2.RUNX1	chr6	56568985	56568995	+	0.000	0.000	Merged-chr6-56568855-65
NR5018--MA0511.2.RUNX2	chr17	84119797	84119805	+	0.000	0.000	Merged-chr17-84119713-65
NR768--MA0511.2.RUNX2	chr1	180398589	180398597	-	0.000	0.000	Merged-chr1-180398476-24
NR7155--MA0511.2.RUNX2	chr3	153764809	153764817	+	0.000	0.000	Merged-chr3-153764846-117
NR8896--MA0002.2.RUNX1	chr6	117431711	117431721	-	0.000	0.000	Merged-chr6-117431708-65
NR6616--MA0002.2.RUNX1	chr3	37360911	37360921	-	0.000	0.000	Merged-chr3-37360899-19
NR5998--MA0511.2.RUNX2	chr2	70920144	70920152	+	0.000	0.000	Merged-chr2-70920097-22
NR4251--MA0002.2.RUNX1	chr16	23549194	23549204	+	0.000	0.000	Merged-chr16-23549215-2
NR3718--MA0511.2.RUNX2	chr14	105480285	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR2095--MA0002.2.RUNX1	chr11	110537707	110537717	-	0.000	0.000	Merged-chr11-110537806-33
NR3077--MA0002.2.RUNX1	chr13	91882126	91882136	-	0.000	0.000	Merged-chr13-91882258-26
NR1069--MA0684.1.RUNX3	chr10	59392124	59392133	+	0.000	0.000	Merged-chr10-59392092-23
NR4380--MA0684.1.RUNX3	chr16	49766365	49766374	+	0.000	0.000	Merged-chr16-49766510-39
NR7313--MA0684.1.RUNX3	chr4	53826423	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR512--MA0684.1.RUNX3	chr1	136346080	136346089	-	0.000	0.000	Merged-chr1-136346026-74
NR8805--MA0684.1.RUNX3	chr6	98992970	98992979	+	0.000	0.000	Merged-chr6-98993074-69
NR10069--MA0684.1.RUNX3	chr8	79046885	79046894	+	0.000	0.000	Merged-chr8-79046826-18
NR10668--MA0002.2.RUNX1	chr9	75805158	75805168	-	0.000	0.000	Merged-chr9-75805166-16
NR2081--MA0684.1.RUNX3	chr11	109497186	109497195	-	0.000	0.000	Merged-chr11-109497188-14
NR9097--MA0002.2.RUNX1	chr6	137541437	137541447	+	0.000	0.000	Merged-chr6-137541549-52
NR9368--MA0002.2.RUNX1	chr7	55960761	55960771	-	0.000	0.000	Merged-chr7-55960600-37
NR7217--MA0684.1.RUNX3	chr4	11494797	11494806	-	0.000	0.000	Merged-chr4-11494764-12
NR8643--MA0684.1.RUNX3	chr6	55057575	55057584	-	0.000	0.000	Merged-chr6-55057514-12
NR2683--MA0511.2.RUNX2	chr12	116467216	116467224	-	0.000	0.000	Merged-chr12-116467208-51
NR1158--MA0002.2.RUNX1	chr10	77033274	77033284	-	0.000	0.000	Merged-chr10-77033384-72
NR224--MA0511.2.RUNX2	chr1	67181367	67181375	+	0.000	0.000	Merged-chr1-67181322-10
NR4787--MA0002.2.RUNX1	chr17	31789468	31789478	-	0.000	0.000	Merged-chr17-31789470-34
NR6053--MA0002.2.RUNX1	chr2	79062027	79062037	+	0.000	0.000	Merged-chr2-79062091-23
NR4373--MA0002.2.RUNX1	chr16	48777641	48777651	-	0.000	0.000	Merged-chr16-48777547-16
NR2636--MA0684.1.RUNX3	chr12	112976384	112976393	+	0.000	0.000	Merged-chr12-112976486-72
NR4915--MA0002.2.RUNX1	chr17	62784252	62784262	-	0.000	0.000	Merged-chr17-62784192-42
NR9337--MA0511.2.RUNX2	chr7	42692723	42692731	+	0.000	0.000	Merged-chr7-42692763-63
NR234--MA0002.2.RUNX1	chr1	72307467	72307477	+	0.000	0.000	Merged-chr1-72307384-72
NR2222--MA0684.1.RUNX3	chr12	17694751	17694760	-	0.000	0.000	Merged-chr12-17694868-27
NR6162--MA0002.2.RUNX1	chr2	114145438	114145448	-	0.000	0.000	Merged-chr2-114145226-70
NR4819--MA0002.2.RUNX1	chr17	37203822	37203832	+	0.000	0.000	Merged-chr17-37203831-32
NR2597--MA0002.2.RUNX1	chr12	108453914	108453924	+	0.000	0.000	Merged-chr12-108453818-55
NR8513--MA0684.1.RUNX3	chr6	28949422	28949431	+	0.000	0.000	Merged-chr6-28949446-17
NR617--MA0511.2.RUNX2	chr1	159911215	159911223	-	0.000	0.000	Merged-chr1-159911218-36
NR6893--MA0511.2.RUNX2	chr3	109740742	109740750	+	0.000	0.000	Merged-chr3-109740806-11
NR10379--MA0511.2.RUNX2	chr9	11513965	11513973	-	0.000	0.000	Merged-chr9-11513974-36
NR6816--MA0511.2.RUNX2	chr3	97076620	97076628	-	0.000	0.000	Merged-chr3-97076384-70
NR5940--MA0002.2.RUNX1	chr2	60200398	60200408	-	0.000	0.000	Merged-chr2-60200262-30
NR8602--MA0002.2.RUNX1	chr6	50009527	50009537	+	0.000	0.000	Merged-chr6-50009459-48
NR6032--MA0002.2.RUNX1	chr2	75055026	75055036	+	0.000	0.000	Merged-chr2-75055098-51
NR1961--MA0002.2.RUNX1	chr11	94486209	94486219	+	0.000	0.000	Merged-chr11-94486126-19
NR4418--MA0002.2.RUNX1	chr16	52129658	52129668	+	0.000	0.000	Merged-chr16-52129675-51
NR2196--MA0002.2.RUNX1	chr12	13215062	13215072	+	0.000	0.000	Merged-chr12-13215135-30
NR879--MA0002.2.RUNX1	chr1	192736681	192736691	+	0.000	0.000	Merged-chr1-192736716-7
NR7981--MA0002.2.RUNX1	chr5	57714844	57714854	+	0.000	0.000	Merged-chr5-57715009-24
NR8758--MA0002.2.RUNX1	chr6	88855819	88855829	+	0.000	0.000	Merged-chr6-88855847-15
NR6492--MA0511.2.RUNX2	chr2	172977498	172977506	+	0.000	0.000	Merged-chr2-172977593-131
NR10027--MA0684.1.RUNX3	chr8	61561437	61561446	+	0.000	0.000	Merged-chr8-61561458-9
NR1722--MA0002.2.RUNX1	chr11	53795063	53795073	-	0.000	0.000	Merged-chr11-53795155-60
NR2976--MA0684.1.RUNX3	chr13	63411079	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR4464--MA0511.2.RUNX2	chr16	59567917	59567925	+	0.000	0.000	Merged-chr16-59568011-23
NR2291--MA0684.1.RUNX3	chr12	41500245	41500254	-	0.000	0.000	Merged-chr12-41500391-75
NR6031--MA0684.1.RUNX3	chr2	73597937	73597946	+	0.000	0.000	Merged-chr2-73597981-26
NR10116--MA0002.2.RUNX1	chr8	91395943	91395953	-	0.000	0.000	Merged-chr8-91395862-46
NR4474--MA0002.2.RUNX1	chr16	70326812	70326822	+	0.000	0.000	Merged-chr16-70326807-66
NR85--MA0511.2.RUNX2	chr1	39896694	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR6677--MA0002.2.RUNX1	chr3	59203993	59204003	+	0.000	0.000	Merged-chr3-59204061-45
NR4331--MA0002.2.RUNX1	chr16	37684952	37684962	+	0.000	0.000	Merged-chr16-37685032-63
NR4126--MA0002.2.RUNX1	chr15	98869571	98869581	-	0.000	0.000	Merged-chr15-98869705-35
NR3034--MA0684.1.RUNX3	chr13	83727453	83727462	+	0.000	0.000	Merged-chr13-83727511-10
NR9468--MA0684.1.RUNX3	chr7	80937068	80937077	+	0.000	0.000	Merged-chr7-80936896-39
NR4526--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR2846--MA0684.1.RUNX3	chr13	31179580	31179589	-	0.000	0.000	Merged-chr13-31179647-13
NR609--MA0511.2.RUNX2	chr1	156615521	156615529	-	0.000	0.000	Merged-chr1-156615670-66
NR11175--MA0002.2.RUNX1	chrX	139798081	139798091	-	0.000	0.000	Merged-chrX-139798042-22
NR6392--MA0684.1.RUNX3	chr2	158323022	158323031	-	0.000	0.000	Merged-chr2-158323146-37
NR4983--MA0684.1.RUNX3	chr17	76984632	76984641	-	0.000	0.000	Merged-chr17-76984758-1
NR6471--MA0511.2.RUNX2	chr2	169089154	169089162	+	0.000	0.000	Merged-chr2-169089199-37
NR368--MA0684.1.RUNX3	chr1	97614015	97614024	+	0.000	0.000	Merged-chr1-97613912-17
NR639--MA0684.1.RUNX3	chr1	161976647	161976656	-	0.000	0.000	Merged-chr1-161976505-45
NR696--MA0002.2.RUNX1	chr1	171778191	171778201	-	0.000	0.000	Merged-chr1-171778353-20
NR2829--MA0511.2.RUNX2	chr13	24866804	24866812	+	0.000	0.000	Merged-chr13-24866887-32
NR6024--MA0002.2.RUNX1	chr2	73449153	73449163	+	0.000	0.000	Merged-chr2-73449097-14
NR4073--MA0002.2.RUNX1	chr15	92231532	92231542	+	0.000	0.000	Merged-chr15-92231581-21
NR4344--MA0002.2.RUNX1	chr16	43650508	43650518	-	0.000	0.000	Merged-chr16-43650685-39
NR7549--MA0684.1.RUNX3	chr4	120984725	120984734	-	0.000	0.000	Merged-chr4-120984598-23
NR2188--MA0002.2.RUNX1	chr12	8306744	8306754	-	0.000	0.000	Merged-chr12-8306600-1
NR4744--MA0684.1.RUNX3	chr17	27133918	27133927	+	0.000	0.000	Merged-chr17-27133890-64
NR10589--MA0511.2.RUNX2	chr9	64918960	64918968	-	0.000	0.000	Merged-chr9-64918803-19
NR4453--MA0002.2.RUNX1	chr16	58519518	58519528	-	0.000	0.000	Merged-chr16-58519695-16
NR3649--MA0511.2.RUNX2	chr14	75769438	75769446	+	0.000	0.000	Merged-chr14-75769501-48
NR314--MA0002.2.RUNX1	chr1	89093909	89093919	-	0.000	0.000	Merged-chr1-89093874-9
NR2524--MA0511.2.RUNX2	chr12	100988529	100988537	+	0.000	0.000	Merged-chr12-100988724-71
NR4853--MA0684.1.RUNX3	chr17	47508151	47508160	+	0.000	0.000	Merged-chr17-47508113-61
NR2968--MA0684.1.RUNX3	chr13	59840899	59840908	-	0.000	0.000	Merged-chr13-59840941-45
NR4661--MA0511.2.RUNX2	chr17	8206815	8206823	-	0.000	0.000	Merged-chr17-8206780-14
NR5531--MA0002.2.RUNX1	chr19	29467000	29467010	+	0.000	0.000	Merged-chr19-29467148-39
NR295--MA0002.2.RUNX1	chr1	87187128	87187138	+	0.000	0.000	Merged-chr1-87187094-21
NR7118--MA0511.2.RUNX2	chr3	146776751	146776759	+	0.000	0.000	Merged-chr3-146776816-2
NR9299--MA0002.2.RUNX1	chr7	27860537	27860547	-	0.000	0.000	Merged-chr7-27860517-78
NR4086--MA0002.2.RUNX1	chr15	94231417	94231427	+	0.000	0.000	Merged-chr15-94231457-27
NR4628--MA0002.2.RUNX1	chr16	97593309	97593319	+	0.000	0.000	Merged-chr16-97593243-42
NR5216--MA0684.1.RUNX3	chr18	46060058	46060067	+	0.000	0.000	Merged-chr18-46060088-16
NR2677--MA0002.2.RUNX1	chr12	115691868	115691878	+	0.000	0.000	Merged-chr12-115691944-41
NR2362--MA0511.2.RUNX2	chr12	73598396	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR218--MA0002.2.RUNX1	chr1	66279438	66279448	+	0.000	0.000	Merged-chr1-66279555-43
NR6494--MA0002.2.RUNX1	chr2	173187030	173187040	-	0.000	0.000	Merged-chr2-173186848-48
NR1459--MA0511.2.RUNX2	chr10	122567063	122567071	+	0.000	0.000	Merged-chr10-122566962-17
NR11091--MA0511.2.RUNX2	chrX	59508506	59508514	-	0.000	0.000	Merged-chrX-59508552-38
NR618--MA0684.1.RUNX3	chr1	159911214	159911223	-	0.000	0.000	Merged-chr1-159911218-36
NR8302--MA0002.2.RUNX1	chr5	125475880	125475890	+	0.000	0.000	Merged-chr5-125475935-61
NR7227--MA0511.2.RUNX2	chr4	12778390	12778398	+	0.000	0.000	Merged-chr4-12778412-28
NR8924--MA0511.2.RUNX2	chr6	119509054	119509062	-	0.000	0.000	Merged-chr6-119509030-36
NR6102--MA0511.2.RUNX2	chr2	91962265	91962273	+	0.000	0.000	Merged-chr2-91962165-55
NR2266--MA0511.2.RUNX2	chr12	35682323	35682331	+	0.000	0.000	Merged-chr12-35682263-36
NR3864--MA0002.2.RUNX1	chr15	37644430	37644440	+	0.000	0.000	Merged-chr15-37644500-63
NR4575--MA0002.2.RUNX1	chr16	92314545	92314555	-	0.000	0.000	Merged-chr16-92314439-29
NR8540--MA0684.1.RUNX3	chr6	34364971	34364980	+	0.000	0.000	Merged-chr6-34364838-25
NR313--MA0684.1.RUNX3	chr1	89090406	89090415	+	0.000	0.000	Merged-chr1-89090487-27
NR8729--MA0002.2.RUNX1	chr6	86570876	86570886	+	0.000	0.000	Merged-chr6-86570900-55
NR7095--MA0684.1.RUNX3	chr3	144253116	144253125	-	0.000	0.000	Merged-chr3-144253083-46
NR11024--MA0002.2.RUNX1	chrX	7618418	7618428	-	0.000	0.000	Merged-chrX-7618327-48
NR8792--MA0684.1.RUNX3	chr6	97016227	97016236	+	0.000	0.000	Merged-chr6-97016281-52
NR4578--MA0511.2.RUNX2	chr16	92801760	92801768	-	0.000	0.000	Merged-chr16-92801827-54
NR9569--MA0684.1.RUNX3	chr7	105554416	105554425	+	0.000	0.000	Merged-chr7-105554530-56
NR2676--MA0684.1.RUNX3	chr12	115593124	115593133	+	0.000	0.000	Merged-chr12-115593226-26
NR151--MA0684.1.RUNX3	chr1	54421901	54421910	+	0.000	0.000	Merged-chr1-54421982-33
NR6493--MA0684.1.RUNX3	chr2	172977498	172977507	+	0.000	0.000	Merged-chr2-172977593-131
NR2804--MA0684.1.RUNX3	chr13	20306402	20306411	-	0.000	0.000	Merged-chr13-20306536-31
NR2656--MA0002.2.RUNX1	chr12	114937092	114937102	+	0.000	0.000	Merged-chr12-114937149-39
NR4892--MA0511.2.RUNX2	chr17	52591979	52591987	-	0.000	0.000	Merged-chr17-52591988-50
NR5762--MA0002.2.RUNX1	chr2	11339397	11339407	-	0.000	0.000	Merged-chr2-11339259-65
NR6621--MA0684.1.RUNX3	chr3	37484115	37484124	+	0.000	0.000	Merged-chr3-37484009-38
NR4194--MA0684.1.RUNX3	chr16	10979593	10979602	-	0.000	0.000	Merged-chr16-10979660-46
NR1531--MA0002.2.RUNX1	chr11	5432532	5432542	-	0.000	0.000	Merged-chr11-5432545-27
NR6268--MA0002.2.RUNX1	chr2	135737685	135737695	+	0.000	0.000	Merged-chr2-135737673-31
NR6700--MA0511.2.RUNX2	chr3	68240113	68240121	+	0.000	0.000	Merged-chr3-68240034-18
NR6873--MA0684.1.RUNX3	chr3	107819324	107819333	-	0.000	0.000	Merged-chr3-107819260-44
