#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR64465--MA0599.1.KLF5	chr9	62122723	62122732	-	0.000	0.000	Merged-chr9-62122784-57
NR6821--MA0599.1.KLF5	chr10	81561220	81561229	+	0.000	0.000	Merged-chr10-81561219-45
NR65439--MA0741.1.KLF16	chr9	95750392	95750402	-	0.000	0.000	Merged-chr9-95750219-56
NR15384--MA1107.1.KLF9	chr12	115012961	115012973	+	0.000	0.000	Merged-chr12-115012998-22
NR58396--MA0740.1.KLF14	chr7	115448892	115448905	+	0.000	0.000	Merged-chr7-115449030-8
NR16596--MA0599.1.KLF5	chr13	55211472	55211481	-	0.000	0.000	Merged-chr13-55211628-171
NR39768--MA0039.3.KLF4	chr3	93562434	93562444	-	0.000	0.000	Merged-chr3-93562558-40
NR38063--MA0741.1.KLF16	chr2	173021871	173021881	-	0.000	0.000	Merged-chr2-173022060-54
NR51389--MA0599.1.KLF5	chr6	3536306	3536315	+	0.000	0.000	Merged-chr6-3536376-27
NR14052--MA0039.3.KLF4	chr12	76889982	76889992	+	0.000	0.000	Merged-chr12-76889803-12
NR16308--MA0039.3.KLF4	chr13	48863672	48863682	+	0.000	0.000	Merged-chr13-48863678-11
NR22010--MA0039.3.KLF4	chr15	75116772	75116782	-	0.000	0.000	Merged-chr15-75116670-38
NR28670--MA0039.3.KLF4	chr17	84845322	84845332	+	0.000	0.000	Merged-chr17-84845195-48
NR50505--MA0599.1.KLF5	chr5	136953067	136953076	+	0.000	0.000	Merged-chr5-136953170-41
NR39483--MA0599.1.KLF5	chr3	87385418	87385427	-	0.000	0.000	Merged-chr3-87385488-4
NR42886--MA1107.1.KLF9	chr4	44981385	44981397	+	0.000	0.000	Merged-chr4-44981531-52
NR52090--MA0741.1.KLF16	chr6	48676104	48676114	-	0.000	0.000	Merged-chr6-48676195-68
NR49220--MA0740.1.KLF14	chr5	112301909	112301922	+	0.000	0.000	Merged-chr5-112301937-36
NR1595--MA0493.1.Klf1	chr1	92190675	92190685	+	0.000	0.000	Merged-chr1-92190679-18
NR62724--MA0599.1.KLF5	chr8	120701898	120701907	-	0.000	0.000	Merged-chr8-120702084-56
NR67847--MA0741.1.KLF16	chrX	134276772	134276782	+	0.000	0.000	Merged-chrX-134276833-55
NR59645--MA0657.1.KLF13	chr7	141562091	141562108	+	0.000	0.000	Merged-chr7-141562329-80
NR25532--MA0599.1.KLF5	chr16	96089728	96089737	+	0.000	0.000	Merged-chr16-96089683-18
NR49579--MA0039.3.KLF4	chr5	118465259	118465269	-	0.000	0.000	Merged-chr5-118465239-56
NR47422--MA1107.1.KLF9	chr5	35814403	35814415	-	0.000	0.000	Merged-chr5-35814257-27
NR60664--MA1107.1.KLF9	chr8	48425233	48425245	-	0.000	0.000	Merged-chr8-48425330-34
NR15246--MA0493.1.Klf1	chr12	112130366	112130376	+	0.000	0.000	Merged-chr12-112130474-63
NR14257--MA0740.1.KLF14	chr12	83632205	83632218	+	0.000	0.000	Merged-chr12-83632308-58
NR21083--MA0599.1.KLF5	chr15	8279672	8279681	-	0.000	0.000	Merged-chr15-8279538-60
NR23339--MA0599.1.KLF5	chr15	101254041	101254050	-	0.000	0.000	Merged-chr15-101254025-64
NR17395--MA0741.1.KLF16	chr13	92844708	92844718	+	0.000	0.000	Merged-chr13-92844902-63
NR58795--MA0741.1.KLF16	chr7	125592990	125593000	-	0.000	0.000	Merged-chr7-125593204-10
NR34007--MA0599.1.KLF5	chr2	37443285	37443294	-	0.000	0.000	Merged-chr2-37443185-70
NR40269--MA0741.1.KLF16	chr3	104967952	104967962	-	0.000	0.000	Merged-chr3-104968115-29
NR34346--MA1107.1.KLF9	chr2	59630018	59630030	-	0.000	0.000	Merged-chr2-59629993-27
NR21965--MA0599.1.KLF5	chr15	73757261	73757270	-	0.000	0.000	Merged-chr15-73757276-27
NR25322--MA0741.1.KLF16	chr16	91588190	91588200	+	0.000	0.000	Merged-chr16-91588038-25
NR35558--MA0599.1.KLF5	chr2	104410418	104410427	+	0.000	0.000	Merged-chr2-104410349-15
NR12580--MA1107.1.KLF9	chr11	115338892	115338904	+	0.000	0.000	Merged-chr11-115338922-7
NR24540--MA0493.1.Klf1	chr16	49854437	49854447	-	0.000	0.000	Merged-chr16-49854418-36
NR22477--MA0742.1.Klf12	chr15	81523064	81523078	+	0.000	0.000	Merged-chr15-81522874-123
NR23371--MA0741.1.KLF16	chr15	102110644	102110654	-	0.000	0.000	Merged-chr15-102110732-12
NR66751--MA1107.1.KLF9	chr9	120919428	120919440	-	0.000	0.000	Merged-chr9-120919378-10
NR15115--MA0741.1.KLF16	chr12	109446236	109446246	-	0.000	0.000	Merged-chr12-109446341-43
NR65983--MA0039.3.KLF4	chr9	107633385	107633395	+	0.000	0.000	Merged-chr9-107633459-50
NR61991--MA1107.1.KLF9	chr8	96552650	96552662	-	0.000	0.000	Merged-chr8-96552694-31
NR47632--MA0039.3.KLF4	chr5	53437813	53437823	+	0.000	0.000	Merged-chr5-53437793-20
NR9473--MA0741.1.KLF16	chr11	43767065	43767075	-	0.000	0.000	Merged-chr11-43767173-52
NR44833--MA0741.1.KLF16	chr4	128849136	128849146	-	0.000	0.000	Merged-chr4-128849197-16
NR11599--MA0599.1.KLF5	chr11	97115399	97115408	+	0.000	0.000	Merged-chr11-97115476-51
NR5194--MA0599.1.KLF5	chr10	26374148	26374157	+	0.000	0.000	Merged-chr10-26374171-38
NR54752--MA0493.1.Klf1	chr6	143327068	143327078	-	0.000	0.000	Merged-chr6-143327148-45
NR39412--MA0741.1.KLF16	chr3	84345594	84345604	+	0.000	0.000	Merged-chr3-84345416-77
NR26294--MA0742.1.Klf12	chr17	22361395	22361409	+	0.000	0.000	Merged-chr17-22361364-73
NR37190--MA0741.1.KLF16	chr2	156863097	156863107	+	0.000	0.000	Merged-chr2-156863102-107
NR14590--MA0741.1.KLF16	chr12	99642765	99642775	+	0.000	0.000	Merged-chr12-99642640-25
NR14094--MA0599.1.KLF5	chr12	78861640	78861649	-	0.000	0.000	Merged-chr12-78861657-96
NR42998--MA1107.1.KLF9	chr4	46635542	46635554	-	0.000	0.000	Merged-chr4-46635507-41
NR65548--MA0741.1.KLF16	chr9	99140120	99140130	+	0.000	0.000	Merged-chr9-99140215-90
NR11106--MA0493.1.Klf1	chr11	83302861	83302871	-	0.000	0.000	Merged-chr11-83302766-59
NR19601--MA0493.1.Klf1	chr14	59397270	59397280	-	0.000	0.000	Merged-chr14-59397210-50
NR16087--MA0742.1.Klf12	chr13	38503553	38503567	+	0.000	0.000	Merged-chr13-38503650-43
NR2465--MA1107.1.KLF9	chr1	138299675	138299687	+	0.000	0.000	Merged-chr1-138299764-45
NR63770--MA0740.1.KLF14	chr9	35211059	35211072	+	0.000	0.000	Merged-chr9-35211181-71
NR63202--MA0741.1.KLF16	chr8	127528546	127528556	-	0.000	0.000	Merged-chr8-127528389-4
NR47485--MA0742.1.Klf12	chr5	36850296	36850310	-	0.000	0.000	Merged-chr5-36850196-6
NR16474--MA1107.1.KLF9	chr13	52635582	52635594	-	0.000	0.000	Merged-chr13-52635608-5
NR32400--MA0657.1.KLF13	chr19	46761387	46761404	+	0.000	0.000	Merged-chr19-46761432-95
NR19807--MA0493.1.Klf1	chr14	66281063	66281073	-	0.000	0.000	Merged-chr14-66280950-46
NR51267--MA1107.1.KLF9	chr5	149594180	149594192	+	0.000	0.000	Merged-chr5-149594297-11
NR12442--MA0493.1.Klf1	chr11	113751539	113751549	-	0.000	0.000	Merged-chr11-113751660-154
NR67720--MA1107.1.KLF9	chrX	102037220	102037232	-	0.000	0.000	Merged-chrX-102037181-28
NR17047--MA0741.1.KLF16	chr13	74009420	74009430	-	0.000	0.000	Merged-chr13-74009522-65
NR38172--MA0741.1.KLF16	chr2	174415758	174415768	+	0.000	0.000	Merged-chr2-174415920-60
NR58057--MA0657.1.KLF13	chr7	107664630	107664647	-	0.000	0.000	Merged-chr7-107664561-57
NR13406--MA1107.1.KLF9	chr12	32202002	32202014	-	0.000	0.000	Merged-chr12-32202051-6
NR56018--MA1107.1.KLF9	chr7	28665851	28665863	-	0.000	0.000	Merged-chr7-28665750-36
NR45135--MA1107.1.KLF9	chr4	132796428	132796440	+	0.000	0.000	Merged-chr4-132796395-33
NR64553--MA0039.3.KLF4	chr9	65201656	65201666	+	0.000	0.000	Merged-chr9-65201852-91
NR60561--MA1107.1.KLF9	chr8	41039619	41039631	-	0.000	0.000	Merged-chr8-41039674-18
NR61097--MA0599.1.KLF5	chr8	70865775	70865784	+	0.000	0.000	Merged-chr8-70865718-69
NR33149--MA0740.1.KLF14	chr2	13575062	13575075	+	0.000	0.000	Merged-chr2-13575035-10
NR57569--MA1107.1.KLF9	chr7	92181100	92181112	-	0.000	0.000	Merged-chr7-92180899-29
NR64033--MA0657.1.KLF13	chr9	45291898	45291915	+	0.000	0.000	Merged-chr9-45291923-45
NR14742--MA1107.1.KLF9	chr12	102699350	102699362	+	0.000	0.000	Merged-chr12-102699394-36
NR50890--MA0599.1.KLF5	chr5	142448264	142448273	+	0.000	0.000	Merged-chr5-142448272-36
NR57354--MA1107.1.KLF9	chr7	81075553	81075565	-	0.000	0.000	Merged-chr7-81075371-56
NR14609--MA0599.1.KLF5	chr12	100442337	100442346	+	0.000	0.000	Merged-chr12-100442312-6
NR6485--MA0742.1.Klf12	chr10	79959910	79959924	+	0.000	0.000	Merged-chr10-79960055-51
NR26253--MA0740.1.KLF14	chr17	21474861	21474874	-	0.000	0.000	Merged-chr17-21475108-14
NR17319--MA0599.1.KLF5	chr13	91223998	91224007	-	0.000	0.000	Merged-chr13-91224009-83
NR64205--MA0493.1.Klf1	chr9	54586402	54586412	-	0.000	0.000	Merged-chr9-54586552-67
NR13926--MA0740.1.KLF14	chr12	72761197	72761210	-	0.000	0.000	Merged-chr12-72761201-120
NR4036--MA0740.1.KLF14	chr1	183388892	183388905	-	0.000	0.000	Merged-chr1-183388953-51
NR21862--MA0599.1.KLF5	chr15	67158702	67158711	-	0.000	0.000	Merged-chr15-67158847-15
NR7174--MA0741.1.KLF16	chr10	89747873	89747883	+	0.000	0.000	Merged-chr10-89747839-80
NR34575--MA0740.1.KLF14	chr2	69803239	69803252	+	0.000	0.000	Merged-chr2-69803068-39
NR58690--MA1107.1.KLF9	chr7	122317171	122317183	+	0.000	0.000	Merged-chr7-122317075-24
NR9862--MA0742.1.Klf12	chr11	54956165	54956179	-	0.000	0.000	Merged-chr11-54956037-55
NR4646--MA0599.1.KLF5	chr1	193330221	193330230	-	0.000	0.000	Merged-chr1-193329901-89
NR7716--MA0741.1.KLF16	chr10	111031831	111031841	+	0.000	0.000	Merged-chr10-111031729-43
NR33056--MA0599.1.KLF5	chr2	9792560	9792569	+	0.000	0.000	Merged-chr2-9792573-15
NR41014--MA0599.1.KLF5	chr3	131019727	131019736	+	0.000	0.000	Merged-chr3-131019630-77
NR50738--MA0599.1.KLF5	chr5	140331921	140331930	+	0.000	0.000	Merged-chr5-140332004-70
NR40280--MA0740.1.KLF14	chr3	105704890	105704903	+	0.000	0.000	Merged-chr3-105704887-86
NR11290--MA0599.1.KLF5	chr11	88204249	88204258	+	0.000	0.000	Merged-chr11-88204255-77
NR61406--MA0599.1.KLF5	chr8	83332488	83332497	-	0.000	0.000	Merged-chr8-83332441-59
NR5018--MA0740.1.KLF14	chr10	17948132	17948145	+	0.000	0.000	Merged-chr10-17948244-7
NR7480--MA1107.1.KLF9	chr10	98785663	98785675	+	0.000	0.000	Merged-chr10-98785565-23
NR47137--MA0742.1.Klf12	chr5	25529711	25529725	-	0.000	0.000	Merged-chr5-25529854-76
NR45275--MA0599.1.KLF5	chr4	134061709	134061718	+	0.000	0.000	Merged-chr4-134061948-77
NR53572--MA1107.1.KLF9	chr6	114679266	114679278	-	0.000	0.000	Merged-chr6-114679499-19
NR39223--MA0493.1.Klf1	chr3	68784288	68784298	-	0.000	0.000	Merged-chr3-68784168-43
NR7337--MA1107.1.KLF9	chr10	94551750	94551762	-	0.000	0.000	Merged-chr10-94551623-4
NR64880--MA0741.1.KLF16	chr9	73044794	73044804	+	0.000	0.000	Merged-chr9-73044693-99
NR33753--MA0741.1.KLF16	chr2	31974299	31974309	+	0.000	0.000	Merged-chr2-31974393-52
NR47655--MA1107.1.KLF9	chr5	53995417	53995429	+	0.000	0.000	Merged-chr5-53995231-101
NR39143--MA0599.1.KLF5	chr3	65958285	65958294	+	0.000	0.000	Merged-chr3-65958089-130
NR52240--MA0039.3.KLF4	chr6	52640544	52640554	-	0.000	0.000	Merged-chr6-52640387-58
NR40157--MA0599.1.KLF5	chr3	103102625	103102634	-	0.000	0.000	Merged-chr3-103102606-96
NR63329--MA0039.3.KLF4	chr9	11579251	11579261	-	0.000	0.000	Merged-chr9-11579132-23
NR51716--MA0599.1.KLF5	chr6	29768354	29768363	-	0.000	0.000	Merged-chr6-29768613-160
NR46539--MA0493.1.Klf1	chr4	155318444	155318454	-	0.000	0.000	Merged-chr4-155318568-19
NR42537--MA1107.1.KLF9	chr4	32768159	32768171	-	0.000	0.000	Merged-chr4-32768214-30
NR52122--MA0741.1.KLF16	chr6	49215588	49215598	-	0.000	0.000	Merged-chr6-49215519-27
NR11561--MA0740.1.KLF14	chr11	96924998	96925011	+	0.000	0.000	Merged-chr11-96925082-7
NR43749--MA0599.1.KLF5	chr4	89350504	89350513	+	0.000	0.000	Merged-chr4-89350457-2
NR34364--MA1107.1.KLF9	chr2	60172409	60172421	+	0.000	0.000	Merged-chr2-60172440-46
NR63044--MA0599.1.KLF5	chr8	124949359	124949368	-	0.000	0.000	Merged-chr8-124949178-105
NR36947--MA0742.1.Klf12	chr2	151967984	151967998	-	0.000	0.000	Merged-chr2-151967993-15
NR17225--MA0599.1.KLF5	chr13	85289390	85289399	-	0.000	0.000	Merged-chr13-85289179-92
NR66430--MA0599.1.KLF5	chr9	116190002	116190011	+	0.000	0.000	Merged-chr9-116190040-14
NR43873--MA1107.1.KLF9	chr4	101213702	101213714	+	0.000	0.000	Merged-chr4-101213636-46
NR35890--MA0741.1.KLF16	chr2	120027454	120027464	-	0.000	0.000	Merged-chr2-120027547-78
NR33032--MA0039.3.KLF4	chr2	7254631	7254641	-	0.000	0.000	Merged-chr2-7254714-17
NR19675--MA0740.1.KLF14	chr14	61599507	61599520	-	0.000	0.000	Merged-chr14-61599555-43
NR26734--MA0599.1.KLF5	chr17	29155894	29155903	+	0.000	0.000	Merged-chr17-29155963-15
NR64380--MA0599.1.KLF5	chr9	59751105	59751114	-	0.000	0.000	Merged-chr9-59751057-119
NR37907--MA0741.1.KLF16	chr2	170025058	170025068	-	0.000	0.000	Merged-chr2-170025063-12
NR8647--MA0740.1.KLF14	chr10	128270501	128270514	-	0.000	0.000	Merged-chr10-128270552-51
NR22285--MA0599.1.KLF5	chr15	78928309	78928318	+	0.000	0.000	Merged-chr15-78928209-40
NR49621--MA0599.1.KLF5	chr5	120511175	120511184	-	0.000	0.000	Merged-chr5-120511260-45
NR43300--MA1107.1.KLF9	chr4	59204773	59204785	+	0.000	0.000	Merged-chr4-59204829-36
NR23132--MA0741.1.KLF16	chr15	98181330	98181340	-	0.000	0.000	Merged-chr15-98181409-51
NR1039--MA0740.1.KLF14	chr1	74304207	74304220	+	0.000	0.000	Merged-chr1-74304047-56
NR45387--MA0599.1.KLF5	chr4	135098585	135098594	+	0.000	0.000	Merged-chr4-135098629-27
NR49817--MA1107.1.KLF9	chr5	123150867	123150879	-	0.000	0.000	Merged-chr5-123150677-160
NR25732--MA0039.3.KLF4	chr17	6154523	6154533	+	0.000	0.000	Merged-chr17-6154576-19
NR16153--MA0599.1.KLF5	chr13	42049194	42049203	-	0.000	0.000	Merged-chr13-42049130-34
NR5193--MA1107.1.KLF9	chr10	26373346	26373358	+	0.000	0.000	Merged-chr10-26373188-33
NR64078--MA0742.1.Klf12	chr9	48985192	48985206	-	0.000	0.000	Merged-chr9-48985134-97
NR45109--MA0493.1.Klf1	chr4	132515578	132515588	-	0.000	0.000	Merged-chr4-132515498-63
NR34226--MA0493.1.Klf1	chr2	52319608	52319618	+	0.000	0.000	Merged-chr2-52319482-58
NR64349--MA0742.1.Klf12	chr9	59486725	59486739	+	0.000	0.000	Merged-chr9-59486572-90
NR31436--MA0599.1.KLF5	chr19	9116470	9116479	-	0.000	0.000	Merged-chr19-9116540-6
NR28372--MA0599.1.KLF5	chr17	78916594	78916603	-	0.000	0.000	Merged-chr17-78916603-61
NR49797--MA0742.1.Klf12	chr5	123039221	123039235	-	0.000	0.000	Merged-chr5-123039299-45
NR57318--MA0039.3.KLF4	chr7	80779539	80779549	+	0.000	0.000	Merged-chr7-80779458-48
NR59647--MA0599.1.KLF5	chr7	141562093	141562102	+	0.000	0.000	Merged-chr7-141562329-80
NR42104--MA0599.1.KLF5	chr3	154628487	154628496	+	0.000	0.000	Merged-chr3-154628476-23
NR37075--MA0740.1.KLF14	chr2	154615971	154615984	+	0.000	0.000	Merged-chr2-154615883-15
NR61861--MA0039.3.KLF4	chr8	94134756	94134766	+	0.000	0.000	Merged-chr8-94134861-17
NR56036--MA1107.1.KLF9	chr7	28808278	28808290	-	0.000	0.000	Merged-chr7-28808456-24
NR4109--MA0742.1.Klf12	chr1	184732722	184732736	-	0.000	0.000	Merged-chr1-184732542-127
NR54877--MA1107.1.KLF9	chr6	144781933	144781945	-	0.000	0.000	Merged-chr6-144781870-85
NR37603--MA0493.1.Klf1	chr2	166227683	166227693	-	0.000	0.000	Merged-chr2-166227606-22
NR22944--MA0741.1.KLF16	chr15	93275329	93275339	+	0.000	0.000	Merged-chr15-93275409-98
NR39236--MA1107.1.KLF9	chr3	68784313	68784325	-	0.000	0.000	Merged-chr3-68784168-43
NR43440--MA0599.1.KLF5	chr4	63659914	63659923	+	0.000	0.000	Merged-chr4-63660052-17
NR33591--MA0741.1.KLF16	chr2	29102776	29102786	-	0.000	0.000	Merged-chr2-29102866-17
NR29430--MA0493.1.Klf1	chr18	35771527	35771537	+	0.000	0.000	Merged-chr18-35771673-87
NR10120--MA0741.1.KLF16	chr11	60932007	60932017	-	0.000	0.000	Merged-chr11-60932010-53
NR6377--MA1107.1.KLF9	chr10	78243972	78243984	-	0.000	0.000	Merged-chr10-78243898-1
NR33154--MA0493.1.Klf1	chr2	13575062	13575072	+	0.000	0.000	Merged-chr2-13575035-10
NR38183--MA0599.1.KLF5	chr2	174556048	174556057	-	0.000	0.000	Merged-chr2-174555978-36
NR7374--MA0599.1.KLF5	chr10	95009212	95009221	-	0.000	0.000	Merged-chr10-95009173-43
NR41032--MA0599.1.KLF5	chr3	131272068	131272077	-	0.000	0.000	Merged-chr3-131271947-79
NR1053--MA1107.1.KLF9	chr1	74390161	74390173	-	0.000	0.000	Merged-chr1-74390334-35
NR22191--MA0599.1.KLF5	chr15	77842208	77842217	-	0.000	0.000	Merged-chr15-77842225-62
NR49948--MA0599.1.KLF5	chr5	125052283	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR25187--MA0493.1.Klf1	chr16	89836835	89836845	+	0.000	0.000	Merged-chr16-89836623-18
NR21672--MA0740.1.KLF14	chr15	57912419	57912432	-	0.000	0.000	Merged-chr15-57912529-99
NR21104--MA0741.1.KLF16	chr15	10714905	10714915	+	0.000	0.000	Merged-chr15-10714882-50
NR65755--MA0039.3.KLF4	chr9	104205486	104205496	-	0.000	0.000	Merged-chr9-104205383-8
NR14970--MA0039.3.KLF4	chr12	106010261	106010271	-	0.000	0.000	Merged-chr12-106010348-78
NR50280--MA0741.1.KLF16	chr5	134444584	134444594	-	0.000	0.000	Merged-chr5-134444752-37
NR2149--MA0741.1.KLF16	chr1	130717430	130717440	+	0.000	0.000	Merged-chr1-130717492-49
NR45499--MA0599.1.KLF5	chr4	135972459	135972468	+	0.000	0.000	Merged-chr4-135972529-62
NR32385--MA0740.1.KLF14	chr19	46573347	46573360	-	0.000	0.000	Merged-chr19-46573181-77
NR50617--MA0741.1.KLF16	chr5	138473865	138473875	-	0.000	0.000	Merged-chr5-138473735-19
NR57105--MA0742.1.Klf12	chr7	75760686	75760700	-	0.000	0.000	Merged-chr7-75760769-39
NR27267--MA0741.1.KLF16	chr17	36229297	36229307	+	0.000	0.000	Merged-chr17-36229276-20
NR45525--MA0740.1.KLF14	chr4	136147907	136147920	+	0.000	0.000	Merged-chr4-136147968-56
NR27592--MA0657.1.KLF13	chr17	47611526	47611543	-	0.000	0.000	Merged-chr17-47611424-64
NR34338--MA0493.1.Klf1	chr2	59513733	59513743	-	0.000	0.000	Merged-chr2-59513816-12
NR63347--MA0039.3.KLF4	chr9	14171907	14171917	-	0.000	0.000	Merged-chr9-14171965-37
NR33046--MA1107.1.KLF9	chr2	9536041	9536053	+	0.000	0.000	Merged-chr2-9536121-12
NR8691--MA1107.1.KLF9	chr10	128663974	128663986	-	0.000	0.000	Merged-chr10-128663895-18
NR5848--MA0599.1.KLF5	chr10	62486841	62486850	+	0.000	0.000	Merged-chr10-62486884-129
NR33722--MA1107.1.KLF9	chr2	30982157	30982169	+	0.000	0.000	Merged-chr2-30982189-58
NR11280--MA1107.1.KLF9	chr11	88145385	88145397	+	0.000	0.000	Merged-chr11-88145442-32
NR46557--MA0493.1.Klf1	chr4	155563513	155563523	+	0.000	0.000	Merged-chr4-155563706-85
NR14748--MA0599.1.KLF5	chr12	102719726	102719735	-	0.000	0.000	Merged-chr12-102719761-17
NR37993--MA0599.1.KLF5	chr2	172345461	172345470	-	0.000	0.000	Merged-chr2-172345580-57
NR30398--MA0742.1.Klf12	chr18	70599001	70599015	+	0.000	0.000	Merged-chr18-70598988-36
NR18962--MA0741.1.KLF16	chr14	32388434	32388444	-	0.000	0.000	Merged-chr14-32388438-6
NR12698--MA0599.1.KLF5	chr11	116842941	116842950	-	0.000	0.000	Merged-chr11-116842841-2
NR52116--MA0493.1.Klf1	chr6	49073783	49073793	+	0.000	0.000	Merged-chr6-49074021-75
NR33980--MA0742.1.Klf12	chr2	35729681	35729695	-	0.000	0.000	Merged-chr2-35729635-16
NR64046--MA0657.1.KLF13	chr9	46151676	46151693	+	0.000	0.000	Merged-chr9-46151705-34
NR807--MA0599.1.KLF5	chr1	59913812	59913821	-	0.000	0.000	Merged-chr1-59913870-9
NR64187--MA0742.1.Klf12	chr9	53248254	53248268	-	0.000	0.000	Merged-chr9-53248051-82
NR50056--MA0039.3.KLF4	chr5	129586162	129586172	-	0.000	0.000	Merged-chr5-129586130-49
NR13002--MA0740.1.KLF14	chr11	121848127	121848140	-	0.000	0.000	Merged-chr11-121848040-41
NR44281--MA0657.1.KLF13	chr4	115737716	115737733	-	0.000	0.000	Merged-chr4-115737826-56
NR34225--MA0741.1.KLF16	chr2	52072819	52072829	+	0.000	0.000	Merged-chr2-52072898-83
NR26537--MA0740.1.KLF14	chr17	26561513	26561526	-	0.000	0.000	Merged-chr17-26561366-51
NR29675--MA0741.1.KLF16	chr18	46917803	46917813	-	0.000	0.000	Merged-chr18-46917814-10
NR14514--MA1107.1.KLF9	chr12	94083598	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR41359--MA0599.1.KLF5	chr3	138194112	138194121	-	0.000	0.000	Merged-chr3-138194119-16
NR49854--MA0599.1.KLF5	chr5	123907170	123907179	+	0.000	0.000	Merged-chr5-123907214-53
NR30476--MA0599.1.KLF5	chr18	73703376	73703385	-	0.000	0.000	Merged-chr18-73703551-109
NR33186--MA0599.1.KLF5	chr2	18027627	18027636	-	0.000	0.000	Merged-chr2-18027664-78
NR40201--MA0741.1.KLF16	chr3	103809498	103809508	+	0.000	0.000	Merged-chr3-103809484-100
NR42413--MA0742.1.Klf12	chr4	11900134	11900148	-	0.000	0.000	Merged-chr4-11900204-55
NR12575--MA0741.1.KLF16	chr11	115276977	115276987	+	0.000	0.000	Merged-chr11-115277112-67
NR43973--MA0741.1.KLF16	chr4	106281444	106281454	+	0.000	0.000	Merged-chr4-106281606-32
NR25444--MA0741.1.KLF16	chr16	93918079	93918089	-	0.000	0.000	Merged-chr16-93917955-1
NR42407--MA0039.3.KLF4	chr4	11684320	11684330	-	0.000	0.000	Merged-chr4-11684265-15
NR46093--MA0741.1.KLF16	chr4	148038690	148038700	-	0.000	0.000	Merged-chr4-148038906-70
NR51916--MA0039.3.KLF4	chr6	39372751	39372761	+	0.000	0.000	Merged-chr6-39372871-18
NR8679--MA0599.1.KLF5	chr10	128526136	128526145	+	0.000	0.000	Merged-chr10-128526022-11
NR42337--MA0599.1.KLF5	chr4	8906860	8906869	+	0.000	0.000	Merged-chr4-8906961-41
NR64146--MA0740.1.KLF14	chr9	50856909	50856922	-	0.000	0.000	Merged-chr9-50856954-76
NR60473--MA0599.1.KLF5	chr8	35428950	35428959	-	0.000	0.000	Merged-chr8-35428921-45
NR20048--MA0742.1.Klf12	chr14	75131075	75131089	+	0.000	0.000	Merged-chr14-75131133-67
NR9200--MA0741.1.KLF16	chr11	23257529	23257539	-	0.000	0.000	Merged-chr11-23257441-61
NR32870--MA0493.1.Klf1	chr19	60183110	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR36996--MA0740.1.KLF14	chr2	152847905	152847918	+	0.000	0.000	Merged-chr2-152848027-50
NR67555--MA0741.1.KLF16	chrX	74305047	74305057	+	0.000	0.000	Merged-chrX-74305179-50
NR54957--MA0741.1.KLF16	chr6	146577836	146577846	+	0.000	0.000	Merged-chr6-146577947-111
NR24110--MA1107.1.KLF9	chr16	24975252	24975264	+	0.000	0.000	Merged-chr16-24975123-11
NR15498--MA0742.1.Klf12	chr12	118213898	118213912	-	0.000	0.000	Merged-chr12-118213971-4
NR22951--MA1107.1.KLF9	chr15	93275403	93275415	+	0.000	0.000	Merged-chr15-93275409-98
NR9320--MA0657.1.KLF13	chr11	31808291	31808308	-	0.000	0.000	Merged-chr11-31808102-31
NR16358--MA1107.1.KLF9	chr13	50434714	50434726	-	0.000	0.000	Merged-chr13-50434768-1
NR8106--MA0599.1.KLF5	chr10	119031179	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR49287--MA0742.1.Klf12	chr5	113643658	113643672	+	0.000	0.000	Merged-chr5-113643605-6
NR19744--MA1107.1.KLF9	chr14	64368594	64368606	+	0.000	0.000	Merged-chr14-64368474-8
NR28238--MA0599.1.KLF5	chr17	72939716	72939725	-	0.000	0.000	Merged-chr17-72939656-64
NR21745--MA0742.1.Klf12	chr15	59762260	59762274	+	0.000	0.000	Merged-chr15-59762255-43
NR50726--MA0741.1.KLF16	chr5	139791465	139791475	-	0.000	0.000	Merged-chr5-139791708-104
NR22910--MA0741.1.KLF16	chr15	91573243	91573253	-	0.000	0.000	Merged-chr15-91573061-60
NR16800--MA0742.1.Klf12	chr13	63189526	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR31426--MA1107.1.KLF9	chr19	8984277	8984289	-	0.000	0.000	Merged-chr19-8984128-7
NR5906--MA0741.1.KLF16	chr10	67205276	67205286	-	0.000	0.000	Merged-chr10-67205181-43
NR32663--MA0742.1.Klf12	chr19	56756820	56756834	-	0.000	0.000	Merged-chr19-56756635-43
NR60445--MA1107.1.KLF9	chr8	34204166	34204178	+	0.000	0.000	Merged-chr8-34204160-4
NR27918--MA0741.1.KLF16	chr17	57275563	57275573	+	0.000	0.000	Merged-chr17-57275446-78
