#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR6021--MA0039.3.KLF4	chr10	79925508	79925518	+	0.000	0.000	Merged-chr10-79925589-24
NR63064--MA0741.1.KLF16	chr9	62026865	62026875	-	0.000	0.000	Merged-chr9-62026837-17
NR37865--MA0741.1.KLF16	chr3	21991929	21991939	+	0.000	0.000	Merged-chr3-21992010-59
NR11144--MA1107.1.KLF9	chr11	97949847	97949859	-	0.000	0.000	Merged-chr11-97949895-26
NR26974--MA0599.1.KLF5	chr17	34850372	34850381	+	0.000	0.000	Merged-chr17-34850379-53
NR12443--MA0741.1.KLF16	chr11	118248640	118248650	+	0.000	0.000	Merged-chr11-118248688-60
NR730--MA0741.1.KLF16	chr1	58303842	58303852	-	0.000	0.000	Merged-chr1-58304012-69
NR66441--MA0741.1.KLF16	chrX	103616959	103616969	-	0.000	0.000	Merged-chrX-103616839-86
NR4504--MA0039.3.KLF4	chr10	7589678	7589688	-	0.000	0.000	Merged-chr10-7589879-63
NR63050--MA1107.1.KLF9	chr9	61947358	61947370	-	0.000	0.000	Merged-chr9-61947278-11
NR52249--MA0599.1.KLF5	chr6	108660573	108660582	+	0.000	0.000	Merged-chr6-108660367-122
NR15057--MA0599.1.KLF5	chr12	115790886	115790895	-	0.000	0.000	Merged-chr12-115790731-44
NR15820--MA0741.1.KLF16	chr13	35741217	35741227	+	0.000	0.000	Merged-chr13-35741035-13
NR33429--MA0741.1.KLF16	chr2	32496524	32496534	+	0.000	0.000	Merged-chr2-32496495-8
NR23427--MA0741.1.KLF16	chr15	102257681	102257691	+	0.000	0.000	Merged-chr15-102257531-48
NR26064--MA1107.1.KLF9	chr17	18718487	18718499	+	0.000	0.000	Merged-chr17-18718477-13
NR25097--MA0742.1.Klf12	chr16	90810490	90810504	-	0.000	0.000	Merged-chr16-90810372-70
NR35788--MA1107.1.KLF9	chr2	139628904	139628916	+	0.000	0.000	Merged-chr2-139628868-19
NR54825--MA0741.1.KLF16	chr7	25659020	25659030	+	0.000	0.000	Merged-chr7-25659026-65
NR15366--MA0742.1.Klf12	chr13	6648787	6648801	+	0.000	0.000	Merged-chr13-6648891-51
NR26262--MA0741.1.KLF16	chr17	24752903	24752913	+	0.000	0.000	Merged-chr17-24753082-30
NR10153--MA0742.1.Klf12	chr11	75588022	75588036	+	0.000	0.000	Merged-chr11-75588150-65
NR31531--MA0039.3.KLF4	chr19	33143432	33143442	+	0.000	0.000	Merged-chr19-33143330-11
NR63485--MA0493.1.Klf1	chr9	73176797	73176807	-	0.000	0.000	Merged-chr9-73176903-12
NR39495--MA0599.1.KLF5	chr3	104771699	104771708	-	0.000	0.000	Merged-chr3-104771571-48
NR57579--MA0740.1.KLF14	chr7	128238049	128238062	+	0.000	0.000	Merged-chr7-128238195-129
NR31344--MA0742.1.Klf12	chr19	23273968	23273982	+	0.000	0.000	Merged-chr19-23273759-64
NR268--MA0599.1.KLF5	chr1	34462899	34462908	+	0.000	0.000	Merged-chr1-34462977-38
NR27257--MA1107.1.KLF9	chr17	44690576	44690588	+	0.000	0.000	Merged-chr17-44690721-49
NR56276--MA1107.1.KLF9	chr7	83892191	83892203	-	0.000	0.000	Merged-chr7-83892094-68
NR44724--MA1107.1.KLF9	chr4	141625347	141625359	+	0.000	0.000	Merged-chr4-141625310-49
NR3638--MA0039.3.KLF4	chr1	180215314	180215324	-	0.000	0.000	Merged-chr1-180215191-30
NR14947--MA0493.1.Klf1	chr12	112829658	112829668	+	0.000	0.000	Merged-chr12-112829457-77
NR54563--MA0599.1.KLF5	chr7	19420326	19420335	+	0.000	0.000	Merged-chr7-19420371-18
NR61036--MA0741.1.KLF16	chr8	119898136	119898146	+	0.000	0.000	Merged-chr8-119898204-29
NR21175--MA0493.1.Klf1	chr15	42983314	42983324	+	0.000	0.000	Merged-chr15-42983258-15
NR8257--MA0740.1.KLF14	chr10	128891706	128891719	-	0.000	0.000	Merged-chr10-128891602-133
NR66217--MA0740.1.KLF14	chrX	74373293	74373306	+	0.000	0.000	Merged-chrX-74373347-51
NR38796--MA0740.1.KLF14	chr3	88503395	88503408	-	0.000	0.000	Merged-chr3-88503323-39
NR57479--MA0599.1.KLF5	chr7	127021224	127021233	+	0.000	0.000	Merged-chr7-127021165-12
NR61004--MA0740.1.KLF14	chr8	119605252	119605265	+	0.000	0.000	Merged-chr8-119605101-59
NR25803--MA0740.1.KLF14	chr17	8165498	8165511	-	0.000	0.000	Merged-chr17-8165441-73
NR10415--MA0741.1.KLF16	chr11	79962544	79962554	-	0.000	0.000	Merged-chr11-79962407-53
NR18192--MA0741.1.KLF16	chr13	119790741	119790751	+	0.000	0.000	Merged-chr13-119790826-111
NR59050--MA0740.1.KLF14	chr8	36249414	36249427	-	0.000	0.000	Merged-chr8-36249558-6
NR3692--MA1107.1.KLF9	chr1	180829980	180829992	+	0.000	0.000	Merged-chr1-180830009-39
NR52911--MA0493.1.Klf1	chr6	127566538	127566548	-	0.000	0.000	Merged-chr6-127566523-22
NR28584--MA1107.1.KLF9	chr17	85901171	85901183	+	0.000	0.000	Merged-chr17-85901349-9
NR31064--MA0741.1.KLF16	chr19	9135090	9135100	+	0.000	0.000	Merged-chr19-9135336-75
NR26990--MA0741.1.KLF16	chr17	34952449	34952459	-	0.000	0.000	Merged-chr17-34952643-49
NR44052--MA0039.3.KLF4	chr4	133879282	133879292	+	0.000	0.000	Merged-chr4-133879423-50
NR25310--MA1107.1.KLF9	chr16	93883850	93883862	+	0.000	0.000	Merged-chr16-93884002-62
NR46238--MA0599.1.KLF5	chr5	34637180	34637189	+	0.000	0.000	Merged-chr5-34637135-1
NR33--MA0741.1.KLF16	chr1	7206768	7206778	+	0.000	0.000	Merged-chr1-7206621-34
NR4546--MA0599.1.KLF5	chr10	8370348	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR2222--MA0741.1.KLF16	chr1	136624802	136624812	+	0.000	0.000	Merged-chr1-136624907-119
NR52822--MA0599.1.KLF5	chr6	125422599	125422608	-	0.000	0.000	Merged-chr6-125422633-47
NR26513--MA0599.1.KLF5	chr17	28080718	28080727	+	0.000	0.000	Merged-chr17-28080670-10
NR29223--MA0599.1.KLF5	chr18	35939748	35939757	-	0.000	0.000	Merged-chr18-35939773-43
NR19961--MA0039.3.KLF4	chr14	99045514	99045524	+	0.000	0.000	Merged-chr14-99045494-2
NR62036--MA0039.3.KLF4	chr9	22650012	22650022	-	0.000	0.000	Merged-chr9-22649822-33
NR24971--MA0742.1.Klf12	chr16	84707962	84707976	-	0.000	0.000	Merged-chr16-84707917-7
NR38732--MA0599.1.KLF5	chr3	87266865	87266874	-	0.000	0.000	Merged-chr3-87266700-20
NR12347--MA0741.1.KLF16	chr11	117334251	117334261	+	0.000	0.000	Merged-chr11-117334271-49
NR63207--MA0740.1.KLF14	chr9	65460913	65460926	+	0.000	0.000	Merged-chr9-65461064-58
NR905--MA0741.1.KLF16	chr1	66897063	66897073	+	0.000	0.000	Merged-chr1-66897217-4
NR53498--MA0742.1.Klf12	chr6	140684616	140684630	+	0.000	0.000	Merged-chr6-140684445-39
NR8927--MA0741.1.KLF16	chr11	32554698	32554708	-	0.000	0.000	Merged-chr11-32554709-20
NR46797--MA0493.1.Klf1	chr5	67306943	67306953	+	0.000	0.000	Merged-chr5-67307077-62
NR47001--MA0599.1.KLF5	chr5	76905411	76905420	+	0.000	0.000	Merged-chr5-76905589-62
NR13222--MA0599.1.KLF5	chr12	44269055	44269064	+	0.000	0.000	Merged-chr12-44269200-102
NR60592--MA0599.1.KLF5	chr8	107096406	107096415	+	0.000	0.000	Merged-chr8-107096330-78
NR23980--MA0741.1.KLF16	chr16	20622574	20622584	-	0.000	0.000	Merged-chr16-20622479-9
NR60529--MA0493.1.Klf1	chr8	105636240	105636250	+	0.000	0.000	Merged-chr8-105636224-5
NR46136--MA0741.1.KLF16	chr5	32459213	32459223	-	0.000	0.000	Merged-chr5-32459056-73
NR27154--MA1107.1.KLF9	chr17	36944102	36944114	-	0.000	0.000	Merged-chr17-36944246-16
NR51965--MA0599.1.KLF5	chr6	91510388	91510397	+	0.000	0.000	Merged-chr6-91510562-8
NR14773--MA0599.1.KLF5	chr12	110505023	110505032	+	0.000	0.000	Merged-chr12-110505059-48
NR1644--MA0657.1.KLF13	chr1	111864950	111864967	-	0.000	0.000	Merged-chr1-111864716-124
NR13773--MA0741.1.KLF16	chr12	80115774	80115784	-	0.000	0.000	Merged-chr12-80115734-50
NR48613--MA0039.3.KLF4	chr5	123907117	123907127	+	0.000	0.000	Merged-chr5-123907214-53
NR56716--MA0599.1.KLF5	chr7	105633582	105633591	-	0.000	0.000	Merged-chr7-105633562-65
NR17689--MA0599.1.KLF5	chr13	108158631	108158640	+	0.000	0.000	Merged-chr13-108158650-72
NR11705--MA0599.1.KLF5	chr11	106216895	106216904	+	0.000	0.000	Merged-chr11-106216790-91
NR34264--MA1107.1.KLF9	chr2	73892865	73892877	-	0.000	0.000	Merged-chr2-73892753-86
NR48543--MA0599.1.KLF5	chr5	122821405	122821414	-	0.000	0.000	Merged-chr5-122821260-71
NR31000--MA0599.1.KLF5	chr19	8695487	8695496	-	0.000	0.000	Merged-chr19-8695569-23
NR9487--MA0657.1.KLF13	chr11	58636750	58636767	-	0.000	0.000	Merged-chr11-58636809-13
NR8010--MA0599.1.KLF5	chr10	127165728	127165737	-	0.000	0.000	Merged-chr10-127165637-94
NR2745--MA0741.1.KLF16	chr1	156522461	156522471	-	0.000	0.000	Merged-chr1-156522298-40
NR54656--MA1107.1.KLF9	chr7	24316886	24316898	-	0.000	0.000	Merged-chr7-24316712-55
NR24879--MA0493.1.Klf1	chr16	76422776	76422786	+	0.000	0.000	Merged-chr16-76422823-13
NR21619--MA0740.1.KLF14	chr15	73724743	73724756	+	0.000	0.000	Merged-chr15-73724904-65
NR22140--MA0741.1.KLF16	chr15	81510681	81510691	-	0.000	0.000	Merged-chr15-81510764-17
NR5407--MA0741.1.KLF16	chr10	60831663	60831673	-	0.000	0.000	Merged-chr10-60831602-50
NR35675--MA0741.1.KLF16	chr2	132511686	132511696	-	0.000	0.000	Merged-chr2-132511544-14
NR27419--MA0741.1.KLF16	chr17	47542187	47542197	+	0.000	0.000	Merged-chr17-47542240-31
NR1948--MA0599.1.KLF5	chr1	130717430	130717439	+	0.000	0.000	Merged-chr1-130717492-49
NR35199--MA0741.1.KLF16	chr2	119897332	119897342	+	0.000	0.000	Merged-chr2-119897563-82
NR50964--MA0742.1.Klf12	chr6	47788656	47788670	+	0.000	0.000	Merged-chr6-47788410-56
NR12772--MA0740.1.KLF14	chr12	8772903	8772916	+	0.000	0.000	Merged-chr12-8772798-23
NR5256--MA0657.1.KLF13	chr10	57532582	57532599	-	0.000	0.000	Merged-chr10-57532411-52
NR7233--MA0493.1.Klf1	chr10	111635684	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR43602--MA0741.1.KLF16	chr4	126468021	126468031	+	0.000	0.000	Merged-chr4-126467953-5
NR1733--MA0599.1.KLF5	chr1	120258916	120258925	-	0.000	0.000	Merged-chr1-120258943-29
NR58569--MA0599.1.KLF5	chr8	11635756	11635765	-	0.000	0.000	Merged-chr8-11635696-171
NR60793--MA0493.1.Klf1	chr8	114815526	114815536	+	0.000	0.000	Merged-chr8-114815485-46
NR30409--MA0657.1.KLF13	chr18	80609766	80609783	+	0.000	0.000	Merged-chr18-80609939-56
NR59985--MA0493.1.Klf1	chr8	81014976	81014986	+	0.000	0.000	Merged-chr8-81015053-72
NR9409--MA0599.1.KLF5	chr11	55131119	55131128	+	0.000	0.000	Merged-chr11-55131266-10
NR31173--MA0741.1.KLF16	chr19	12012388	12012398	+	0.000	0.000	Merged-chr19-12012380-1
NR64128--MA0599.1.KLF5	chr9	96442327	96442336	+	0.000	0.000	Merged-chr9-96442339-30
NR39492--MA0741.1.KLF16	chr3	104675668	104675678	+	0.000	0.000	Merged-chr3-104675564-49
NR35233--MA1107.1.KLF9	chr2	121294389	121294401	+	0.000	0.000	Merged-chr2-121294452-16
NR22176--MA0599.1.KLF5	chr15	81872355	81872364	+	0.000	0.000	Merged-chr15-81872198-88
NR28342--MA0039.3.KLF4	chr17	80441969	80441979	-	0.000	0.000	Merged-chr17-80441791-30
NR56917--MA0493.1.Klf1	chr7	110956786	110956796	+	0.000	0.000	Merged-chr7-110956692-58
NR24350--MA1107.1.KLF9	chr16	36598412	36598424	+	0.000	0.000	Merged-chr16-36598490-46
NR44403--MA0599.1.KLF5	chr4	137722914	137722923	+	0.000	0.000	Merged-chr4-137723012-20
NR52635--MA0741.1.KLF16	chr6	120464177	120464187	+	0.000	0.000	Merged-chr6-120464092-4
NR33520--MA0599.1.KLF5	chr2	33371146	33371155	+	0.000	0.000	Merged-chr2-33371227-82
NR11005--MA0039.3.KLF4	chr11	96789373	96789383	-	0.000	0.000	Merged-chr11-96789293-51
NR9858--MA0740.1.KLF14	chr11	69323945	69323958	-	0.000	0.000	Merged-chr11-69323892-53
NR60686--MA0741.1.KLF16	chr8	110997878	110997888	+	0.000	0.000	Merged-chr8-110997876-73
NR34395--MA0599.1.KLF5	chr2	79255431	79255440	-	0.000	0.000	Merged-chr2-79255338-118
NR953--MA0599.1.KLF5	chr1	72870387	72870396	-	0.000	0.000	Merged-chr1-72870469-25
NR40710--MA0493.1.Klf1	chr3	142562831	142562841	-	0.000	0.000	Merged-chr3-142562665-31
NR47214--MA0741.1.KLF16	chr5	92128735	92128745	+	0.000	0.000	Merged-chr5-92128744-12
NR9756--MA0742.1.Klf12	chr11	65788371	65788385	+	0.000	0.000	Merged-chr11-65788138-67
NR63077--MA0741.1.KLF16	chr9	62344593	62344603	+	0.000	0.000	Merged-chr9-62344675-54
NR30115--MA1107.1.KLF9	chr18	70462739	70462751	+	0.000	0.000	Merged-chr18-70462917-22
NR20659--MA0599.1.KLF5	chr15	5244276	5244285	-	0.000	0.000	Merged-chr15-5244344-100
NR5627--MA0599.1.KLF5	chr10	68443409	68443418	+	0.000	0.000	Merged-chr10-68443235-30
NR58132--MA0741.1.KLF16	chr7	140116520	140116530	-	0.000	0.000	Merged-chr7-140116362-57
NR45534--MA0741.1.KLF16	chr4	155812454	155812464	-	0.000	0.000	Merged-chr4-155812439-57
NR27005--MA0741.1.KLF16	chr17	35046774	35046784	+	0.000	0.000	Merged-chr17-35046725-56
NR60346--MA0599.1.KLF5	chr8	94191258	94191267	+	0.000	0.000	Merged-chr8-94191444-39
NR40716--MA0740.1.KLF14	chr3	142882208	142882221	+	0.000	0.000	Merged-chr3-142881954-134
NR9888--MA0599.1.KLF5	chr11	69765849	69765858	-	0.000	0.000	Merged-chr11-69765727-4
NR24570--MA0493.1.Klf1	chr16	52086953	52086963	-	0.000	0.000	Merged-chr16-52086970-39
NR36417--MA1107.1.KLF9	chr2	156421583	156421595	-	0.000	0.000	Merged-chr2-156421428-68
NR28160--MA0741.1.KLF16	chr17	74528344	74528354	+	0.000	0.000	Merged-chr17-74528327-98
NR17022--MA0599.1.KLF5	chr13	92354667	92354676	+	0.000	0.000	Merged-chr13-92354723-122
NR24490--MA0599.1.KLF5	chr16	45742974	45742983	-	0.000	0.000	Merged-chr16-45742884-57
NR57600--MA0599.1.KLF5	chr7	128554785	128554794	+	0.000	0.000	Merged-chr7-128554722-15
NR55765--MA0599.1.KLF5	chr7	63937538	63937547	+	0.000	0.000	Merged-chr7-63937726-41
NR29456--MA0599.1.KLF5	chr18	46525784	46525793	+	0.000	0.000	Merged-chr18-46525811-152
NR63037--MA1107.1.KLF9	chr9	61947332	61947344	-	0.000	0.000	Merged-chr9-61947278-11
NR54567--MA0741.1.KLF16	chr7	19420321	19420331	+	0.000	0.000	Merged-chr7-19420371-18
NR46923--MA0599.1.KLF5	chr5	74704612	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR16273--MA0741.1.KLF16	chr13	54188614	54188624	+	0.000	0.000	Merged-chr13-54188520-62
NR18820--MA0657.1.KLF13	chr14	43263282	43263299	+	0.000	0.000	Merged-chr14-43263228-18
NR18779--MA0599.1.KLF5	chr14	34549236	34549245	+	0.000	0.000	Merged-chr14-34549308-78
NR59375--MA0742.1.Klf12	chr8	60993065	60993079	+	0.000	0.000	Merged-chr8-60993240-112
NR47314--MA0493.1.Klf1	chr5	96161536	96161546	+	0.000	0.000	Merged-chr5-96161360-38
NR18961--MA0742.1.Klf12	chr14	51057688	51057702	-	0.000	0.000	Merged-chr14-51057576-14
NR38750--MA0599.1.KLF5	chr3	87840999	87841008	+	0.000	0.000	Merged-chr3-87841057-16
NR21628--MA0599.1.KLF5	chr15	74538494	74538503	-	0.000	0.000	Merged-chr15-74538442-18
NR42554--MA0493.1.Klf1	chr4	83485970	83485980	-	0.000	0.000	Merged-chr4-83485831-3
NR24595--MA0741.1.KLF16	chr16	55526631	55526641	-	0.000	0.000	Merged-chr16-55526472-43
NR18485--MA0742.1.Klf12	chr14	21525773	21525787	+	0.000	0.000	Merged-chr14-21525854-33
NR24200--MA0741.1.KLF16	chr16	31664039	31664049	-	0.000	0.000	Merged-chr16-31663921-80
NR7764--MA0740.1.KLF14	chr10	121476469	121476482	+	0.000	0.000	Merged-chr10-121476337-119
NR45991--MA0741.1.KLF16	chr5	25529714	25529724	-	0.000	0.000	Merged-chr5-25529854-76
NR60690--MA0493.1.Klf1	chr8	111094542	111094552	-	0.000	0.000	Merged-chr8-111094698-82
NR34381--MA0493.1.Klf1	chr2	78973957	78973967	+	0.000	0.000	Merged-chr2-78973866-41
NR37735--MA0741.1.KLF16	chr3	8667154	8667164	-	0.000	0.000	Merged-chr3-8667385-80
NR37081--MA0039.3.KLF4	chr2	168429754	168429764	+	0.000	0.000	Merged-chr2-168429700-17
NR24123--MA0599.1.KLF5	chr16	26371873	26371882	+	0.000	0.000	Merged-chr16-26371721-24
NR39010--MA0742.1.Klf12	chr3	94456602	94456616	+	0.000	0.000	Merged-chr3-94456653-34
NR5891--MA0599.1.KLF5	chr10	78009787	78009796	+	0.000	0.000	Merged-chr10-78009584-75
NR28454--MA0039.3.KLF4	chr17	83880367	83880377	-	0.000	0.000	Merged-chr17-83880471-24
NR5828--MA0493.1.Klf1	chr10	77259119	77259129	-	0.000	0.000	Merged-chr10-77259226-56
NR45786--MA0741.1.KLF16	chr5	21517822	21517832	+	0.000	0.000	Merged-chr5-21517779-12
NR9408--MA0742.1.Klf12	chr11	55131118	55131132	+	0.000	0.000	Merged-chr11-55131266-10
NR57473--MA0039.3.KLF4	chr7	127014367	127014377	+	0.000	0.000	Merged-chr7-127014477-45
NR15835--MA1107.1.KLF9	chr13	36214180	36214192	-	0.000	0.000	Merged-chr13-36214295-21
NR38731--MA1107.1.KLF9	chr3	87266829	87266841	-	0.000	0.000	Merged-chr3-87266700-20
NR65417--MA0742.1.Klf12	chr9	121317357	121317371	-	0.000	0.000	Merged-chr9-121317284-25
NR19467--MA0742.1.Klf12	chr14	66281026	66281040	+	0.000	0.000	Merged-chr14-66280950-46
NR8458--MA0599.1.KLF5	chr11	5065323	5065332	+	0.000	0.000	Merged-chr11-5065285-49
NR31233--MA0599.1.KLF5	chr19	16781131	16781140	+	0.000	0.000	Merged-chr19-16781022-84
NR12678--MA0493.1.Klf1	chr12	3365283	3365293	+	0.000	0.000	Merged-chr12-3365308-60
NR34229--MA0493.1.Klf1	chr2	73540605	73540615	-	0.000	0.000	Merged-chr2-73540763-38
NR33828--MA1107.1.KLF9	chr2	53668638	53668650	+	0.000	0.000	Merged-chr2-53668715-25
NR43506--MA0741.1.KLF16	chr4	123750291	123750301	+	0.000	0.000	Merged-chr4-123750175-81
NR30388--MA0742.1.Klf12	chr18	80200654	80200668	-	0.000	0.000	Merged-chr18-80200692-56
NR42240--MA1107.1.KLF9	chr4	53012170	53012182	-	0.000	0.000	Merged-chr4-53012213-75
NR18098--MA0493.1.Klf1	chr13	117220697	117220707	+	0.000	0.000	Merged-chr13-117220840-63
NR51964--MA1107.1.KLF9	chr6	91506201	91506213	+	0.000	0.000	Merged-chr6-91506273-35
NR10428--MA0741.1.KLF16	chr11	80428594	80428604	-	0.000	0.000	Merged-chr11-80428757-61
NR35445--MA0742.1.Klf12	chr2	128190326	128190340	-	0.000	0.000	Merged-chr2-128190126-44
NR12598--MA0599.1.KLF5	chr11	120784230	120784239	+	0.000	0.000	Merged-chr11-120784342-58
NR23865--MA0740.1.KLF14	chr16	17530863	17530876	-	0.000	0.000	Merged-chr16-17530947-63
NR1840--MA0493.1.Klf1	chr1	127774116	127774126	+	0.000	0.000	Merged-chr1-127774176-78
NR2128--MA1107.1.KLF9	chr1	134455383	134455395	+	0.000	0.000	Merged-chr1-134455464-58
NR21075--MA0741.1.KLF16	chr15	36727838	36727848	+	0.000	0.000	Merged-chr15-36727812-56
NR49874--MA0741.1.KLF16	chr5	143975135	143975145	+	0.000	0.000	Merged-chr5-143975077-1
NR1084--MA0599.1.KLF5	chr1	75399079	75399088	+	0.000	0.000	Merged-chr1-75398921-21
NR64892--MA0742.1.Klf12	chr9	114933880	114933894	+	0.000	0.000	Merged-chr9-114933914-87
NR16130--MA0741.1.KLF16	chr13	51100899	51100909	-	0.000	0.000	Merged-chr13-51101070-137
NR25307--MA0599.1.KLF5	chr16	93883851	93883860	+	0.000	0.000	Merged-chr16-93884002-62
NR9785--MA0599.1.KLF5	chr11	67025020	67025029	+	0.000	0.000	Merged-chr11-67025090-52
NR60400--MA0741.1.KLF16	chr8	95488936	95488946	+	0.000	0.000	Merged-chr8-95488688-70
NR1966--MA0599.1.KLF5	chr1	131060522	131060531	-	0.000	0.000	Merged-chr1-131060576-40
NR38195--MA0599.1.KLF5	chr3	51540119	51540128	-	0.000	0.000	Merged-chr3-51539976-32
NR7448--MA0741.1.KLF16	chr10	117148649	117148659	+	0.000	0.000	Merged-chr10-117148498-52
NR46--MA0741.1.KLF16	chr1	9848214	9848224	-	0.000	0.000	Merged-chr1-9848247-58
NR50588--MA0741.1.KLF16	chr6	28932069	28932079	+	0.000	0.000	Merged-chr6-28932026-12
NR40714--MA1107.1.KLF9	chr3	142863420	142863432	+	0.000	0.000	Merged-chr3-142863489-16
NR12907--MA0599.1.KLF5	chr12	20815805	20815814	-	0.000	0.000	Merged-chr12-20815724-27
NR1608--MA0599.1.KLF5	chr1	106171568	106171577	+	0.000	0.000	Merged-chr1-106171565-10
NR61775--MA1107.1.KLF9	chr9	14365715	14365727	+	0.000	0.000	Merged-chr9-14365673-24
NR47416--MA0039.3.KLF4	chr5	100485641	100485651	-	0.000	0.000	Merged-chr5-100485645-6
NR63425--MA0740.1.KLF14	chr9	70657348	70657361	-	0.000	0.000	Merged-chr9-70657290-17
NR53263--MA0599.1.KLF5	chr6	135373582	135373591	+	0.000	0.000	Merged-chr6-135373581-28
NR33077--MA0599.1.KLF5	chr2	27475805	27475814	+	0.000	0.000	Merged-chr2-27475831-84
NR37507--MA1107.1.KLF9	chr2	178427058	178427070	+	0.000	0.000	Merged-chr2-178427210-3
NR33485--MA0741.1.KLF16	chr2	32890305	32890315	-	0.000	0.000	Merged-chr2-32890467-14
NR62772--MA0599.1.KLF5	chr9	55110582	55110591	+	0.000	0.000	Merged-chr9-55110680-29
NR19743--MA0493.1.Klf1	chr14	75845211	75845221	+	0.000	0.000	Merged-chr14-75845337-99
NR918--MA0741.1.KLF16	chr1	69499061	69499071	-	0.000	0.000	Merged-chr1-69499196-51
NR27701--MA0493.1.Klf1	chr17	56831284	56831294	-	0.000	0.000	Merged-chr17-56831166-55
NR14973--MA0039.3.KLF4	chr12	113155251	113155261	-	0.000	0.000	Merged-chr12-113155292-10
NR6323--MA0741.1.KLF16	chr10	81137458	81137468	-	0.000	0.000	Merged-chr10-81137276-7
NR47470--MA1107.1.KLF9	chr5	100872341	100872353	-	0.000	0.000	Merged-chr5-100872198-32
NR44198--MA0741.1.KLF16	chr4	135168279	135168289	+	0.000	0.000	Merged-chr4-135168211-13
NR1657--MA0657.1.KLF13	chr1	118627895	118627912	+	0.000	0.000	Merged-chr1-118628003-42
NR63154--MA0493.1.Klf1	chr9	64253637	64253647	+	0.000	0.000	Merged-chr9-64253507-68
NR32976--MA0493.1.Klf1	chr2	26140657	26140667	-	0.000	0.000	Merged-chr2-26140409-110
NR31345--MA0599.1.KLF5	chr19	23273969	23273978	+	0.000	0.000	Merged-chr19-23273759-64
NR61985--MA0039.3.KLF4	chr9	21918286	21918296	-	0.000	0.000	Merged-chr9-21918186-50
NR21566--MA0740.1.KLF14	chr15	73090748	73090761	+	0.000	0.000	Merged-chr15-73090684-68
NR8355--MA0599.1.KLF5	chr11	4135429	4135438	-	0.000	0.000	Merged-chr11-4135322-68
NR23415--MA0742.1.Klf12	chr15	102247243	102247257	+	0.000	0.000	Merged-chr15-102247349-1
NR23172--MA0599.1.KLF5	chr15	100423137	100423146	+	0.000	0.000	Merged-chr15-100423026-56
NR63074--MA0599.1.KLF5	chr9	62344573	62344582	+	0.000	0.000	Merged-chr9-62344675-54
NR61770--MA0039.3.KLF4	chr9	14342499	14342509	-	0.000	0.000	Merged-chr9-14342376-26
NR28138--MA0599.1.KLF5	chr17	74294864	74294873	-	0.000	0.000	Merged-chr17-74294944-148
NR42486--MA0740.1.KLF14	chr4	63558532	63558545	-	0.000	0.000	Merged-chr4-63558751-64
NR17255--MA0599.1.KLF5	chr13	98263108	98263117	-	0.000	0.000	Merged-chr13-98263093-64
NR26521--MA0742.1.Klf12	chr17	28224220	28224234	-	0.000	0.000	Merged-chr17-28224018-88
NR59331--MA1107.1.KLF9	chr8	57638119	57638131	-	0.000	0.000	Merged-chr8-57637972-56
NR45500--MA0741.1.KLF16	chr4	155654616	155654626	-	0.000	0.000	Merged-chr4-155654769-61
NR26088--MA0599.1.KLF5	chr17	21423176	21423185	-	0.000	0.000	Merged-chr17-21423109-81
NR23--MA0657.1.KLF13	chr1	7206451	7206468	+	0.000	0.000	Merged-chr1-7206621-34
NR16925--MA1107.1.KLF9	chr13	85505187	85505199	-	0.000	0.000	Merged-chr13-85505133-53
NR40238--MA0741.1.KLF16	chr3	129831337	129831347	+	0.000	0.000	Merged-chr3-129831268-81
NR47690--MA0493.1.Klf1	chr5	107980182	107980192	-	0.000	0.000	Merged-chr5-107980170-14
NR12990--MA0740.1.KLF14	chr12	24831502	24831515	-	0.000	0.000	Merged-chr12-24831521-84
NR32887--MA0599.1.KLF5	chr2	25054333	25054342	+	0.000	0.000	Merged-chr2-25054565-53
NR21510--MA0039.3.KLF4	chr15	66968883	66968893	+	0.000	0.000	Merged-chr15-66968920-23
NR9403--MA0039.3.KLF4	chr11	55131068	55131078	+	0.000	0.000	Merged-chr11-55131266-10
NR37710--MA0742.1.Klf12	chr2	181601305	181601319	-	0.000	0.000	Merged-chr2-181601291-52
NR20744--MA0741.1.KLF16	chr15	10470328	10470338	+	0.000	0.000	Merged-chr15-10470357-62
NR16478--MA0493.1.Klf1	chr13	61711149	61711159	-	0.000	0.000	Merged-chr13-61710985-22
NR43330--MA1107.1.KLF9	chr4	120053628	120053640	-	0.000	0.000	Merged-chr4-120053646-59
NR33137--MA0741.1.KLF16	chr2	29102781	29102791	-	0.000	0.000	Merged-chr2-29102866-17
NR29465--MA0599.1.KLF5	chr18	46574363	46574372	+	0.000	0.000	Merged-chr18-46574183-54
