#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR11360--MA0684.1.RUNX3	chrX	17521350	17521359	+	0.000	0.000	Merged-chrX-17521323-26
NR4629--MA0684.1.RUNX3	chr16	89986206	89986215	+	0.000	0.000	Merged-chr16-89986478-112
NR2012--MA0684.1.RUNX3	chr11	99255532	99255541	+	0.000	0.000	Merged-chr11-99255472-31
NR3290--MA0002.2.RUNX1	chr13	112509671	112509681	+	0.000	0.000	Merged-chr13-112509641-25
NR3561--MA0002.2.RUNX1	chr14	68035462	68035472	-	0.000	0.000	Merged-chr14-68035283-72
NR1881--MA0002.2.RUNX1	chr11	78864766	78864776	-	0.000	0.000	Merged-chr11-78864936-24
NR9600--MA0002.2.RUNX1	chr7	58181740	58181750	-	0.000	0.000	Merged-chr7-58181650-26
NR4338--MA0002.2.RUNX1	chr16	23844809	23844819	-	0.000	0.000	Merged-chr16-23844946-41
NR11135--MA0002.2.RUNX1	chr9	103337161	103337171	-	0.000	0.000	Merged-chr9-103337204-21
NR1632--MA0511.2.RUNX2	chr11	30182879	30182887	-	0.000	0.000	Merged-chr11-30182963-54
NR3690--MA0684.1.RUNX3	chr14	101879179	101879188	+	0.000	0.000	Merged-chr14-101879110-69
NR10881--MA0002.2.RUNX1	chr9	63759367	63759377	+	0.000	0.000	Merged-chr9-63759234-38
NR1262--MA0002.2.RUNX1	chr10	84646957	84646967	-	0.000	0.000	Merged-chr10-84646834-32
NR4910--MA0002.2.RUNX1	chr17	31277577	31277587	+	0.000	0.000	Merged-chr17-31277371-45
NR9647--MA0002.2.RUNX1	chr7	67356000	67356010	+	0.000	0.000	Merged-chr7-67355950-12
NR10903--MA0511.2.RUNX2	chr9	66492530	66492538	-	0.000	0.000	Merged-chr9-66492510-30
NR5350--MA0002.2.RUNX1	chr18	55050685	55050695	+	0.000	0.000	Merged-chr18-55050703-48
NR5621--MA0002.2.RUNX1	chr19	8519019	8519029	-	0.000	0.000	Merged-chr19-8519085-2
NR1391--MA0684.1.RUNX3	chr10	108168050	108168059	-	0.000	0.000	Merged-chr10-108168166-48
NR3736--MA0002.2.RUNX1	chr14	121137372	121137382	-	0.000	0.000	Merged-chr14-121137502-35
NR4324--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR1785--MA0002.2.RUNX1	chr11	63148463	63148473	+	0.000	0.000	Merged-chr11-63148506-21
NR10804--MA0002.2.RUNX1	chr9	50966404	50966414	+	0.000	0.000	Merged-chr9-50966454-25
NR136--MA0511.2.RUNX2	chr1	51572884	51572892	-	0.000	0.000	Merged-chr1-51572755-47
NR5668--MA0002.2.RUNX1	chr19	14181869	14181879	-	0.000	0.000	Merged-chr19-14181867-2
NR11200--MA0511.2.RUNX2	chr9	114446464	114446472	+	0.000	0.000	Merged-chr9-114446417-16
NR3051--MA0002.2.RUNX1	chr13	67082097	67082107	+	0.000	0.000	Merged-chr13-67082172-4
NR10990--MA0002.2.RUNX1	chr9	79756092	79756102	-	0.000	0.000	Merged-chr9-79756214-5
NR8059--MA0002.2.RUNX1	chr5	10866668	10866678	-	0.000	0.000	Merged-chr5-10866661-52
NR3988--MA0002.2.RUNX1	chr15	66798572	66798582	+	0.000	0.000	Merged-chr15-66798584-16
NR1642--MA0002.2.RUNX1	chr11	32138416	32138426	+	0.000	0.000	Merged-chr11-32138495-33
NR9633--MA0684.1.RUNX3	chr7	65373500	65373509	+	0.000	0.000	Merged-chr7-65373607-20
NR5254--MA0002.2.RUNX1	chr18	14374795	14374805	+	0.000	0.000	Merged-chr18-14374933-6
NR1771--MA0684.1.RUNX3	chr11	58978065	58978074	-	0.000	0.000	Merged-chr11-58978003-101
NR2104--MA0511.2.RUNX2	chr11	107693457	107693465	+	0.000	0.000	Merged-chr11-107693539-25
NR10913--MA0002.2.RUNX1	chr9	67901997	67902007	-	0.000	0.000	Merged-chr9-67901955-26
NR3530--MA0511.2.RUNX2	chr14	65598440	65598448	-	0.000	0.000	Merged-chr14-65598424-35
NR7391--MA0002.2.RUNX1	chr4	6924977	6924987	-	0.000	0.000	Merged-chr4-6924913-49
NR1645--MA0511.2.RUNX2	chr11	32542359	32542367	-	0.000	0.000	Merged-chr11-32542195-1
NR11499--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR5733--MA0511.2.RUNX2	chr19	29185721	29185729	-	0.000	0.000	Merged-chr19-29185697-46
NR2134--MA0684.1.RUNX3	chr11	109671974	109671983	+	0.000	0.000	Merged-chr11-109672054-52
NR9594--MA0002.2.RUNX1	chr7	55890218	55890228	+	0.000	0.000	Merged-chr7-55890160-26
NR6173--MA0511.2.RUNX2	chr2	68979072	68979080	-	0.000	0.000	Merged-chr2-68978956-54
NR6444--MA0511.2.RUNX2	chr2	132262337	132262345	-	0.000	0.000	Merged-chr2-132262355-2
NR11005--MA0002.2.RUNX1	chr9	82961600	82961610	+	0.000	0.000	Merged-chr9-82961653-22
NR9550--MA0511.2.RUNX2	chr7	45082993	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR1675--MA0684.1.RUNX3	chr11	43767288	43767297	+	0.000	0.000	Merged-chr11-43767173-52
NR3954--MA0002.2.RUNX1	chr15	62165005	62165015	+	0.000	0.000	Merged-chr15-62164994-48
NR6017--MA0684.1.RUNX3	chr2	25620565	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR4066--MA0684.1.RUNX3	chr15	78804221	78804230	+	0.000	0.000	Merged-chr15-78804260-4
NR9180--MA0002.2.RUNX1	chr6	122804610	122804620	-	0.000	0.000	Merged-chr6-122804652-39
NR5492--MA0684.1.RUNX3	chr18	75374181	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR5763--MA0684.1.RUNX3	chr19	32266644	32266653	+	0.000	0.000	Merged-chr19-32266743-101
NR7295--MA0002.2.RUNX1	chr3	148510625	148510635	-	0.000	0.000	Merged-chr3-148510691-67
NR7837--MA0002.2.RUNX1	chr4	132302933	132302943	-	0.000	0.000	Merged-chr4-132303135-42
NR970--MA0002.2.RUNX1	chr10	19506187	19506197	+	0.000	0.000	Merged-chr10-19506242-43
NR1803--MA0684.1.RUNX3	chr11	67589062	67589071	+	0.000	0.000	Merged-chr11-67588977-22
NR4589--MA0684.1.RUNX3	chr16	78573107	78573116	+	0.000	0.000	Merged-chr16-78573118-8
NR1655--MA0002.2.RUNX1	chr11	34010324	34010334	-	0.000	0.000	Merged-chr11-34010377-133
NR7966--MA0684.1.RUNX3	chr4	149912635	149912644	-	0.000	0.000	Merged-chr4-149912693-20
NR11114--MA0002.2.RUNX1	chr9	96936025	96936035	+	0.000	0.000	Merged-chr9-96936027-74
NR7152--MA0002.2.RUNX1	chr3	129613934	129613944	+	0.000	0.000	Merged-chr3-129613875-22
NR3940--MA0684.1.RUNX3	chr15	59646504	59646513	-	0.000	0.000	Merged-chr15-59646557-26
NR5472--MA0002.2.RUNX1	chr18	70572505	70572515	+	0.000	0.000	Merged-chr18-70572603-19
NR5743--MA0002.2.RUNX1	chr19	29454390	29454400	-	0.000	0.000	Merged-chr19-29454284-53
NR7774--MA0511.2.RUNX2	chr4	120984726	120984734	-	0.000	0.000	Merged-chr4-120984598-23
NR3587--MA0002.2.RUNX1	chr14	70057134	70057144	-	0.000	0.000	Merged-chr14-70057023-74
NR10655--MA0002.2.RUNX1	chr8	128622959	128622969	+	0.000	0.000	Merged-chr8-128622909-9
NR7281--MA0684.1.RUNX3	chr3	145538122	145538131	+	0.000	0.000	Merged-chr3-145538069-30
NR7880--MA0002.2.RUNX1	chr4	136060220	136060230	+	0.000	0.000	Merged-chr4-136060160-34
NR11095--MA0002.2.RUNX1	chr9	95316947	95316957	+	0.000	0.000	Merged-chr9-95316947-35
NR11366--MA0002.2.RUNX1	chrX	23810500	23810510	+	0.000	0.000	Merged-chrX-23810547-42
NR7675--MA0002.2.RUNX1	chr4	101207684	101207694	+	0.000	0.000	Merged-chr4-101207630-19
NR8263--MA0684.1.RUNX3	chr5	75791956	75791965	+	0.000	0.000	Merged-chr5-75792010-32
NR5995--MA0002.2.RUNX1	chr2	18928409	18928419	-	0.000	0.000	Merged-chr2-18928432-59
NR11051--MA0511.2.RUNX2	chr9	86625073	86625081	-	0.000	0.000	Merged-chr9-86625059-9
NR2098--MA0511.2.RUNX2	chr11	107448063	107448071	-	0.000	0.000	Merged-chr11-107447883-19
NR1912--MA0684.1.RUNX3	chr11	83550393	83550402	+	0.000	0.000	Merged-chr11-83550444-44
NR7902--MA0511.2.RUNX2	chr4	140948261	140948269	+	0.000	0.000	Merged-chr4-140948211-54
NR9755--MA0684.1.RUNX3	chr7	92087615	92087624	-	0.000	0.000	Merged-chr7-92087702-17
NR11100--MA0684.1.RUNX3	chr9	95832922	95832931	-	0.000	0.000	Merged-chr9-95832946-23
NR4870--MA0002.2.RUNX1	chr17	25829009	25829019	+	0.000	0.000	Merged-chr17-25828970-38
NR3795--MA0511.2.RUNX2	chr15	6569140	6569148	+	0.000	0.000	Merged-chr15-6569076-63
NR5524--MA0684.1.RUNX3	chr18	80228697	80228706	+	0.000	0.000	Merged-chr18-80228617-43
NR4777--MA0511.2.RUNX2	chr17	7931641	7931649	-	0.000	0.000	Merged-chr17-7931540-55
NR5376--MA0002.2.RUNX1	chr18	56888939	56888949	-	0.000	0.000	Merged-chr18-56889017-47
NR3030--MA0002.2.RUNX1	chr13	63189852	63189862	-	0.000	0.000	Merged-chr13-63189715-33
NR10493--MA0002.2.RUNX1	chr8	111785409	111785419	-	0.000	0.000	Merged-chr8-111785274-13
NR6087--MA0002.2.RUNX1	chr2	45017346	45017356	-	0.000	0.000	Merged-chr2-45017480-33
NR11352--MA0684.1.RUNX3	chrX	12045323	12045332	+	0.000	0.000	Merged-chrX-12045282-1
NR5981--MA0684.1.RUNX3	chr2	14992740	14992749	+	0.000	0.000	Merged-chr2-14992808-37
NR7784--MA0002.2.RUNX1	chr4	122808311	122808321	-	0.000	0.000	Merged-chr4-122808329-35
NR5110--MA0684.1.RUNX3	chr17	73815028	73815037	-	0.000	0.000	Merged-chr17-73814943-62
NR1101--MA0511.2.RUNX2	chr10	56115381	56115389	+	0.000	0.000	Merged-chr10-56115476-67
NR6109--MA0511.2.RUNX2	chr2	52952609	52952617	-	0.000	0.000	Merged-chr2-52952534-7
NR5504--MA0002.2.RUNX1	chr18	77767858	77767868	+	0.000	0.000	Merged-chr18-77767671-52
NR3553--MA0002.2.RUNX1	chr14	67877890	67877900	-	0.000	0.000	Merged-chr14-67877957-30
NR10621--MA0002.2.RUNX1	chr8	126832837	126832847	-	0.000	0.000	Merged-chr8-126833007-101
NR6930--MA0002.2.RUNX1	chr3	89430433	89430443	+	0.000	0.000	Merged-chr3-89430392-53
NR1002--MA0002.2.RUNX1	chr10	21964441	21964451	-	0.000	0.000	Merged-chr10-21964511-16
NR1668--MA0002.2.RUNX1	chr11	43362661	43362671	-	0.000	0.000	Merged-chr11-43362621-15
NR7641--MA0002.2.RUNX1	chr4	89400558	89400568	+	0.000	0.000	Merged-chr4-89400416-12
NR6566--MA0511.2.RUNX2	chr2	157117138	157117146	-	0.000	0.000	Merged-chr2-157117239-5
NR7707--MA0002.2.RUNX1	chr4	103174416	103174426	+	0.000	0.000	Merged-chr4-103174438-7
NR3953--MA0684.1.RUNX3	chr15	61651350	61651359	-	0.000	0.000	Merged-chr15-61651331-17
NR9450--MA0684.1.RUNX3	chr7	4501006	4501015	+	0.000	0.000	Merged-chr7-4501103-9
NR5170--MA0511.2.RUNX2	chr17	84056421	84056429	+	0.000	0.000	Merged-chr17-84056540-29
NR3205--MA0002.2.RUNX1	chr13	99503594	99503604	+	0.000	0.000	Merged-chr13-99503494-98
NR8769--MA0511.2.RUNX2	chr6	24894869	24894877	+	0.000	0.000	Merged-chr6-24894743-37
NR7022--MA0002.2.RUNX1	chr3	105133254	105133264	+	0.000	0.000	Merged-chr3-105133189-20
NR7959--MA0002.2.RUNX1	chr4	148683727	148683737	+	0.000	0.000	Merged-chr4-148683681-71
NR1925--MA0684.1.RUNX3	chr11	84829171	84829180	+	0.000	0.000	Merged-chr11-84829158-56
NR10254--MA0002.2.RUNX1	chr8	41043805	41043815	-	0.000	0.000	Merged-chr8-41043773-31
NR11236--MA0002.2.RUNX1	chr9	116214505	116214515	+	0.000	0.000	Merged-chr9-116214567-36
NR1240--MA0684.1.RUNX3	chr10	80763645	80763654	+	0.000	0.000	Merged-chr10-80763655-40
NR7896--MA0511.2.RUNX2	chr4	139242158	139242166	-	0.000	0.000	Merged-chr4-139242159-17
NR10925--MA0684.1.RUNX3	chr9	69314631	69314640	+	0.000	0.000	Merged-chr9-69314546-65
NR11094--MA0684.1.RUNX3	chr9	95154237	95154246	-	0.000	0.000	Merged-chr9-95154225-2
NR3936--MA0511.2.RUNX2	chr15	58750401	58750409	+	0.000	0.000	Merged-chr15-58750240-28
NR7131--MA0002.2.RUNX1	chr3	123192399	123192409	-	0.000	0.000	Merged-chr3-123192207-28
NR5246--MA0002.2.RUNX1	chr18	12640762	12640772	-	0.000	0.000	Merged-chr18-12640751-40
NR9704--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR3566--MA0002.2.RUNX1	chr14	68952064	68952074	+	0.000	0.000	Merged-chr14-68951908-4
NR5202--MA0511.2.RUNX2	chr17	86880725	86880733	+	0.000	0.000	Merged-chr17-86880662-37
NR4992--MA0002.2.RUNX1	chr17	47508151	47508161	-	0.000	0.000	Merged-chr17-47508113-61
NR237--MA0511.2.RUNX2	chr1	69513558	69513566	-	0.000	0.000	Merged-chr1-69513618-39
NR3522--MA0511.2.RUNX2	chr14	64884972	64884980	-	0.000	0.000	Merged-chr14-64885056-34
NR11074--MA0002.2.RUNX1	chr9	92217818	92217828	+	0.000	0.000	Merged-chr9-92217904-40
NR9956--MA0511.2.RUNX2	chr7	125603528	125603536	+	0.000	0.000	Merged-chr7-125603403-47
NR6628--MA0684.1.RUNX3	chr2	166264959	166264968	+	0.000	0.000	Merged-chr2-166264997-23
NR9791--MA0002.2.RUNX1	chr7	100950768	100950778	+	0.000	0.000	Merged-chr7-100950799-22
NR1809--MA0002.2.RUNX1	chr11	68442540	68442550	+	0.000	0.000	Merged-chr11-68442579-25
NR6165--MA0511.2.RUNX2	chr2	66102009	66102017	-	0.000	0.000	Merged-chr2-66101928-1
NR5232--MA0684.1.RUNX3	chr18	10154729	10154738	-	0.000	0.000	Merged-chr18-10154788-16
NR5084--MA0002.2.RUNX1	chr17	66235355	66235365	+	0.000	0.000	Merged-chr17-66235388-32
NR5626--MA0002.2.RUNX1	chr19	8592429	8592439	-	0.000	0.000	Merged-chr19-8592238-38
NR1872--MA0684.1.RUNX3	chr11	77519247	77519256	-	0.000	0.000	Merged-chr11-77519189-54
NR3675--MA0002.2.RUNX1	chr14	87050452	87050462	-	0.000	0.000	Merged-chr14-87050365-8
NR710--MA0002.2.RUNX1	chr1	171796425	171796435	+	0.000	0.000	Merged-chr1-171796405-6
NR11348--MA0511.2.RUNX2	chrX	12045290	12045298	-	0.000	0.000	Merged-chrX-12045282-1
NR5040--MA0511.2.RUNX2	chr17	56289436	56289444	+	0.000	0.000	Merged-chr17-56289493-28
NR1995--MA0002.2.RUNX1	chr11	98487922	98487932	+	0.000	0.000	Merged-chr11-98487809-30
NR10743--MA0002.2.RUNX1	chr9	37554385	37554395	+	0.000	0.000	Merged-chr9-37554470-32
NR2378--MA0684.1.RUNX3	chr12	52830988	52830997	-	0.000	0.000	Merged-chr12-52830906-26
NR7492--MA0002.2.RUNX1	chr4	41714466	41714476	-	0.000	0.000	Merged-chr4-41714458-10
NR4408--MA0511.2.RUNX2	chr16	35765630	35765638	-	0.000	0.000	Merged-chr16-35765641-23
NR6466--MA0684.1.RUNX3	chr2	137224836	137224845	-	0.000	0.000	Merged-chr2-137224983-29
NR691--MA0002.2.RUNX1	chr1	170136573	170136583	-	0.000	0.000	Merged-chr1-170136601-45
NR8269--MA0002.2.RUNX1	chr5	77144783	77144793	-	0.000	0.000	Merged-chr5-77144936-48
NR3056--MA0002.2.RUNX1	chr13	72818141	72818151	+	0.000	0.000	Merged-chr13-72817976-1
NR1581--MA0002.2.RUNX1	chr11	10276399	10276409	+	0.000	0.000	Merged-chr11-10276392-45
NR10600--MA0002.2.RUNX1	chr8	124317962	124317972	+	0.000	0.000	Merged-chr8-124317867-82
NR7892--MA0684.1.RUNX3	chr4	138456181	138456190	-	0.000	0.000	Merged-chr4-138456183-28
NR8225--MA0511.2.RUNX2	chr5	65929347	65929355	+	0.000	0.000	Merged-chr5-65929353-41
NR4309--MA0002.2.RUNX1	chr16	18127616	18127626	-	0.000	0.000	Merged-chr16-18127553-42
NR7620--MA0002.2.RUNX1	chr4	85709849	85709859	+	0.000	0.000	Merged-chr4-85709823-9
NR6069--MA0511.2.RUNX2	chr2	34798917	34798925	+	0.000	0.000	Merged-chr2-34798985-4
NR1998--MA0511.2.RUNX2	chr11	98568406	98568414	-	0.000	0.000	Merged-chr11-98568407-8
NR3932--MA0684.1.RUNX3	chr15	55357687	55357696	-	0.000	0.000	Merged-chr15-55357647-17
NR3727--MA0684.1.RUNX3	chr14	118658446	118658455	+	0.000	0.000	Merged-chr14-118658326-68
NR7971--MA0511.2.RUNX2	chr4	150339060	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR3740--MA0511.2.RUNX2	chr14	121325021	121325029	+	0.000	0.000	Merged-chr14-121324999-52
NR11087--MA0002.2.RUNX1	chr9	94621077	94621087	+	0.000	0.000	Merged-chr9-94620917-97
NR11358--MA0002.2.RUNX1	chrX	17521364	17521374	+	0.000	0.000	Merged-chrX-17521323-26
NR7001--MA0002.2.RUNX1	chr3	101588933	101588943	-	0.000	0.000	Merged-chr3-101588946-10
NR8255--MA0684.1.RUNX3	chr5	72941143	72941152	-	0.000	0.000	Merged-chr5-72941102-35
NR3042--MA0684.1.RUNX3	chr13	63411079	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR3313--MA0684.1.RUNX3	chr13	113870522	113870531	-	0.000	0.000	Merged-chr13-113870669-48
NR3979--MA0684.1.RUNX3	chr15	65727290	65727299	-	0.000	0.000	Merged-chr15-65727192-50
NR5672--MA0511.2.RUNX2	chr19	14466273	14466281	+	0.000	0.000	Merged-chr19-14466199-30
NR1756--MA0002.2.RUNX1	chr11	57911898	57911908	-	0.000	0.000	Merged-chr11-57911963-18
NR10504--MA0002.2.RUNX1	chr8	113670089	113670099	-	0.000	0.000	Merged-chr8-113669969-10
NR3992--MA0511.2.RUNX2	chr15	66858925	66858933	+	0.000	0.000	Merged-chr15-66859041-17
NR8334--MA0511.2.RUNX2	chr5	97983572	97983580	+	0.000	0.000	Merged-chr5-97983447-49
NR5573--MA0002.2.RUNX1	chr18	84851321	84851331	+	0.000	0.000	Merged-chr18-84851440-69
NR10362--MA0684.1.RUNX3	chr8	78975205	78975214	-	0.000	0.000	Merged-chr8-78975191-34
NR7875--MA0511.2.RUNX2	chr4	135520640	135520648	+	0.000	0.000	Merged-chr4-135520643-13
NR6079--MA0002.2.RUNX1	chr2	36220299	36220309	+	0.000	0.000	Merged-chr2-36220233-13
NR1613--MA0002.2.RUNX1	chr11	20332635	20332645	+	0.000	0.000	Merged-chr11-20332805-89
NR7110--MA0002.2.RUNX1	chr3	121585035	121585045	-	0.000	0.000	Merged-chr3-121584871-11
NR1964--MA0511.2.RUNX2	chr11	90698016	90698024	+	0.000	0.000	Merged-chr11-90697864-33
NR1594--MA0002.2.RUNX1	chr11	11766269	11766279	-	0.000	0.000	Merged-chr11-11766225-56
NR1865--MA0002.2.RUNX1	chr11	77208260	77208270	-	0.000	0.000	Merged-chr11-77208194-14
NR9042--MA0002.2.RUNX1	chr6	94760977	94760987	+	0.000	0.000	Merged-chr6-94761021-48
NR7904--MA0002.2.RUNX1	chr4	141099048	141099058	+	0.000	0.000	Merged-chr4-141099118-11
NR11119--MA0002.2.RUNX1	chr9	98339692	98339702	+	0.000	0.000	Merged-chr9-98339700-17
NR290--MA0002.2.RUNX1	chr1	80404560	80404570	+	0.000	0.000	Merged-chr1-80404544-1
NR6336--MA0684.1.RUNX3	chr2	114873176	114873185	+	0.000	0.000	Merged-chr2-114873203-5
NR561--MA0002.2.RUNX1	chr1	150396149	150396159	-	0.000	0.000	Merged-chr1-150396130-66
NR1123--MA0684.1.RUNX3	chr10	59699108	59699117	-	0.000	0.000	Merged-chr10-59699152-7
NR1451--MA0002.2.RUNX1	chr10	118605570	118605580	-	0.000	0.000	Merged-chr10-118605555-16
NR5162--MA0511.2.RUNX2	chr17	83816589	83816597	+	0.000	0.000	Merged-chr17-83816542-35
NR1246--MA0002.2.RUNX1	chr10	81464656	81464666	+	0.000	0.000	Merged-chr10-81464665-32
NR1517--MA0002.2.RUNX1	chr10	127115259	127115269	+	0.000	0.000	Merged-chr10-127115294-7
NR6415--MA0511.2.RUNX2	chr2	128544656	128544664	+	0.000	0.000	Merged-chr2-128544786-45
NR2943--MA0002.2.RUNX1	chr13	37760207	37760217	+	0.000	0.000	Merged-chr13-37760092-14
NR1498--MA0002.2.RUNX1	chr10	122760713	122760723	+	0.000	0.000	Merged-chr10-122760799-35
NR10246--MA0002.2.RUNX1	chr8	39020560	39020570	+	0.000	0.000	Merged-chr8-39020777-67
NR1930--MA0511.2.RUNX2	chr11	85545771	85545779	-	0.000	0.000	Merged-chr11-85545806-18
NR6174--MA0684.1.RUNX3	chr2	68979071	68979080	-	0.000	0.000	Merged-chr2-68978956-54
NR3240--MA0002.2.RUNX1	chr13	107940574	107940584	+	0.000	0.000	Merged-chr13-107940409-34
NR3035--MA0002.2.RUNX1	chr13	63274699	63274709	+	0.000	0.000	Merged-chr13-63274780-57
NR9551--MA0684.1.RUNX3	chr7	45082992	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR1355--MA0002.2.RUNX1	chr10	96400992	96401002	-	0.000	0.000	Merged-chr10-96400911-55
NR10103--MA0002.2.RUNX1	chr7	143154070	143154080	-	0.000	0.000	Merged-chr7-143154031-30
NR10769--MA0002.2.RUNX1	chr9	42158806	42158816	-	0.000	0.000	Merged-chr9-42158908-46
NR9674--MA0002.2.RUNX1	chr7	74663981	74663991	+	0.000	0.000	Merged-chr7-74663991-34
NR9945--MA0002.2.RUNX1	chr7	123030901	123030911	+	0.000	0.000	Merged-chr7-123030929-30
NR2009--MA0684.1.RUNX3	chr11	99255497	99255506	-	0.000	0.000	Merged-chr11-99255472-31
NR10930--MA0511.2.RUNX2	chr9	69757417	69757425	+	0.000	0.000	Merged-chr9-69757438-24
NR5320--MA0684.1.RUNX3	chr18	39137637	39137646	-	0.000	0.000	Merged-chr18-39137711-66
NR6048--MA0511.2.RUNX2	chr2	31119119	31119127	-	0.000	0.000	Merged-chr2-31119071-33
NR5443--MA0002.2.RUNX1	chr18	65819308	65819318	-	0.000	0.000	Merged-chr18-65819211-50
NR8648--MA0684.1.RUNX3	chr5	143485132	143485141	-	0.000	0.000	Merged-chr5-143485209-17
NR3706--MA0684.1.RUNX3	chr14	105480284	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR11436--MA0511.2.RUNX2	chrX	93617323	93617331	+	0.000	0.000	Merged-chrX-93617420-5
NR3287--MA0002.2.RUNX1	chr13	112388364	112388374	+	0.000	0.000	Merged-chr13-112388467-40
NR3558--MA0002.2.RUNX1	chr14	67911799	67911809	-	0.000	0.000	Merged-chr14-67911920-26
NR4146--MA0684.1.RUNX3	chr15	93913639	93913648	+	0.000	0.000	Merged-chr15-93913565-49
NR10355--MA0002.2.RUNX1	chr8	77534646	77534656	-	0.000	0.000	Merged-chr8-77534912-51
NR1878--MA0002.2.RUNX1	chr11	78780187	78780197	-	0.000	0.000	Merged-chr11-78780322-31
NR10626--MA0002.2.RUNX1	chr8	126854490	126854500	-	0.000	0.000	Merged-chr8-126854569-38
NR7523--MA0684.1.RUNX3	chr4	48437044	48437053	+	0.000	0.000	Merged-chr4-48436967-9
NR1563--MA0511.2.RUNX2	chr11	4344088	4344096	-	0.000	0.000	Merged-chr11-4344147-20
NR5695--MA0002.2.RUNX1	chr19	18603144	18603154	+	0.000	0.000	Merged-chr19-18603214-44
NR3415--MA0002.2.RUNX1	chr14	45080380	45080390	-	0.000	0.000	Merged-chr14-45080367-24
NR1464--MA0002.2.RUNX1	chr10	120193513	120193523	+	0.000	0.000	Merged-chr10-120193454-50
NR10878--MA0002.2.RUNX1	chr9	63716247	63716257	+	0.000	0.000	Merged-chr9-63716338-3
NR3100--MA0511.2.RUNX2	chr13	84769189	84769197	-	0.000	0.000	Merged-chr13-84769190-19
NR8979--MA0511.2.RUNX2	chr6	72841926	72841934	+	0.000	0.000	Merged-chr6-72841906-9
NR5700--MA0684.1.RUNX3	chr19	18715928	18715937	-	0.000	0.000	Merged-chr19-18715934-3
NR3815--MA0684.1.RUNX3	chr15	12030408	12030417	+	0.000	0.000	Merged-chr15-12030440-19
NR7583--MA0511.2.RUNX2	chr4	63668487	63668495	-	0.000	0.000	Merged-chr4-63668506-36
NR11069--MA0511.2.RUNX2	chr9	90259714	90259722	+	0.000	0.000	Merged-chr9-90259820-55
NR702--MA0002.2.RUNX1	chr1	171262913	171262923	+	0.000	0.000	Merged-chr1-171262794-15
NR1050--MA0002.2.RUNX1	chr10	40171416	40171426	+	0.000	0.000	Merged-chr10-40171372-15
NR9041--MA0684.1.RUNX3	chr6	94660393	94660402	+	0.000	0.000	Merged-chr6-94660484-13
NR10464--MA0002.2.RUNX1	chr8	105930899	105930909	-	0.000	0.000	Merged-chr8-105930842-27
NR11052--MA0684.1.RUNX3	chr9	86625072	86625081	-	0.000	0.000	Merged-chr9-86625059-9
NR1116--MA0002.2.RUNX1	chr10	59335596	59335606	+	0.000	0.000	Merged-chr10-59335459-37
NR9164--MA0002.2.RUNX1	chr6	120486195	120486205	+	0.000	0.000	Merged-chr6-120486424-77
NR7903--MA0684.1.RUNX3	chr4	140948261	140948270	+	0.000	0.000	Merged-chr4-140948211-54
NR7755--MA0002.2.RUNX1	chr4	116678003	116678013	+	0.000	0.000	Merged-chr4-116678042-15
NR2813--MA0002.2.RUNX1	chr13	9360205	9360215	+	0.000	0.000	Merged-chr13-9360244-14
NR5599--MA0002.2.RUNX1	chr19	3699615	3699625	+	0.000	0.000	Merged-chr19-3699724-13
NR6187--MA0684.1.RUNX3	chr2	72183928	72183937	-	0.000	0.000	Merged-chr2-72183936-23
NR1721--MA0684.1.RUNX3	chr11	53097005	53097014	+	0.000	0.000	Merged-chr11-53097142-34
NR2178--MA0511.2.RUNX2	chr11	115133958	115133966	-	0.000	0.000	Merged-chr11-115134079-10
NR2449--MA0511.2.RUNX2	chr12	78356654	78356662	+	0.000	0.000	Merged-chr12-78356695-8
NR1516--MA0684.1.RUNX3	chr10	127107654	127107663	+	0.000	0.000	Merged-chr10-127107710-55
NR4950--MA0002.2.RUNX1	chr17	35420629	35420639	+	0.000	0.000	Merged-chr17-35420549-18
NR6537--MA0511.2.RUNX2	chr2	153336331	153336339	-	0.000	0.000	Merged-chr2-153336329-40
NR5999--MA0684.1.RUNX3	chr2	18952328	18952337	+	0.000	0.000	Merged-chr2-18952458-63
NR5390--MA0002.2.RUNX1	chr18	62090064	62090074	+	0.000	0.000	Merged-chr18-62089904-13
