#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR9285--MA0684.1.RUNX3	chr8	72443922	72443931	+	0.000	0.000	Merged-chr8-72443824-49
NR10171--MA0684.1.RUNX3	chrX	85868244	85868253	+	0.000	0.000	Merged-chrX-85868335-21
NR803--MA0002.2.RUNX1	chr1	189746716	189746726	+	0.000	0.000	Merged-chr1-189746591-10
NR9536--MA0002.2.RUNX1	chr9	14296249	14296259	+	0.000	0.000	Merged-chr9-14296291-25
NR1568--MA0511.2.RUNX2	chr11	32486696	32486704	-	0.000	0.000	Merged-chr11-32486832-15
NR1617--MA0684.1.RUNX3	chr11	54153014	54153023	-	0.000	0.000	Merged-chr11-54152969-5
NR9665--MA0684.1.RUNX3	chr9	54612826	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR10217--MA0002.2.RUNX1	chrX	137049665	137049675	+	0.000	0.000	Merged-chrX-137049718-53
NR2057--MA0684.1.RUNX3	chr12	52830988	52830997	-	0.000	0.000	Merged-chr12-52830906-26
NR5286--MA0002.2.RUNX1	chr2	32520788	32520798	-	0.000	0.000	Merged-chr2-32520639-22
NR7793--MA0511.2.RUNX2	chr5	144126166	144126174	-	0.000	0.000	Merged-chr5-144126158-36
NR641--MA0002.2.RUNX1	chr1	164414031	164414041	+	0.000	0.000	Merged-chr1-164413844-41
NR1869--MA0684.1.RUNX3	chr11	113194938	113194947	+	0.000	0.000	Merged-chr11-113194847-27
NR8934--MA0002.2.RUNX1	chr7	119673632	119673642	-	0.000	0.000	Merged-chr7-119673662-33
NR1326--MA0002.2.RUNX1	chr10	108168049	108168059	+	0.000	0.000	Merged-chr10-108168166-48
NR7908--MA0684.1.RUNX3	chr6	38581835	38581844	-	0.000	0.000	Merged-chr6-38581914-20
NR5957--MA0684.1.RUNX3	chr3	21965700	21965709	+	0.000	0.000	Merged-chr3-21965803-23
NR87--MA0002.2.RUNX1	chr1	36883849	36883859	-	0.000	0.000	Merged-chr1-36883943-16
NR4339--MA0511.2.RUNX2	chr17	56289436	56289444	+	0.000	0.000	Merged-chr17-56289493-28
NR1184--MA0684.1.RUNX3	chr10	80622477	80622486	-	0.000	0.000	Merged-chr10-80622471-84
NR3463--MA0002.2.RUNX1	chr15	40131070	40131080	+	0.000	0.000	Merged-chr15-40131241-26
NR5765--MA0511.2.RUNX2	chr2	156918722	156918730	+	0.000	0.000	Merged-chr2-156918803-29
NR9026--MA0002.2.RUNX1	chr7	136164676	136164686	-	0.000	0.000	Merged-chr7-136164647-23
NR10011--MA0511.2.RUNX2	chr9	119744091	119744099	+	0.000	0.000	Merged-chr9-119744132-67
NR5395--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR9919--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR545--MA0002.2.RUNX1	chr1	151096213	151096223	-	0.000	0.000	Merged-chr1-151096153-39
NR816--MA0002.2.RUNX1	chr1	191275772	191275782	-	0.000	0.000	Merged-chr1-191275783-38
NR3671--MA0511.2.RUNX2	chr15	94478962	94478970	+	0.000	0.000	Merged-chr15-94478905-44
NR4270--MA0002.2.RUNX1	chr17	44256768	44256778	+	0.000	0.000	Merged-chr17-44256797-30
NR9754--MA0002.2.RUNX1	chr9	76236365	76236375	-	0.000	0.000	Merged-chr9-76236642-42
NR4541--MA0002.2.RUNX1	chr18	12948128	12948138	-	0.000	0.000	Merged-chr18-12947880-91
NR1120--MA0511.2.RUNX2	chr10	71226073	71226081	-	0.000	0.000	Merged-chr10-71226142-30
NR5252--MA0002.2.RUNX1	chr2	27515075	27515085	-	0.000	0.000	Merged-chr2-27515177-76
NR5047--MA0002.2.RUNX1	chr19	42031226	42031236	-	0.000	0.000	Merged-chr19-42031201-8
NR9505--MA0511.2.RUNX2	chr8	128223321	128223329	-	0.000	0.000	Merged-chr8-128223372-20
NR5669--MA0511.2.RUNX2	chr2	135823861	135823869	+	0.000	0.000	Merged-chr2-135823878-14
NR3101--MA0684.1.RUNX3	chr14	60072651	60072660	+	0.000	0.000	Merged-chr14-60072713-24
NR1709--MA0511.2.RUNX2	chr11	77519248	77519256	-	0.000	0.000	Merged-chr11-77519189-54
NR5156--MA0002.2.RUNX1	chr2	3740372	3740382	+	0.000	0.000	Merged-chr2-3740398-41
NR5427--MA0002.2.RUNX1	chr2	71941537	71941547	-	0.000	0.000	Merged-chr2-71941624-65
NR1796--MA0002.2.RUNX1	chr11	101589581	101589591	+	0.000	0.000	Merged-chr11-101589471-9
NR2351--MA0002.2.RUNX1	chr12	114909990	114910000	+	0.000	0.000	Merged-chr12-114910080-44
NR9595--MA0511.2.RUNX2	chr9	42249428	42249436	+	0.000	0.000	Merged-chr9-42249420-32
NR1719--MA0002.2.RUNX1	chr11	79670801	79670811	+	0.000	0.000	Merged-chr11-79670763-15
NR3114--MA0684.1.RUNX3	chr14	63104030	63104039	+	0.000	0.000	Merged-chr14-63104126-25
NR1557--MA0002.2.RUNX1	chr11	30182877	30182887	+	0.000	0.000	Merged-chr11-30182963-54
NR4663--MA0002.2.RUNX1	chr18	54061846	54061856	-	0.000	0.000	Merged-chr18-54061989-12
NR3489--MA0002.2.RUNX1	chr15	51803231	51803241	-	0.000	0.000	Merged-chr15-51803142-36
NR9610--MA0684.1.RUNX3	chr9	44515670	44515679	+	0.000	0.000	Merged-chr9-44515753-69
NR5330--MA0511.2.RUNX2	chr2	52885288	52885296	+	0.000	0.000	Merged-chr2-52885299-16
NR1143--MA0002.2.RUNX1	chr10	74823619	74823629	+	0.000	0.000	Merged-chr10-74823662-27
NR1209--MA0002.2.RUNX1	chr10	85352752	85352762	+	0.000	0.000	Merged-chr10-85352707-44
NR7725--MA0684.1.RUNX3	chr5	130172532	130172541	-	0.000	0.000	Merged-chr5-130172555-2
NR981--MA0002.2.RUNX1	chr10	30537424	30537434	-	0.000	0.000	Merged-chr10-30537547-6
NR1395--MA0002.2.RUNX1	chr10	118605570	118605580	-	0.000	0.000	Merged-chr10-118605555-16
NR1609--MA0684.1.RUNX3	chr11	52224161	52224170	+	0.000	0.000	Merged-chr11-52224357-50
NR6723--MA0002.2.RUNX1	chr4	44962502	44962512	-	0.000	0.000	Merged-chr4-44962580-14
NR9928--MA0684.1.RUNX3	chr9	108617516	108617525	-	0.000	0.000	Merged-chr9-108617434-16
NR4772--MA0002.2.RUNX1	chr18	70504413	70504423	-	0.000	0.000	Merged-chr18-70504272-31
NR3697--MA0511.2.RUNX2	chr15	98869571	98869579	+	0.000	0.000	Merged-chr15-98869705-35
NR9736--MA0511.2.RUNX2	chr9	70012577	70012585	-	0.000	0.000	Merged-chr9-70012774-59
NR904--MA0002.2.RUNX1	chr10	13967574	13967584	-	0.000	0.000	Merged-chr10-13967586-131
NR9243--MA0684.1.RUNX3	chr8	61234560	61234569	-	0.000	0.000	Merged-chr8-61234542-15
NR9366--MA0002.2.RUNX1	chr8	106292699	106292709	+	0.000	0.000	Merged-chr8-106292794-10
NR79--MA0002.2.RUNX1	chr1	36308029	36308039	+	0.000	0.000	Merged-chr1-36307925-67
NR3332--MA0684.1.RUNX3	chr14	121970662	121970671	+	0.000	0.000	Merged-chr14-121970624-14
NR8512--MA0002.2.RUNX1	chr6	149120016	149120026	+	0.000	0.000	Merged-chr6-149120049-30
NR6832--MA0002.2.RUNX1	chr4	86748655	86748665	+	0.000	0.000	Merged-chr4-86748710-108
NR5757--MA0511.2.RUNX2	chr2	156882518	156882526	-	0.000	0.000	Merged-chr2-156882642-42
NR2330--MA0002.2.RUNX1	chr12	112720127	112720137	+	0.000	0.000	Merged-chr12-112720162-15
NR3379--MA0684.1.RUNX3	chr15	18951818	18951827	-	0.000	0.000	Merged-chr15-18951851-25
NR5929--MA0002.2.RUNX1	chr3	13336360	13336370	+	0.000	0.000	Merged-chr3-13336302-6
NR9352--MA0684.1.RUNX3	chr8	95434759	95434768	+	0.000	0.000	Merged-chr8-95434807-65
NR1156--MA0002.2.RUNX1	chr10	76802235	76802245	+	0.000	0.000	Merged-chr10-76802342-40
NR3392--MA0511.2.RUNX2	chr15	27668288	27668296	-	0.000	0.000	Merged-chr15-27668249-55
NR3187--MA0511.2.RUNX2	chr14	75892373	75892381	-	0.000	0.000	Merged-chr14-75892464-20
NR65--MA0684.1.RUNX3	chr1	30872798	30872807	+	0.000	0.000	Merged-chr1-30872998-5
NR4533--MA0002.2.RUNX1	chr18	11883353	11883363	+	0.000	0.000	Merged-chr18-11883419-27
NR9160--MA0511.2.RUNX2	chr8	19161780	19161788	+	0.000	0.000	Merged-chr8-19161757-88
NR8178--MA0684.1.RUNX3	chr6	100255528	100255537	+	0.000	0.000	Merged-chr6-100255672-12
NR8350--MA0002.2.RUNX1	chr6	129284635	129284645	-	0.000	0.000	Merged-chr6-129284661-64
NR7817--MA0511.2.RUNX2	chr5	149080641	149080649	-	0.000	0.000	Merged-chr5-149080540-39
NR6670--MA0002.2.RUNX1	chr4	32343745	32343755	+	0.000	0.000	Merged-chr4-32343944-58
NR10156--MA0002.2.RUNX1	chrX	77580135	77580145	+	0.000	0.000	Merged-chrX-77580117-37
NR9061--MA0002.2.RUNX1	chr7	140941590	140941600	-	0.000	0.000	Merged-chr7-140941728-63
NR4990--MA0002.2.RUNX1	chr19	32266644	32266654	-	0.000	0.000	Merged-chr19-32266743-101
NR7053--MA0684.1.RUNX3	chr4	134043265	134043274	+	0.000	0.000	Merged-chr4-134043155-17
NR9954--MA0511.2.RUNX2	chr9	114016573	114016581	+	0.000	0.000	Merged-chr9-114016465-30
NR4741--MA0511.2.RUNX2	chr18	65819118	65819126	-	0.000	0.000	Merged-chr18-65819211-50
NR1265--MA0002.2.RUNX1	chr10	93614973	93614983	+	0.000	0.000	Merged-chr10-93614959-29
NR6322--MA0002.2.RUNX1	chr3	116465928	116465938	+	0.000	0.000	Merged-chr3-116465927-56
NR5247--MA0511.2.RUNX2	chr2	26964483	26964491	-	0.000	0.000	Merged-chr2-26964427-62
NR3772--MA0511.2.RUNX2	chr16	17619473	17619481	-	0.000	0.000	Merged-chr16-17619453-35
NR7576--MA0684.1.RUNX3	chr5	106639782	106639791	+	0.000	0.000	Merged-chr5-106639695-17
NR2962--MA0002.2.RUNX1	chr14	15011568	15011578	+	0.000	0.000	Merged-chr14-15011517-9
NR1016--MA0511.2.RUNX2	chr10	40462465	40462473	-	0.000	0.000	Merged-chr10-40462347-27
NR898--MA0002.2.RUNX1	chr10	12985157	12985167	+	0.000	0.000	Merged-chr10-12985296-24
NR3424--MA0511.2.RUNX2	chr15	35529530	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR854--MA0511.2.RUNX2	chr10	4632282	4632290	-	0.000	0.000	Merged-chr10-4632472-72
NR1522--MA0684.1.RUNX3	chr11	16858837	16858846	-	0.000	0.000	Merged-chr11-16858803-1
NR8982--MA0002.2.RUNX1	chr7	128158908	128158918	+	0.000	0.000	Merged-chr7-128158931-27
NR3054--MA0002.2.RUNX1	chr14	48246459	48246469	+	0.000	0.000	Merged-chr14-48246381-22
NR7956--MA0684.1.RUNX3	chr6	50009528	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR4817--MA0002.2.RUNX1	chr18	78161547	78161557	+	0.000	0.000	Merged-chr18-78161600-30
NR341--MA0002.2.RUNX1	chr1	94092012	94092022	+	0.000	0.000	Merged-chr1-94091974-43
NR7764--MA0511.2.RUNX2	chr5	139206777	139206785	-	0.000	0.000	Merged-chr5-139206711-28
NR3577--MA0002.2.RUNX1	chr15	77798820	77798830	+	0.000	0.000	Merged-chr15-77798919-52
NR7066--MA0684.1.RUNX3	chr4	134642024	134642033	+	0.000	0.000	Merged-chr4-134642170-32
NR3804--MA0511.2.RUNX2	chr16	25426504	25426512	-	0.000	0.000	Merged-chr16-25426499-60
NR3328--MA0511.2.RUNX2	chr14	121846234	121846242	-	0.000	0.000	Merged-chr14-121846246-16
NR3311--MA0684.1.RUNX3	chr14	118929931	118929940	+	0.000	0.000	Merged-chr14-118930023-62
NR741--MA0684.1.RUNX3	chr1	180432049	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR8048--MA0684.1.RUNX3	chr6	71962876	71962885	-	0.000	0.000	Merged-chr6-71962835-53
NR9696--MA0511.2.RUNX2	chr9	61670020	61670028	+	0.000	0.000	Merged-chr9-61669996-60
NR4039--MA0511.2.RUNX2	chr16	90331260	90331268	+	0.000	0.000	Merged-chr16-90331129-56
NR3163--MA0002.2.RUNX1	chr14	73123927	73123937	+	0.000	0.000	Merged-chr14-73124034-46
NR8220--MA0002.2.RUNX1	chr6	113681490	113681500	+	0.000	0.000	Merged-chr6-113681431-40
NR9474--MA0684.1.RUNX3	chr8	125378074	125378083	-	0.000	0.000	Merged-chr8-125377890-6
NR1278--MA0002.2.RUNX1	chr10	94334099	94334109	+	0.000	0.000	Merged-chr10-94333972-2
NR10026--MA0002.2.RUNX1	chr9	120866893	120866903	+	0.000	0.000	Merged-chr9-120866868-24
NR2975--MA0002.2.RUNX1	chr14	20168672	20168682	+	0.000	0.000	Merged-chr14-20168649-33
NR3358--MA0684.1.RUNX3	chr15	5108561	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR7873--MA0511.2.RUNX2	chr6	22330738	22330746	-	0.000	0.000	Merged-chr6-22330722-48
NR9126--MA0684.1.RUNX3	chr8	9811411	9811420	+	0.000	0.000	Merged-chr8-9811294-16
NR5223--MA0002.2.RUNX1	chr2	18939051	18939061	+	0.000	0.000	Merged-chr2-18939077-26
NR3338--MA0002.2.RUNX1	chr14	122186975	122186985	+	0.000	0.000	Merged-chr14-122187060-26
NR1387--MA0002.2.RUNX1	chr10	118460471	118460481	-	0.000	0.000	Merged-chr10-118460418-18
NR7426--MA0002.2.RUNX1	chr5	72761424	72761434	-	0.000	0.000	Merged-chr5-72761381-14
NR9662--MA0511.2.RUNX2	chr9	54612827	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR9933--MA0511.2.RUNX2	chr9	110458148	110458156	-	0.000	0.000	Merged-chr9-110458141-15
NR5399--MA0684.1.RUNX3	chr2	65871109	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR7363--MA0511.2.RUNX2	chr5	52126038	52126046	-	0.000	0.000	Merged-chr5-52126006-25
NR1496--MA0002.2.RUNX1	chr11	8535124	8535134	-	0.000	0.000	Merged-chr11-8535073-21
NR10--MA0684.1.RUNX3	chr1	7147198	7147207	+	0.000	0.000	Merged-chr1-7147128-26
NR9215--MA0002.2.RUNX1	chr8	36041682	36041692	-	0.000	0.000	Merged-chr8-36041617-36
NR6189--MA0511.2.RUNX2	chr3	94377285	94377293	-	0.000	0.000	Merged-chr3-94377332-17
NR2322--MA0002.2.RUNX1	chr12	110701621	110701631	+	0.000	0.000	Merged-chr12-110701636-6
NR1247--MA0511.2.RUNX2	chr10	91167021	91167029	+	0.000	0.000	Merged-chr10-91167120-36
NR7220--MA0511.2.RUNX2	chr5	10254863	10254871	-	0.000	0.000	Merged-chr5-10254903-14
NR463--MA0002.2.RUNX1	chr1	130549398	130549408	-	0.000	0.000	Merged-chr1-130549409-15
NR1148--MA0002.2.RUNX1	chr10	75282835	75282845	-	0.000	0.000	Merged-chr10-75282925-47
NR2845--MA0002.2.RUNX1	chr13	103985184	103985194	-	0.000	0.000	Merged-chr13-103985203-6
NR3433--MA0684.1.RUNX3	chr15	36361438	36361447	+	0.000	0.000	Merged-chr15-36361606-62
NR9423--MA0511.2.RUNX2	chr8	119605005	119605013	+	0.000	0.000	Merged-chr8-119605101-59
NR5236--MA0002.2.RUNX1	chr2	24745575	24745585	-	0.000	0.000	Merged-chr2-24745465-17
NR115--MA0002.2.RUNX1	chr1	40475897	40475907	+	0.000	0.000	Merged-chr1-40475905-49
NR5587--MA0511.2.RUNX2	chr2	117447071	117447079	-	0.000	0.000	Merged-chr2-117447085-57
NR10148--MA0002.2.RUNX1	chrX	74429643	74429653	+	0.000	0.000	Merged-chrX-74429698-2
NR2974--MA0684.1.RUNX3	chr14	20025508	20025517	+	0.000	0.000	Merged-chr14-20025381-48
NR8594--MA0002.2.RUNX1	chr7	42642552	42642562	-	0.000	0.000	Merged-chr7-42642590-33
NR1405--MA0684.1.RUNX3	chr10	119382450	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR1257--MA0002.2.RUNX1	chr10	93171415	93171425	-	0.000	0.000	Merged-chr10-93171456-51
NR7839--MA0684.1.RUNX3	chr6	3620707	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR5222--MA0684.1.RUNX3	chr2	18939019	18939028	+	0.000	0.000	Merged-chr2-18939077-26
NR4905--MA0002.2.RUNX1	chr19	6304990	6305000	+	0.000	0.000	Merged-chr19-6305008-11
NR9261--MA0511.2.RUNX2	chr8	66860268	66860276	-	0.000	0.000	Merged-chr8-66860248-21
NR1008--MA0511.2.RUNX2	chr10	39600324	39600332	+	0.000	0.000	Merged-chr10-39600436-54
NR3337--MA0684.1.RUNX3	chr14	122063903	122063912	+	0.000	0.000	Merged-chr14-122063804-67
NR3189--MA0002.2.RUNX1	chr14	76569400	76569410	-	0.000	0.000	Merged-chr14-76569463-39
NR1928--MA0684.1.RUNX3	chr12	3441658	3441667	-	0.000	0.000	Merged-chr12-3441534-29
NR5745--MA0684.1.RUNX3	chr2	154754253	154754262	-	0.000	0.000	Merged-chr2-154754253-27
NR7819--MA0002.2.RUNX1	chr5	149246236	149246246	-	0.000	0.000	Merged-chr5-149246178-51
NR2891--MA0511.2.RUNX2	chr13	112133859	112133867	+	0.000	0.000	Merged-chr13-112133906-22
NR3317--MA0002.2.RUNX1	chr14	120373173	120373183	-	0.000	0.000	Merged-chr14-120372978-21
NR1309--MA0684.1.RUNX3	chr10	98776540	98776549	+	0.000	0.000	Merged-chr10-98776574-38
NR10114--MA0002.2.RUNX1	chrX	52760335	52760345	-	0.000	0.000	Merged-chrX-52760494-47
NR4743--MA0002.2.RUNX1	chr18	65819123	65819133	+	0.000	0.000	Merged-chr18-65819211-50
NR7405--MA0002.2.RUNX1	chr5	64819593	64819603	+	0.000	0.000	Merged-chr5-64819652-30
NR3717--MA0684.1.RUNX3	chr15	100706485	100706494	-	0.000	0.000	Merged-chr15-100706630-70
NR1100--MA0684.1.RUNX3	chr10	67891369	67891378	+	0.000	0.000	Merged-chr10-67891340-18
NR6823--MA0684.1.RUNX3	chr4	84118724	84118733	-	0.000	0.000	Merged-chr4-84118627-8
NR9066--MA0002.2.RUNX1	chr7	141049011	141049021	+	0.000	0.000	Merged-chr7-141049009-7
NR7329--MA0684.1.RUNX3	chr5	35166061	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR1098--MA0511.2.RUNX2	chr10	67891369	67891377	+	0.000	0.000	Merged-chr10-67891340-18
NR7657--MA0002.2.RUNX1	chr5	118459233	118459243	-	0.000	0.000	Merged-chr5-118459323-25
NR191--MA0684.1.RUNX3	chr1	61039367	61039376	-	0.000	0.000	Merged-chr1-61039499-28
NR10100--MA0684.1.RUNX3	chrX	48713031	48713040	-	0.000	0.000	Merged-chrX-48713049-46
NR6089--MA0684.1.RUNX3	chr3	75714111	75714120	+	0.000	0.000	Merged-chr3-75714014-36
NR7408--MA0511.2.RUNX2	chr5	65737571	65737579	+	0.000	0.000	Merged-chr5-65737481-18
NR10223--MA0002.2.RUNX1	chrX	142792337	142792347	+	0.000	0.000	Merged-chrX-142792362-24
NR7120--MA0684.1.RUNX3	chr4	144916650	144916659	+	0.000	0.000	Merged-chr4-144916675-7
NR4647--MA0002.2.RUNX1	chr18	43493103	43493113	+	0.000	0.000	Merged-chr18-43493033-11
NR4918--MA0002.2.RUNX1	chr19	10830052	10830062	+	0.000	0.000	Merged-chr19-10829902-50
NR7038--MA0002.2.RUNX1	chr4	131861155	131861165	+	0.000	0.000	Merged-chr4-131861030-31
NR2967--MA0002.2.RUNX1	chr14	16173513	16173523	-	0.000	0.000	Merged-chr14-16173543-50
NR5087--MA0002.2.RUNX1	chr19	55408646	55408656	-	0.000	0.000	Merged-chr19-55408533-26
NR7865--MA0511.2.RUNX2	chr6	17851279	17851287	-	0.000	0.000	Merged-chr6-17851443-16
NR1399--MA0684.1.RUNX3	chr10	118714234	118714243	+	0.000	0.000	Merged-chr10-118714396-52
NR508--MA0002.2.RUNX1	chr1	138822584	138822594	+	0.000	0.000	Merged-chr1-138822653-34
NR9175--MA0002.2.RUNX1	chr8	22859176	22859186	+	0.000	0.000	Merged-chr8-22859146-16
NR9446--MA0002.2.RUNX1	chr8	122315073	122315083	+	0.000	0.000	Merged-chr8-122315135-21
NR3429--MA0511.2.RUNX2	chr15	36214901	36214909	-	0.000	0.000	Merged-chr15-36214970-54
NR9131--MA0511.2.RUNX2	chr8	10481081	10481089	+	0.000	0.000	Merged-chr8-10480951-33
NR694--MA0002.2.RUNX1	chr1	172412267	172412277	+	0.000	0.000	Merged-chr1-172412368-13
NR7517--MA0511.2.RUNX2	chr5	100466876	100466884	+	0.000	0.000	Merged-chr5-100466890-43
NR6370--MA0002.2.RUNX1	chr3	127891922	127891932	+	0.000	0.000	Merged-chr3-127892051-37
NR4690--MA0002.2.RUNX1	chr18	56718261	56718271	-	0.000	0.000	Merged-chr18-56718184-1
NR1335--MA0511.2.RUNX2	chr10	111562798	111562806	+	0.000	0.000	Merged-chr10-111562842-26
NR16--MA0002.2.RUNX1	chr1	11229601	11229611	+	0.000	0.000	Merged-chr1-11229597-37
NR6770--MA0684.1.RUNX3	chr4	58050834	58050843	-	0.000	0.000	Merged-chr4-58050773-31
NR5152--MA0511.2.RUNX2	chr2	3723977	3723985	-	0.000	0.000	Merged-chr2-3723872-33
NR7276--MA0684.1.RUNX3	chr5	22360808	22360817	-	0.000	0.000	Merged-chr5-22360842-38
NR8800--MA0511.2.RUNX2	chr7	98090400	98090408	+	0.000	0.000	Merged-chr7-98090470-13
NR302--MA0511.2.RUNX2	chr1	86440719	86440727	+	0.000	0.000	Merged-chr1-86440751-39
NR5201--MA0684.1.RUNX3	chr2	14312721	14312730	+	0.000	0.000	Merged-chr2-14312633-23
NR1636--MA0684.1.RUNX3	chr11	57911898	57911907	+	0.000	0.000	Merged-chr11-57911963-18
NR3439--MA0002.2.RUNX1	chr15	36650165	36650175	+	0.000	0.000	Merged-chr15-36650116-39
NR6750--MA0002.2.RUNX1	chr4	53920804	53920814	-	0.000	0.000	Merged-chr4-53920761-26
NR10236--MA0002.2.RUNX1	chrX	159199648	159199658	-	0.000	0.000	Merged-chrX-159199808-53
NR2043--MA0002.2.RUNX1	chr12	41045020	41045030	-	0.000	0.000	Merged-chr12-41044922-24
NR726--MA0002.2.RUNX1	chr1	178406386	178406396	+	0.000	0.000	Merged-chr1-178406202-119
NR9607--MA0684.1.RUNX3	chr9	44113583	44113592	-	0.000	0.000	Merged-chr9-44113548-48
NR3647--MA0511.2.RUNX2	chr15	92231534	92231542	-	0.000	0.000	Merged-chr15-92231581-21
NR2714--MA0684.1.RUNX3	chr13	81182721	81182730	+	0.000	0.000	Merged-chr13-81182564-34
NR3918--MA0511.2.RUNX2	chr16	51807559	51807567	+	0.000	0.000	Merged-chr16-51807556-50
NR4517--MA0002.2.RUNX1	chr18	6244820	6244830	-	0.000	0.000	Merged-chr18-6244765-26
NR1967--MA0511.2.RUNX2	chr12	16901153	16901161	+	0.000	0.000	Merged-chr12-16901091-18
NR584--MA0684.1.RUNX3	chr1	156615520	156615529	-	0.000	0.000	Merged-chr1-156615670-66
NR3425--MA0684.1.RUNX3	chr15	35529529	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR8605--MA0002.2.RUNX1	chr7	45069789	45069799	+	0.000	0.000	Merged-chr7-45069861-43
NR663--MA0511.2.RUNX2	chr1	165691743	165691751	+	0.000	0.000	Merged-chr1-165691684-32
NR10030--MA0511.2.RUNX2	chr9	122233122	122233130	-	0.000	0.000	Merged-chr9-122233247-97
NR170--MA0684.1.RUNX3	chr1	55630384	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR8734--MA0684.1.RUNX3	chr7	80450004	80450013	+	0.000	0.000	Merged-chr7-80450087-44
NR8791--MA0002.2.RUNX1	chr7	96707228	96707238	-	0.000	0.000	Merged-chr7-96707276-18
NR3--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR4626--MA0002.2.RUNX1	chr18	39185902	39185912	-	0.000	0.000	Merged-chr18-39185847-29
NR5066--MA0002.2.RUNX1	chr19	46199106	46199116	+	0.000	0.000	Merged-chr19-46199074-12
NR4311--MA0511.2.RUNX2	chr17	50416226	50416234	+	0.000	0.000	Merged-chr17-50416293-2
NR150--MA0002.2.RUNX1	chr1	53774180	53774190	-	0.000	0.000	Merged-chr1-53774073-61
NR9319--MA0511.2.RUNX2	chr8	84969646	84969654	-	0.000	0.000	Merged-chr8-84969564-52
NR7368--MA0511.2.RUNX2	chr5	52872436	52872444	+	0.000	0.000	Merged-chr5-52872385-12
NR216--MA0002.2.RUNX1	chr1	67181367	67181377	-	0.000	0.000	Merged-chr1-67181322-10
NR9697--MA0684.1.RUNX3	chr9	61670020	61670029	+	0.000	0.000	Merged-chr9-61669996-60
NR5022--MA0511.2.RUNX2	chr19	38812313	38812321	-	0.000	0.000	Merged-chr19-38812374-10
NR4755--MA0684.1.RUNX3	chr18	68227789	68227798	-	0.000	0.000	Merged-chr18-68227583-82
NR9154--MA0002.2.RUNX1	chr8	14961585	14961595	-	0.000	0.000	Merged-chr8-14961775-61
NR838--MA0511.2.RUNX2	chr1	193146437	193146445	+	0.000	0.000	Merged-chr1-193146532-29
NR2803--MA0002.2.RUNX1	chr13	98803826	98803836	-	0.000	0.000	Merged-chr13-98803850-12
NR1728--MA0511.2.RUNX2	chr11	81613446	81613454	-	0.000	0.000	Merged-chr11-81613412-31
NR3786--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR8300--MA0002.2.RUNX1	chr6	122826642	122826652	+	0.000	0.000	Merged-chr6-122826486-57
NR4341--MA0684.1.RUNX3	chr17	56289436	56289445	+	0.000	0.000	Merged-chr17-56289493-28
NR5816--MA0511.2.RUNX2	chr2	166549238	166549246	+	0.000	0.000	Merged-chr2-166549284-30
NR6971--MA0511.2.RUNX2	chr4	117478350	117478358	+	0.000	0.000	Merged-chr4-117478210-39
NR9362--MA0511.2.RUNX2	chr8	105259908	105259916	+	0.000	0.000	Merged-chr8-105259865-21
NR9428--MA0511.2.RUNX2	chr8	119914363	119914371	-	0.000	0.000	Merged-chr8-119914410-20
NR8281--MA0002.2.RUNX1	chr6	121226241	121226251	-	0.000	0.000	Merged-chr6-121226378-36
NR8823--MA0002.2.RUNX1	chr7	101634590	101634600	+	0.000	0.000	Merged-chr7-101634721-37
NR4987--MA0002.2.RUNX1	chr19	32112560	32112570	-	0.000	0.000	Merged-chr19-32112588-4
NR2370--MA0002.2.RUNX1	chr12	115386676	115386686	+	0.000	0.000	Merged-chr12-115386807-38
NR5575--MA0684.1.RUNX3	chr2	114145119	114145128	+	0.000	0.000	Merged-chr2-114145226-70
NR1295--MA0511.2.RUNX2	chr10	96400992	96401000	+	0.000	0.000	Merged-chr10-96400911-55
NR3024--MA0684.1.RUNX3	chr14	31195099	31195108	+	0.000	0.000	Merged-chr14-31195196-97
