#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR11477--MA0496.2.MAFK	chr6	130029868	130029886	-	0.000	0.000	Merged-chr6-130029953-23
NR1179--MA0495.2.MAFF	chr10	12823922	12823942	-	0.000	0.000	Merged-chr10-12823956-45
NR13225--MA0591.1.Bach1::Mafk	chr9	78074141	78074155	+	0.000	0.000	Merged-chr9-78074095-46
NR12085--MA0089.1.MAFG::NFE2L1	chr7	92463712	92463717	+	0.000	0.000	Merged-chr7-92463612-13
NR4934--MA0591.1.Bach1::Mafk	chr15	77807414	77807428	+	0.000	0.000	Merged-chr15-77807264-57
NR1400--MA0591.1.Bach1::Mafk	chr10	39371676	39371690	-	0.000	0.000	Merged-chr10-39371656-31
NR2984--MA0089.1.MAFG::NFE2L1	chr12	105722919	105722924	+	0.000	0.000	Merged-chr12-105722863-24
NR12265--MA0659.1.MAFG	chr7	127573108	127573128	-	0.000	0.000	Merged-chr7-127573236-53
NR3238--MA0495.2.MAFF	chr13	30748607	30748627	+	0.000	0.000	Merged-chr13-30748527-182
NR10414--MA0089.1.MAFG::NFE2L1	chr5	96825067	96825072	+	0.000	0.000	Merged-chr5-96825060-50
NR7553--MA0089.1.MAFG::NFE2L1	chr2	119034821	119034826	-	0.000	0.000	Merged-chr2-119034979-52
NR11657--MA0591.1.Bach1::Mafk	chr7	3290321	3290335	-	0.000	0.000	Merged-chr7-3290343-35
NR7909--MA0591.1.Bach1::Mafk	chr2	170247789	170247803	+	0.000	0.000	Merged-chr2-170247949-28
NR10981--MA0591.1.Bach1::Mafk	chr6	51432788	51432802	+	0.000	0.000	Merged-chr6-51432824-29
NR9538--MA0089.1.MAFG::NFE2L1	chr4	88544128	88544133	+	0.000	0.000	Merged-chr4-88544037-33
NR6839--MA0089.1.MAFG::NFE2L1	chr19	40762495	40762500	+	0.000	0.000	Merged-chr19-40762334-20
NR13704--MA0089.1.MAFG::NFE2L1	chrX	135742795	135742800	-	0.000	0.000	Merged-chrX-135742752-69
NR6348--MA0089.1.MAFG::NFE2L1	chr18	34579007	34579012	+	0.000	0.000	Merged-chr18-34579027-17
NR3907--MA0501.1.MAF::NFE2	chr14	12581926	12581940	-	0.000	0.000	Merged-chr14-12581855-1
NR2251--MA0591.1.Bach1::Mafk	chr11	55033347	55033361	-	0.000	0.000	Merged-chr11-55033376-52
NR6570--MA0591.1.Bach1::Mafk	chr18	68234693	68234707	+	0.000	0.000	Merged-chr18-68234781-25
NR8709--MA0089.1.MAFG::NFE2L1	chr3	115972158	115972163	+	0.000	0.000	Merged-chr3-115972355-68
NR617--MA0089.1.MAFG::NFE2L1	chr1	108038595	108038600	+	0.000	0.000	Merged-chr1-108038539-17
NR1937--MA0591.1.Bach1::Mafk	chr10	111957848	111957862	+	0.000	0.000	Merged-chr10-111957923-33
NR4161--MA0089.1.MAFG::NFE2L1	chr14	46578307	46578312	+	0.000	0.000	Merged-chr14-46578431-37
NR7132--MA0501.1.MAF::NFE2	chr2	46371220	46371234	-	0.000	0.000	Merged-chr2-46371309-56
NR2187--MA0591.1.Bach1::Mafk	chr11	29692909	29692923	-	0.000	0.000	Merged-chr11-29692902-6
NR4211--MA0496.2.MAFK	chr14	54259125	54259143	-	0.000	0.000	Merged-chr14-54259345-44
NR4867--MA0089.1.MAFG::NFE2L1	chr15	65727359	65727364	-	0.000	0.000	Merged-chr15-65727192-50
NR12650--MA0501.1.MAF::NFE2	chr8	70611884	70611898	+	0.000	0.000	Merged-chr8-70611821-55
NR10637--MA0591.1.Bach1::Mafk	chr5	147063450	147063464	-	0.000	0.000	Merged-chr5-147063758-85
NR1828--MA0496.2.MAFK	chr10	99459978	99459996	+	0.000	0.000	Merged-chr10-99459996-60
NR9654--MA0501.1.MAF::NFE2	chr4	115057376	115057390	-	0.000	0.000	Merged-chr4-115057224-34
NR11623--MA0117.2.Mafb	chr6	144679046	144679057	+	0.000	0.000	Merged-chr6-144679049-11
NR7868--MA0089.1.MAFG::NFE2L1	chr2	163232497	163232502	-	0.000	0.000	Merged-chr2-163232321-36
NR11658--MA0089.1.MAFG::NFE2L1	chr7	3693596	3693601	+	0.000	0.000	Merged-chr7-3693587-203
NR10614--MA0089.1.MAFG::NFE2L1	chr5	140871434	140871439	+	0.000	0.000	Merged-chr5-140871418-38
NR12587--MA0089.1.MAFG::NFE2L1	chr8	57592886	57592891	+	0.000	0.000	Merged-chr8-57592904-21
NR6333--MA0089.1.MAFG::NFE2L1	chr18	32543299	32543304	-	0.000	0.000	Merged-chr18-32543284-47
NR3634--MA0089.1.MAFG::NFE2L1	chr13	100124842	100124847	+	0.000	0.000	Merged-chr13-100125011-52
NR9909--MA0591.1.Bach1::Mafk	chr5	8075509	8075523	+	0.000	0.000	Merged-chr5-8075370-38
NR8813--MA0495.2.MAFF	chr3	133563697	133563717	+	0.000	0.000	Merged-chr3-133563771-42
NR7333--MA0591.1.Bach1::Mafk	chr2	69802945	69802959	-	0.000	0.000	Merged-chr2-69803068-39
NR6288--MA0496.2.MAFK	chr18	20946629	20946647	-	0.000	0.000	Merged-chr18-20946448-65
NR871--MA0117.2.Mafb	chr1	161480011	161480022	+	0.000	0.000	Merged-chr1-161480099-19
NR10445--MA0591.1.Bach1::Mafk	chr5	100846359	100846373	-	0.000	0.000	Merged-chr5-100846236-82
NR7398--MA0117.2.Mafb	chr2	84059439	84059450	+	0.000	0.000	Merged-chr2-84059493-47
NR2491--MA0089.1.MAFG::NFE2L1	chr12	3989964	3989969	+	0.000	0.000	Merged-chr12-3989980-1
NR9585--MA0495.2.MAFF	chr4	95765628	95765648	-	0.000	0.000	Merged-chr4-95765748-2
NR11409--MA0501.1.MAF::NFE2	chr6	119635736	119635750	-	0.000	0.000	Merged-chr6-119635924-52
NR163--MA0591.1.Bach1::Mafk	chr1	34843058	34843072	+	0.000	0.000	Merged-chr1-34843057-106
NR10038--MA0501.1.MAF::NFE2	chr5	21658710	21658724	+	0.000	0.000	Merged-chr5-21658802-28
NR13239--MA0117.2.Mafb	chr9	80082605	80082616	+	0.000	0.000	Merged-chr9-80082362-35
NR1962--MA0591.1.Bach1::Mafk	chr10	117215853	117215867	-	0.000	0.000	Merged-chr10-117215967-32
NR9376--MA0591.1.Bach1::Mafk	chr4	62696113	62696127	-	0.000	0.000	Merged-chr4-62695960-32
NR2968--MA0495.2.MAFF	chr12	103341439	103341459	+	0.000	0.000	Merged-chr12-103341437-53
NR10509--MA0496.2.MAFK	chr5	118269184	118269202	+	0.000	0.000	Merged-chr5-118269215-26
NR2489--MA0591.1.Bach1::Mafk	chr12	3823696	3823710	-	0.000	0.000	Merged-chr12-3823687-29
NR5796--MA0117.2.Mafb	chr17	24632643	24632654	+	0.000	0.000	Merged-chr17-24632635-40
NR6533--MA0089.1.MAFG::NFE2L1	chr18	62156041	62156046	+	0.000	0.000	Merged-chr18-62156054-2
NR9343--MA0496.2.MAFK	chr4	58236003	58236021	-	0.000	0.000	Merged-chr4-58236026-17
NR2159--MA0501.1.MAF::NFE2	chr11	21102810	21102824	-	0.000	0.000	Merged-chr11-21102815-54
NR8742--MA0591.1.Bach1::Mafk	chr3	121723398	121723412	-	0.000	0.000	Merged-chr3-121723396-86
NR5184--MA0501.1.MAF::NFE2	chr16	14237421	14237435	-	0.000	0.000	Merged-chr16-14237452-27
NR6078--MA0496.2.MAFK	chr17	80139918	80139936	-	0.000	0.000	Merged-chr17-80140059-47
NR5335--MA0117.2.Mafb	chr16	51691084	51691095	+	0.000	0.000	Merged-chr16-51690993-50
NR5481--MA0495.2.MAFF	chr16	69946790	69946810	+	0.000	0.000	Merged-chr16-69946695-9
NR4263--MA0117.2.Mafb	chr14	74918642	74918653	+	0.000	0.000	Merged-chr14-74918775-39
NR10312--MA0496.2.MAFK	chr5	76565521	76565539	+	0.000	0.000	Merged-chr5-76565486-34
NR3632--MA0089.1.MAFG::NFE2L1	chr13	99648028	99648033	+	0.000	0.000	Merged-chr13-99648016-28
NR5981--MA0089.1.MAFG::NFE2L1	chr17	64735586	64735591	-	0.000	0.000	Merged-chr17-64735708-22
NR60--MA0089.1.MAFG::NFE2L1	chr1	13593315	13593320	-	0.000	0.000	Merged-chr1-13593495-61
NR12706--MA0501.1.MAF::NFE2	chr8	77482226	77482240	+	0.000	0.000	Merged-chr8-77482121-16
NR7966--MA0089.1.MAFG::NFE2L1	chr2	177398275	177398280	-	0.000	0.000	Merged-chr2-177398378-54
NR11641--MA0089.1.MAFG::NFE2L1	chr6	146481509	146481514	+	0.000	0.000	Merged-chr6-146481511-38
NR9721--MA0089.1.MAFG::NFE2L1	chr4	129960294	129960299	+	0.000	0.000	Merged-chr4-129960127-71
NR8301--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR10656--MA0501.1.MAF::NFE2	chr5	149255689	149255703	+	0.000	0.000	Merged-chr5-149255735-4
NR2894--MA0659.1.MAFG	chr12	91765691	91765711	-	0.000	0.000	Merged-chr12-91765630-19
NR8981--MA0659.1.MAFG	chr3	153260800	153260820	-	0.000	0.000	Merged-chr3-153260790-34
NR4574--MA0089.1.MAFG::NFE2L1	chr15	5184984	5184989	+	0.000	0.000	Merged-chr15-5185003-3
NR2816--MA0089.1.MAFG::NFE2L1	chr12	70232369	70232374	+	0.000	0.000	Merged-chr12-70232391-28
NR11626--MA0496.2.MAFK	chr6	144679047	144679065	-	0.000	0.000	Merged-chr6-144679049-11
NR6820--MA0089.1.MAFG::NFE2L1	chr19	33053369	33053374	+	0.000	0.000	Merged-chr19-33053321-32
NR10610--MA0089.1.MAFG::NFE2L1	chr5	139303792	139303797	+	0.000	0.000	Merged-chr5-139303910-62
NR4209--MA0591.1.Bach1::Mafk	chr14	54259127	54259141	-	0.000	0.000	Merged-chr14-54259345-44
NR11163--MA0089.1.MAFG::NFE2L1	chr6	82702798	82702803	-	0.000	0.000	Merged-chr6-82702849-35
NR5590--MA0089.1.MAFG::NFE2L1	chr16	87394136	87394141	-	0.000	0.000	Merged-chr16-87394132-33
NR5483--MA0117.2.Mafb	chr16	69946799	69946810	-	0.000	0.000	Merged-chr16-69946695-9
NR7937--MA0591.1.Bach1::Mafk	chr2	173749175	173749189	-	0.000	0.000	Merged-chr2-173749391-11
NR11452--MA0495.2.MAFF	chr6	127359538	127359558	-	0.000	0.000	Merged-chr6-127359568-39
NR7299--MA0089.1.MAFG::NFE2L1	chr2	65551948	65551953	+	0.000	0.000	Merged-chr2-65551988-12
NR11644--MA0496.2.MAFK	chr6	146516343	146516361	-	0.000	0.000	Merged-chr6-146516138-30
NR10045--MA0089.1.MAFG::NFE2L1	chr5	23394492	23394497	+	0.000	0.000	Merged-chr5-23394422-14
NR6370--MA0501.1.MAF::NFE2	chr18	39068273	39068287	-	0.000	0.000	Merged-chr18-39068377-42
NR2198--MA0496.2.MAFK	chr11	32561586	32561604	-	0.000	0.000	Merged-chr11-32561785-56
NR7551--MA0117.2.Mafb	chr2	117412275	117412286	+	0.000	0.000	Merged-chr2-117412269-30
NR2433--MA0117.2.Mafb	chr11	115182354	115182365	-	0.000	0.000	Merged-chr11-115182466-29
NR11261--MA0501.1.MAF::NFE2	chr6	99380314	99380328	-	0.000	0.000	Merged-chr6-99380353-32
NR6759--MA0496.2.MAFK	chr19	8997797	8997815	+	0.000	0.000	Merged-chr19-8997882-60
NR5628--MA0089.1.MAFG::NFE2L1	chr16	94601665	94601670	-	0.000	0.000	Merged-chr16-94601702-50
NR6251--MA0659.1.MAFG	chr18	12869310	12869330	-	0.000	0.000	Merged-chr18-12869252-13
NR11470--MA0495.2.MAFF	chr6	130029867	130029887	-	0.000	0.000	Merged-chr6-130029953-23
NR7977--MA0089.1.MAFG::NFE2L1	chr2	177498231	177498236	-	0.000	0.000	Merged-chr2-177498086-85
NR10857--MA0591.1.Bach1::Mafk	chr6	28351376	28351390	+	0.000	0.000	Merged-chr6-28351294-19
NR2545--MA0117.2.Mafb	chr12	17724601	17724612	+	0.000	0.000	Merged-chr12-17724763-61
NR9610--MA0117.2.Mafb	chr4	101495950	101495961	-	0.000	0.000	Merged-chr4-101495950-2
NR11363--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR13555--MA0591.1.Bach1::Mafk	chrX	48310733	48310747	+	0.000	0.000	Merged-chrX-48310773-8
NR7660--MA0089.1.MAFG::NFE2L1	chr2	135848564	135848569	+	0.000	0.000	Merged-chr2-135848504-1
NR11450--MA0089.1.MAFG::NFE2L1	chr6	126849009	126849014	-	0.000	0.000	Merged-chr6-126849069-62
NR7453--MA0659.1.MAFG	chr2	101678594	101678614	+	0.000	0.000	Merged-chr2-101678794-92
NR1588--MA0495.2.MAFF	chr10	67512298	67512318	-	0.000	0.000	Merged-chr10-67512381-13
NR10473--MA0591.1.Bach1::Mafk	chr5	107939728	107939742	-	0.000	0.000	Merged-chr5-107939744-2
NR8601--MA0089.1.MAFG::NFE2L1	chr3	96936772	96936777	-	0.000	0.000	Merged-chr3-96936595-28
NR2827--MA0089.1.MAFG::NFE2L1	chr12	73648002	73648007	+	0.000	0.000	Merged-chr12-73647879-51
NR5411--MA0089.1.MAFG::NFE2L1	chr16	58498647	58498652	+	0.000	0.000	Merged-chr16-58498584-48
NR8653--MA0495.2.MAFF	chr3	106449625	106449645	+	0.000	0.000	Merged-chr3-106449359-119
NR3321--MA0591.1.Bach1::Mafk	chr13	59011614	59011628	-	0.000	0.000	Merged-chr13-59011628-8
NR4725--MA0117.2.Mafb	chr15	36396458	36396469	+	0.000	0.000	Merged-chr15-36396472-80
NR10385--MA0495.2.MAFF	chr5	92353778	92353798	+	0.000	0.000	Merged-chr5-92353751-46
NR13159--MA0089.1.MAFG::NFE2L1	chr9	57655986	57655991	+	0.000	0.000	Merged-chr9-57655986-23
NR1319--MA0496.2.MAFK	chr10	29313191	29313209	+	0.000	0.000	Merged-chr10-29313390-69
NR9740--MA0117.2.Mafb	chr4	136172145	136172156	-	0.000	0.000	Merged-chr4-136172134-18
NR13737--MA0089.1.MAFG::NFE2L1	chrX	153887409	153887414	-	0.000	0.000	Merged-chrX-153887517-46
NR2438--MA0117.2.Mafb	chr11	115464999	115465010	-	0.000	0.000	Merged-chr11-115464985-7
NR7799--MA0501.1.MAF::NFE2	chr2	154603904	154603918	+	0.000	0.000	Merged-chr2-154603925-61
NR5337--MA0089.1.MAFG::NFE2L1	chr16	52374354	52374359	+	0.000	0.000	Merged-chr16-52374285-15
NR2344--MA0591.1.Bach1::Mafk	chr11	87074104	87074118	+	0.000	0.000	Merged-chr11-87073947-35
NR3691--MA0501.1.MAF::NFE2	chr13	105156621	105156635	+	0.000	0.000	Merged-chr13-105156682-2
NR1280--MA0089.1.MAFG::NFE2L1	chr10	21235327	21235332	-	0.000	0.000	Merged-chr10-21235492-49
NR5800--MA0089.1.MAFG::NFE2L1	chr17	25773819	25773824	-	0.000	0.000	Merged-chr17-25773759-37
NR8787--MA0501.1.MAF::NFE2	chr3	129590973	129590987	-	0.000	0.000	Merged-chr3-129590945-30
NR7791--MA0496.2.MAFK	chr2	152825935	152825953	+	0.000	0.000	Merged-chr2-152825903-49
NR6368--MA0659.1.MAFG	chr18	39068273	39068293	+	0.000	0.000	Merged-chr18-39068377-42
NR12128--MA0089.1.MAFG::NFE2L1	chr7	102417552	102417557	-	0.000	0.000	Merged-chr7-102417609-26
NR5042--MA0591.1.Bach1::Mafk	chr15	96638163	96638177	-	0.000	0.000	Merged-chr15-96638375-49
NR4219--MA0089.1.MAFG::NFE2L1	chr14	57808728	57808733	-	0.000	0.000	Merged-chr14-57808793-21
NR11014--MA0495.2.MAFF	chr6	57583829	57583849	+	0.000	0.000	Merged-chr6-57584006-3
NR12504--MA0089.1.MAFG::NFE2L1	chr8	36993537	36993542	+	0.000	0.000	Merged-chr8-36993607-79
NR4858--MA0495.2.MAFF	chr15	64041700	64041720	+	0.000	0.000	Merged-chr15-64041818-65
NR13386--MA0591.1.Bach1::Mafk	chr9	99469963	99469977	-	0.000	0.000	Merged-chr9-99469936-29
NR10230--MA0089.1.MAFG::NFE2L1	chr5	65391538	65391543	+	0.000	0.000	Merged-chr5-65391425-67
NR12889--MA0117.2.Mafb	chr8	109750712	109750723	-	0.000	0.000	Merged-chr8-109750822-50
NR10134--MA0496.2.MAFK	chr5	43425121	43425139	+	0.000	0.000	Merged-chr5-43425059-17
NR4648--MA0501.1.MAF::NFE2	chr15	25216831	25216845	+	0.000	0.000	Merged-chr15-25216736-38
NR2642--MA0501.1.MAF::NFE2	chr12	36822117	36822131	+	0.000	0.000	Merged-chr12-36822128-1
NR1543--MA0501.1.MAF::NFE2	chr10	60262517	60262531	-	0.000	0.000	Merged-chr10-60262636-1
NR863--MA0501.1.MAF::NFE2	chr1	160042516	160042530	-	0.000	0.000	Merged-chr1-160042538-15
NR10040--MA0496.2.MAFK	chr5	21658705	21658723	-	0.000	0.000	Merged-chr5-21658802-28
NR10387--MA0117.2.Mafb	chr5	92353787	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR5043--MA0496.2.MAFK	chr15	96638161	96638179	+	0.000	0.000	Merged-chr15-96638375-49
NR3666--MA0591.1.Bach1::Mafk	chr13	103110005	103110019	-	0.000	0.000	Merged-chr13-103110112-59
NR2431--MA0591.1.Bach1::Mafk	chr11	113612395	113612409	-	0.000	0.000	Merged-chr11-113612276-39
NR8727--MA0089.1.MAFG::NFE2L1	chr3	120458113	120458118	+	0.000	0.000	Merged-chr3-120457943-64
NR11141--MA0501.1.MAF::NFE2	chr6	72601928	72601942	-	0.000	0.000	Merged-chr6-72601954-26
NR11663--MA0089.1.MAFG::NFE2L1	chr7	6127389	6127394	+	0.000	0.000	Merged-chr7-6127268-44
NR3754--MA0089.1.MAFG::NFE2L1	chr13	112288403	112288408	+	0.000	0.000	Merged-chr13-112288360-131
NR2334--MA0089.1.MAFG::NFE2L1	chr11	80184052	80184057	+	0.000	0.000	Merged-chr11-80183866-67
NR12366--MA0591.1.Bach1::Mafk	chr8	11007717	11007731	-	0.000	0.000	Merged-chr8-11007767-63
NR3438--MA0501.1.MAF::NFE2	chr13	73690784	73690798	+	0.000	0.000	Merged-chr13-73690751-2
NR11131--MA0591.1.Bach1::Mafk	chr6	71125153	71125167	+	0.000	0.000	Merged-chr6-71125305-30
NR5605--MA0117.2.Mafb	chr16	89835822	89835833	+	0.000	0.000	Merged-chr16-89835915-50
NR3969--MA0089.1.MAFG::NFE2L1	chr14	17414426	17414431	+	0.000	0.000	Merged-chr14-17414498-32
NR11408--MA0591.1.Bach1::Mafk	chr6	119635739	119635753	-	0.000	0.000	Merged-chr6-119635924-52
NR4204--MA0089.1.MAFG::NFE2L1	chr14	54158810	54158815	+	0.000	0.000	Merged-chr14-54158757-16
NR6553--MA0089.1.MAFG::NFE2L1	chr18	64913497	64913502	+	0.000	0.000	Merged-chr18-64913437-34
NR3350--MA0089.1.MAFG::NFE2L1	chr13	63394584	63394589	-	0.000	0.000	Merged-chr13-63394765-12
NR12704--MA0089.1.MAFG::NFE2L1	chr8	77482225	77482230	+	0.000	0.000	Merged-chr8-77482121-16
NR8047--MA0089.1.MAFG::NFE2L1	chr3	9550142	9550147	-	0.000	0.000	Merged-chr3-9550148-51
NR12894--MA0089.1.MAFG::NFE2L1	chr8	111527344	111527349	+	0.000	0.000	Merged-chr8-111527388-53
NR3941--MA0089.1.MAFG::NFE2L1	chr14	14905354	14905359	-	0.000	0.000	Merged-chr14-14905215-33
NR13184--MA0501.1.MAF::NFE2	chr9	69440218	69440232	-	0.000	0.000	Merged-chr9-69440174-25
NR7355--MA0501.1.MAF::NFE2	chr2	75823978	75823992	+	0.000	0.000	Merged-chr2-75823994-29
NR5059--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR1807--MA0089.1.MAFG::NFE2L1	chr10	96602613	96602618	+	0.000	0.000	Merged-chr10-96602495-12
NR7349--MA0495.2.MAFF	chr2	75823972	75823992	+	0.000	0.000	Merged-chr2-75823994-29
NR3161--MA0089.1.MAFG::NFE2L1	chr13	13557113	13557118	-	0.000	0.000	Merged-chr13-13557258-36
NR2970--MA0591.1.Bach1::Mafk	chr12	103341442	103341456	+	0.000	0.000	Merged-chr12-103341437-53
NR2488--MA0659.1.MAFG	chr12	3745895	3745915	+	0.000	0.000	Merged-chr12-3745858-43
NR8662--MA0496.2.MAFK	chr3	107278813	107278831	+	0.000	0.000	Merged-chr3-107279033-49
NR244--MA0496.2.MAFK	chr1	53940361	53940379	-	0.000	0.000	Merged-chr1-53940463-12
NR6566--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR6942--MA0089.1.MAFG::NFE2L1	chr2	9867583	9867588	-	0.000	0.000	Merged-chr2-9867507-76
NR12011--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR9640--MA0496.2.MAFK	chr4	109665334	109665352	-	0.000	0.000	Merged-chr4-109665283-1
NR5031--MA0089.1.MAFG::NFE2L1	chr15	94220993	94220998	+	0.000	0.000	Merged-chr15-94220975-16
NR9748--MA0591.1.Bach1::Mafk	chr4	141060719	141060733	+	0.000	0.000	Merged-chr4-141060681-65
NR13646--MA0089.1.MAFG::NFE2L1	chrX	95165870	95165875	-	0.000	0.000	Merged-chrX-95165737-1
NR11863--MA0089.1.MAFG::NFE2L1	chr7	55960533	55960538	-	0.000	0.000	Merged-chr7-55960600-37
NR4043--MA0501.1.MAF::NFE2	chr14	32492806	32492820	-	0.000	0.000	Merged-chr14-32492758-31
NR8130--MA0495.2.MAFF	chr3	21917647	21917667	+	0.000	0.000	Merged-chr3-21917648-70
NR2541--MA0591.1.Bach1::Mafk	chr12	17507391	17507405	-	0.000	0.000	Merged-chr12-17507357-35
NR6129--MA0496.2.MAFK	chr17	86063693	86063711	+	0.000	0.000	Merged-chr17-86063661-27
NR2836--MA0089.1.MAFG::NFE2L1	chr12	77535408	77535413	+	0.000	0.000	Merged-chr12-77535328-6
NR10862--MA0117.2.Mafb	chr6	29348047	29348058	-	0.000	0.000	Merged-chr6-29348020-58
NR3880--MA0501.1.MAF::NFE2	chr14	10430914	10430928	+	0.000	0.000	Merged-chr14-10430786-8
NR9869--MA0089.1.MAFG::NFE2L1	chr4	155207955	155207960	-	0.000	0.000	Merged-chr4-155208089-31
NR12216--MA0496.2.MAFK	chr7	112369097	112369115	+	0.000	0.000	Merged-chr7-112369142-36
NR733--MA0089.1.MAFG::NFE2L1	chr1	133363656	133363661	-	0.000	0.000	Merged-chr1-133363736-34
NR13208--MA0495.2.MAFF	chr9	75582154	75582174	-	0.000	0.000	Merged-chr9-75582194-17
NR8710--MA0089.1.MAFG::NFE2L1	chr3	116331916	116331921	-	0.000	0.000	Merged-chr3-116332074-27
NR1519--MA0591.1.Bach1::Mafk	chr10	56486829	56486843	+	0.000	0.000	Merged-chr10-56486689-18
NR2909--MA0117.2.Mafb	chr12	92882351	92882362	+	0.000	0.000	Merged-chr12-92882524-1
NR7257--MA0117.2.Mafb	chr2	59438514	59438525	-	0.000	0.000	Merged-chr2-59438662-53
NR1625--MA0495.2.MAFF	chr10	70903743	70903763	+	0.000	0.000	Merged-chr10-70903939-1
NR6367--MA0591.1.Bach1::Mafk	chr18	39068276	39068290	-	0.000	0.000	Merged-chr18-39068377-42
NR13490--MA0495.2.MAFF	chr9	120960864	120960884	-	0.000	0.000	Merged-chr9-120960803-26
NR4604--MA0089.1.MAFG::NFE2L1	chr15	12268102	12268107	-	0.000	0.000	Merged-chr15-12268204-21
NR9652--MA0089.1.MAFG::NFE2L1	chr4	115057386	115057391	-	0.000	0.000	Merged-chr4-115057224-34
NR2821--MA0089.1.MAFG::NFE2L1	chr12	71015954	71015959	-	0.000	0.000	Merged-chr12-71015954-124
NR12237--MA0501.1.MAF::NFE2	chr7	118922763	118922777	-	0.000	0.000	Merged-chr7-118922669-15
NR2327--MA0591.1.Bach1::Mafk	chr11	79130169	79130183	+	0.000	0.000	Merged-chr11-79129992-68
NR4402--MA0501.1.MAF::NFE2	chr14	103469658	103469672	-	0.000	0.000	Merged-chr14-103469586-86
NR9387--MA0591.1.Bach1::Mafk	chr4	63544760	63544774	-	0.000	0.000	Merged-chr4-63544778-69
NR12324--MA0089.1.MAFG::NFE2L1	chr7	141481139	141481144	-	0.000	0.000	Merged-chr7-141481345-79
NR6751--MA0089.1.MAFG::NFE2L1	chr19	8798592	8798597	-	0.000	0.000	Merged-chr19-8798550-51
NR2178--MA0591.1.Bach1::Mafk	chr11	26640671	26640685	+	0.000	0.000	Merged-chr11-26640535-47
NR1930--MA0591.1.Bach1::Mafk	chr10	111378296	111378310	+	0.000	0.000	Merged-chr10-111378501-63
NR3035--MA0495.2.MAFF	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR4671--MA0591.1.Bach1::Mafk	chr15	27884751	27884765	-	0.000	0.000	Merged-chr15-27884591-29
NR3702--MA0495.2.MAFF	chr13	107095407	107095427	-	0.000	0.000	Merged-chr13-107095527-25
NR3978--MA0089.1.MAFG::NFE2L1	chr14	17414480	17414485	+	0.000	0.000	Merged-chr14-17414498-32
NR11187--MA0117.2.Mafb	chr6	87552183	87552194	+	0.000	0.000	Merged-chr6-87552378-26
NR3245--MA0496.2.MAFK	chr13	31505465	31505483	-	0.000	0.000	Merged-chr13-31505526-12
NR5068--MA0089.1.MAFG::NFE2L1	chr15	102510783	102510788	+	0.000	0.000	Merged-chr15-102510806-31
NR7068--MA0591.1.Bach1::Mafk	chr2	27693886	27693900	+	0.000	0.000	Merged-chr2-27693880-30
NR5820--MA0089.1.MAFG::NFE2L1	chr17	28257058	28257063	-	0.000	0.000	Merged-chr17-28256965-58
NR3661--MA0089.1.MAFG::NFE2L1	chr13	102645056	102645061	-	0.000	0.000	Merged-chr13-102645059-45
NR10539--MA0495.2.MAFF	chr5	125158606	125158626	-	0.000	0.000	Merged-chr5-125158641-59
NR8734--MA0089.1.MAFG::NFE2L1	chr3	121548238	121548243	-	0.000	0.000	Merged-chr3-121548223-73
NR4667--MA0501.1.MAF::NFE2	chr15	27518263	27518277	-	0.000	0.000	Merged-chr15-27518308-43
NR5155--MA0089.1.MAFG::NFE2L1	chr16	11646904	11646909	-	0.000	0.000	Merged-chr16-11646915-14
NR6084--MA0089.1.MAFG::NFE2L1	chr17	80772610	80772615	+	0.000	0.000	Merged-chr17-80772766-52
NR4915--MA0659.1.MAFG	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR5783--MA0496.2.MAFK	chr17	23630406	23630424	-	0.000	0.000	Merged-chr17-23630399-39
NR6756--MA0591.1.Bach1::Mafk	chr19	8997799	8997813	-	0.000	0.000	Merged-chr19-8997882-60
NR11645--MA0501.1.MAF::NFE2	chr6	147744309	147744323	-	0.000	0.000	Merged-chr6-147744282-3
NR12266--MA0496.2.MAFK	chr7	127573109	127573127	+	0.000	0.000	Merged-chr7-127573236-53
NR10176--MA0089.1.MAFG::NFE2L1	chr5	54025806	54025811	+	0.000	0.000	Merged-chr5-54025848-5
NR6665--MA0659.1.MAFG	chr18	82826227	82826247	+	0.000	0.000	Merged-chr18-82826025-87
