#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR9135--MA0591.1.Bach1::Mafk	chr3	88337492	88337506	-	0.000	0.000	Merged-chr3-88337526-21
NR11553--MA0496.2.MAFK	chr6	15726620	15726638	-	0.000	0.000	Merged-chr6-15726718-35
NR2436--MA0117.2.Mafb	chr11	58830091	58830102	+	0.000	0.000	Merged-chr11-58829916-12
NR9961--MA0089.1.MAFG::NFE2L1	chr4	59204839	59204844	-	0.000	0.000	Merged-chr4-59204829-36
NR8541--MA0089.1.MAFG::NFE2L1	chr2	158666585	158666590	+	0.000	0.000	Merged-chr2-158666771-26
NR11012--MA0591.1.Bach1::Mafk	chr5	86783382	86783396	-	0.000	0.000	Merged-chr5-86783243-43
NR6597--MA0089.1.MAFG::NFE2L1	chr17	87364378	87364383	+	0.000	0.000	Merged-chr17-87364377-17
NR3743--MA0496.2.MAFK	chr13	44420070	44420088	-	0.000	0.000	Merged-chr13-44420007-1
NR1058--MA0089.1.MAFG::NFE2L1	chr1	178737787	178737792	+	0.000	0.000	Merged-chr1-178737867-2
NR13420--MA0495.2.MAFF	chr8	15043068	15043088	-	0.000	0.000	Merged-chr8-15042967-24
NR7567--MA0591.1.Bach1::Mafk	chr2	26753715	26753729	-	0.000	0.000	Merged-chr2-26753671-30
NR12633--MA0089.1.MAFG::NFE2L1	chr7	28677041	28677046	+	0.000	0.000	Merged-chr7-28677170-43
NR13186--MA0089.1.MAFG::NFE2L1	chr7	125621881	125621886	-	0.000	0.000	Merged-chr7-125621906-18
NR7983--MA0501.1.MAF::NFE2	chr2	91187680	91187694	-	0.000	0.000	Merged-chr2-91187616-14
NR2998--MA0496.2.MAFK	chr12	41044929	41044947	-	0.000	0.000	Merged-chr12-41044922-24
NR6980--MA0501.1.MAF::NFE2	chr18	70520979	70520993	-	0.000	0.000	Merged-chr18-70520943-32
NR7684--MA0117.2.Mafb	chr2	46147006	46147017	+	0.000	0.000	Merged-chr2-46146804-8
NR117--MA0495.2.MAFF	chr1	33757036	33757056	+	0.000	0.000	Merged-chr1-33757115-3
NR11300--MA0089.1.MAFG::NFE2L1	chr5	122163508	122163513	-	0.000	0.000	Merged-chr5-122163401-39
NR14091--MA0659.1.MAFG	chr9	7776014	7776034	+	0.000	0.000	Merged-chr9-7776145-26
NR3581--MA0089.1.MAFG::NFE2L1	chr13	13557113	13557118	-	0.000	0.000	Merged-chr13-13557258-36
NR11549--MA0591.1.Bach1::Mafk	chr6	15726622	15726636	-	0.000	0.000	Merged-chr6-15726718-35
NR10267--MA0495.2.MAFF	chr4	114173169	114173189	-	0.000	0.000	Merged-chr4-114173056-28
NR6921--MA0117.2.Mafb	chr18	65062041	65062052	-	0.000	0.000	Merged-chr18-65062031-13
NR5041--MA0496.2.MAFK	chr15	8625547	8625565	-	0.000	0.000	Merged-chr15-8625615-29
NR2678--MA0117.2.Mafb	chr11	100692560	100692571	-	0.000	0.000	Merged-chr11-100692444-17
NR12214--MA0495.2.MAFF	chr6	122291984	122292004	-	0.000	0.000	Merged-chr6-122292043-61
NR2465--MA0591.1.Bach1::Mafk	chr11	62280806	62280820	+	0.000	0.000	Merged-chr11-62280813-1
NR13009--MA0089.1.MAFG::NFE2L1	chr7	105752211	105752216	-	0.000	0.000	Merged-chr7-105752191-52
NR3317--MA0089.1.MAFG::NFE2L1	chr12	103544537	103544542	-	0.000	0.000	Merged-chr12-103544377-28
NR13199--MA0089.1.MAFG::NFE2L1	chr7	127376173	127376178	+	0.000	0.000	Merged-chr7-127375955-65
NR11602--MA0089.1.MAFG::NFE2L1	chr6	29024227	29024232	+	0.000	0.000	Merged-chr6-29024202-52
NR6773--MA0501.1.MAF::NFE2	chr18	36700477	36700491	+	0.000	0.000	Merged-chr18-36700596-10
NR12531--MA0089.1.MAFG::NFE2L1	chr6	148769437	148769442	+	0.000	0.000	Merged-chr6-148769548-3
NR3883--MA0089.1.MAFG::NFE2L1	chr13	63566390	63566395	+	0.000	0.000	Merged-chr13-63566288-41
NR11111--MA0089.1.MAFG::NFE2L1	chr5	100466778	100466783	+	0.000	0.000	Merged-chr5-100466890-43
NR979--MA0089.1.MAFG::NFE2L1	chr1	167212535	167212540	-	0.000	0.000	Merged-chr1-167212500-30
NR9994--MA0659.1.MAFG	chr4	62739893	62739913	-	0.000	0.000	Merged-chr4-62739923-10
NR591--MA0496.2.MAFK	chr1	106187696	106187714	-	0.000	0.000	Merged-chr1-106187715-26
NR7456--MA0117.2.Mafb	chr2	3764466	3764477	-	0.000	0.000	Merged-chr2-3764311-29
NR3674--MA0117.2.Mafb	chr13	33003865	33003876	-	0.000	0.000	Merged-chr13-33003757-27
NR13494--MA0501.1.MAF::NFE2	chr8	36194268	36194282	+	0.000	0.000	Merged-chr8-36194183-57
NR4548--MA0089.1.MAFG::NFE2L1	chr14	45041195	45041200	-	0.000	0.000	Merged-chr14-45041159-62
NR14112--MA0089.1.MAFG::NFE2L1	chr9	14174326	14174331	-	0.000	0.000	Merged-chr9-14174390-13
NR11309--MA0501.1.MAF::NFE2	chr5	124637466	124637480	-	0.000	0.000	Merged-chr5-124637524-49
NR2538--MA0501.1.MAF::NFE2	chr11	75530549	75530563	-	0.000	0.000	Merged-chr11-75530665-33
NR4717--MA0496.2.MAFK	chr14	71138226	71138244	-	0.000	0.000	Merged-chr14-71138006-34
NR7569--MA0501.1.MAF::NFE2	chr2	27028044	27028058	+	0.000	0.000	Merged-chr2-27028033-48
NR4424--MA0659.1.MAFG	chr14	27268381	27268401	+	0.000	0.000	Merged-chr14-27268313-23
NR345--MA0496.2.MAFK	chr1	74398275	74398293	-	0.000	0.000	Merged-chr1-74398237-10
NR13608--MA0496.2.MAFK	chr8	71729309	71729327	+	0.000	0.000	Merged-chr8-71729431-24
NR14327--MA0089.1.MAFG::NFE2L1	chr9	57955161	57955166	-	0.000	0.000	Merged-chr9-57955089-22
NR1721--MA0495.2.MAFF	chr10	79937280	79937300	-	0.000	0.000	Merged-chr10-79937148-47
NR14703--MA0089.1.MAFG::NFE2L1	chr9	115527237	115527242	-	0.000	0.000	Merged-chr9-115527363-1
NR4981--MA0496.2.MAFK	chr14	120572436	120572454	-	0.000	0.000	Merged-chr14-120572441-59
NR13473--MA0089.1.MAFG::NFE2L1	chr8	27137160	27137165	-	0.000	0.000	Merged-chr8-27137178-38
NR5564--MA0089.1.MAFG::NFE2L1	chr16	23240455	23240460	+	0.000	0.000	Merged-chr16-23240557-21
NR3365--MA0501.1.MAF::NFE2	chr12	107362245	107362259	-	0.000	0.000	Merged-chr12-107362270-34
NR6390--MA0501.1.MAF::NFE2	chr17	50132919	50132933	-	0.000	0.000	Merged-chr17-50132792-1
NR8611--MA0591.1.Bach1::Mafk	chr2	167688904	167688918	+	0.000	0.000	Merged-chr2-167689291-96
NR14183--MA0496.2.MAFK	chr9	32704309	32704327	+	0.000	0.000	Merged-chr9-32704216-31
NR3290--MA0089.1.MAFG::NFE2L1	chr12	101102826	101102831	+	0.000	0.000	Merged-chr12-101102825-20
NR3001--MA0495.2.MAFF	chr12	41565894	41565914	-	0.000	0.000	Merged-chr12-41565825-5
NR9867--MA0495.2.MAFF	chr4	41569525	41569545	-	0.000	0.000	Merged-chr4-41569502-63
NR1647--MA0089.1.MAFG::NFE2L1	chr10	67891305	67891310	+	0.000	0.000	Merged-chr10-67891340-18
NR441--MA0591.1.Bach1::Mafk	chr1	87132004	87132018	-	0.000	0.000	Merged-chr1-87131942-1
NR1951--MA0117.2.Mafb	chr10	111378302	111378313	-	0.000	0.000	Merged-chr10-111378501-63
NR11311--MA0089.1.MAFG::NFE2L1	chr5	124907153	124907158	-	0.000	0.000	Merged-chr5-124907107-45
NR6248--MA0591.1.Bach1::Mafk	chr17	27658980	27658994	+	0.000	0.000	Merged-chr17-27658898-8
NR3592--MA0089.1.MAFG::NFE2L1	chr13	18717296	18717301	+	0.000	0.000	Merged-chr13-18717386-51
NR14891--MA0495.2.MAFF	chrX	71468813	71468833	-	0.000	0.000	Merged-chrX-71468864-48
NR10081--MA0117.2.Mafb	chr4	88275632	88275643	-	0.000	0.000	Merged-chr4-88275744-16
NR3003--MA0659.1.MAFG	chr12	41565894	41565914	-	0.000	0.000	Merged-chr12-41565825-5
NR2155--MA0501.1.MAF::NFE2	chr11	4297996	4298010	-	0.000	0.000	Merged-chr11-4298043-4
NR4079--MA0591.1.Bach1::Mafk	chr13	101735970	101735984	+	0.000	0.000	Merged-chr13-101735927-5
NR7163--MA0591.1.Bach1::Mafk	chr19	6235889	6235903	-	0.000	0.000	Merged-chr19-6236034-63
NR5084--MA0501.1.MAF::NFE2	chr15	28081382	28081396	+	0.000	0.000	Merged-chr15-28081319-36
NR710--MA0117.2.Mafb	chr1	131200226	131200237	+	0.000	0.000	Merged-chr1-131199978-81
NR11237--MA0089.1.MAFG::NFE2L1	chr5	112242535	112242540	+	0.000	0.000	Merged-chr5-112242517-49
NR4620--MA0089.1.MAFG::NFE2L1	chr14	57571222	57571227	+	0.000	0.000	Merged-chr14-57571249-1
NR10383--MA0089.1.MAFG::NFE2L1	chr4	130188878	130188883	-	0.000	0.000	Merged-chr4-130189069-22
NR1054--MA0089.1.MAFG::NFE2L1	chr1	177676835	177676840	+	0.000	0.000	Merged-chr1-177676690-44
NR12022--MA0495.2.MAFF	chr6	99388885	99388905	+	0.000	0.000	Merged-chr6-99389059-78
NR14893--MA0659.1.MAFG	chrX	71468813	71468833	+	0.000	0.000	Merged-chrX-71468864-48
NR9410--MA0496.2.MAFK	chr3	121874813	121874831	+	0.000	0.000	Merged-chr3-121874730-10
NR14527--MA0089.1.MAFG::NFE2L1	chr9	94670528	94670533	-	0.000	0.000	Merged-chr9-94670459-1
NR9869--MA0501.1.MAF::NFE2	chr4	41569531	41569545	+	0.000	0.000	Merged-chr4-41569502-63
NR9883--MA0089.1.MAFG::NFE2L1	chr4	45342165	45342170	-	0.000	0.000	Merged-chr4-45342285-81
NR7043--MA0089.1.MAFG::NFE2L1	chr18	79079970	79079975	+	0.000	0.000	Merged-chr18-79080001-30
NR265--MA0501.1.MAF::NFE2	chr1	61039451	61039465	-	0.000	0.000	Merged-chr1-61039499-28
NR10232--MA0591.1.Bach1::Mafk	chr4	108826234	108826248	+	0.000	0.000	Merged-chr4-108826101-25
NR8759--MA0496.2.MAFK	chr2	180227844	180227862	+	0.000	0.000	Merged-chr2-180227803-24
NR1092--MA0659.1.MAFG	chr1	181261214	181261234	-	0.000	0.000	Merged-chr1-181261225-12
NR8312--MA0591.1.Bach1::Mafk	chr2	131502110	131502124	-	0.000	0.000	Merged-chr2-131502191-12
NR1470--MA0591.1.Bach1::Mafk	chr10	39415785	39415799	+	0.000	0.000	Merged-chr10-39415749-15
NR12447--MA0496.2.MAFK	chr6	143132508	143132526	+	0.000	0.000	Merged-chr6-143132490-15
NR5552--MA0591.1.Bach1::Mafk	chr16	22602605	22602619	+	0.000	0.000	Merged-chr16-22602605-18
NR3115--MA0117.2.Mafb	chr12	73746294	73746305	+	0.000	0.000	Merged-chr12-73746193-23
NR1934--MA0089.1.MAFG::NFE2L1	chr10	107868999	107869004	+	0.000	0.000	Merged-chr10-107868994-49
NR12579--MA0117.2.Mafb	chr7	16119878	16119889	-	0.000	0.000	Merged-chr7-16119991-49
NR5562--MA0089.1.MAFG::NFE2L1	chr16	23170894	23170899	-	0.000	0.000	Merged-chr16-23171002-17
NR6301--MA0089.1.MAFG::NFE2L1	chr17	34555705	34555710	-	0.000	0.000	Merged-chr17-34555638-13
NR2863--MA0089.1.MAFG::NFE2L1	chr12	4907324	4907329	+	0.000	0.000	Merged-chr12-4907481-74
NR5861--MA0496.2.MAFK	chr16	64796758	64796776	+	0.000	0.000	Merged-chr16-64796887-9
NR7148--MA0659.1.MAFG	chr19	4299730	4299750	-	0.000	0.000	Merged-chr19-4299826-2
NR144--MA0496.2.MAFK	chr1	37308182	37308200	+	0.000	0.000	Merged-chr1-37308112-49
NR13686--MA0089.1.MAFG::NFE2L1	chr8	79371092	79371097	+	0.000	0.000	Merged-chr8-79370897-50
NR9582--MA0501.1.MAF::NFE2	chr3	143426667	143426681	+	0.000	0.000	Merged-chr3-143426791-9
NR12642--MA0089.1.MAFG::NFE2L1	chr7	28962487	28962492	-	0.000	0.000	Merged-chr7-28962336-70
NR9163--MA0591.1.Bach1::Mafk	chr3	90587054	90587068	-	0.000	0.000	Merged-chr3-90587051-129
NR4563--MA0117.2.Mafb	chr14	47533824	47533835	-	0.000	0.000	Merged-chr14-47533897-41
NR14766--MA0591.1.Bach1::Mafk	chr9	120073393	120073407	-	0.000	0.000	Merged-chr9-120073346-13
NR2677--MA0501.1.MAF::NFE2	chr11	100588664	100588678	-	0.000	0.000	Merged-chr11-100588743-35
NR12857--MA0089.1.MAFG::NFE2L1	chr7	80779424	80779429	+	0.000	0.000	Merged-chr7-80779458-48
NR2789--MA0089.1.MAFG::NFE2L1	chr11	115204186	115204191	-	0.000	0.000	Merged-chr11-115204090-3
NR3024--MA0089.1.MAFG::NFE2L1	chr12	52701313	52701318	-	0.000	0.000	Merged-chr12-52701322-34
NR1745--MA0089.1.MAFG::NFE2L1	chr10	81350536	81350541	-	0.000	0.000	Merged-chr10-81350595-59
NR9120--MA0591.1.Bach1::Mafk	chr3	86142721	86142735	-	0.000	0.000	Merged-chr3-86142688-69
NR7166--MA0659.1.MAFG	chr19	6976275	6976295	-	0.000	0.000	Merged-chr19-6976214-1
NR10726--MA0591.1.Bach1::Mafk	chr5	23256190	23256204	+	0.000	0.000	Merged-chr5-23256254-4
NR13307--MA0089.1.MAFG::NFE2L1	chr7	138886422	138886427	-	0.000	0.000	Merged-chr7-138886601-6
NR12077--MA0089.1.MAFG::NFE2L1	chr6	108895321	108895326	+	0.000	0.000	Merged-chr6-108895381-27
NR12577--MA0496.2.MAFK	chr7	16057371	16057389	+	0.000	0.000	Merged-chr7-16057177-61
NR7173--MA0495.2.MAFF	chr19	8997796	8997816	-	0.000	0.000	Merged-chr19-8997882-60
NR3341--MA0501.1.MAF::NFE2	chr12	105069094	105069108	-	0.000	0.000	Merged-chr12-105069151-33
NR14362--MA0501.1.MAF::NFE2	chr9	63721907	63721921	+	0.000	0.000	Merged-chr9-63721553-124
NR9113--MA0659.1.MAFG	chr3	84732098	84732118	-	0.000	0.000	Merged-chr3-84732134-27
NR10238--MA0501.1.MAF::NFE2	chr4	109226115	109226129	+	0.000	0.000	Merged-chr4-109226244-12
NR4255--MA0089.1.MAFG::NFE2L1	chr13	114887326	114887331	-	0.000	0.000	Merged-chr13-114887526-35
NR8143--MA0591.1.Bach1::Mafk	chr2	117447054	117447068	-	0.000	0.000	Merged-chr2-117447085-57
NR5886--MA0117.2.Mafb	chr16	70395566	70395577	+	0.000	0.000	Merged-chr16-70395493-20
NR10596--MA0089.1.MAFG::NFE2L1	chr4	155091176	155091181	-	0.000	0.000	Merged-chr4-155091102-19
NR5271--MA0089.1.MAFG::NFE2L1	chr15	66779052	66779057	-	0.000	0.000	Merged-chr15-66778898-35
NR9997--MA0496.2.MAFK	chr4	62739894	62739912	-	0.000	0.000	Merged-chr4-62739923-10
NR6714--MA0496.2.MAFK	chr18	23828828	23828846	-	0.000	0.000	Merged-chr18-23828715-22
NR10995--MA0117.2.Mafb	chr5	77082925	77082936	-	0.000	0.000	Merged-chr5-77082994-13
NR3266--MA0495.2.MAFF	chr12	98674814	98674834	-	0.000	0.000	Merged-chr12-98674935-52
NR1518--MA0659.1.MAFG	chr10	44716058	44716078	+	0.000	0.000	Merged-chr10-44715918-29
NR2854--MA0659.1.MAFG	chr12	3892086	3892106	+	0.000	0.000	Merged-chr12-3892053-9
NR14943--MA0501.1.MAF::NFE2	chrX	93368360	93368374	-	0.000	0.000	Merged-chrX-93368471-14
NR6208--MA0591.1.Bach1::Mafk	chr17	23924715	23924729	+	0.000	0.000	Merged-chr17-23924911-57
NR14847--MA0501.1.MAF::NFE2	chrX	37091647	37091661	+	0.000	0.000	Merged-chrX-37091711-13
NR5571--MA0495.2.MAFF	chr16	23274635	23274655	+	0.000	0.000	Merged-chr16-23274580-84
NR10621--MA0591.1.Bach1::Mafk	chr5	4104555	4104569	+	0.000	0.000	Merged-chr5-4104538-75
NR4427--MA0496.2.MAFK	chr14	27268382	27268400	-	0.000	0.000	Merged-chr14-27268313-23
NR2498--MA0089.1.MAFG::NFE2L1	chr11	69062676	69062681	+	0.000	0.000	Merged-chr11-69062524-2
NR11277--MA0496.2.MAFK	chr5	118459258	118459276	-	0.000	0.000	Merged-chr5-118459323-25
NR180--MA0089.1.MAFG::NFE2L1	chr1	43474650	43474655	-	0.000	0.000	Merged-chr1-43474630-75
NR11742--MA0501.1.MAF::NFE2	chr6	54736254	54736268	-	0.000	0.000	Merged-chr6-54736156-4
NR13920--MA0117.2.Mafb	chr8	112061417	112061428	+	0.000	0.000	Merged-chr8-112061529-13
NR2020--MA0501.1.MAF::NFE2	chr10	120182930	120182944	-	0.000	0.000	Merged-chr10-120183053-23
NR6210--MA0591.1.Bach1::Mafk	chr17	24152467	24152481	+	0.000	0.000	Merged-chr17-24152368-58
NR7934--MA0089.1.MAFG::NFE2L1	chr2	83929815	83929820	-	0.000	0.000	Merged-chr2-83929608-43
NR11019--MA0501.1.MAF::NFE2	chr5	89036687	89036701	+	0.000	0.000	Merged-chr5-89036442-30
NR2585--MA0089.1.MAFG::NFE2L1	chr11	84016349	84016354	+	0.000	0.000	Merged-chr11-84016302-8
NR5468--MA0591.1.Bach1::Mafk	chr15	102136233	102136247	-	0.000	0.000	Merged-chr15-102136200-54
NR5177--MA0501.1.MAF::NFE2	chr15	51803018	51803032	+	0.000	0.000	Merged-chr15-51803142-36
NR975--MA0117.2.Mafb	chr1	166409889	166409900	-	0.000	0.000	Merged-chr1-166409730-81
NR4946--MA0089.1.MAFG::NFE2L1	chr14	118157387	118157392	-	0.000	0.000	Merged-chr14-118157293-26
NR3902--MA0089.1.MAFG::NFE2L1	chr13	68588579	68588584	+	0.000	0.000	Merged-chr13-68588513-35
NR2019--MA0591.1.Bach1::Mafk	chr10	120182933	120182947	-	0.000	0.000	Merged-chr10-120183053-23
NR1520--MA0496.2.MAFK	chr10	44716059	44716077	+	0.000	0.000	Merged-chr10-44715918-29
NR8959--MA0591.1.Bach1::Mafk	chr3	58470216	58470230	-	0.000	0.000	Merged-chr3-58470222-35
NR6551--MA0659.1.MAFG	chr17	80139917	80139937	+	0.000	0.000	Merged-chr17-80140059-47
NR6110--MA0089.1.MAFG::NFE2L1	chr16	98072562	98072567	+	0.000	0.000	Merged-chr16-98072596-9
NR10086--MA0591.1.Bach1::Mafk	chr4	88722181	88722195	-	0.000	0.000	Merged-chr4-88722242-68
NR1761--MA0501.1.MAF::NFE2	chr10	82859109	82859123	-	0.000	0.000	Merged-chr10-82859313-42
NR12955--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR10879--MA0117.2.Mafb	chr5	54040704	54040715	+	0.000	0.000	Merged-chr5-54040612-9
NR11246--MA0089.1.MAFG::NFE2L1	chr5	112865124	112865129	+	0.000	0.000	Merged-chr5-112865199-1
NR5182--MA0089.1.MAFG::NFE2L1	chr15	53216518	53216523	+	0.000	0.000	Merged-chr15-53216582-40
NR2483--MA0089.1.MAFG::NFE2L1	chr11	66982989	66982994	+	0.000	0.000	Merged-chr11-66982927-21
NR9140--MA0117.2.Mafb	chr3	89250549	89250560	+	0.000	0.000	Merged-chr3-89250678-9
NR297--MA0496.2.MAFK	chr1	71576150	71576168	+	0.000	0.000	Merged-chr1-71576177-1
NR9947--MA0501.1.MAF::NFE2	chr4	57681791	57681805	+	0.000	0.000	Merged-chr4-57681748-10
NR3048--MA0089.1.MAFG::NFE2L1	chr12	59216375	59216380	+	0.000	0.000	Merged-chr12-59216445-8
NR343--MA0501.1.MAF::NFE2	chr1	74398280	74398294	+	0.000	0.000	Merged-chr1-74398237-10
NR4383--MA0495.2.MAFF	chr14	20253559	20253579	+	0.000	0.000	Merged-chr14-20253489-29
NR7052--MA0089.1.MAFG::NFE2L1	chr18	80206786	80206791	+	0.000	0.000	Merged-chr18-80206935-61
NR893--MA0495.2.MAFF	chr1	156464432	156464452	-	0.000	0.000	Merged-chr1-156464548-8
NR10407--MA0591.1.Bach1::Mafk	chr4	133843256	133843270	-	0.000	0.000	Merged-chr4-133843326-54
NR12575--MA0501.1.MAF::NFE2	chr7	16057376	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR8059--MA0591.1.Bach1::Mafk	chr2	103703495	103703509	+	0.000	0.000	Merged-chr2-103703560-39
NR2096--MA0495.2.MAFF	chr10	127114588	127114608	+	0.000	0.000	Merged-chr10-127114470-4
NR2795--MA0591.1.Bach1::Mafk	chr11	115975000	115975014	+	0.000	0.000	Merged-chr11-115974957-30
NR1413--MA0496.2.MAFK	chr10	25140547	25140565	-	0.000	0.000	Merged-chr10-25140477-16
NR9628--MA0089.1.MAFG::NFE2L1	chr3	146173292	146173297	+	0.000	0.000	Merged-chr3-146173193-9
NR10923--MA0591.1.Bach1::Mafk	chr5	62816022	62816036	+	0.000	0.000	Merged-chr5-62815867-48
NR13342--MA0591.1.Bach1::Mafk	chr7	142393379	142393393	-	0.000	0.000	Merged-chr7-142393362-24
NR9161--MA0495.2.MAFF	chr3	90587051	90587071	-	0.000	0.000	Merged-chr3-90587051-129
NR11461--MA0501.1.MAF::NFE2	chr5	148708248	148708262	+	0.000	0.000	Merged-chr5-148708348-12
NR12751--MA0591.1.Bach1::Mafk	chr7	58148185	58148199	+	0.000	0.000	Merged-chr7-58147990-20
NR6775--MA0117.2.Mafb	chr18	37694534	37694545	+	0.000	0.000	Merged-chr18-37694498-20
NR2311--MA0495.2.MAFF	chr11	43362487	43362507	+	0.000	0.000	Merged-chr11-43362318-2,Merged-chr11-43362621-15
NR14270--MA0495.2.MAFF	chr9	45247852	45247872	-	0.000	0.000	Merged-chr9-45247703-45
NR5536--MA0501.1.MAF::NFE2	chr16	17939091	17939105	-	0.000	0.000	Merged-chr16-17939017-26
NR10557--MA0117.2.Mafb	chr4	150583617	150583628	+	0.000	0.000	Merged-chr4-150583490-1
NR10416--MA0496.2.MAFK	chr4	134483936	134483954	+	0.000	0.000	Merged-chr4-134483836-10
NR2837--MA0591.1.Bach1::Mafk	chr11	121039415	121039429	+	0.000	0.000	Merged-chr11-121039238-62
NR298--MA0591.1.Bach1::Mafk	chr1	71576227	71576241	-	0.000	0.000	Merged-chr1-71576177-1
NR5578--MA0591.1.Bach1::Mafk	chr16	23374926	23374940	+	0.000	0.000	Merged-chr16-23375120-32
NR9940--MA0495.2.MAFF	chr4	57295321	57295341	-	0.000	0.000	Merged-chr4-57295265-18
NR6323--MA0117.2.Mafb	chr17	36042878	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR3537--MA0089.1.MAFG::NFE2L1	chr13	6192844	6192849	+	0.000	0.000	Merged-chr13-6192977-15
NR9629--MA0501.1.MAF::NFE2	chr3	146185222	146185236	-	0.000	0.000	Merged-chr3-146185185-25
NR14986--MA0501.1.MAF::NFE2	chrX	114474092	114474106	+	0.000	0.000	Merged-chrX-114474330-36
NR6121--MA0089.1.MAFG::NFE2L1	chr17	5160426	5160431	-	0.000	0.000	Merged-chr17-5160538-7
NR1263--MA0089.1.MAFG::NFE2L1	chr1	193102918	193102923	+	0.000	0.000	Merged-chr1-193102904-19
NR1453--MA0591.1.Bach1::Mafk	chr10	37322446	37322460	-	0.000	0.000	Merged-chr10-37322524-10
NR14359--MA0501.1.MAF::NFE2	chr9	63602416	63602430	+	0.000	0.000	Merged-chr9-63602538-63
NR7507--MA0117.2.Mafb	chr2	14312728	14312739	+	0.000	0.000	Merged-chr2-14312633-23
NR129--MA0089.1.MAFG::NFE2L1	chr1	36242289	36242294	+	0.000	0.000	Merged-chr1-36242221-4
NR9210--MA0591.1.Bach1::Mafk	chr3	95658731	95658745	+	0.000	0.000	Merged-chr3-95659023-108
NR9196--MA0501.1.MAF::NFE2	chr3	93506448	93506462	+	0.000	0.000	Merged-chr3-93506465-61
NR5030--MA0495.2.MAFF	chr15	6622602	6622622	-	0.000	0.000	Merged-chr15-6622657-10
NR8941--MA0591.1.Bach1::Mafk	chr3	52840281	52840295	+	0.000	0.000	Merged-chr3-52840378-53
NR11388--MA0591.1.Bach1::Mafk	chr5	140637021	140637035	-	0.000	0.000	Merged-chr5-140636895-23
NR5064--MA0591.1.Bach1::Mafk	chr15	18821598	18821612	-	0.000	0.000	Merged-chr15-18821535-37
NR1389--MA0591.1.Bach1::Mafk	chr10	21504637	21504651	+	0.000	0.000	Merged-chr10-21504659-28
NR1105--MA0495.2.MAFF	chr1	182224035	182224055	+	0.000	0.000	Merged-chr1-182224037-19
NR1732--MA0591.1.Bach1::Mafk	chr10	80342883	80342897	+	0.000	0.000	Merged-chr10-80342924-40
NR2985--MA0089.1.MAFG::NFE2L1	chr12	39920748	39920753	-	0.000	0.000	Merged-chr12-39920734-11
NR534--MA0591.1.Bach1::Mafk	chr1	97764139	97764153	-	0.000	0.000	Merged-chr1-97764346-16
NR5193--MA0089.1.MAFG::NFE2L1	chr15	55357500	55357505	-	0.000	0.000	Merged-chr15-55357647-17
NR5941--MA0501.1.MAF::NFE2	chr16	77644513	77644527	+	0.000	0.000	Merged-chr16-77644361-24
NR8974--MA0089.1.MAFG::NFE2L1	chr3	59260918	59260923	+	0.000	0.000	Merged-chr3-59260932-51
NR7554--MA0089.1.MAFG::NFE2L1	chr2	24776396	24776401	+	0.000	0.000	Merged-chr2-24776490-30
NR3811--MA0089.1.MAFG::NFE2L1	chr13	55022904	55022909	+	0.000	0.000	Merged-chr13-55022808-47
NR9904--MA0496.2.MAFK	chr4	47272967	47272985	-	0.000	0.000	Merged-chr4-47272801-22
NR580--MA0495.2.MAFF	chr1	106187586	106187606	+	0.000	0.000	Merged-chr1-106187715-26
NR13705--MA0089.1.MAFG::NFE2L1	chr8	81807764	81807769	+	0.000	0.000	Merged-chr8-81807701-6
NR9048--MA0089.1.MAFG::NFE2L1	chr3	78890009	78890014	+	0.000	0.000	Merged-chr3-78890015-28
NR14258--MA0089.1.MAFG::NFE2L1	chr9	44582570	44582575	-	0.000	0.000	Merged-chr9-44582588-15
NR2102--MA0089.1.MAFG::NFE2L1	chr10	127211598	127211603	-	0.000	0.000	Merged-chr10-127211540-55
NR12537--MA0591.1.Bach1::Mafk	chr7	3290321	3290335	-	0.000	0.000	Merged-chr7-3290343-35
NR7150--MA0089.1.MAFG::NFE2L1	chr19	4811407	4811412	+	0.000	0.000	Merged-chr19-4811476-80
NR112--MA0659.1.MAFG	chr1	33454541	33454561	-	0.000	0.000	Merged-chr1-33454547-11
NR2857--MA0496.2.MAFK	chr12	3892087	3892105	-	0.000	0.000	Merged-chr12-3892053-9
NR10477--MA0659.1.MAFG	chr4	144916721	144916741	-	0.000	0.000	Merged-chr4-144916675-7
NR14345--MA0089.1.MAFG::NFE2L1	chr9	61963452	61963457	-	0.000	0.000	Merged-chr9-61963614-17
NR15022--MA0659.1.MAFG	chrX	139610652	139610672	-	0.000	0.000	Merged-chrX-139610581-86
NR10711--MA0591.1.Bach1::Mafk	chr5	21044044	21044058	+	0.000	0.000	Merged-chr5-21044166-51
