#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR5059--MA0659.1.MAFG	chr15	12321735	12321755	-	0.000	0.000	Merged-chr15-12321794-133
NR1579--MA0496.2.MAFK	chr10	58383471	58383489	-	0.000	0.000	Merged-chr10-58383440-43
NR10278--MA0495.2.MAFF	chr4	116018506	116018526	-	0.000	0.000	Merged-chr4-116018460-3
NR14762--MA0501.1.MAF::NFE2	chr9	119271676	119271690	+	0.000	0.000	Merged-chr9-119271668-22
NR2912--MA0089.1.MAFG::NFE2L1	chr12	25994274	25994279	+	0.000	0.000	Merged-chr12-25994111-47
NR3340--MA0117.2.Mafb	chr12	105069094	105069105	+	0.000	0.000	Merged-chr12-105069151-33
NR1409--MA0591.1.Bach1::Mafk	chr10	25140549	25140563	-	0.000	0.000	Merged-chr10-25140477-16
NR12660--MA0501.1.MAF::NFE2	chr7	38071214	38071228	+	0.000	0.000	Merged-chr7-38071224-22
NR584--MA0496.2.MAFK	chr1	106187587	106187605	+	0.000	0.000	Merged-chr1-106187715-26
NR12315--MA0089.1.MAFG::NFE2L1	chr6	130429671	130429676	-	0.000	0.000	Merged-chr6-130429681-16
NR2255--MA0659.1.MAFG	chr11	23570306	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR497--MA0659.1.MAFG	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR14827--MA0501.1.MAF::NFE2	chrX	12937058	12937072	-	0.000	0.000	Merged-chrX-12936951-61
NR1602--MA0495.2.MAFF	chr10	60162722	60162742	-	0.000	0.000	Merged-chr10-60162645-38
NR7878--MA0591.1.Bach1::Mafk	chr2	75964936	75964950	-	0.000	0.000	Merged-chr2-75964949-43
NR14021--MA0591.1.Bach1::Mafk	chr8	126188894	126188908	+	0.000	0.000	Merged-chr8-126188962-13
NR11722--MA0501.1.MAF::NFE2	chr6	53455711	53455725	+	0.000	0.000	Merged-chr6-53455637-20
NR1118--MA0496.2.MAFK	chr1	182528173	182528191	+	0.000	0.000	Merged-chr1-182528373-67
NR5579--MA0591.1.Bach1::Mafk	chr16	23609948	23609962	-	0.000	0.000	Merged-chr16-23609976-53
NR8034--MA0501.1.MAF::NFE2	chr2	102401074	102401088	-	0.000	0.000	Merged-chr2-102401021-85
NR4997--MA0495.2.MAFF	chr14	121903485	121903505	-	0.000	0.000	Merged-chr14-121903586-22
NR2090--MA0591.1.Bach1::Mafk	chr10	127041924	127041938	-	0.000	0.000	Merged-chr10-127041778-74
NR10296--MA0495.2.MAFF	chr4	118078607	118078627	+	0.000	0.000	Merged-chr4-118078644-25
NR14722--MA0496.2.MAFK	chr9	116319685	116319703	-	0.000	0.000	Merged-chr9-116319642-35
NR1493--MA0089.1.MAFG::NFE2L1	chr10	42934724	42934729	-	0.000	0.000	Merged-chr10-42934777-29
NR9866--MA0117.2.Mafb	chr4	41569509	41569520	-	0.000	0.000	Merged-chr4-41569502-63
NR8676--MA0495.2.MAFF	chr2	172977503	172977523	-	0.000	0.000	Merged-chr2-172977593-131
NR7597--MA0659.1.MAFG	chr2	31172199	31172219	+	0.000	0.000	Merged-chr2-31172206-22
NR9508--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR3352--MA0495.2.MAFF	chr12	106447410	106447430	+	0.000	0.000	Merged-chr12-106447324-1
NR9265--MA0089.1.MAFG::NFE2L1	chr3	101948811	101948816	-	0.000	0.000	Merged-chr3-101948658-63
NR5943--MA0496.2.MAFK	chr16	77644508	77644526	-	0.000	0.000	Merged-chr16-77644361-24
NR4990--MA0591.1.Bach1::Mafk	chr14	121710264	121710278	+	0.000	0.000	Merged-chr14-121710333-21
NR12220--MA0496.2.MAFK	chr6	122447999	122448017	-	0.000	0.000	Merged-chr6-122448134-20
NR9843--MA0089.1.MAFG::NFE2L1	chr4	33315972	33315977	-	0.000	0.000	Merged-chr4-33316014-28
NR11487--MA0089.1.MAFG::NFE2L1	chr6	3498376	3498381	-	0.000	0.000	Merged-chr6-3498450-52
NR9405--MA0117.2.Mafb	chr3	121874821	121874832	-	0.000	0.000	Merged-chr3-121874730-10
NR13619--MA0496.2.MAFK	chr8	72324326	72324344	+	0.000	0.000	Merged-chr8-72324323-7
NR9192--MA0591.1.Bach1::Mafk	chr3	93506445	93506459	+	0.000	0.000	Merged-chr3-93506465-61
NR5860--MA0591.1.Bach1::Mafk	chr16	64796760	64796774	+	0.000	0.000	Merged-chr16-64796887-9
NR3354--MA0659.1.MAFG	chr12	106447410	106447430	+	0.000	0.000	Merged-chr12-106447324-1
NR7516--MA0501.1.MAF::NFE2	chr2	14712053	14712067	+	0.000	0.000	Merged-chr2-14711970-14
NR7293--MA0089.1.MAFG::NFE2L1	chr19	30125327	30125332	-	0.000	0.000	Merged-chr19-30125411-22
NR2472--MA0501.1.MAF::NFE2	chr11	62822170	62822184	+	0.000	0.000	Merged-chr11-62822095-14
NR4090--MA0089.1.MAFG::NFE2L1	chr13	102645056	102645061	-	0.000	0.000	Merged-chr13-102645059-45
NR14635--MA0117.2.Mafb	chr9	107340790	107340801	+	0.000	0.000	Merged-chr9-107340908-4
NR7257--MA0591.1.Bach1::Mafk	chr19	21810324	21810338	+	0.000	0.000	Merged-chr19-21810338-13
NR11295--MA0501.1.MAF::NFE2	chr5	121101133	121101147	+	0.000	0.000	Merged-chr5-121101024-21
NR3448--MA0117.2.Mafb	chr12	114434895	114434906	-	0.000	0.000	Merged-chr12-114434753-22
NR9674--MA0659.1.MAFG	chr3	153260800	153260820	+	0.000	0.000	Merged-chr3-153260790-34
NR5131--MA0089.1.MAFG::NFE2L1	chr15	41429472	41429477	+	0.000	0.000	Merged-chr15-41429607-8
NR11825--MA0495.2.MAFF	chr6	67014762	67014782	-	0.000	0.000	Merged-chr6-67014748-19
NR9896--MA0495.2.MAFF	chr4	46560560	46560580	-	0.000	0.000	Merged-chr4-46560470-31
NR3268--MA0501.1.MAF::NFE2	chr12	98674814	98674828	-	0.000	0.000	Merged-chr12-98674935-52
NR4603--MA0591.1.Bach1::Mafk	chr14	54222621	54222635	-	0.000	0.000	Merged-chr14-54222562-63
NR11587--MA0089.1.MAFG::NFE2L1	chr6	24527544	24527549	+	0.000	0.000	Merged-chr6-24527621-68
NR3213--MA0496.2.MAFK	chr12	91604328	91604346	-	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR14289--MA0501.1.MAF::NFE2	chr9	48444050	48444064	-	0.000	0.000	Merged-chr9-48444071-7
NR3187--MA0089.1.MAFG::NFE2L1	chr12	86592686	86592691	+	0.000	0.000	Merged-chr12-86592700-17
NR6197--MA0501.1.MAF::NFE2	chr17	19437874	19437888	+	0.000	0.000	Merged-chr17-19437869-18
NR12319--MA0496.2.MAFK	chr6	130429678	130429696	-	0.000	0.000	Merged-chr6-130429681-16
NR1780--MA0089.1.MAFG::NFE2L1	chr10	85359479	85359484	-	0.000	0.000	Merged-chr10-85359625-39
NR2948--MA0591.1.Bach1::Mafk	chr12	34953599	34953613	-	0.000	0.000	Merged-chr12-34953447-1
NR3142--MA0495.2.MAFF	chr12	79502029	79502049	+	0.000	0.000	Merged-chr12-79502114-6
NR14126--MA0501.1.MAF::NFE2	chr9	14568708	14568722	-	0.000	0.000	Merged-chr9-14568666-36
NR14877--MA0089.1.MAFG::NFE2L1	chrX	57200528	57200533	+	0.000	0.000	Merged-chrX-57200663-17
NR5924--MA0089.1.MAFG::NFE2L1	chr16	76499912	76499917	+	0.000	0.000	Merged-chr16-76499941-29
NR4326--MA0495.2.MAFF	chr14	8099810	8099830	-	0.000	0.000	Merged-chr14-8099733-53
NR1995--MA0089.1.MAFG::NFE2L1	chr10	117721596	117721601	-	0.000	0.000	Merged-chr10-117721632-23
NR1067--MA0117.2.Mafb	chr1	179185021	179185032	+	0.000	0.000	Merged-chr1-179184943-3
NR6982--MA0659.1.MAFG	chr18	70544411	70544431	-	0.000	0.000	Merged-chr18-70544560-36
NR3108--MA0117.2.Mafb	chr12	73611100	73611111	-	0.000	0.000	Merged-chr12-73611155-79
NR12138--MA0659.1.MAFG	chr6	116287117	116287137	+	0.000	0.000	Merged-chr6-116287137-8
NR7013--MA0496.2.MAFK	chr18	75304850	75304868	-	0.000	0.000	Merged-chr18-75304696-39
NR11368--MA0496.2.MAFK	chr5	136550857	136550875	-	0.000	0.000	Merged-chr5-136550897-14
NR5002--MA0591.1.Bach1::Mafk	chr14	121903613	121903627	-	0.000	0.000	Merged-chr14-121903586-22
NR1327--MA0591.1.Bach1::Mafk	chr10	12875022	12875036	-	0.000	0.000	Merged-chr10-12875013-52
NR7984--MA0089.1.MAFG::NFE2L1	chr2	91265163	91265168	-	0.000	0.000	Merged-chr2-91265194-57
NR3921--MA0495.2.MAFF	chr13	72959366	72959386	-	0.000	0.000	Merged-chr13-72959557-1
NR1522--MA0495.2.MAFF	chr10	45635338	45635358	+	0.000	0.000	Merged-chr10-45635407-27
NR10972--MA0591.1.Bach1::Mafk	chr5	72250366	72250380	-	0.000	0.000	Merged-chr5-72250347-10
NR1396--MA0496.2.MAFK	chr10	21659610	21659628	+	0.000	0.000	Merged-chr10-21659696-16
NR9406--MA0591.1.Bach1::Mafk	chr3	121874815	121874829	+	0.000	0.000	Merged-chr3-121874730-10
NR10413--MA0495.2.MAFF	chr4	134483935	134483955	-	0.000	0.000	Merged-chr4-134483836-10
NR13079--MA0501.1.MAF::NFE2	chr7	113241947	113241961	-	0.000	0.000	Merged-chr7-113241990-10
NR1640--MA0117.2.Mafb	chr10	67512433	67512444	+	0.000	0.000	Merged-chr10-67512381-13
NR8058--MA0089.1.MAFG::NFE2L1	chr2	103668157	103668162	-	0.000	0.000	Merged-chr2-103668249-32
NR9446--MA0659.1.MAFG	chr3	126570830	126570850	-	0.000	0.000	Merged-chr3-126570904-20
NR833--MA0089.1.MAFG::NFE2L1	chr1	151698037	151698042	+	0.000	0.000	Merged-chr1-151698105-31
NR4996--MA0089.1.MAFG::NFE2L1	chr14	121879680	121879685	-	0.000	0.000	Merged-chr14-121879691-39
NR4328--MA0659.1.MAFG	chr14	8099810	8099830	+	0.000	0.000	Merged-chr14-8099733-53
NR7054--MA0495.2.MAFF	chr18	80554953	80554973	+	0.000	0.000	Merged-chr18-80555147-42
NR408--MA0591.1.Bach1::Mafk	chr1	84881699	84881713	+	0.000	0.000	Merged-chr1-84881698-12
NR3834--MA0501.1.MAF::NFE2	chr13	58206782	58206796	-	0.000	0.000	Merged-chr13-58206802-1
NR5313--MA0495.2.MAFF	chr15	76908067	76908087	+	0.000	0.000	Merged-chr15-76908278-27
NR9074--MA0089.1.MAFG::NFE2L1	chr3	81102217	81102222	-	0.000	0.000	Merged-chr3-81102418-9
NR11709--MA0495.2.MAFF	chr6	52825668	52825688	+	0.000	0.000	Merged-chr6-52825813-18
NR13852--MA0501.1.MAF::NFE2	chr8	105121285	105121299	+	0.000	0.000	Merged-chr8-105121168-27
NR759--MA0089.1.MAFG::NFE2L1	chr1	137898539	137898544	+	0.000	0.000	Merged-chr1-137898663-56
NR6087--MA0659.1.MAFG	chr16	96358152	96358172	+	0.000	0.000	Merged-chr16-96358039-35
NR12140--MA0496.2.MAFK	chr6	116287118	116287136	+	0.000	0.000	Merged-chr6-116287137-8
NR5042--MA0089.1.MAFG::NFE2L1	chr15	9435986	9435991	+	0.000	0.000	Merged-chr15-9435954-24
NR2701--MA0496.2.MAFK	chr11	103774035	103774053	+	0.000	0.000	Merged-chr11-103774005-26
NR14947--MA0591.1.Bach1::Mafk	chrX	94169500	94169514	+	0.000	0.000	Merged-chrX-94169687-15
NR3713--MA0591.1.Bach1::Mafk	chr13	41249758	41249772	-	0.000	0.000	Merged-chr13-41249879-71
NR12237--MA0089.1.MAFG::NFE2L1	chr6	124829393	124829398	+	0.000	0.000	Merged-chr6-124829412-146
NR6454--MA0591.1.Bach1::Mafk	chr17	65961740	65961754	-	0.000	0.000	Merged-chr17-65961846-52
NR7190--MA0117.2.Mafb	chr19	10829821	10829832	-	0.000	0.000	Merged-chr19-10829902-50
NR2921--MA0089.1.MAFG::NFE2L1	chr12	28829634	28829639	-	0.000	0.000	Merged-chr12-28829718-31
NR2287--MA0117.2.Mafb	chr11	32714225	32714236	+	0.000	0.000	Merged-chr11-32714386-17
NR2146--MA0496.2.MAFK	chr11	3161117	3161135	+	0.000	0.000	Merged-chr11-3161151-10
NR2054--MA0089.1.MAFG::NFE2L1	chr10	122758497	122758502	-	0.000	0.000	Merged-chr10-122758293-88
NR410--MA0501.1.MAF::NFE2	chr1	84881745	84881759	-	0.000	0.000	Merged-chr1-84881698-12
NR7177--MA0659.1.MAFG	chr19	8997796	8997816	-	0.000	0.000	Merged-chr19-8997882-60
NR1618--MA0117.2.Mafb	chr10	62508041	62508052	-	0.000	0.000	Merged-chr10-62508148-1
NR2624--MA0501.1.MAF::NFE2	chr11	90586478	90586492	-	0.000	0.000	Merged-chr11-90586478-10
NR1097--MA0495.2.MAFF	chr1	181866628	181866648	-	0.000	0.000	Merged-chr1-181866572-42
NR2813--MA0496.2.MAFK	chr11	118743059	118743077	+	0.000	0.000	Merged-chr11-118743015-7
NR5553--MA0501.1.MAF::NFE2	chr16	22602608	22602622	+	0.000	0.000	Merged-chr16-22602605-18
NR15036--MA0089.1.MAFG::NFE2L1	chrX	142737404	142737409	-	0.000	0.000	Merged-chrX-142737448-59
NR3932--MA0117.2.Mafb	chr13	75053978	75053989	+	0.000	0.000	Merged-chr13-75053881-13
NR218--MA0501.1.MAF::NFE2	chr1	54279702	54279716	-	0.000	0.000	Merged-chr1-54279813-25
NR1429--MA0501.1.MAF::NFE2	chr10	26564622	26564636	+	0.000	0.000	Merged-chr10-26564649-11
NR10554--MA0089.1.MAFG::NFE2L1	chr4	149854401	149854406	+	0.000	0.000	Merged-chr4-149854542-67
NR5720--MA0089.1.MAFG::NFE2L1	chr16	43624986	43624991	+	0.000	0.000	Merged-chr16-43625129-31
NR2258--MA0496.2.MAFK	chr11	23570307	23570325	+	0.000	0.000	Merged-chr11-23570355-13
NR12539--MA0089.1.MAFG::NFE2L1	chr7	3693596	3693601	+	0.000	0.000	Merged-chr7-3693587-203
NR5618--MA0501.1.MAF::NFE2	chr16	30676264	30676278	-	0.000	0.000	Merged-chr16-30676152-12
NR11004--MA0089.1.MAFG::NFE2L1	chr5	86673053	86673058	+	0.000	0.000	Merged-chr5-86673072-6
NR3516--MA0501.1.MAF::NFE2	chr12	119388108	119388122	+	0.000	0.000	Merged-chr12-119388101-32
NR10968--MA0496.2.MAFK	chr5	68033469	68033487	-	0.000	0.000	Merged-chr5-68033501-23
NR1099--MA0659.1.MAFG	chr1	181866628	181866648	+	0.000	0.000	Merged-chr1-181866572-42
NR3285--MA0089.1.MAFG::NFE2L1	chr12	100871925	100871930	+	0.000	0.000	Merged-chr12-100871796-44
NR6360--MA0089.1.MAFG::NFE2L1	chr17	44718212	44718217	-	0.000	0.000	Merged-chr17-44718379-50
NR7605--MA0495.2.MAFF	chr2	32181554	32181574	-	0.000	0.000	Merged-chr2-32181600-13
NR1414--MA0501.1.MAF::NFE2	chr10	25457256	25457270	-	0.000	0.000	Merged-chr10-25457296-47
NR9765--MA0089.1.MAFG::NFE2L1	chr4	9771223	9771228	-	0.000	0.000	Merged-chr4-9771034-56
NR11863--MA0117.2.Mafb	chr6	70714417	70714428	-	0.000	0.000	Merged-chr6-70714490-34
NR8721--MA0089.1.MAFG::NFE2L1	chr2	177398275	177398280	-	0.000	0.000	Merged-chr2-177398378-54
NR7301--MA0089.1.MAFG::NFE2L1	chr19	32496638	32496643	+	0.000	0.000	Merged-chr19-32496642-11
NR500--MA0496.2.MAFK	chr1	92119342	92119360	-	0.000	0.000	Merged-chr1-92119439-48
NR13931--MA0089.1.MAFG::NFE2L1	chr8	115531562	115531567	-	0.000	0.000	Merged-chr8-115531430-21
NR9274--MA0089.1.MAFG::NFE2L1	chr3	103907901	103907906	+	0.000	0.000	Merged-chr3-103907790-52
NR13907--MA0495.2.MAFF	chr8	111624157	111624177	+	0.000	0.000	Merged-chr8-111624206-14
NR5794--MA0117.2.Mafb	chr16	52292840	52292851	-	0.000	0.000	Merged-chr16-52292729-42
NR1614--MA0089.1.MAFG::NFE2L1	chr10	62186845	62186850	-	0.000	0.000	Merged-chr10-62187045-24
NR14265--MA0501.1.MAF::NFE2	chr9	44999344	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR786--MA0501.1.MAF::NFE2	chr1	143192270	143192284	-	0.000	0.000	Merged-chr1-143192394-27
NR2629--MA0591.1.Bach1::Mafk	chr11	94253172	94253186	+	0.000	0.000	Merged-chr11-94253305-42
NR1728--MA0496.2.MAFK	chr10	79937281	79937299	-	0.000	0.000	Merged-chr10-79937148-47
NR14169--MA0501.1.MAF::NFE2	chr9	25229912	25229926	+	0.000	0.000	Merged-chr9-25229889-3
NR8647--MA0089.1.MAFG::NFE2L1	chr2	170319456	170319461	+	0.000	0.000	Merged-chr2-170319256-54
NR5098--MA0496.2.MAFK	chr15	32526186	32526204	-	0.000	0.000	Merged-chr15-32526016-1
NR555--MA0089.1.MAFG::NFE2L1	chr1	104215342	104215347	-	0.000	0.000	Merged-chr1-104215254-1
NR12951--MA0501.1.MAF::NFE2	chr7	97371709	97371723	-	0.000	0.000	Merged-chr7-97371683-55
NR7600--MA0496.2.MAFK	chr2	31172200	31172218	-	0.000	0.000	Merged-chr2-31172206-22
NR440--MA0089.1.MAFG::NFE2L1	chr1	87098822	87098827	+	0.000	0.000	Merged-chr1-87098850-16
NR7068--MA0495.2.MAFF	chr18	80671894	80671914	+	0.000	0.000	Merged-chr18-80671844-8
NR9109--MA0495.2.MAFF	chr3	84732098	84732118	-	0.000	0.000	Merged-chr3-84732134-27
NR4615--MA0089.1.MAFG::NFE2L1	chr14	55745690	55745695	+	0.000	0.000	Merged-chr14-55745715-52
NR5327--MA0591.1.Bach1::Mafk	chr15	78607720	78607734	-	0.000	0.000	Merged-chr15-78607691-21
NR151--MA0089.1.MAFG::NFE2L1	chr1	39559237	39559242	+	0.000	0.000	Merged-chr1-39559167-24
NR7070--MA0591.1.Bach1::Mafk	chr18	80671897	80671911	+	0.000	0.000	Merged-chr18-80671844-8
NR4414--MA0591.1.Bach1::Mafk	chr14	25033085	25033099	-	0.000	0.000	Merged-chr14-25033079-23
NR6790--MA0117.2.Mafb	chr18	39878031	39878042	-	0.000	0.000	Merged-chr18-39877975-43
NR4736--MA0591.1.Bach1::Mafk	chr14	73253976	73253990	+	0.000	0.000	Merged-chr14-73253840-37
NR2160--MA0591.1.Bach1::Mafk	chr11	5099440	5099454	-	0.000	0.000	Merged-chr11-5099369-106
NR1531--MA0496.2.MAFK	chr10	45635339	45635357	-	0.000	0.000	Merged-chr10-45635407-27
NR13668--MA0089.1.MAFG::NFE2L1	chr8	77436394	77436399	+	0.000	0.000	Merged-chr8-77436264-47
NR8834--MA0089.1.MAFG::NFE2L1	chr3	27331126	27331131	+	0.000	0.000	Merged-chr3-27331014-40
NR5631--MA0089.1.MAFG::NFE2L1	chr16	32868021	32868026	-	0.000	0.000	Merged-chr16-32868243-54
NR1524--MA0591.1.Bach1::Mafk	chr10	45635341	45635355	+	0.000	0.000	Merged-chr10-45635407-27
NR10841--MA0089.1.MAFG::NFE2L1	chr5	45676811	45676816	-	0.000	0.000	Merged-chr5-45676772-9
NR14264--MA0591.1.Bach1::Mafk	chr9	44999341	44999355	-	0.000	0.000	Merged-chr9-44999415-9
NR407--MA0495.2.MAFF	chr1	84881696	84881716	-	0.000	0.000	Merged-chr1-84881698-12
NR11615--MA0496.2.MAFK	chr6	29735987	29736005	+	0.000	0.000	Merged-chr6-29735888-24
NR14609--MA0089.1.MAFG::NFE2L1	chr9	103595398	103595403	-	0.000	0.000	Merged-chr9-103595480-3
NR11541--MA0117.2.Mafb	chr6	15163987	15163998	-	0.000	0.000	Merged-chr6-15163954-12
NR8053--MA0501.1.MAF::NFE2	chr2	103271650	103271664	+	0.000	0.000	Merged-chr2-103271548-6
NR7050--MA0501.1.MAF::NFE2	chr18	79589343	79589357	+	0.000	0.000	Merged-chr18-79589307-27
NR12287--MA0591.1.Bach1::Mafk	chr6	128902120	128902134	-	0.000	0.000	Merged-chr6-128902189-21
NR4930--MA0591.1.Bach1::Mafk	chr14	115015514	115015528	+	0.000	0.000	Merged-chr14-115015527-11
NR14898--MA0501.1.MAF::NFE2	chrX	71622524	71622538	+	0.000	0.000	Merged-chrX-71622436-27
NR1775--MA0501.1.MAF::NFE2	chr10	85050873	85050887	+	0.000	0.000	Merged-chr10-85050856-11
NR1211--MA0117.2.Mafb	chr1	189799127	189799138	-	0.000	0.000	Merged-chr1-189799097-29
NR8430--MA0089.1.MAFG::NFE2L1	chr2	146517123	146517128	+	0.000	0.000	Merged-chr2-146517219-24
NR8118--MA0501.1.MAF::NFE2	chr2	114059834	114059848	+	0.000	0.000	Merged-chr2-114059851-34
NR13909--MA0117.2.Mafb	chr8	111624157	111624168	+	0.000	0.000	Merged-chr8-111624206-14
NR13842--MA0089.1.MAFG::NFE2L1	chr8	103979271	103979276	-	0.000	0.000	Merged-chr8-103979175-27
NR605--MA0591.1.Bach1::Mafk	chr1	107590015	107590029	-	0.000	0.000	Merged-chr1-107590197-16
NR1814--MA0089.1.MAFG::NFE2L1	chr10	88392149	88392154	-	0.000	0.000	Merged-chr10-88392245-2
NR6862--MA0089.1.MAFG::NFE2L1	chr18	56718251	56718256	-	0.000	0.000	Merged-chr18-56718184-1
NR10438--MA0117.2.Mafb	chr4	138247431	138247442	+	0.000	0.000	Merged-chr4-138247417-10
NR8948--MA0591.1.Bach1::Mafk	chr3	54592455	54592469	-	0.000	0.000	Merged-chr3-54592638-50
NR1326--MA0495.2.MAFF	chr10	12875019	12875039	+	0.000	0.000	Merged-chr10-12875013-52
NR9478--MA0117.2.Mafb	chr3	130900325	130900336	+	0.000	0.000	Merged-chr3-130900467-40
NR12958--MA0117.2.Mafb	chr7	98995279	98995290	+	0.000	0.000	Merged-chr7-98995432-21
NR14720--MA0501.1.MAF::NFE2	chr9	116319690	116319704	+	0.000	0.000	Merged-chr9-116319642-35
NR4013--MA0496.2.MAFK	chr13	90930146	90930164	-	0.000	0.000	Merged-chr13-90930019-46
NR14822--MA0591.1.Bach1::Mafk	chrX	11691272	11691286	-	0.000	0.000	Merged-chrX-11691222-6
NR9093--MA0501.1.MAF::NFE2	chr3	81835954	81835968	+	0.000	0.000	Merged-chr3-81835793-30
NR1825--MA0501.1.MAF::NFE2	chr10	89487169	89487183	+	0.000	0.000	Merged-chr10-89487316-19
NR9818--MA0591.1.Bach1::Mafk	chr4	24569376	24569390	-	0.000	0.000	Merged-chr4-24569297-30
NR4808--MA0659.1.MAFG	chr14	86239027	86239047	-	0.000	0.000	Merged-chr14-86238911-3
NR14697--MA0089.1.MAFG::NFE2L1	chr9	115134830	115134835	+	0.000	0.000	Merged-chr9-115134877-14
NR6788--MA0089.1.MAFG::NFE2L1	chr18	39319449	39319454	+	0.000	0.000	Merged-chr18-39319462-8
NR13191--MA0495.2.MAFF	chr7	126725378	126725398	-	0.000	0.000	Merged-chr7-126725257-13
NR4148--MA0495.2.MAFF	chr13	108498728	108498748	-	0.000	0.000	Merged-chr13-108498755-24
NR2891--MA0591.1.Bach1::Mafk	chr12	17373770	17373784	+	0.000	0.000	Merged-chr12-17373480-96
NR13598--MA0496.2.MAFK	chr8	70700049	70700067	-	0.000	0.000	Merged-chr8-70699898-12
NR10354--MA0591.1.Bach1::Mafk	chr4	126181269	126181283	+	0.000	0.000	Merged-chr4-126181413-29
NR14351--MA0591.1.Bach1::Mafk	chr9	62425370	62425384	-	0.000	0.000	Merged-chr9-62425384-15
NR4890--MA0089.1.MAFG::NFE2L1	chr14	103630852	103630857	+	0.000	0.000	Merged-chr14-103630729-17
NR1741--MA0591.1.Bach1::Mafk	chr10	80917804	80917818	+	0.000	0.000	Merged-chr10-80917926-53
NR1328--MA0659.1.MAFG	chr10	12875019	12875039	-	0.000	0.000	Merged-chr10-12875013-52
NR635--MA0496.2.MAFK	chr1	119469664	119469682	+	0.000	0.000	Merged-chr1-119469584-5
NR13673--MA0501.1.MAF::NFE2	chr8	77550137	77550151	-	0.000	0.000	Merged-chr8-77550010-38
NR6841--MA0501.1.MAF::NFE2	chr18	54822970	54822984	-	0.000	0.000	Merged-chr18-54822886-30
NR6571--MA0117.2.Mafb	chr17	83666804	83666815	-	0.000	0.000	Merged-chr17-83666792-23
NR1462--MA0117.2.Mafb	chr10	38884900	38884911	+	0.000	0.000	Merged-chr10-38884993-65
NR9789--MA0089.1.MAFG::NFE2L1	chr4	14864329	14864334	-	0.000	0.000	Merged-chr4-14864429-92
NR5905--MA0495.2.MAFF	chr16	75903184	75903204	-	0.000	0.000	Merged-chr16-75903251-33
NR14473--MA0496.2.MAFK	chr9	83564271	83564289	-	0.000	0.000	Merged-chr9-83564254-44
NR5000--MA0496.2.MAFK	chr14	121903486	121903504	+	0.000	0.000	Merged-chr14-121903586-22
NR11537--MA0117.2.Mafb	chr6	13838606	13838617	+	0.000	0.000	Merged-chr6-13838758-42
NR9035--MA0117.2.Mafb	chr3	69274873	69274884	+	0.000	0.000	Merged-chr3-69274909-13
NR2784--MA0591.1.Bach1::Mafk	chr11	113684019	113684033	-	0.000	0.000	Merged-chr11-113684068-98
NR14971--MA0089.1.MAFG::NFE2L1	chrX	104760581	104760586	+	0.000	0.000	Merged-chrX-104760741-26
NR7664--MA0495.2.MAFF	chr2	44953119	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR10361--MA0501.1.MAF::NFE2	chr4	126862137	126862151	+	0.000	0.000	Merged-chr4-126861919-23
NR9467--MA0501.1.MAF::NFE2	chr3	129602462	129602476	-	0.000	0.000	Merged-chr3-129602465-51
NR5245--MA0591.1.Bach1::Mafk	chr15	62726726	62726740	-	0.000	0.000	Merged-chr15-62726785-12
NR10365--MA0495.2.MAFF	chr4	128713568	128713588	+	0.000	0.000	Merged-chr4-128713412-15
NR6362--MA0501.1.MAF::NFE2	chr17	44718202	44718216	-	0.000	0.000	Merged-chr17-44718379-50
NR3104--MA0089.1.MAFG::NFE2L1	chr12	72748497	72748502	-	0.000	0.000	Merged-chr12-72748579-13
NR4009--MA0496.2.MAFK	chr13	90101752	90101770	+	0.000	0.000	Merged-chr13-90101603-11
NR2741--MA0089.1.MAFG::NFE2L1	chr11	108098444	108098449	+	0.000	0.000	Merged-chr11-108098538-36
NR3670--MA0089.1.MAFG::NFE2L1	chr13	32899367	32899372	-	0.000	0.000	Merged-chr13-32899314-35
NR519--MA0496.2.MAFK	chr1	94497026	94497044	-	0.000	0.000	Merged-chr1-94497080-23
NR8863--MA0117.2.Mafb	chr3	31109332	31109343	+	0.000	0.000	Merged-chr3-31109260-17
NR5096--MA0591.1.Bach1::Mafk	chr15	32526188	32526202	-	0.000	0.000	Merged-chr15-32526016-1
NR5279--MA0089.1.MAFG::NFE2L1	chr15	72742468	72742473	+	0.000	0.000	Merged-chr15-72742645-6
NR4235--MA0089.1.MAFG::NFE2L1	chr13	113378996	113379001	-	0.000	0.000	Merged-chr13-113378821-1
NR10865--MA0089.1.MAFG::NFE2L1	chr5	52669686	52669691	+	0.000	0.000	Merged-chr5-52669668-56
