#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR23118--MA0493.1.Klf1	chr15	60120108	60120118	-	0.000	0.000	Merged-chr15-60120172-38
NR44555--MA0657.1.KLF13	chr4	11900132	11900149	-	0.000	0.000	Merged-chr4-11900204-55
NR39014--MA0741.1.KLF16	chr2	153015446	153015456	-	0.000	0.000	Merged-chr2-153015323-52
NR47812--MA0741.1.KLF16	chr4	134061721	134061731	+	0.000	0.000	Merged-chr4-134061948-77
NR62404--MA1107.1.KLF9	chr7	118740232	118740244	-	0.000	0.000	Merged-chr7-118740082-2
NR41920--MA0039.3.KLF4	chr3	94758219	94758229	+	0.000	0.000	Merged-chr3-94758240-64
NR49884--MA0599.1.KLF5	chr5	31602559	31602568	-	0.000	0.000	Merged-chr5-31602596-35
NR12155--MA0599.1.KLF5	chr11	100574910	100574919	+	0.000	0.000	Merged-chr11-100574858-115
NR1195--MA1107.1.KLF9	chr1	74390161	74390173	-	0.000	0.000	Merged-chr1-74390334-35
NR11825--MA1107.1.KLF9	chr11	95713999	95714011	+	0.000	0.000	Merged-chr11-95714089-14
NR60804--MA0657.1.KLF13	chr7	64043086	64043103	-	0.000	0.000	Merged-chr7-64043125-48
NR35257--MA0599.1.KLF5	chr2	25054333	25054342	+	0.000	0.000	Merged-chr2-25054565-53
NR53436--MA0740.1.KLF14	chr5	136953066	136953079	+	0.000	0.000	Merged-chr5-136953170-41
NR48047--MA0741.1.KLF16	chr4	136281911	136281921	-	0.000	0.000	Merged-chr4-136281808-2
NR20234--MA0741.1.KLF16	chr14	52343664	52343674	+	0.000	0.000	Merged-chr14-52343445-41
NR69027--MA0599.1.KLF5	chr9	60998295	60998304	-	0.000	0.000	Merged-chr9-60998373-9
NR33942--MA0740.1.KLF14	chr19	41597370	41597383	-	0.000	0.000	Merged-chr19-41597559-38
NR15871--MA1107.1.KLF9	chr12	112942162	112942174	-	0.000	0.000	Merged-chr12-112942190-79
NR69238--MA0741.1.KLF16	chr9	66280707	66280717	-	0.000	0.000	Merged-chr9-66280621-39
NR54023--MA0741.1.KLF16	chr5	143622394	143622404	-	0.000	0.000	Merged-chr5-143622364-69
NR4861--MA0741.1.KLF16	chr1	191999184	191999194	-	0.000	0.000	Merged-chr1-191999183-26
NR45148--MA0493.1.Klf1	chr4	43171522	43171532	-	0.000	0.000	Merged-chr4-43171535-31
NR54451--MA0493.1.Klf1	chr6	3183402	3183412	-	0.000	0.000	Merged-chr6-3183386-125
NR34265--MA0493.1.Klf1	chr19	53020410	53020420	-	0.000	0.000	Merged-chr19-53020270-32
NR26092--MA0493.1.Klf1	chr16	44337718	44337728	-	0.000	0.000	Merged-chr16-44337753-20
NR59768--MA0742.1.Klf12	chr7	28866201	28866215	-	0.000	0.000	Merged-chr7-28866044-60
NR52311--MA0740.1.KLF14	chr5	117287645	117287658	+	0.000	0.000	Merged-chr5-117287576-66
NR8485--MA0599.1.KLF5	chr10	119005764	119005773	+	0.000	0.000	Merged-chr10-119005704-15
NR2840--MA1107.1.KLF9	chr1	143777381	143777393	-	0.000	0.000	Merged-chr1-143777419-98
NR65799--MA1107.1.KLF9	chr8	83742500	83742512	-	0.000	0.000	Merged-chr8-83742460-39
NR20314--MA0493.1.Klf1	chr14	54146702	54146712	+	0.000	0.000	Merged-chr14-54146707-32
NR949--MA0599.1.KLF5	chr1	62875789	62875798	-	0.000	0.000	Merged-chr1-62876051-68
NR27938--MA1107.1.KLF9	chr17	21650531	21650543	-	0.000	0.000	Merged-chr17-21650461-76
NR11946--MA1107.1.KLF9	chr11	97719314	97719326	+	0.000	0.000	Merged-chr11-97719070-35
NR3018--MA0599.1.KLF5	chr1	152084755	152084764	-	0.000	0.000	Merged-chr1-152084822-56
NR41080--MA0599.1.KLF5	chr3	54567655	54567664	+	0.000	0.000	Merged-chr3-54567528-25
NR33355--MA0741.1.KLF16	chr19	11517006	11517016	+	0.000	0.000	Merged-chr19-11516991-67
NR48370--MA0742.1.Klf12	chr4	141454606	141454620	+	0.000	0.000	Merged-chr4-141454791-49
NR60117--MA1107.1.KLF9	chr7	37978641	37978653	+	0.000	0.000	Merged-chr7-37978660-9
NR41962--MA0599.1.KLF5	chr3	95229951	95229960	+	0.000	0.000	Merged-chr3-95229765-17
NR26321--MA0599.1.KLF5	chr16	56075460	56075469	+	0.000	0.000	Merged-chr16-56075692-109
NR24486--MA0599.1.KLF5	chr15	94589885	94589894	+	0.000	0.000	Merged-chr15-94589770-65
NR36732--MA0741.1.KLF16	chr2	74749530	74749540	-	0.000	0.000	Merged-chr2-74749603-48
NR26660--MA1107.1.KLF9	chr16	75909016	75909028	-	0.000	0.000	Merged-chr16-75909090-59
NR47650--MA0741.1.KLF16	chr4	132212163	132212173	+	0.000	0.000	Merged-chr4-132212060-70
NR30045--MA0599.1.KLF5	chr17	74294864	74294873	-	0.000	0.000	Merged-chr17-74294944-148
NR15983--MA1107.1.KLF9	chr12	116405169	116405181	-	0.000	0.000	Merged-chr12-116405371-63
NR16220--MA0740.1.KLF14	chr13	13590396	13590409	-	0.000	0.000	Merged-chr13-13590526-88
NR67676--MA0742.1.Klf12	chr9	7764018	7764032	+	0.000	0.000	Merged-chr9-7764239-129
NR21203--MA0599.1.KLF5	chr14	79587565	79587574	+	0.000	0.000	Merged-chr14-79587561-73
NR49968--MA1107.1.KLF9	chr5	34369687	34369699	+	0.000	0.000	Merged-chr5-34369838-94
NR47716--MA0741.1.KLF16	chr4	132946597	132946607	-	0.000	0.000	Merged-chr4-132946711-2
NR55321--MA1107.1.KLF9	chr6	50373145	50373157	-	0.000	0.000	Merged-chr6-50372929-50
NR51853--MA0493.1.Klf1	chr5	110135925	110135935	-	0.000	0.000	Merged-chr5-110135830-52
NR11195--MA0599.1.KLF5	chr11	78094720	78094729	-	0.000	0.000	Merged-chr11-78094778-43
NR42254--MA0742.1.Klf12	chr3	100969804	100969818	-	0.000	0.000	Merged-chr3-100969599-56
NR57263--MA0039.3.KLF4	chr6	120264383	120264393	-	0.000	0.000	Merged-chr6-120264409-18
NR6072--MA0493.1.Klf1	chr10	59221847	59221857	-	0.000	0.000	Merged-chr10-59221913-69
NR30026--MA1107.1.KLF9	chr17	73822304	73822316	-	0.000	0.000	Merged-chr17-73822361-73
NR65221--MA0039.3.KLF4	chr8	69974412	69974422	-	0.000	0.000	Merged-chr8-69974320-59
NR58634--MA0741.1.KLF16	chr6	146725225	146725235	+	0.000	0.000	Merged-chr6-146725139-81
NR65366--MA0599.1.KLF5	chr8	70806707	70806716	+	0.000	0.000	Merged-chr8-70806772-33
NR12860--MA0740.1.KLF14	chr11	115603928	115603941	-	0.000	0.000	Merged-chr11-115603871-66
NR5403--MA0493.1.Klf1	chr10	21188024	21188034	+	0.000	0.000	Merged-chr10-21187975-21
NR14867--MA0493.1.Klf1	chr12	85973778	85973788	+	0.000	0.000	Merged-chr12-85973794-44
NR36132--MA0599.1.KLF5	chr2	49744497	49744506	+	0.000	0.000	Merged-chr2-49744707-28
NR32047--MA0742.1.Klf12	chr18	67724556	67724570	+	0.000	0.000	Merged-chr18-67724731-110
NR51470--MA0741.1.KLF16	chr5	99495559	99495569	+	0.000	0.000	Merged-chr5-99495568-41
NR14787--MA0599.1.KLF5	chr12	84218646	84218655	+	0.000	0.000	Merged-chr12-84218783-53
NR65490--MA1107.1.KLF9	chr8	71668273	71668285	-	0.000	0.000	Merged-chr8-71668308-31
NR68823--MA0493.1.Klf1	chr9	55410727	55410737	+	0.000	0.000	Merged-chr9-55410514-19
NR13011--MA1107.1.KLF9	chr11	117299851	117299863	-	0.000	0.000	Merged-chr11-117299965-22
NR56922--MA0740.1.KLF14	chr6	113237837	113237850	-	0.000	0.000	Merged-chr6-113237942-65
NR43680--MA0742.1.Klf12	chr3	141778822	141778836	-	0.000	0.000	Merged-chr3-141778800-74
NR57940--MA0493.1.Klf1	chr6	134256559	134256569	+	0.000	0.000	Merged-chr6-134256563-23
NR48351--MA0599.1.KLF5	chr4	141148500	141148509	+	0.000	0.000	Merged-chr4-141148544-3
NR10507--MA1107.1.KLF9	chr11	61267141	61267153	-	0.000	0.000	Merged-chr11-61267126-61
NR33332--MA0657.1.KLF13	chr19	10881474	10881491	+	0.000	0.000	Merged-chr19-10881723-47
NR54403--MA0741.1.KLF16	chr5	150594559	150594569	+	0.000	0.000	Merged-chr5-150594562-11
NR24677--MA0039.3.KLF4	chr15	98985892	98985902	-	0.000	0.000	Merged-chr15-98985703-57
NR11504--MA0599.1.KLF5	chr11	86577360	86577369	-	0.000	0.000	Merged-chr11-86577387-37
NR60774--MA0741.1.KLF16	chr7	63930351	63930361	+	0.000	0.000	Merged-chr7-63930287-48
NR11833--MA0741.1.KLF16	chr11	95834562	95834572	+	0.000	0.000	Merged-chr11-95834511-50
NR15765--MA0599.1.KLF5	chr12	111908121	111908130	+	0.000	0.000	Merged-chr12-111908065-65
NR66889--MA1107.1.KLF9	chr8	117052553	117052565	-	0.000	0.000	Merged-chr8-117052612-3
NR60569--MA0741.1.KLF16	chr7	49616547	49616557	+	0.000	0.000	Merged-chr7-49616493-31
NR50423--MA0493.1.Klf1	chr5	53605582	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR68790--MA0740.1.KLF14	chr9	54586399	54586412	-	0.000	0.000	Merged-chr9-54586552-67
NR57326--MA0742.1.Klf12	chr6	121110176	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR55452--MA0599.1.KLF5	chr6	52191881	52191890	+	0.000	0.000	Merged-chr6-52191955-39
NR11396--MA0493.1.Klf1	chr11	82214556	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR14690--MA0742.1.Klf12	chr12	80069220	80069234	+	0.000	0.000	Merged-chr12-80069261-23
NR5715--MA0740.1.KLF14	chr10	40349157	40349170	-	0.000	0.000	Merged-chr10-40349174-117
NR30055--MA0740.1.KLF14	chr17	74395495	74395508	+	0.000	0.000	Merged-chr17-74395393-93
NR55309--MA0599.1.KLF5	chr6	50110170	50110179	-	0.000	0.000	Merged-chr6-50110247-81
NR10647--MA0599.1.KLF5	chr11	67025066	67025075	+	0.000	0.000	Merged-chr11-67025090-52
NR63697--MA0742.1.Klf12	chr7	141409056	141409070	+	0.000	0.000	Merged-chr7-141409073-26
NR45883--MA0742.1.Klf12	chr4	63558531	63558545	-	0.000	0.000	Merged-chr4-63558751-64
NR1522--MA1107.1.KLF9	chr1	86415831	86415843	+	0.000	0.000	Merged-chr1-86415733-84
NR13357--MA0599.1.KLF5	chr12	4065644	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR2397--MA1107.1.KLF9	chr1	130717429	130717441	+	0.000	0.000	Merged-chr1-130717492-49
NR10561--MA0740.1.KLF14	chr11	62076917	62076930	-	0.000	0.000	Merged-chr11-62077068-25
NR20320--MA0657.1.KLF13	chr14	54225386	54225403	+	0.000	0.000	Merged-chr14-54225223-49
NR41786--MA0741.1.KLF16	chr3	89963386	89963396	-	0.000	0.000	Merged-chr3-89963361-50
NR6697--MA0741.1.KLF16	chr10	75560154	75560164	-	0.000	0.000	Merged-chr10-75560154-49
NR28043--MA0741.1.KLF16	chr17	24414527	24414537	-	0.000	0.000	Merged-chr17-24414569-93
NR17418--MA0742.1.Klf12	chr13	67061010	67061024	+	0.000	0.000	Merged-chr13-67060949-73
NR27074--MA1107.1.KLF9	chr16	92565897	92565909	-	0.000	0.000	Merged-chr16-92565942-11
NR28314--MA0741.1.KLF16	chr17	28224201	28224211	-	0.000	0.000	Merged-chr17-28224018-88
NR3457--MA0742.1.Klf12	chr1	161035075	161035089	-	0.000	0.000	Merged-chr1-161035022-99
NR47127--MA0599.1.KLF5	chr4	120825836	120825845	+	0.000	0.000	Merged-chr4-120825889-1
NR7148--MA1107.1.KLF9	chr10	80677212	80677224	-	0.000	0.000	Merged-chr10-80677293-45
NR59089--MA0740.1.KLF14	chr7	16760473	16760486	-	0.000	0.000	Merged-chr7-16760447-23
NR34890--MA0741.1.KLF16	chr2	11778434	11778444	-	0.000	0.000	Merged-chr2-11778472-7
NR60369--MA0599.1.KLF5	chr7	45211901	45211910	+	0.000	0.000	Merged-chr7-45211894-24
NR56867--MA0742.1.Klf12	chr6	108665781	108665795	+	0.000	0.000	Merged-chr6-108665749-34
NR7013--MA0741.1.KLF16	chr10	80148006	80148016	+	0.000	0.000	Merged-chr10-80148120-8
NR59346--MA0599.1.KLF5	chr7	19790020	19790029	+	0.000	0.000	Merged-chr7-19790098-49
NR9551--MA0039.3.KLF4	chr11	21371005	21371015	+	0.000	0.000	Merged-chr11-21370964-119
NR55063--MA0740.1.KLF14	chr6	38810071	38810084	+	0.000	0.000	Merged-chr6-38810070-95
NR60426--MA0741.1.KLF16	chr7	45643871	45643881	-	0.000	0.000	Merged-chr7-45643762-54
NR9696--MA0599.1.KLF5	chr11	30649164	30649173	+	0.000	0.000	Merged-chr11-30649256-50
NR50424--MA0741.1.KLF16	chr5	53605581	53605591	-	0.000	0.000	Merged-chr5-53605625-25
NR62534--MA1107.1.KLF9	chr7	120727949	120727961	-	0.000	0.000	Merged-chr7-120727783-30
NR14747--MA0741.1.KLF16	chr12	81853606	81853616	-	0.000	0.000	Merged-chr12-81853682-19
NR54022--MA0599.1.KLF5	chr5	143622395	143622404	-	0.000	0.000	Merged-chr5-143622364-69
NR37437--MA0599.1.KLF5	chr2	104027812	104027821	-	0.000	0.000	Merged-chr2-104027987-88
NR48659--MA1107.1.KLF9	chr4	148060462	148060474	+	0.000	0.000	Merged-chr4-148060529-23
NR40785--MA0740.1.KLF14	chr3	36475873	36475886	+	0.000	0.000	Merged-chr3-36475795-73
NR44109--MA0742.1.Klf12	chr3	152165564	152165578	+	0.000	0.000	Merged-chr3-152165890-42
NR24584--MA0493.1.Klf1	chr15	98181300	98181310	+	0.000	0.000	Merged-chr15-98181409-51
NR34512--MA0599.1.KLF5	chr19	57360949	57360958	+	0.000	0.000	Merged-chr19-57361016-100
NR48105--MA0599.1.KLF5	chr4	137676197	137676206	+	0.000	0.000	Merged-chr4-137676231-6
NR51850--MA0741.1.KLF16	chr5	110135829	110135839	+	0.000	0.000	Merged-chr5-110135830-52
NR15877--MA0599.1.KLF5	chr12	113000811	113000820	-	0.000	0.000	Merged-chr12-113000786-94
NR70721--MA0493.1.Klf1	chr9	108201313	108201323	+	0.000	0.000	Merged-chr9-108201312-49
NR39602--MA1107.1.KLF9	chr2	166786851	166786863	-	0.000	0.000	Merged-chr2-166786664-60
NR10245--MA0741.1.KLF16	chr11	55023099	55023109	-	0.000	0.000	Merged-chr11-55023207-51
NR10516--MA0741.1.KLF16	chr11	61602944	61602954	+	0.000	0.000	Merged-chr11-61602995-47
NR16043--MA0039.3.KLF4	chr12	118424068	118424078	-	0.000	0.000	Merged-chr12-118424167-25
NR23610--MA1107.1.KLF9	chr15	77071701	77071713	-	0.000	0.000	Merged-chr15-77071598-27
NR49691--MA0741.1.KLF16	chr5	25498971	25498981	+	0.000	0.000	Merged-chr5-25499095-193
NR51871--MA0493.1.Klf1	chr5	110448584	110448594	+	0.000	0.000	Merged-chr5-110448541-117
NR25562--MA0493.1.Klf1	chr16	20930224	20930234	-	0.000	0.000	Merged-chr16-20930100-26
NR16935--MA0493.1.Klf1	chr13	51748283	51748293	+	0.000	0.000	Merged-chr13-51748371-46
NR13469--MA0599.1.KLF5	chr12	8829818	8829827	-	0.000	0.000	Merged-chr12-8829730-25
NR26340--MA0657.1.KLF13	chr16	57336952	57336969	-	0.000	0.000	Merged-chr16-57337059-55
NR46918--MA1107.1.KLF9	chr4	116168772	116168784	+	0.000	0.000	Merged-chr4-116168946-31
NR47411--MA0741.1.KLF16	chr4	128957232	128957242	-	0.000	0.000	Merged-chr4-128957353-26
NR40089--MA0599.1.KLF5	chr2	174556036	174556045	-	0.000	0.000	Merged-chr2-174555978-36
NR39812--MA0039.3.KLF4	chr2	170184667	170184677	+	0.000	0.000	Merged-chr2-170184850-70
NR60060--MA0599.1.KLF5	chr7	35333992	35334001	-	0.000	0.000	Merged-chr7-35333987-100
NR47915--MA0599.1.KLF5	chr4	134930816	134930825	+	0.000	0.000	Merged-chr4-134930928-64
NR68602--MA0741.1.KLF16	chr9	48795119	48795129	-	0.000	0.000	Merged-chr9-48795268-19
NR55088--MA0039.3.KLF4	chr6	39372751	39372761	+	0.000	0.000	Merged-chr6-39372871-18
NR32878--MA0493.1.Klf1	chr19	4113819	4113829	+	0.000	0.000	Merged-chr19-4113915-47
NR14517--MA0039.3.KLF4	chr12	72536120	72536130	-	0.000	0.000	Merged-chr12-72536304-66
NR35048--MA0741.1.KLF16	chr2	18524633	18524643	-	0.000	0.000	Merged-chr2-18524516-29
NR51978--MA1107.1.KLF9	chr5	112274134	112274146	-	0.000	0.000	Merged-chr5-112274120-60
NR43846--MA0741.1.KLF16	chr3	145937989	145937999	-	0.000	0.000	Merged-chr3-145938164-54
NR38630--MA0741.1.KLF16	chr2	142901479	142901489	+	0.000	0.000	Merged-chr2-142901369-75
NR22744--MA1107.1.KLF9	chr15	39112711	39112723	+	0.000	0.000	Merged-chr15-39112696-94
NR66717--MA0741.1.KLF16	chr8	111769473	111769483	+	0.000	0.000	Merged-chr8-111769335-16
NR70166--MA0493.1.Klf1	chr9	94219289	94219299	-	0.000	0.000	Merged-chr9-94219286-3
NR41895--MA0741.1.KLF16	chr3	94456699	94456709	+	0.000	0.000	Merged-chr3-94456653-34
NR6197--MA1107.1.KLF9	chr10	61336161	61336173	+	0.000	0.000	Merged-chr10-61336292-21
NR39047--MA1107.1.KLF9	chr2	153710685	153710697	+	0.000	0.000	Merged-chr2-153710877-23
NR63858--MA0599.1.KLF5	chr7	143724083	143724092	+	0.000	0.000	Merged-chr7-143724096-15
NR43251--MA0599.1.KLF5	chr3	130691423	130691432	+	0.000	0.000	Merged-chr3-130691489-97
NR50646--MA0039.3.KLF4	chr5	64651650	64651660	-	0.000	0.000	Merged-chr5-64651532-36
NR47592--MA0493.1.Klf1	chr4	130899883	130899893	-	0.000	0.000	Merged-chr4-130900085-53
NR54288--MA0741.1.KLF16	chr5	149246287	149246297	+	0.000	0.000	Merged-chr5-149246178-51
NR35015--MA0493.1.Klf1	chr2	17862024	17862034	+	0.000	0.000	Merged-chr2-17861880-15
NR67330--MA0740.1.KLF14	chr8	123859641	123859654	-	0.000	0.000	Merged-chr8-123859431-119
NR55470--MA0599.1.KLF5	chr6	52962623	52962632	-	0.000	0.000	Merged-chr6-52962536-54
NR68948--MA1107.1.KLF9	chr9	58253242	58253254	-	0.000	0.000	Merged-chr9-58253274-50
NR47392--MA0741.1.KLF16	chr4	128727550	128727560	+	0.000	0.000	Merged-chr4-128727871-94
NR22072--MA0039.3.KLF4	chr14	121346319	121346329	-	0.000	0.000	Merged-chr14-121346317-26
NR41058--MA0599.1.KLF5	chr3	52930042	52930051	-	0.000	0.000	Merged-chr3-52930203-64
NR9436--MA0740.1.KLF14	chr11	19920040	19920053	-	0.000	0.000	Merged-chr11-19920148-102
NR45389--MA0039.3.KLF4	chr4	47251263	47251273	+	0.000	0.000	Merged-chr4-47251279-48
NR52956--MA1107.1.KLF9	chr5	129908533	129908545	-	0.000	0.000	Merged-chr5-129908644-57
NR9020--MA0599.1.KLF5	chr10	128536411	128536420	-	0.000	0.000	Merged-chr10-128536413-59
NR24587--MA0741.1.KLF16	chr15	98181330	98181340	-	0.000	0.000	Merged-chr15-98181409-51
NR61789--MA1107.1.KLF9	chr7	101634556	101634568	-	0.000	0.000	Merged-chr7-101634721-37
NR60806--MA0741.1.KLF16	chr7	64043091	64043101	-	0.000	0.000	Merged-chr7-64043125-48
NR52741--MA1107.1.KLF9	chr5	125052282	125052294	+	0.000	0.000	Merged-chr5-125052528-23
NR19642--MA0741.1.KLF16	chr14	27262417	27262427	+	0.000	0.000	Merged-chr14-27262535-17
NR22241--MA0741.1.KLF16	chr15	5116486	5116496	+	0.000	0.000	Merged-chr15-5116701-74
NR42394--MA0599.1.KLF5	chr3	102756749	102756758	+	0.000	0.000	Merged-chr3-102756925-10
NR41039--MA1107.1.KLF9	chr3	52732159	52732171	+	0.000	0.000	Merged-chr3-52732187-17
NR35776--MA0741.1.KLF16	chr2	32876132	32876142	-	0.000	0.000	Merged-chr2-32876097-46
NR8448--MA0039.3.KLF4	chr10	118470797	118470807	-	0.000	0.000	Merged-chr10-118470709-40
NR2712--MA0742.1.Klf12	chr1	136707559	136707573	-	0.000	0.000	Merged-chr1-136707647-26
NR67331--MA0599.1.KLF5	chr8	123859644	123859653	-	0.000	0.000	Merged-chr8-123859431-119
NR65496--MA0599.1.KLF5	chr8	71709971	71709980	+	0.000	0.000	Merged-chr8-71709943-22
NR31153--MA0599.1.KLF5	chr18	33463967	33463976	-	0.000	0.000	Merged-chr18-33464031-50
NR16752--MA0599.1.KLF5	chr13	43560361	43560370	+	0.000	0.000	Merged-chr13-43560201-73
NR25537--MA0740.1.KLF14	chr16	20621511	20621524	-	0.000	0.000	Merged-chr16-20621761-89
NR58513--MA0742.1.Klf12	chr6	144644993	144645007	-	0.000	0.000	Merged-chr6-144644846-28
NR72461--MA0039.3.KLF4	chrX	106135872	106135882	+	0.000	0.000	Merged-chrX-106135909-80
NR72674--MA0741.1.KLF16	chrX	152342467	152342477	+	0.000	0.000	Merged-chrX-152342586-50
NR28946--MA0741.1.KLF16	chr17	37046869	37046879	+	0.000	0.000	Merged-chr17-37046853-1
NR54255--MA0599.1.KLF5	chr5	148489466	148489475	-	0.000	0.000	Merged-chr5-148489625-52
NR52951--MA0039.3.KLF4	chr5	129787251	129787261	-	0.000	0.000	Merged-chr5-129787253-58
NR17339--MA0039.3.KLF4	chr13	63189528	63189538	-	0.000	0.000	Merged-chr13-63189715-33
NR52961--MA0493.1.Klf1	chr5	129941868	129941878	+	0.000	0.000	Merged-chr5-129941845-102
NR17349--MA0493.1.Klf1	chr13	63189866	63189876	+	0.000	0.000	Merged-chr13-63189715-33
NR23186--MA0599.1.KLF5	chr15	63998125	63998134	-	0.000	0.000	Merged-chr15-63998072-85
NR46728--MA0740.1.KLF14	chr4	108879055	108879068	-	0.000	0.000	Merged-chr4-108879209-35
NR57917--MA0039.3.KLF4	chr6	134014645	134014655	-	0.000	0.000	Merged-chr6-134014705-25
NR57927--MA0493.1.Klf1	chr6	134067259	134067269	-	0.000	0.000	Merged-chr6-134067446-111
NR45413--MA0599.1.KLF5	chr4	48045211	48045220	+	0.000	0.000	Merged-chr4-48045107-76
NR62409--MA1107.1.KLF9	chr7	118740242	118740254	-	0.000	0.000	Merged-chr7-118740082-2
NR34922--MA0741.1.KLF16	chr2	13575063	13575073	+	0.000	0.000	Merged-chr2-13575035-10
NR46288--MA0599.1.KLF5	chr4	93334736	93334745	-	0.000	0.000	Merged-chr4-93334720-2
NR65805--MA0599.1.KLF5	chr8	83768643	83768652	-	0.000	0.000	Merged-chr8-83768833-20
NR60787--MA0741.1.KLF16	chr7	63939874	63939884	+	0.000	0.000	Merged-chr7-63939782-2
NR20118--MA0599.1.KLF5	chr14	47367002	47367011	+	0.000	0.000	Merged-chr14-47367011-11
NR9716--MA0657.1.KLF13	chr11	31808291	31808308	-	0.000	0.000	Merged-chr11-31808102-31
NR60359--MA1107.1.KLF9	chr7	45068180	45068192	-	0.000	0.000	Merged-chr7-45068056-13
NR7613--MA0740.1.KLF14	chr10	88504067	88504080	-	0.000	0.000	Merged-chr10-88503867-73
NR17393--MA1107.1.KLF9	chr13	64161706	64161718	+	0.000	0.000	Merged-chr13-64161873-63
NR63080--MA0740.1.KLF14	chr7	130812683	130812696	-	0.000	0.000	Merged-chr7-130812664-20
NR42008--MA1107.1.KLF9	chr3	95523788	95523800	+	0.000	0.000	Merged-chr3-95523820-51
NR64822--MA0493.1.Klf1	chr8	46654713	46654723	+	0.000	0.000	Merged-chr8-46654782-26
NR1528--MA0599.1.KLF5	chr1	87185105	87185114	-	0.000	0.000	Merged-chr1-87185093-29
NR12557--MA0741.1.KLF16	chr11	109331237	109331247	+	0.000	0.000	Merged-chr11-109331360-60
NR35601--MA0740.1.KLF14	chr2	30587364	30587377	-	0.000	0.000	Merged-chr2-30587397-33
NR3209--MA0741.1.KLF16	chr1	155099727	155099737	+	0.000	0.000	Merged-chr1-155099585-8
NR20879--MA0741.1.KLF16	chr14	70168080	70168090	+	0.000	0.000	Merged-chr14-70168153-25
NR68192--MA0493.1.Klf1	chr9	32815714	32815724	-	0.000	0.000	Merged-chr9-32815663-32
NR15663--MA0741.1.KLF16	chr12	109446513	109446523	-	0.000	0.000	Merged-chr12-109446341-43
NR1529--MA0741.1.KLF16	chr1	87185096	87185106	-	0.000	0.000	Merged-chr1-87185093-29
NR59930--MA0741.1.KLF16	chr7	30535246	30535256	+	0.000	0.000	Merged-chr7-30535126-64
NR36583--MA0741.1.KLF16	chr2	71786879	71786889	-	0.000	0.000	Merged-chr2-71787122-109
NR39830--MA0039.3.KLF4	chr2	170218552	170218562	+	0.000	0.000	Merged-chr2-170218506-29
NR3246--MA0493.1.Klf1	chr1	155784559	155784569	-	0.000	0.000	Merged-chr1-155784753-78
NR26972--MA0657.1.KLF13	chr16	90810569	90810586	-	0.000	0.000	Merged-chr16-90810372-70
NR69749--MA0742.1.Klf12	chr9	80081173	80081187	-	0.000	0.000	Merged-chr9-80081246-66
NR8951--MA0599.1.KLF5	chr10	127643823	127643832	+	0.000	0.000	Merged-chr10-127643888-16
NR29038--MA0741.1.KLF16	chr17	44738171	44738181	+	0.000	0.000	Merged-chr17-44738227-48
NR49984--MA0742.1.Klf12	chr5	34636794	34636808	-	0.000	0.000	Merged-chr5-34636823-94
NR54367--MA0599.1.KLF5	chr5	150118883	150118892	-	0.000	0.000	Merged-chr5-150118801-72
NR28058--MA0599.1.KLF5	chr17	24533727	24533736	+	0.000	0.000	Merged-chr17-24533671-58
NR50708--MA0741.1.KLF16	chr5	65335688	65335698	+	0.000	0.000	Merged-chr5-65335662-66
NR31932--MA0599.1.KLF5	chr18	65382267	65382276	-	0.000	0.000	Merged-chr18-65382247-1
NR48789--MA1107.1.KLF9	chr4	150248142	150248154	-	0.000	0.000	Merged-chr4-150248164-26
NR30478--MA0039.3.KLF4	chr17	84116639	84116649	-	0.000	0.000	Merged-chr17-84116630-65
NR65518--MA0742.1.Klf12	chr8	72161055	72161069	+	0.000	0.000	Merged-chr8-72161057-74
NR14728--MA0740.1.KLF14	chr12	81595181	81595194	-	0.000	0.000	Merged-chr12-81595167-52
NR17866--MA0741.1.KLF16	chr13	89740464	89740474	+	0.000	0.000	Merged-chr13-89740261-155
NR58724--MA0740.1.KLF14	chr6	148896262	148896275	+	0.000	0.000	Merged-chr6-148896090-83
NR49651--MA0493.1.Klf1	chr5	24685791	24685801	+	0.000	0.000	Merged-chr5-24685796-115
NR32519--MA0039.3.KLF4	chr18	80696409	80696419	+	0.000	0.000	Merged-chr18-80696501-25
NR3634--MA0740.1.KLF14	chr1	165322330	165322343	+	0.000	0.000	Merged-chr1-165322509-22
NR70851--MA0493.1.Klf1	chr9	110709970	110709980	+	0.000	0.000	Merged-chr9-110709973-43
NR23695--MA0740.1.KLF14	chr15	78835206	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR52974--MA1107.1.KLF9	chr5	130029310	130029322	+	0.000	0.000	Merged-chr5-130029456-53
