#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR1557--MA0002.2.RUNX1	chr11	21192047	21192057	+	0.000	0.000	Merged-chr11-21192059-23
NR7202--MA0684.1.RUNX3	chr4	95778035	95778044	+	0.000	0.000	Merged-chr4-95778146-34
NR5251--MA0684.1.RUNX3	chr19	12479475	12479484	+	0.000	0.000	Merged-chr19-12479491-16
NR9290--MA0511.2.RUNX2	chr7	75863436	75863444	-	0.000	0.000	Merged-chr7-75863636-9
NR5645--MA0002.2.RUNX1	chr2	32514517	32514527	-	0.000	0.000	Merged-chr2-32514526-37
NR401--MA0684.1.RUNX3	chr1	131200183	131200192	-	0.000	0.000	Merged-chr1-131199978-81
NR5169--MA0002.2.RUNX1	chr18	85484168	85484178	-	0.000	0.000	Merged-chr18-85484055-1
NR10491--MA0002.2.RUNX1	chr9	79919432	79919442	-	0.000	0.000	Merged-chr9-79919473-56
NR1414--MA0002.2.RUNX1	chr10	120616805	120616815	-	0.000	0.000	Merged-chr10-120616812-55
NR9462--MA0002.2.RUNX1	chr7	109458594	109458604	-	0.000	0.000	Merged-chr7-109458509-7
NR4520--MA0002.2.RUNX1	chr17	21477977	21477987	+	0.000	0.000	Merged-chr17-21477863-62
NR9528--MA0002.2.RUNX1	chr7	117433352	117433362	+	0.000	0.000	Merged-chr7-117433338-2
NR9213--MA0511.2.RUNX2	chr7	51879573	51879581	-	0.000	0.000	Merged-chr7-51879410-58
NR6452--MA0002.2.RUNX1	chr3	37738620	37738630	-	0.000	0.000	Merged-chr3-37738517-40
NR9657--MA0684.1.RUNX3	chr7	136270357	136270366	-	0.000	0.000	Merged-chr7-136270364-24
NR7434--MA0002.2.RUNX1	chr4	138222529	138222539	+	0.000	0.000	Merged-chr4-138222577-29
NR904--MA0002.2.RUNX1	chr10	17512260	17512270	+	0.000	0.000	Merged-chr10-17512175-6
NR10609--MA0684.1.RUNX3	chr9	96783897	96783906	+	0.000	0.000	Merged-chr9-96783920-38
NR4900--MA0002.2.RUNX1	chr18	14675979	14675989	-	0.000	0.000	Merged-chr18-14675814-20
NR7371--MA0511.2.RUNX2	chr4	132040469	132040477	+	0.000	0.000	Merged-chr4-132040319-80
NR6389--MA0684.1.RUNX3	chr3	9863248	9863257	-	0.000	0.000	Merged-chr3-9863342-50
NR5757--MA0511.2.RUNX2	chr2	65133924	65133932	+	0.000	0.000	Merged-chr2-65133825-19
NR7272--MA0002.2.RUNX1	chr4	107164113	107164123	+	0.000	0.000	Merged-chr4-107164239-27
NR2996--MA0002.2.RUNX1	chr13	96555284	96555294	+	0.000	0.000	Merged-chr13-96555289-36
NR9574--MA0511.2.RUNX2	chr7	125489925	125489933	+	0.000	0.000	Merged-chr7-125489902-8
NR7023--MA0511.2.RUNX2	chr4	33110238	33110246	+	0.000	0.000	Merged-chr4-33110299-20
NR8720--MA0511.2.RUNX2	chr6	122258981	122258989	+	0.000	0.000	Merged-chr6-122259137-47
NR5121--MA0684.1.RUNX3	chr18	80611207	80611216	+	0.000	0.000	Merged-chr18-80611321-12
NR4804--MA0002.2.RUNX1	chr17	83902734	83902744	+	0.000	0.000	Merged-chr17-83902741-24
NR8621--MA0002.2.RUNX1	chr6	102944644	102944654	+	0.000	0.000	Merged-chr6-102944548-1
NR7546--MA0511.2.RUNX2	chr4	155869394	155869402	-	0.000	0.000	Merged-chr4-155869503-64
NR1827--MA0684.1.RUNX3	chr11	87240397	87240406	+	0.000	0.000	Merged-chr11-87240422-3
NR3359--MA0002.2.RUNX1	chr14	65113811	65113821	+	0.000	0.000	Merged-chr14-65113927-33
NR6--MA0684.1.RUNX3	chr1	6467287	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR4785--MA0002.2.RUNX1	chr17	79299101	79299111	-	0.000	0.000	Merged-chr17-79299016-28
NR10983--MA0511.2.RUNX2	chrX	163993958	163993966	-	0.000	0.000	Merged-chrX-163994129-6
NR7447--MA0002.2.RUNX1	chr4	139287490	139287500	+	0.000	0.000	Merged-chr4-139287610-26
NR1906--MA0511.2.RUNX2	chr11	101172011	101172019	-	0.000	0.000	Merged-chr11-101172187-2
NR10490--MA0684.1.RUNX3	chr9	79810696	79810705	+	0.000	0.000	Merged-chr9-79810670-36
NR1536--MA0002.2.RUNX1	chr11	14142621	14142631	+	0.000	0.000	Merged-chr11-14142731-31
NR980--MA0684.1.RUNX3	chr10	39005776	39005785	+	0.000	0.000	Merged-chr10-39005753-18
NR632--MA0684.1.RUNX3	chr1	171778191	171778200	+	0.000	0.000	Merged-chr1-171778353-20
NR3868--MA0684.1.RUNX3	chr15	83455791	83455800	+	0.000	0.000	Merged-chr15-83455870-33
NR1046--MA0684.1.RUNX3	chr10	59608426	59608435	+	0.000	0.000	Merged-chr10-59608424-25
NR6160--MA0002.2.RUNX1	chr2	150307354	150307364	-	0.000	0.000	Merged-chr2-150307166-50
NR1169--MA0002.2.RUNX1	chr10	79919746	79919756	+	0.000	0.000	Merged-chr10-79919625-6
NR9759--MA0002.2.RUNX1	chr8	11107277	11107287	-	0.000	0.000	Merged-chr8-11107220-18
NR884--MA0684.1.RUNX3	chr10	12981128	12981137	-	0.000	0.000	Merged-chr10-12981234-40
NR7271--MA0684.1.RUNX3	chr4	107092483	107092492	+	0.000	0.000	Merged-chr4-107092472-5
NR9074--MA0002.2.RUNX1	chr7	16048258	16048268	-	0.000	0.000	Merged-chr7-16048269-71
NR7394--MA0002.2.RUNX1	chr4	134642024	134642034	-	0.000	0.000	Merged-chr4-134642170-32
NR2181--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
NR741--MA0684.1.RUNX3	chr1	184005923	184005932	-	0.000	0.000	Merged-chr1-184005889-70
NR7350--MA0511.2.RUNX2	chr4	126253864	126253872	+	0.000	0.000	Merged-chr4-126253924-28
NR5514--MA0684.1.RUNX3	chr2	3332760	3332769	-	0.000	0.000	Merged-chr2-3332756-84
NR3087--MA0684.1.RUNX3	chr13	108882120	108882129	-	0.000	0.000	Merged-chr13-108882066-39
NR10631--MA0684.1.RUNX3	chr9	102577635	102577644	-	0.000	0.000	Merged-chr9-102577518-37
NR3629--MA0684.1.RUNX3	chr15	25828625	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR450--MA0002.2.RUNX1	chr1	138750398	138750408	-	0.000	0.000	Merged-chr1-138750418-5
NR3371--MA0511.2.RUNX2	chr14	67887047	67887055	+	0.000	0.000	Merged-chr14-67887091-21
NR9454--MA0002.2.RUNX1	chr7	106551481	106551491	-	0.000	0.000	Merged-chr7-106551313-76
NR44--MA0684.1.RUNX3	chr1	36308030	36308039	-	0.000	0.000	Merged-chr1-36307925-67
NR2290--MA0002.2.RUNX1	chr12	76305071	76305081	-	0.000	0.000	Merged-chr12-76305169-2
NR10234--MA0511.2.RUNX2	chr9	11514046	11514054	-	0.000	0.000	Merged-chr9-11513974-36
NR9410--MA0511.2.RUNX2	chr7	104353376	104353384	+	0.000	0.000	Merged-chr7-104353366-64
NR1806--MA0684.1.RUNX3	chr11	83010974	83010983	-	0.000	0.000	Merged-chr11-83011014-13
NR3609--MA0002.2.RUNX1	chr15	9455443	9455453	+	0.000	0.000	Merged-chr15-9455441-21
NR1387--MA0002.2.RUNX1	chr10	118407240	118407250	-	0.000	0.000	Merged-chr10-118407091-36
NR5369--MA0511.2.RUNX2	chr19	37109990	37109998	-	0.000	0.000	Merged-chr19-37109967-3
NR1072--MA0511.2.RUNX2	chr10	60389728	60389736	-	0.000	0.000	Merged-chr10-60389736-64
NR10486--MA0511.2.RUNX2	chr9	79810696	79810704	+	0.000	0.000	Merged-chr9-79810670-36
NR1614--MA0511.2.RUNX2	chr11	46421457	46421465	-	0.000	0.000	Merged-chr11-46421538-60
NR3196--MA0684.1.RUNX3	chr14	20785459	20785468	+	0.000	0.000	Merged-chr14-20785376-56
NR3467--MA0684.1.RUNX3	chr14	78914393	78914402	-	0.000	0.000	Merged-chr14-78914359-46
NR1244--MA0002.2.RUNX1	chr10	91167021	91167031	-	0.000	0.000	Merged-chr10-91167120-36
NR6301--MA0002.2.RUNX1	chr2	169589992	169590002	+	0.000	0.000	Merged-chr2-169590088-67
NR7555--MA0684.1.RUNX3	chr5	3301087	3301096	+	0.000	0.000	Merged-chr5-3301212-57
NR9087--MA0002.2.RUNX1	chr7	19871221	19871231	-	0.000	0.000	Merged-chr7-19871294-33
NR2670--MA0002.2.RUNX1	chr13	20502835	20502845	+	0.000	0.000	Merged-chr13-20502802-9
NR7949--MA0002.2.RUNX1	chr5	103975957	103975967	+	0.000	0.000	Merged-chr5-103975926-24
NR3447--MA0002.2.RUNX1	chr14	77742008	77742018	-	0.000	0.000	Merged-chr14-77742060-11
NR877--MA0002.2.RUNX1	chr10	10307520	10307530	+	0.000	0.000	Merged-chr10-10307543-35
NR2051--MA0002.2.RUNX1	chr11	116168236	116168246	-	0.000	0.000	Merged-chr11-116168194-50
NR7059--MA0002.2.RUNX1	chr4	41664712	41664722	+	0.000	0.000	Merged-chr4-41664876-20
NR9837--MA0511.2.RUNX2	chr8	46420600	46420608	+	0.000	0.000	Merged-chr8-46420639-16
NR1025--MA0684.1.RUNX3	chr10	53374375	53374384	+	0.000	0.000	Merged-chr10-53374413-9
NR1419--MA0002.2.RUNX1	chr10	121282663	121282673	+	0.000	0.000	Merged-chr10-121282719-28
NR9467--MA0002.2.RUNX1	chr7	110270670	110270680	+	0.000	0.000	Merged-chr7-110270578-16
NR5236--MA0002.2.RUNX1	chr19	10830052	10830062	+	0.000	0.000	Merged-chr19-10829902-50
NR3228--MA0684.1.RUNX3	chr14	31532104	31532113	-	0.000	0.000	Merged-chr14-31531950-40
NR10082--MA0002.2.RUNX1	chr8	117482073	117482083	+	0.000	0.000	Merged-chr8-117482001-12
NR10148--MA0002.2.RUNX1	chr8	124317395	124317405	+	0.000	0.000	Merged-chr8-124317327-6
NR4982--MA0002.2.RUNX1	chr18	53937434	53937444	+	0.000	0.000	Merged-chr18-53937531-41
NR4777--MA0002.2.RUNX1	chr17	75558517	75558527	-	0.000	0.000	Merged-chr17-75558530-11
NR9119--MA0002.2.RUNX1	chr7	28820844	28820854	+	0.000	0.000	Merged-chr7-28820769-1
NR3685--MA0684.1.RUNX3	chr15	38535574	38535583	+	0.000	0.000	Merged-chr15-38535554-39
NR3208--MA0002.2.RUNX1	chr14	27268393	27268403	-	0.000	0.000	Merged-chr14-27268313-23
NR9576--MA0002.2.RUNX1	chr7	125489925	125489935	-	0.000	0.000	Merged-chr7-125489902-8
NR7839--MA0684.1.RUNX3	chr5	77166147	77166156	-	0.000	0.000	Merged-chr5-77166256-29
NR5017--MA0684.1.RUNX3	chr18	61571011	61571020	+	0.000	0.000	Merged-chr18-61571068-18
NR9532--MA0511.2.RUNX2	chr7	118254168	118254176	-	0.000	0.000	Merged-chr7-118254195-24
NR3066--MA0684.1.RUNX3	chr13	107101518	107101527	-	0.000	0.000	Merged-chr13-107101673-50
NR8180--MA0002.2.RUNX1	chr5	137692096	137692106	-	0.000	0.000	Merged-chr5-137692077-23
NR2910--MA0511.2.RUNX2	chr13	81690692	81690700	+	0.000	0.000	Merged-chr13-81690701-7
NR4763--MA0684.1.RUNX3	chr17	73151647	73151656	-	0.000	0.000	Merged-chr17-73151770-42
NR9228--MA0002.2.RUNX1	chr7	63984436	63984446	+	0.000	0.000	Merged-chr7-63984461-22
NR7548--MA0002.2.RUNX1	chr4	155908684	155908694	-	0.000	0.000	Merged-chr4-155908660-10
NR10591--MA0684.1.RUNX3	chr9	96024125	96024134	+	0.000	0.000	Merged-chr9-96024121-9
NR476--MA0002.2.RUNX1	chr1	144283483	144283493	-	0.000	0.000	Merged-chr1-144283563-68
NR1095--MA0002.2.RUNX1	chr10	67582048	67582058	-	0.000	0.000	Merged-chr10-67582122-21
NR9357--MA0684.1.RUNX3	chr7	96946694	96946703	+	0.000	0.000	Merged-chr7-96946684-14
NR7011--MA0684.1.RUNX3	chr4	24496516	24496525	-	0.000	0.000	Merged-chr4-24496528-78
NR4472--MA0002.2.RUNX1	chr17	7926010	7926020	+	0.000	0.000	Merged-chr17-7925954-52
NR7134--MA0002.2.RUNX1	chr4	62764130	62764140	+	0.000	0.000	Merged-chr4-62764187-28
NR876--MA0684.1.RUNX3	chr10	10224593	10224602	+	0.000	0.000	Merged-chr10-10224805-34
NR10366--MA0002.2.RUNX1	chr9	57577525	57577535	-	0.000	0.000	Merged-chr9-57577523-17
NR9214--MA0684.1.RUNX3	chr7	51879572	51879581	-	0.000	0.000	Merged-chr7-51879410-58
NR9608--MA0002.2.RUNX1	chr7	128181966	128181976	-	0.000	0.000	Merged-chr7-128181851-12
NR2173--MA0002.2.RUNX1	chr12	31997052	31997062	-	0.000	0.000	Merged-chr12-31997107-37
NR2444--MA0002.2.RUNX1	chr12	108634216	108634226	-	0.000	0.000	Merged-chr12-108634224-17
NR1369--MA0511.2.RUNX2	chr10	117640272	117640280	+	0.000	0.000	Merged-chr10-117640177-35
NR8119--MA0511.2.RUNX2	chr5	122430271	122430279	+	0.000	0.000	Merged-chr5-122430278-22
NR4647--MA0002.2.RUNX1	chr17	45619549	45619559	+	0.000	0.000	Merged-chr17-45619673-62
NR3826--MA0684.1.RUNX3	chr15	76795408	76795417	+	0.000	0.000	Merged-chr15-76795426-7
NR7167--MA0684.1.RUNX3	chr4	84118724	84118733	-	0.000	0.000	Merged-chr4-84118627-8
NR10160--MA0511.2.RUNX2	chr8	126045075	126045083	-	0.000	0.000	Merged-chr8-126045120-15
NR7709--MA0684.1.RUNX3	chr5	37067399	37067408	-	0.000	0.000	Merged-chr5-37067269-61
NR5758--MA0684.1.RUNX3	chr2	65133924	65133933	+	0.000	0.000	Merged-chr2-65133825-19
NR1478--MA0511.2.RUNX2	chr11	3387161	3387169	-	0.000	0.000	Merged-chr11-3387260-37
NR9402--MA0511.2.RUNX2	chr7	102210489	102210497	+	0.000	0.000	Merged-chr7-102210325-100
NR8321--MA0002.2.RUNX1	chr6	13871562	13871572	-	0.000	0.000	Merged-chr6-13871403-58
NR10061--MA0002.2.RUNX1	chr8	115462236	115462246	-	0.000	0.000	Merged-chr8-115462396-21
NR6370--MA0002.2.RUNX1	chr2	180438387	180438397	-	0.000	0.000	Merged-chr2-180438318-9
NR10127--MA0002.2.RUNX1	chr8	122501139	122501149	-	0.000	0.000	Merged-chr8-122501104-24
NR2682--MA0684.1.RUNX3	chr13	22041261	22041270	-	0.000	0.000	Merged-chr13-22041216-55
NR9032--MA0002.2.RUNX1	chr6	147573483	147573493	+	0.000	0.000	Merged-chr6-147573254-5
NR5344--MA0684.1.RUNX3	chr19	33223078	33223087	-	0.000	0.000	Merged-chr19-33223001-63
NR9383--MA0511.2.RUNX2	chr7	99798455	99798463	-	0.000	0.000	Merged-chr7-99798520-10
NR7418--MA0002.2.RUNX1	chr4	136266854	136266864	+	0.000	0.000	Merged-chr4-136266898-41
NR9178--MA0511.2.RUNX2	chr7	45526942	45526950	-	0.000	0.000	Merged-chr7-45527029-1
NR1113--MA0684.1.RUNX3	chr10	68241004	68241013	+	0.000	0.000	Merged-chr10-68240828-58
NR9161--MA0684.1.RUNX3	chr7	43430965	43430974	-	0.000	0.000	Merged-chr7-43430848-7
NR5152--MA0511.2.RUNX2	chr18	84073782	84073790	+	0.000	0.000	Merged-chr18-84073759-5
NR9079--MA0002.2.RUNX1	chr7	19404180	19404190	+	0.000	0.000	Merged-chr7-19404013-49
NR2933--MA0002.2.RUNX1	chr13	85505255	85505265	+	0.000	0.000	Merged-chr13-85505133-53
NR3168--MA0002.2.RUNX1	chr13	120299880	120299890	+	0.000	0.000	Merged-chr13-120300021-103
NR6816--MA0002.2.RUNX1	chr3	135886737	135886747	-	0.000	0.000	Merged-chr3-135886754-21
NR1173--MA0511.2.RUNX2	chr10	80622478	80622486	-	0.000	0.000	Merged-chr10-80622471-84
NR9287--MA0511.2.RUNX2	chr7	75796666	75796674	+	0.000	0.000	Merged-chr7-75796614-49
NR3568--MA0684.1.RUNX3	chr14	122063832	122063841	-	0.000	0.000	Merged-chr14-122063804-67
NR4821--MA0511.2.RUNX2	chr17	84855665	84855673	-	0.000	0.000	Merged-chr17-84855735-62
NR1222--MA0684.1.RUNX3	chr10	88346742	88346751	-	0.000	0.000	Merged-chr10-88346697-18
NR10488--MA0002.2.RUNX1	chr9	79810696	79810706	-	0.000	0.000	Merged-chr9-79810670-36
NR6131--MA0002.2.RUNX1	chr2	144646569	144646579	+	0.000	0.000	Merged-chr2-144646502-21
NR10759--MA0002.2.RUNX1	chr9	118751011	118751021	+	0.000	0.000	Merged-chr9-118750873-69
NR3647--MA0511.2.RUNX2	chr15	34389153	34389161	-	0.000	0.000	Merged-chr15-34389092-27
NR10888--MA0684.1.RUNX3	chrX	59508505	59508514	-	0.000	0.000	Merged-chrX-59508552-38
NR8810--MA0002.2.RUNX1	chr6	130197742	130197752	-	0.000	0.000	Merged-chr6-130197839-48
NR10017--MA0684.1.RUNX3	chr8	106803029	106803038	-	0.000	0.000	Merged-chr8-106803065-32
NR10030--MA0511.2.RUNX2	chr8	109863492	109863500	-	0.000	0.000	Merged-chr8-109863558-21
NR5357--MA0684.1.RUNX3	chr19	34500982	34500991	+	0.000	0.000	Merged-chr19-34500926-32
NR10824--MA0511.2.RUNX2	chrX	7618418	7618426	+	0.000	0.000	Merged-chrX-7618327-48
NR1205--MA0511.2.RUNX2	chr10	85411292	85411300	+	0.000	0.000	Merged-chr10-85411172-67
NR4834--MA0511.2.RUNX2	chr17	86591015	86591023	+	0.000	0.000	Merged-chr17-86591130-5
NR739--MA0002.2.RUNX1	chr1	184005826	184005836	-	0.000	0.000	Merged-chr1-184005889-70
NR530--MA0002.2.RUNX1	chr1	155146925	155146935	+	0.000	0.000	Merged-chr1-155146711-33
NR9206--MA0684.1.RUNX3	chr7	49752418	49752427	+	0.000	0.000	Merged-chr7-49752450-3
NR6667--MA0002.2.RUNX1	chr3	104466686	104466696	+	0.000	0.000	Merged-chr3-104466607-13
NR4321--MA0002.2.RUNX1	chr16	78576756	78576766	-	0.000	0.000	Merged-chr16-78576865-120
NR9058--MA0002.2.RUNX1	chr7	3444924	3444934	-	0.000	0.000	Merged-chr7-3444811-26
NR1566--MA0511.2.RUNX2	chr11	30190390	30190398	+	0.000	0.000	Merged-chr11-30190229-31
NR454--MA0684.1.RUNX3	chr1	138931077	138931086	+	0.000	0.000	Merged-chr1-138931080-29
NR5449--MA0511.2.RUNX2	chr19	55332803	55332811	-	0.000	0.000	Merged-chr19-55332814-24
NR2959--MA0002.2.RUNX1	chr13	91882276	91882286	-	0.000	0.000	Merged-chr13-91882258-26
NR6653--MA0684.1.RUNX3	chr3	101800520	101800529	+	0.000	0.000	Merged-chr3-101800601-48
NR2644--MA0511.2.RUNX2	chr13	17629568	17629576	-	0.000	0.000	Merged-chr13-17629505-7
NR6981--MA0002.2.RUNX1	chr4	8720982	8720992	-	0.000	0.000	Merged-chr4-8721052-67
NR5035--MA0511.2.RUNX2	chr18	65691625	65691633	+	0.000	0.000	Merged-chr18-65691617-34
NR3355--MA0511.2.RUNX2	chr14	65085943	65085951	+	0.000	0.000	Merged-chr14-65085907-26
NR2422--MA0684.1.RUNX3	chr12	105013232	105013241	+	0.000	0.000	Merged-chr12-105013301-48
NR1199--MA0511.2.RUNX2	chr10	84585138	84585146	+	0.000	0.000	Merged-chr10-84585074-38
NR9024--MA0002.2.RUNX1	chr6	146776790	146776800	+	0.000	0.000	Merged-chr6-146776808-33
NR1056--MA0511.2.RUNX2	chr10	60162576	60162584	-	0.000	0.000	Merged-chr10-60162645-38
NR3656--MA0684.1.RUNX3	chr15	36214894	36214903	-	0.000	0.000	Merged-chr15-36214970-54
NR8294--MA0002.2.RUNX1	chr6	3620706	3620716	+	0.000	0.000	Merged-chr6-3620670-56
NR1105--MA0684.1.RUNX3	chr10	67891369	67891378	+	0.000	0.000	Merged-chr10-67891340-18
NR88--MA0511.2.RUNX2	chr1	43127911	43127919	-	0.000	0.000	Merged-chr1-43127994-2
NR9424--MA0684.1.RUNX3	chr7	105554416	105554425	+	0.000	0.000	Merged-chr7-105554530-56
NR4063--MA0002.2.RUNX1	chr16	18915641	18915651	+	0.000	0.000	Merged-chr16-18915632-5
NR5588--MA0684.1.RUNX3	chr2	18962704	18962713	-	0.000	0.000	Merged-chr2-18962712-7
NR2654--MA0002.2.RUNX1	chr13	19518143	19518153	-	0.000	0.000	Merged-chr13-19518295-27
NR7281--MA0511.2.RUNX2	chr4	108832959	108832967	+	0.000	0.000	Merged-chr4-108833099-2
NR400--MA0002.2.RUNX1	chr1	131200182	131200192	+	0.000	0.000	Merged-chr1-131199978-81
NR10228--MA0002.2.RUNX1	chr9	7790861	7790871	+	0.000	0.000	Merged-chr9-7790841-6
NR7248--MA0002.2.RUNX1	chr4	102499091	102499101	+	0.000	0.000	Merged-chr4-102499116-10
NR9755--MA0511.2.RUNX2	chr8	10481081	10481089	+	0.000	0.000	Merged-chr8-10480951-33
NR176--MA0002.2.RUNX1	chr1	66896355	66896365	+	0.000	0.000	Merged-chr1-66896467-67
NR7377--MA0684.1.RUNX3	chr4	133584286	133584295	-	0.000	0.000	Merged-chr4-133584347-54
NR3639--MA0511.2.RUNX2	chr15	31166832	31166840	-	0.000	0.000	Merged-chr15-31166801-87
NR2829--MA0002.2.RUNX1	chr13	53065311	53065321	-	0.000	0.000	Merged-chr13-53065510-28
NR3269--MA0002.2.RUNX1	chr14	50870659	50870669	-	0.000	0.000	Merged-chr14-50870513-68
NR699--MA0002.2.RUNX1	chr1	180296298	180296308	+	0.000	0.000	Merged-chr1-180296318-42
NR6851--MA0002.2.RUNX1	chr3	142674813	142674823	+	0.000	0.000	Merged-chr3-142674758-15
NR10608--MA0002.2.RUNX1	chr9	96783897	96783907	-	0.000	0.000	Merged-chr9-96783920-38
NR1069--MA0511.2.RUNX2	chr10	60346224	60346232	+	0.000	0.000	Merged-chr10-60346273-6
NR2415--MA0002.2.RUNX1	chr12	102621270	102621280	+	0.000	0.000	Merged-chr12-102621419-11
NR4922--MA0511.2.RUNX2	chr18	36701978	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR704--MA0684.1.RUNX3	chr1	180432049	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR285--MA0002.2.RUNX1	chr1	92371736	92371746	-	0.000	0.000	Merged-chr1-92371802-28
NR4618--MA0002.2.RUNX1	chr17	35508085	35508095	+	0.000	0.000	Merged-chr17-35508038-19
NR890--MA0684.1.RUNX3	chr10	13553016	13553025	+	0.000	0.000	Merged-chr10-13553137-58
NR2667--MA0002.2.RUNX1	chr13	20502779	20502789	+	0.000	0.000	Merged-chr13-20502802-9
NR8164--MA0002.2.RUNX1	chr5	134237016	134237026	-	0.000	0.000	Merged-chr5-134237023-52
NR413--MA0002.2.RUNX1	chr1	132356019	132356029	+	0.000	0.000	Merged-chr1-132355998-23
NR2623--MA0511.2.RUNX2	chr13	12507639	12507647	+	0.000	0.000	Merged-chr13-12507577-43
NR6484--MA0002.2.RUNX1	chr3	51554248	51554258	+	0.000	0.000	Merged-chr3-51554312-36
NR2253--MA0002.2.RUNX1	chr12	70219231	70219241	-	0.000	0.000	Merged-chr12-70219283-39
NR542--MA0684.1.RUNX3	chr1	157438095	157438104	+	0.000	0.000	Merged-chr1-157438110-2
NR7151--MA0511.2.RUNX2	chr4	70410407	70410415	+	0.000	0.000	Merged-chr4-70410445-57
NR6070--MA0002.2.RUNX1	chr2	130291707	130291717	-	0.000	0.000	Merged-chr2-130291664-33
NR8958--MA0002.2.RUNX1	chr6	145105217	145105227	+	0.000	0.000	Merged-chr6-145105130-3
NR6407--MA0002.2.RUNX1	chr3	21911279	21911289	+	0.000	0.000	Merged-chr3-21911228-38
NR2110--MA0002.2.RUNX1	chr12	8208225	8208235	+	0.000	0.000	Merged-chr12-8208226-52
NR9625--MA0511.2.RUNX2	chr7	132226872	132226880	+	0.000	0.000	Merged-chr7-132226896-31
NR2732--MA0511.2.RUNX2	chr13	32982810	32982818	-	0.000	0.000	Merged-chr13-32982935-23
NR4585--MA0684.1.RUNX3	chr17	31207401	31207410	-	0.000	0.000	Merged-chr17-31207385-5
NR2362--MA0002.2.RUNX1	chr12	92823631	92823641	-	0.000	0.000	Merged-chr12-92823421-39
NR5567--MA0684.1.RUNX3	chr2	12423840	12423849	-	0.000	0.000	Merged-chr2-12423867-9
NR1188--MA0002.2.RUNX1	chr10	82697578	82697588	-	0.000	0.000	Merged-chr10-82697496-47
NR10207--MA0002.2.RUNX1	chr8	128624518	128624528	+	0.000	0.000	Merged-chr8-128624457-14
NR10492--MA0511.2.RUNX2	chr9	80070226	80070234	-	0.000	0.000	Merged-chr9-80070269-16
NR4565--MA0002.2.RUNX1	chr17	28366329	28366339	-	0.000	0.000	Merged-chr17-28366309-12
NR9529--MA0511.2.RUNX2	chr7	117433803	117433811	+	0.000	0.000	Merged-chr7-117433722-72
NR10336--MA0684.1.RUNX3	chr9	44113583	44113592	-	0.000	0.000	Merged-chr9-44113548-48
NR1859--MA0684.1.RUNX3	chr11	90675672	90675681	+	0.000	0.000	Merged-chr11-90675808-18
NR6497--MA0002.2.RUNX1	chr3	55422610	55422620	+	0.000	0.000	Merged-chr3-55422516-4
NR8510--MA0002.2.RUNX1	chr6	83066176	83066186	-	0.000	0.000	Merged-chr6-83066192-22
NR7435--MA0511.2.RUNX2	chr4	138257515	138257523	+	0.000	0.000	Merged-chr4-138257384-22
NR8305--MA0002.2.RUNX1	chr6	8495619	8495629	+	0.000	0.000	Merged-chr6-8495644-33
NR9288--MA0684.1.RUNX3	chr7	75796666	75796675	+	0.000	0.000	Merged-chr7-75796614-49
NR4822--MA0684.1.RUNX3	chr17	84855664	84855673	-	0.000	0.000	Merged-chr17-84855735-62
NR6625--MA0002.2.RUNX1	chr3	93562573	93562583	-	0.000	0.000	Merged-chr3-93562558-40
NR4945--MA0002.2.RUNX1	chr18	39282250	39282260	-	0.000	0.000	Merged-chr18-39282313-47
NR10667--MA0511.2.RUNX2	chr9	110781494	110781502	+	0.000	0.000	Merged-chr9-110781486-47
NR5057--MA0684.1.RUNX3	chr18	69196343	69196352	-	0.000	0.000	Merged-chr18-69196479-70
NR806--MA0002.2.RUNX1	chr1	191780421	191780431	-	0.000	0.000	Merged-chr1-191780513-20
NR6211--MA0002.2.RUNX1	chr2	156877905	156877915	+	0.000	0.000	Merged-chr2-156878033-50
NR2331--MA0511.2.RUNX2	chr12	85127124	85127132	+	0.000	0.000	Merged-chr12-85127239-15
NR787--MA0002.2.RUNX1	chr1	190928333	190928343	-	0.000	0.000	Merged-chr1-190928263-1
NR4455--MA0684.1.RUNX3	chr17	5804540	5804549	-	0.000	0.000	Merged-chr17-5804562-52
NR472--MA0511.2.RUNX2	chr1	144276047	144276055	-	0.000	0.000	Merged-chr1-144275874-18
NR4849--MA0002.2.RUNX1	chr17	88599143	88599153	+	0.000	0.000	Merged-chr17-88599180-35
NR5289--MA0002.2.RUNX1	chr19	21104864	21104874	+	0.000	0.000	Merged-chr19-21104768-51
NR8814--MA0684.1.RUNX3	chr6	130237896	130237905	+	0.000	0.000	Merged-chr6-130237898-58
NR1206--MA0684.1.RUNX3	chr10	85411292	85411301	+	0.000	0.000	Merged-chr10-85411172-67
