#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR8208--MA0089.1.MAFG::NFE2L1	chr3	143304288	143304293	+	0.000	0.000	Merged-chr3-143304285-1
NR2901--MA0591.1.Bach1::Mafk	chr12	98268583	98268597	-	0.000	0.000	Merged-chr12-98268789-38
NR12073--MA0089.1.MAFG::NFE2L1	chr8	124843028	124843033	-	0.000	0.000	Merged-chr8-124843002-14
NR2381--MA0089.1.MAFG::NFE2L1	chr11	106493418	106493423	-	0.000	0.000	Merged-chr11-106493297-20
NR203--MA0089.1.MAFG::NFE2L1	chr1	64305747	64305752	-	0.000	0.000	Merged-chr1-64305701-25
NR2515--MA0591.1.Bach1::Mafk	chr11	116949977	116949991	-	0.000	0.000	Merged-chr11-116950052-23
NR6896--MA0117.2.Mafb	chr2	91182132	91182143	+	0.000	0.000	Merged-chr2-91182163-6
NR963--MA0591.1.Bach1::Mafk	chr1	185191177	185191191	-	0.000	0.000	Merged-chr1-185191202-1
NR6236--MA0089.1.MAFG::NFE2L1	chr19	29391488	29391493	+	0.000	0.000	Merged-chr19-29391437-12
NR9311--MA0089.1.MAFG::NFE2L1	chr5	65938175	65938180	-	0.000	0.000	Merged-chr5-65938272-22
NR12192--MA0501.1.MAF::NFE2	chr9	15530005	15530019	-	0.000	0.000	Merged-chr9-15530031-64
NR9239--MA0117.2.Mafb	chr5	37051269	37051280	+	0.000	0.000	Merged-chr5-37051336-115
NR10958--MA0501.1.MAF::NFE2	chr7	45771276	45771290	+	0.000	0.000	Merged-chr7-45771241-24
NR12375--MA0089.1.MAFG::NFE2L1	chr9	62510771	62510776	+	0.000	0.000	Merged-chr9-62510656-38
NR9700--MA0117.2.Mafb	chr5	120831390	120831401	+	0.000	0.000	Merged-chr5-120831228-43
NR8961--MA0089.1.MAFG::NFE2L1	chr4	144998427	144998432	-	0.000	0.000	Merged-chr4-144998591-35
NR1453--MA0591.1.Bach1::Mafk	chr10	81407753	81407767	+	0.000	0.000	Merged-chr10-81407786-38
NR11093--MA0501.1.MAF::NFE2	chr7	78913957	78913971	-	0.000	0.000	Merged-chr7-78913918-52
NR6267--MA0501.1.MAF::NFE2	chr19	34582987	34583001	+	0.000	0.000	Merged-chr19-34583205-74
NR9909--MA0495.2.MAFF	chr6	4086717	4086737	-	0.000	0.000	Merged-chr6-4086905-51
NR9362--MA0496.2.MAFK	chr5	74456859	74456877	+	0.000	0.000	Merged-chr5-74456993-19
NR3624--MA0089.1.MAFG::NFE2L1	chr13	98832868	98832873	-	0.000	0.000	Merged-chr13-98832743-37
NR8450--MA0501.1.MAF::NFE2	chr4	24569373	24569387	-	0.000	0.000	Merged-chr4-24569297-30
NR3133--MA0089.1.MAFG::NFE2L1	chr12	116269745	116269750	-	0.000	0.000	Merged-chr12-116269685-29
NR7758--MA0659.1.MAFG	chr3	86196763	86196783	-	0.000	0.000	Merged-chr3-86196613-32
NR9042--MA0117.2.Mafb	chr4	149774032	149774043	+	0.000	0.000	Merged-chr4-149774164-56
NR1568--MA0659.1.MAFG	chr10	93069517	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR7742--MA0496.2.MAFK	chr3	78958962	78958980	+	0.000	0.000	Merged-chr3-78959037-23
NR8861--MA0117.2.Mafb	chr4	132389426	132389437	+	0.000	0.000	Merged-chr4-132389358-16
NR3926--MA0089.1.MAFG::NFE2L1	chr14	20661502	20661507	-	0.000	0.000	Merged-chr14-20661256-53
NR2506--MA0089.1.MAFG::NFE2L1	chr11	116012676	116012681	+	0.000	0.000	Merged-chr11-116012659-52
NR5899--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR6317--MA0501.1.MAF::NFE2	chr19	46478915	46478929	-	0.000	0.000	Merged-chr19-46479050-50
NR2015--MA0089.1.MAFG::NFE2L1	chr11	50134602	50134607	+	0.000	0.000	Merged-chr11-50134469-13
NR6453--MA0117.2.Mafb	chr2	6459463	6459474	+	0.000	0.000	Merged-chr2-6459429-8
NR2553--MA0495.2.MAFF	chr11	121039351	121039371	+	0.000	0.000	Merged-chr11-121039238-62
NR10991--MA0591.1.Bach1::Mafk	chr7	51756411	51756425	-	0.000	0.000	Merged-chr7-51756471-16
NR9539--MA0089.1.MAFG::NFE2L1	chr5	100466778	100466783	+	0.000	0.000	Merged-chr5-100466890-43
NR437--MA0495.2.MAFF	chr1	120245346	120245366	-	0.000	0.000	Merged-chr1-120245236-2
NR2658--MA0659.1.MAFG	chr12	31997008	31997028	+	0.000	0.000	Merged-chr12-31997107-37
NR1867--MA0089.1.MAFG::NFE2L1	chr11	3142791	3142796	+	0.000	0.000	Merged-chr11-3142857-101
NR8194--MA0089.1.MAFG::NFE2L1	chr3	142490454	142490459	-	0.000	0.000	Merged-chr3-142490676-34
NR7256--MA0591.1.Bach1::Mafk	chr2	145905464	145905478	+	0.000	0.000	Merged-chr2-145905286-60
NR9990--MA0089.1.MAFG::NFE2L1	chr6	25809222	25809227	-	0.000	0.000	Merged-chr6-25809205-59
NR7150--MA0089.1.MAFG::NFE2L1	chr2	130563776	130563781	-	0.000	0.000	Merged-chr2-130563703-55
NR8839--MA0501.1.MAF::NFE2	chr4	126677673	126677687	-	0.000	0.000	Merged-chr4-126677717-65
NR4894--MA0501.1.MAF::NFE2	chr16	30024847	30024861	-	0.000	0.000	Merged-chr16-30024852-47
NR7836--MA0501.1.MAF::NFE2	chr3	95942956	95942970	+	0.000	0.000	Merged-chr3-95942857-2
NR11683--MA0117.2.Mafb	chr8	33931697	33931708	+	0.000	0.000	Merged-chr8-33931697-13
NR3131--MA0591.1.Bach1::Mafk	chr12	116269657	116269671	-	0.000	0.000	Merged-chr12-116269685-29
NR439--MA0659.1.MAFG	chr1	120245346	120245366	+	0.000	0.000	Merged-chr1-120245236-2
NR2096--MA0496.2.MAFK	chr11	60935554	60935572	-	0.000	0.000	Merged-chr11-60935533-50
NR11724--MA0501.1.MAF::NFE2	chr8	57660444	57660458	-	0.000	0.000	Merged-chr8-57660259-14
NR4868--MA0089.1.MAFG::NFE2L1	chr16	20733145	20733150	-	0.000	0.000	Merged-chr16-20733012-3
NR10383--MA0659.1.MAFG	chr6	113047264	113047284	-	0.000	0.000	Merged-chr6-113047446-32
NR4377--MA0089.1.MAFG::NFE2L1	chr15	10600106	10600111	+	0.000	0.000	Merged-chr15-10599937-7
NR1174--MA0089.1.MAFG::NFE2L1	chr10	13967562	13967567	+	0.000	0.000	Merged-chr10-13967586-131
NR11361--MA0659.1.MAFG	chr7	117449844	117449864	+	0.000	0.000	Merged-chr7-117449738-12
NR1758--MA0501.1.MAF::NFE2	chr10	121316217	121316231	-	0.000	0.000	Merged-chr10-121316401-59
NR9318--MA0591.1.Bach1::Mafk	chr5	66137399	66137413	+	0.000	0.000	Merged-chr5-66137441-17
NR5809--MA0089.1.MAFG::NFE2L1	chr18	35848621	35848626	+	0.000	0.000	Merged-chr18-35848691-1
NR7649--MA0495.2.MAFF	chr3	36863826	36863846	-	0.000	0.000	Merged-chr3-36864011-2
NR4043--MA0496.2.MAFK	chr14	59087336	59087354	+	0.000	0.000	Merged-chr14-59087274-14
NR9322--MA0089.1.MAFG::NFE2L1	chr5	67306954	67306959	+	0.000	0.000	Merged-chr5-67307077-62
NR11560--MA0496.2.MAFK	chr7	141072585	141072603	-	0.000	0.000	Merged-chr7-141072410-71
NR5405--MA0089.1.MAFG::NFE2L1	chr17	29494346	29494351	-	0.000	0.000	Merged-chr17-29494430-50
NR3627--MA0117.2.Mafb	chr13	99395132	99395143	-	0.000	0.000	Merged-chr13-99395160-4
NR9047--MA0117.2.Mafb	chr4	150217133	150217144	+	0.000	0.000	Merged-chr4-150217269-5
NR12312--MA0117.2.Mafb	chr9	50836359	50836370	-	0.000	0.000	Merged-chr9-50836533-61
NR5771--MA0501.1.MAF::NFE2	chr18	23754635	23754649	+	0.000	0.000	Merged-chr18-23754514-42
NR10262--MA0117.2.Mafb	chr6	90746481	90746492	+	0.000	0.000	Merged-chr6-90746372-25
NR3298--MA0496.2.MAFK	chr13	24515260	24515278	-	0.000	0.000	Merged-chr13-24515324-15
NR6460--MA0496.2.MAFK	chr2	8628708	8628726	+	0.000	0.000	Merged-chr2-8628681-1
NR4651--MA0089.1.MAFG::NFE2L1	chr15	80619974	80619979	+	0.000	0.000	Merged-chr15-80619928-23
NR4413--MA0501.1.MAF::NFE2	chr15	31240097	31240111	+	0.000	0.000	Merged-chr15-31239940-27
NR12283--MA0591.1.Bach1::Mafk	chr9	41153244	41153258	+	0.000	0.000	Merged-chr9-41153398-36
NR8087--MA0117.2.Mafb	chr3	130803898	130803909	-	0.000	0.000	Merged-chr3-130803996-20
NR10917--MA0089.1.MAFG::NFE2L1	chr7	30353511	30353516	+	0.000	0.000	Merged-chr7-30353555-8
NR10162--MA0495.2.MAFF	chr6	67014762	67014782	+	0.000	0.000	Merged-chr6-67014748-19
NR2369--MA0591.1.Bach1::Mafk	chr11	104425174	104425188	-	0.000	0.000	Merged-chr11-104425230-45
NR3947--MA0591.1.Bach1::Mafk	chr14	27351647	27351661	+	0.000	0.000	Merged-chr14-27351647-44
NR11692--MA0591.1.Bach1::Mafk	chr8	34543008	34543022	+	0.000	0.000	Merged-chr8-34542916-15
NR10992--MA0089.1.MAFG::NFE2L1	chr7	51917018	51917023	-	0.000	0.000	Merged-chr7-51916961-18
NR12682--MA0495.2.MAFF	chr9	107629890	107629910	-	0.000	0.000	Merged-chr9-107629977-18
NR3648--MA0089.1.MAFG::NFE2L1	chr13	101707386	101707391	+	0.000	0.000	Merged-chr13-101707362-90
NR2228--MA0089.1.MAFG::NFE2L1	chr11	83060609	83060614	+	0.000	0.000	Merged-chr11-83060592-20
NR10513--MA0089.1.MAFG::NFE2L1	chr6	127575435	127575440	-	0.000	0.000	Merged-chr6-127575169-36
NR4070--MA0496.2.MAFK	chr14	64434221	64434239	+	0.000	0.000	Merged-chr14-64434245-45
NR9853--MA0117.2.Mafb	chr5	146912515	146912526	-	0.000	0.000	Merged-chr5-146912476-8
NR1374--MA0089.1.MAFG::NFE2L1	chr10	66864650	66864655	-	0.000	0.000	Merged-chr10-66864707-69
NR2113--MA0089.1.MAFG::NFE2L1	chr11	62879581	62879586	-	0.000	0.000	Merged-chr11-62879529-68
NR6255--MA0495.2.MAFF	chr19	33392001	33392021	-	0.000	0.000	Merged-chr19-33392002-67
NR5410--MA0591.1.Bach1::Mafk	chr17	31176458	31176472	+	0.000	0.000	Merged-chr17-31176516-21
NR1589--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR2200--MA0089.1.MAFG::NFE2L1	chr11	77766683	77766688	-	0.000	0.000	Merged-chr11-77766597-12
NR8795--MA0591.1.Bach1::Mafk	chr4	121231531	121231545	+	0.000	0.000	Merged-chr4-121231330-50
NR11585--MA0591.1.Bach1::Mafk	chr7	143666886	143666900	+	0.000	0.000	Merged-chr7-143666979-29
NR9385--MA0501.1.MAF::NFE2	chr5	77092699	77092713	-	0.000	0.000	Merged-chr5-77092743-13
NR3459--MA0089.1.MAFG::NFE2L1	chr13	63541683	63541688	+	0.000	0.000	Merged-chr13-63541673-31
NR12342--MA0495.2.MAFF	chr9	58542042	58542062	-	0.000	0.000	Merged-chr9-58542052-13
NR2927--MA0591.1.Bach1::Mafk	chr12	100903899	100903913	-	0.000	0.000	Merged-chr12-100903895-50
NR9195--MA0117.2.Mafb	chr5	24629960	24629971	-	0.000	0.000	Merged-chr5-24629894-16
NR2981--MA0089.1.MAFG::NFE2L1	chr12	107129187	107129192	+	0.000	0.000	Merged-chr12-107129420-39
NR12309--MA0089.1.MAFG::NFE2L1	chr9	46025402	46025407	-	0.000	0.000	Merged-chr9-46025474-7
NR6184--MA0501.1.MAF::NFE2	chr19	14668747	14668761	+	0.000	0.000	Merged-chr19-14668781-26
NR7665--MA0089.1.MAFG::NFE2L1	chr3	51906040	51906045	+	0.000	0.000	Merged-chr3-51906016-20
NR3205--MA0495.2.MAFF	chr13	9082703	9082723	-	0.000	0.000	Merged-chr13-9082570-19
NR8864--MA0496.2.MAFK	chr4	133092735	133092753	+	0.000	0.000	Merged-chr4-133092605-29
NR5055--MA0117.2.Mafb	chr16	59007388	59007399	-	0.000	0.000	Merged-chr16-59007299-38
NR12454--MA0495.2.MAFF	chr9	78593280	78593300	+	0.000	0.000	Merged-chr9-78593326-11
NR9650--MA0495.2.MAFF	chr5	115312987	115313007	-	0.000	0.000	Merged-chr5-115313005-7
NR9088--MA0659.1.MAFG	chr5	3358936	3358956	-	0.000	0.000	Merged-chr5-3358967-15
NR13014--MA0501.1.MAF::NFE2	chrX	140541875	140541889	-	0.000	0.000	Merged-chrX-140542025-21
NR108--MA0591.1.Bach1::Mafk	chr1	43168784	43168798	+	0.000	0.000	Merged-chr1-43168933-57
NR10914--MA0496.2.MAFK	chr7	30000837	30000855	-	0.000	0.000	Merged-chr7-30000834-5
NR12471--MA0089.1.MAFG::NFE2L1	chr9	79970812	79970817	+	0.000	0.000	Merged-chr9-79970896-33
NR7076--MA0501.1.MAF::NFE2	chr2	119251075	119251089	-	0.000	0.000	Merged-chr2-119251076-33
NR11266--MA0089.1.MAFG::NFE2L1	chr7	105752211	105752216	-	0.000	0.000	Merged-chr7-105752191-52
NR3357--MA0089.1.MAFG::NFE2L1	chr13	42051673	42051678	+	0.000	0.000	Merged-chr13-42051680-16
NR1388--MA0495.2.MAFF	chr10	68240707	68240727	+	0.000	0.000	Merged-chr10-68240828-58
NR2072--MA0591.1.Bach1::Mafk	chr11	59450395	59450409	-	0.000	0.000	Merged-chr11-59450244-79
NR7410--MA0591.1.Bach1::Mafk	chr2	164924666	164924680	-	0.000	0.000	Merged-chr2-164924683-26
NR325--MA0089.1.MAFG::NFE2L1	chr1	88267989	88267994	-	0.000	0.000	Merged-chr1-88267879-42
NR7929--MA0501.1.MAF::NFE2	chr3	107274069	107274083	+	0.000	0.000	Merged-chr3-107274021-28
NR6391--MA0591.1.Bach1::Mafk	chr19	57329139	57329153	+	0.000	0.000	Merged-chr19-57329037-3
NR7235--MA0117.2.Mafb	chr2	144174085	144174096	-	0.000	0.000	Merged-chr2-144174021-12
NR8444--MA0495.2.MAFF	chr4	24569373	24569393	+	0.000	0.000	Merged-chr4-24569297-30
NR2590--MA0089.1.MAFG::NFE2L1	chr12	8854585	8854590	-	0.000	0.000	Merged-chr12-8854460-15
NR4499--MA0591.1.Bach1::Mafk	chr15	55838810	55838824	-	0.000	0.000	Merged-chr15-55838772-33
NR9057--MA0089.1.MAFG::NFE2L1	chr4	151996271	151996276	-	0.000	0.000	Merged-chr4-151996356-68
NR1477--MA0496.2.MAFK	chr10	83094422	83094440	+	0.000	0.000	Merged-chr10-83094341-29
NR7778--MA0089.1.MAFG::NFE2L1	chr3	88337499	88337504	-	0.000	0.000	Merged-chr3-88337526-21
NR7753--MA0501.1.MAF::NFE2	chr3	85023090	85023104	+	0.000	0.000	Merged-chr3-85023059-16
NR2239--MA0089.1.MAFG::NFE2L1	chr11	83640473	83640478	-	0.000	0.000	Merged-chr11-83640282-44
NR9079--MA0117.2.Mafb	chr5	3193799	3193810	-	0.000	0.000	Merged-chr5-3193757-27
NR2111--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR412--MA0501.1.MAF::NFE2	chr1	107590012	107590026	-	0.000	0.000	Merged-chr1-107590197-16
NR7668--MA0591.1.Bach1::Mafk	chr3	52470149	52470163	-	0.000	0.000	Merged-chr3-52470194-16
NR8757--MA0496.2.MAFK	chr4	116806480	116806498	+	0.000	0.000	Merged-chr4-116806659-9
NR11272--MA0117.2.Mafb	chr7	106550899	106550910	+	0.000	0.000	Merged-chr7-106550785-1
NR5615--MA0117.2.Mafb	chr17	83666804	83666815	-	0.000	0.000	Merged-chr17-83666792-23
NR6730--MA0495.2.MAFF	chr2	53668848	53668868	-	0.000	0.000	Merged-chr2-53668715-25
NR2952--MA0591.1.Bach1::Mafk	chr12	102588575	102588589	+	0.000	0.000	Merged-chr12-102588735-27
NR5134--MA0591.1.Bach1::Mafk	chr16	84496931	84496945	-	0.000	0.000	Merged-chr16-84496971-26
NR8881--MA0089.1.MAFG::NFE2L1	chr4	134128831	134128836	+	0.000	0.000	Merged-chr4-134128895-71
NR9097--MA0117.2.Mafb	chr5	3512712	3512723	-	0.000	0.000	Merged-chr5-3512789-22
NR4762--MA0089.1.MAFG::NFE2L1	chr15	97504675	97504680	+	0.000	0.000	Merged-chr15-97504522-7
NR205--MA0501.1.MAF::NFE2	chr1	64305744	64305758	-	0.000	0.000	Merged-chr1-64305701-25
NR11364--MA0496.2.MAFK	chr7	117449845	117449863	+	0.000	0.000	Merged-chr7-117449738-12
NR109--MA0501.1.MAF::NFE2	chr1	43168787	43168801	+	0.000	0.000	Merged-chr1-43168933-57
NR9331--MA0089.1.MAFG::NFE2L1	chr5	67437667	67437672	+	0.000	0.000	Merged-chr5-67437495-24
NR6608--MA0501.1.MAF::NFE2	chr2	34198840	34198854	+	0.000	0.000	Merged-chr2-34198771-20
NR12689--MA0117.2.Mafb	chr9	107976309	107976320	+	0.000	0.000	Merged-chr9-107976246-1
NR11607--MA0591.1.Bach1::Mafk	chr8	10481067	10481081	+	0.000	0.000	Merged-chr8-10480951-33
NR6817--MA0117.2.Mafb	chr2	71274641	71274652	-	0.000	0.000	Merged-chr2-71274822-52
NR4072--MA0591.1.Bach1::Mafk	chr14	64440770	64440784	-	0.000	0.000	Merged-chr14-64440768-77
NR3246--MA0501.1.MAF::NFE2	chr13	20111414	20111428	-	0.000	0.000	Merged-chr13-20111586-25
NR1989--MA0089.1.MAFG::NFE2L1	chr11	44544221	44544226	-	0.000	0.000	Merged-chr11-44544227-34
NR4822--MA0591.1.Bach1::Mafk	chr16	4726350	4726364	+	0.000	0.000	Merged-chr16-4726559-61
NR1401--MA0501.1.MAF::NFE2	chr10	69542865	69542879	+	0.000	0.000	Merged-chr10-69542895-13
NR72--MA0089.1.MAFG::NFE2L1	chr1	36797660	36797665	-	0.000	0.000	Merged-chr1-36797700-29
NR6558--MA0089.1.MAFG::NFE2L1	chr2	25356371	25356376	+	0.000	0.000	Merged-chr2-25356445-26
NR8262--MA0501.1.MAF::NFE2	chr3	146173169	146173183	+	0.000	0.000	Merged-chr3-146173193-9
NR5642--MA0117.2.Mafb	chr17	86329771	86329782	-	0.000	0.000	Merged-chr17-86329621-27
NR3760--MA0591.1.Bach1::Mafk	chr13	111265745	111265759	+	0.000	0.000	Merged-chr13-111265821-37
NR10834--MA0496.2.MAFK	chr7	19086153	19086171	+	0.000	0.000	Merged-chr7-19086207-16
NR11855--MA0089.1.MAFG::NFE2L1	chr8	84257256	84257261	-	0.000	0.000	Merged-chr8-84257332-3
NR3946--MA0089.1.MAFG::NFE2L1	chr14	27351659	27351664	+	0.000	0.000	Merged-chr14-27351647-44
NR2902--MA0089.1.MAFG::NFE2L1	chr12	98444990	98444995	-	0.000	0.000	Merged-chr12-98445028-18
NR4371--MA0089.1.MAFG::NFE2L1	chr15	8451268	8451273	+	0.000	0.000	Merged-chr15-8451277-34
NR6614--MA0495.2.MAFF	chr2	34982231	34982251	-	0.000	0.000	Merged-chr2-34982434-20
NR9324--MA0495.2.MAFF	chr5	67404581	67404601	+	0.000	0.000	Merged-chr5-67404737-28
NR3355--MA0117.2.Mafb	chr13	41634536	41634547	+	0.000	0.000	Merged-chr13-41634696-29
NR12054--MA0501.1.MAF::NFE2	chr8	123332659	123332673	+	0.000	0.000	Merged-chr8-123332759-49
NR4952--MA0591.1.Bach1::Mafk	chr16	43694254	43694268	-	0.000	0.000	Merged-chr16-43694224-15
NR12495--MA0089.1.MAFG::NFE2L1	chr9	82787439	82787444	-	0.000	0.000	Merged-chr9-82787525-14
NR4586--MA0089.1.MAFG::NFE2L1	chr15	67158914	67158919	+	0.000	0.000	Merged-chr15-67158847-15
NR8400--MA0089.1.MAFG::NFE2L1	chr4	7112369	7112374	+	0.000	0.000	Merged-chr4-7112485-9
NR6241--MA0089.1.MAFG::NFE2L1	chr19	30125327	30125332	-	0.000	0.000	Merged-chr19-30125411-22
NR4962--MA0089.1.MAFG::NFE2L1	chr16	45016733	45016738	+	0.000	0.000	Merged-chr16-45016685-21
NR5914--MA0501.1.MAF::NFE2	chr18	63692315	63692329	-	0.000	0.000	Merged-chr18-63692384-62
NR501--MA0495.2.MAFF	chr1	131108796	131108816	-	0.000	0.000	Merged-chr1-131108920-12
NR6712--MA0496.2.MAFK	chr2	52938454	52938472	-	0.000	0.000	Merged-chr2-52938398-15
NR510--MA0089.1.MAFG::NFE2L1	chr1	131204609	131204614	+	0.000	0.000	Merged-chr1-131204658-49
NR9219--MA0501.1.MAF::NFE2	chr5	31576819	31576833	+	0.000	0.000	Merged-chr5-31576784-60
NR12607--MA0089.1.MAFG::NFE2L1	chr9	94670502	94670507	-	0.000	0.000	Merged-chr9-94670459-1
NR2539--MA0089.1.MAFG::NFE2L1	chr11	119352198	119352203	-	0.000	0.000	Merged-chr11-119352427-33
NR9746--MA0089.1.MAFG::NFE2L1	chr5	129501376	129501381	-	0.000	0.000	Merged-chr5-129501358-95
NR7963--MA0089.1.MAFG::NFE2L1	chr3	109732715	109732720	-	0.000	0.000	Merged-chr3-109732646-37
NR2160--MA0496.2.MAFK	chr11	72941084	72941102	-	0.000	0.000	Merged-chr11-72940930-27
NR812--MA0089.1.MAFG::NFE2L1	chr1	172126701	172126706	-	0.000	0.000	Merged-chr1-172126791-53
NR12244--MA0496.2.MAFK	chr9	32539801	32539819	-	0.000	0.000	Merged-chr9-32539747-88
NR3929--MA0501.1.MAF::NFE2	chr14	20846165	20846179	-	0.000	0.000	Merged-chr14-20846065-30
NR4860--MA0089.1.MAFG::NFE2L1	chr16	17558146	17558151	+	0.000	0.000	Merged-chr16-17558188-10
NR359--MA0501.1.MAF::NFE2	chr1	95573070	95573084	-	0.000	0.000	Merged-chr1-95573255-46
NR2722--MA0117.2.Mafb	chr12	54294037	54294048	+	0.000	0.000	Merged-chr12-54294060-1
NR8500--MA0089.1.MAFG::NFE2L1	chr4	47234854	47234859	-	0.000	0.000	Merged-chr4-47234972-22
NR4575--MA0117.2.Mafb	chr15	65787011	65787022	+	0.000	0.000	Merged-chr15-65787268-60
NR4080--MA0089.1.MAFG::NFE2L1	chr14	66190611	66190616	+	0.000	0.000	Merged-chr14-66190567-42
NR11568--MA0591.1.Bach1::Mafk	chr7	142340703	142340717	+	0.000	0.000	Merged-chr7-142340765-26
NR9687--MA0495.2.MAFF	chr5	118620495	118620515	-	0.000	0.000	Merged-chr5-118620530-42
NR9644--MA0089.1.MAFG::NFE2L1	chr5	115084914	115084919	-	0.000	0.000	Merged-chr5-115085067-14
NR9371--MA0591.1.Bach1::Mafk	chr5	74471052	74471066	-	0.000	0.000	Merged-chr5-74471085-11
NR8393--MA0659.1.MAFG	chr4	6446815	6446835	+	0.000	0.000	Merged-chr4-6446926-20
NR2322--MA0089.1.MAFG::NFE2L1	chr11	95356989	95356994	-	0.000	0.000	Merged-chr11-95356897-59
NR3291--MA0495.2.MAFF	chr13	24515259	24515279	-	0.000	0.000	Merged-chr13-24515324-15
NR12842--MA0659.1.MAFG	chr9	123087821	123087841	+	0.000	0.000	Merged-chr9-123087769-13
NR10937--MA0089.1.MAFG::NFE2L1	chr7	35991177	35991182	+	0.000	0.000	Merged-chr7-35991280-23
NR9355--MA0089.1.MAFG::NFE2L1	chr5	73630401	73630406	-	0.000	0.000	Merged-chr5-73630268-26
NR6656--MA0089.1.MAFG::NFE2L1	chr2	44920912	44920917	-	0.000	0.000	Merged-chr2-44920790-51
NR2955--MA0117.2.Mafb	chr12	102622565	102622576	-	0.000	0.000	Merged-chr12-102622545-47
NR2382--MA0501.1.MAF::NFE2	chr11	106493408	106493422	-	0.000	0.000	Merged-chr11-106493297-20
NR12101--MA0089.1.MAFG::NFE2L1	chr8	126584487	126584492	-	0.000	0.000	Merged-chr8-126584527-70
NR7706--MA0117.2.Mafb	chr3	61409840	61409851	-	0.000	0.000	Merged-chr3-61409766-58
NR1540--MA0501.1.MAF::NFE2	chr10	89764282	89764296	+	0.000	0.000	Merged-chr10-89764216-3
NR6571--MA0501.1.MAF::NFE2	chr2	27740436	27740450	-	0.000	0.000	Merged-chr2-27740391-16
NR1319--MA0089.1.MAFG::NFE2L1	chr10	44069388	44069393	+	0.000	0.000	Merged-chr10-44069344-19
NR9689--MA0659.1.MAFG	chr5	118620495	118620515	-	0.000	0.000	Merged-chr5-118620530-42
NR7106--MA0089.1.MAFG::NFE2L1	chr2	125724276	125724281	-	0.000	0.000	Merged-chr2-125724208-99
NR4381--MA0495.2.MAFF	chr15	11952477	11952497	-	0.000	0.000	Merged-chr15-11952376-20
NR2204--MA0591.1.Bach1::Mafk	chr11	78512274	78512288	+	0.000	0.000	Merged-chr11-78512240-60
NR636--MA0089.1.MAFG::NFE2L1	chr1	153645468	153645473	-	0.000	0.000	Merged-chr1-153645501-10
NR6958--MA0089.1.MAFG::NFE2L1	chr2	112556687	112556692	-	0.000	0.000	Merged-chr2-112556688-44
NR12302--MA0501.1.MAF::NFE2	chr9	44999344	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR8122--MA0089.1.MAFG::NFE2L1	chr3	135212533	135212538	-	0.000	0.000	Merged-chr3-135212470-74
NR11173--MA0089.1.MAFG::NFE2L1	chr7	97463559	97463564	+	0.000	0.000	Merged-chr7-97463655-18
NR2220--MA0089.1.MAFG::NFE2L1	chr11	79654578	79654583	-	0.000	0.000	Merged-chr11-79654538-19
NR2085--MA0495.2.MAFF	chr11	60935553	60935573	+	0.000	0.000	Merged-chr11-60935533-50
NR6459--MA0591.1.Bach1::Mafk	chr2	8628710	8628724	-	0.000	0.000	Merged-chr2-8628681-1
NR232--MA0089.1.MAFG::NFE2L1	chr1	69548609	69548614	+	0.000	0.000	Merged-chr1-69548718-45
NR2926--MA0089.1.MAFG::NFE2L1	chr12	100871394	100871399	+	0.000	0.000	Merged-chr12-100871436-2
NR10104--MA0501.1.MAF::NFE2	chr6	54760023	54760037	+	0.000	0.000	Merged-chr6-54760187-57
NR3351--MA0089.1.MAFG::NFE2L1	chr13	37963598	37963603	-	0.000	0.000	Merged-chr13-37963615-35
NR10434--MA0117.2.Mafb	chr6	120932824	120932835	+	0.000	0.000	Merged-chr6-120932885-30
NR7630--MA0117.2.Mafb	chr3	27607605	27607616	-	0.000	0.000	Merged-chr3-27607578-27
NR13033--MA0501.1.MAF::NFE2	chrX	163848710	163848724	-	0.000	0.000	Merged-chrX-163848776-29
NR8539--MA0089.1.MAFG::NFE2L1	chr4	59330184	59330189	-	0.000	0.000	Merged-chr4-59330147-19
NR4633--MA0591.1.Bach1::Mafk	chr15	78170883	78170897	+	0.000	0.000	Merged-chr15-78170895-5
NR11966--MA0089.1.MAFG::NFE2L1	chr8	111998831	111998836	-	0.000	0.000	Merged-chr8-111998914-9
NR3720--MA0591.1.Bach1::Mafk	chr13	109238839	109238853	+	0.000	0.000	Merged-chr13-109238823-1
NR4914--MA0495.2.MAFF	chr16	34120983	34121003	-	0.000	0.000	Merged-chr16-34121097-41
