#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_up.bed
NR26216--MA1107.1.KLF9	chr16	49796915	49796927	+	0.000	0.000	Merged-chr16-49797153-43
NR43273--MA0741.1.KLF16	chr3	131057380	131057390	-	0.000	0.000	Merged-chr3-131057396-52
NR2508--MA1107.1.KLF9	chr1	133801281	133801293	-	0.000	0.000	Merged-chr1-133801271-79
NR10332--MA0742.1.Klf12	chr11	57958372	57958386	-	0.000	0.000	Merged-chr11-57958407-27
NR18920--MA0039.3.KLF4	chr13	118383765	118383775	+	0.000	0.000	Merged-chr13-118383663-25
NR52646--MA1107.1.KLF9	chr5	124036040	124036052	-	0.000	0.000	Merged-chr5-124035854-90
NR4841--MA0599.1.KLF5	chr1	191738897	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR52431--MA1107.1.KLF9	chr5	120685778	120685790	+	0.000	0.000	Merged-chr5-120685893-52
NR16737--MA0493.1.Klf1	chr13	43250874	43250884	+	0.000	0.000	Merged-chr13-43250604-89
NR5943--MA0742.1.Klf12	chr10	53461606	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR26234--MA1107.1.KLF9	chr16	49982430	49982442	-	0.000	0.000	Merged-chr16-49982447-38
NR43920--MA0039.3.KLF4	chr3	148419632	148419642	-	0.000	0.000	Merged-chr3-148419698-33
NR67114--MA1107.1.KLF9	chr8	120701896	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR24848--MA0599.1.KLF5	chr15	101388111	101388120	+	0.000	0.000	Merged-chr15-101388154-52
NR17944--MA0741.1.KLF16	chr13	92844708	92844718	+	0.000	0.000	Merged-chr13-92844902-63
NR43272--MA0493.1.Klf1	chr3	131057381	131057391	-	0.000	0.000	Merged-chr3-131057396-52
NR52343--MA0599.1.KLF5	chr5	118465370	118465379	-	0.000	0.000	Merged-chr5-118465239-56
NR69652--MA1107.1.KLF9	chr9	78074211	78074223	+	0.000	0.000	Merged-chr9-78074095-46
NR11575--MA0599.1.KLF5	chr11	88131942	88131951	+	0.000	0.000	Merged-chr11-88132051-21
NR21167--MA0742.1.Klf12	chr14	78692257	78692271	-	0.000	0.000	Merged-chr14-78692214-30
NR70661--MA0039.3.KLF4	chr9	107334441	107334451	+	0.000	0.000	Merged-chr9-107334469-86
NR52436--MA1107.1.KLF9	chr5	120775719	120775731	-	0.000	0.000	Merged-chr5-120775735-65
NR9936--MA1107.1.KLF9	chr11	46127133	46127145	-	0.000	0.000	Merged-chr11-46127089-49
NR10283--MA0741.1.KLF16	chr11	55131243	55131253	+	0.000	0.000	Merged-chr11-55131266-10
NR50620--MA0599.1.KLF5	chr5	64040799	64040808	+	0.000	0.000	Merged-chr5-64040859-39
NR34461--MA1107.1.KLF9	chr19	56756562	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR47496--MA0741.1.KLF16	chr4	129696178	129696188	+	0.000	0.000	Merged-chr4-129696167-1
NR42755--MA1107.1.KLF9	chr3	115758850	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR14181--MA1107.1.KLF9	chr12	54398455	54398467	-	0.000	0.000	Merged-chr12-54398333-42
NR62091--MA0741.1.KLF16	chr7	110796452	110796462	-	0.000	0.000	Merged-chr7-110796429-1
NR42313--MA0599.1.KLF5	chr3	101748388	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR52339--MA0599.1.KLF5	chr5	118404355	118404364	-	0.000	0.000	Merged-chr5-118404562-37
NR10705--MA0599.1.KLF5	chr11	68499102	68499111	-	0.000	0.000	Merged-chr11-68499042-49
NR3085--MA0741.1.KLF16	chr1	153427077	153427087	-	0.000	0.000	Merged-chr1-153426995-33
NR26294--MA0599.1.KLF5	chr16	55735672	55735681	-	0.000	0.000	Merged-chr16-55735684-24
NR33490--MA0742.1.Klf12	chr19	21786043	21786057	-	0.000	0.000	Merged-chr19-21785964-7
NR30407--MA0493.1.Klf1	chr17	83654866	83654876	-	0.000	0.000	Merged-chr17-83654883-58
NR43285--MA0039.3.KLF4	chr3	131250504	131250514	+	0.000	0.000	Merged-chr3-131250529-24
NR10271--MA0742.1.Klf12	chr11	55131118	55131132	+	0.000	0.000	Merged-chr11-55131266-10
NR23696--MA0599.1.KLF5	chr15	78835209	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR49588--MA0493.1.Klf1	chr5	23722185	23722195	+	0.000	0.000	Merged-chr5-23722080-21
NR19398--MA1107.1.KLF9	chr14	20174198	20174210	-	0.000	0.000	Merged-chr14-20174041-54
NR8427--MA0599.1.KLF5	chr10	118419179	118419188	-	0.000	0.000	Merged-chr10-118419236-59
NR65526--MA1107.1.KLF9	chr8	72285493	72285505	+	0.000	0.000	Merged-chr8-72285397-19
NR22457--MA0039.3.KLF4	chr15	25884682	25884692	-	0.000	0.000	Merged-chr15-25884835-36
NR15944--MA0599.1.KLF5	chr12	115012962	115012971	+	0.000	0.000	Merged-chr12-115012998-22
NR62055--MA1107.1.KLF9	chr7	110203786	110203798	-	0.000	0.000	Merged-chr7-110203728-41
