#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR52239--MA0741.1.KLF16	chr6	52474034	52474044	+	0.000	0.000	Merged-chr6-52474009-12
NR61226--MA0493.1.Klf1	chr8	72163006	72163016	+	0.000	0.000	Merged-chr8-72162977-17
NR49226--MA0741.1.KLF16	chr5	112301910	112301920	+	0.000	0.000	Merged-chr5-112301937-36
NR63746--MA0493.1.Klf1	chr9	32740969	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR53827--MA1107.1.KLF9	chr6	120199684	120199696	+	0.000	0.000	Merged-chr6-120199707-32
NR27890--MA0493.1.Klf1	chr17	56906551	56906561	-	0.000	0.000	Merged-chr17-56906416-18
NR6878--MA1107.1.KLF9	chr10	83330559	83330571	-	0.000	0.000	Merged-chr10-83330457-45
NR65932--MA0741.1.KLF16	chr9	107334666	107334676	+	0.000	0.000	Merged-chr9-107334469-86
NR14054--MA0741.1.KLF16	chr12	76889981	76889991	+	0.000	0.000	Merged-chr12-76889803-12
NR53752--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR185--MA0741.1.KLF16	chr1	21870789	21870799	+	0.000	0.000	Merged-chr1-21870806-15
NR65070--MA1107.1.KLF9	chr9	78074209	78074221	+	0.000	0.000	Merged-chr9-78074095-46
NR3815--MA0493.1.Klf1	chr1	178182342	178182352	+	0.000	0.000	Merged-chr1-178182458-49
NR61234--MA0039.3.KLF4	chr8	72291267	72291277	-	0.000	0.000	Merged-chr8-72291225-23
NR40103--MA0599.1.KLF5	chr3	101570912	101570921	+	0.000	0.000	Merged-chr3-101570775-35
NR49473--MA0599.1.KLF5	chr5	115516815	115516824	-	0.000	0.000	Merged-chr5-115516638-85
NR1121--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR43424--MA0741.1.KLF16	chr4	63401085	63401095	+	0.000	0.000	Merged-chr4-63401068-56
NR36182--MA0599.1.KLF5	chr2	128392481	128392490	+	0.000	0.000	Merged-chr2-128392502-21
NR3054--MA0493.1.Klf1	chr1	159813016	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR2153--MA0741.1.KLF16	chr1	131049359	131049369	+	0.000	0.000	Merged-chr1-131049436-17
NR22418--MA1107.1.KLF9	chr15	80590880	80590892	-	0.000	0.000	Merged-chr15-80590747-44
NR8009--MA0742.1.Klf12	chr10	117969951	117969965	-	0.000	0.000	Merged-chr10-117970017-9
NR31757--MA0740.1.KLF14	chr19	27967766	27967779	-	0.000	0.000	Merged-chr19-27967760-35
NR57753--MA0493.1.Klf1	chr7	98797415	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR37525--MA0740.1.KLF14	chr2	164828985	164828998	+	0.000	0.000	Merged-chr2-164829091-12
NR40124--MA0740.1.KLF14	chr3	101748387	101748400	+	0.000	0.000	Merged-chr3-101748481-44
NR14347--MA0742.1.Klf12	chr12	86310092	86310106	+	0.000	0.000	Merged-chr12-86310059-67
NR3048--MA0742.1.Klf12	chr1	159813012	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR3058--MA1107.1.KLF9	chr1	159813014	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR40102--MA1107.1.KLF9	chr3	101570874	101570886	-	0.000	0.000	Merged-chr3-101570775-35
NR26237--MA0599.1.KLF5	chr17	21423155	21423164	-	0.000	0.000	Merged-chr17-21423109-81
NR33427--MA0493.1.Klf1	chr2	26312942	26312952	+	0.000	0.000	Merged-chr2-26313010-11
NR56519--MA0039.3.KLF4	chr7	45120441	45120451	-	0.000	0.000	Merged-chr7-45120364-12
NR19381--MA1107.1.KLF9	chr14	54146702	54146714	+	0.000	0.000	Merged-chr14-54146707-32
NR19852--MA0741.1.KLF16	chr14	67911776	67911786	-	0.000	0.000	Merged-chr14-67911920-26
NR40429--MA1107.1.KLF9	chr3	108727617	108727629	-	0.000	0.000	Merged-chr3-108727524-22
NR4148--MA1107.1.KLF9	chr1	184908648	184908660	+	0.000	0.000	Merged-chr1-184908710-36
NR57752--MA0039.3.KLF4	chr7	98797413	98797423	-	0.000	0.000	Merged-chr7-98797577-28
NR44328--MA0493.1.Klf1	chr4	116701028	116701038	-	0.000	0.000	Merged-chr4-116701085-12
NR31136--MA0741.1.KLF16	chr19	4294650	4294660	+	0.000	0.000	Merged-chr19-4294616-52
NR31991--MA0599.1.KLF5	chr19	37110672	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR26241--MA0493.1.Klf1	chr17	21423176	21423186	-	0.000	0.000	Merged-chr17-21423109-81
NR37800--MA0493.1.Klf1	chr2	168429752	168429762	+	0.000	0.000	Merged-chr2-168429700-17
NR3537--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR39424--MA1107.1.KLF9	chr3	84630924	84630936	-	0.000	0.000	Merged-chr3-84630888-13
NR52666--MA1107.1.KLF9	chr6	72841927	72841939	+	0.000	0.000	Merged-chr6-72841906-9
NR21597--MA1107.1.KLF9	chr15	51803263	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR14349--MA0493.1.Klf1	chr12	86310092	86310102	+	0.000	0.000	Merged-chr12-86310059-67
NR11344--MA0599.1.KLF5	chr11	88951049	88951058	+	0.000	0.000	Merged-chr11-88951020-7
NR64738--MA0493.1.Klf1	chr9	69092609	69092619	-	0.000	0.000	Merged-chr9-69092509-18
NR323--MA0493.1.Klf1	chr1	36274541	36274551	+	0.000	0.000	Merged-chr1-36274584-22
NR14633--MA0740.1.KLF14	chr12	100928454	100928467	-	0.000	0.000	Merged-chr12-100928517-22
NR40126--MA0599.1.KLF5	chr3	101748388	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR9915--MA0039.3.KLF4	chr11	57669657	57669667	-	0.000	0.000	Merged-chr11-57669677-39
NR34460--MA0741.1.KLF16	chr2	65022880	65022890	-	0.000	0.000	Merged-chr2-65022793-47
NR33495--MA0599.1.KLF5	chr2	27487406	27487415	-	0.000	0.000	Merged-chr2-27487515-13
NR63492--MA0599.1.KLF5	chr9	21328060	21328069	-	0.000	0.000	Merged-chr9-21328115-58
NR33804--MA0599.1.KLF5	chr2	32493475	32493484	-	0.000	0.000	Merged-chr2-32493543-52
NR55815--MA1107.1.KLF9	chr7	25205021	25205033	+	0.000	0.000	Merged-chr7-25204950-1
NR13524--MA0599.1.KLF5	chr12	41040128	41040137	-	0.000	0.000	Merged-chr12-41040097-12
NR63246--MA0599.1.KLF5	chr8	128420725	128420734	+	0.000	0.000	Merged-chr8-128420826-46
NR10123--MA0039.3.KLF4	chr11	60937985	60937995	-	0.000	0.000	Merged-chr11-60937827-26
NR26045--MA0599.1.KLF5	chr17	12165332	12165341	-	0.000	0.000	Merged-chr17-12165459-54
NR40116--MA1107.1.KLF9	chr3	101588934	101588946	+	0.000	0.000	Merged-chr3-101588946-10
NR58450--MA0599.1.KLF5	chr7	117406360	117406369	-	0.000	0.000	Merged-chr7-117406595-16
NR29671--MA0741.1.KLF16	chr18	46917799	46917809	-	0.000	0.000	Merged-chr18-46917814-10
NR39229--MA0741.1.KLF16	chr3	68784303	68784313	-	0.000	0.000	Merged-chr3-68784168-43
NR40256--MA0599.1.KLF5	chr3	104796706	104796715	-	0.000	0.000	Merged-chr3-104796663-34
NR6907--MA0599.1.KLF5	chr10	83733946	83733955	-	0.000	0.000	Merged-chr10-83733897-13
NR8091--MA0039.3.KLF4	chr10	119001584	119001594	-	0.000	0.000	Merged-chr10-119001692-38
NR54193--MA0493.1.Klf1	chr6	129598095	129598105	+	0.000	0.000	Merged-chr6-129598126-11
NR33934--MA0599.1.KLF5	chr2	34938775	34938784	-	0.000	0.000	Merged-chr2-34938971-69
NR12245--MA0742.1.Klf12	chr11	108268680	108268694	+	0.000	0.000	Merged-chr11-108268786-21
NR6874--MA0742.1.Klf12	chr10	83330557	83330571	-	0.000	0.000	Merged-chr10-83330457-45
NR9536--MA0742.1.Klf12	chr11	46454877	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR9809--MA0493.1.Klf1	chr11	53839791	53839801	+	0.000	0.000	Merged-chr11-53839665-72
NR50955--MA0740.1.KLF14	chr5	143976869	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR39232--MA1107.1.KLF9	chr3	68784288	68784300	-	0.000	0.000	Merged-chr3-68784168-43
NR53757--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR31865--MA0742.1.Klf12	chr19	32172679	32172693	+	0.000	0.000	Merged-chr19-32172725-56
NR24232--MA0741.1.KLF16	chr16	32812980	32812990	-	0.000	0.000	Merged-chr16-32813091-39
NR11905--MA0741.1.KLF16	chr11	101171557	101171567	-	0.000	0.000	Merged-chr11-101171521-37
NR39442--MA0039.3.KLF4	chr3	84809205	84809215	+	0.000	0.000	Merged-chr3-84809112-18
NR29533--MA1107.1.KLF9	chr18	39141874	39141886	-	0.000	0.000	Merged-chr18-39141814-16
NR51794--MA0741.1.KLF16	chr6	34497749	34497759	-	0.000	0.000	Merged-chr6-34497714-15
NR20946--MA0039.3.KLF4	chr14	122187064	122187074	+	0.000	0.000	Merged-chr14-122187060-26
NR31759--MA0599.1.KLF5	chr19	27967769	27967778	-	0.000	0.000	Merged-chr19-27967760-35
NR34469--MA0599.1.KLF5	chr2	65104848	65104857	-	0.000	0.000	Merged-chr2-65104683-25
NR55395--MA0493.1.Klf1	chr7	16001851	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR6906--MA0742.1.Klf12	chr10	83733942	83733956	-	0.000	0.000	Merged-chr10-83733897-13
NR63728--MA0740.1.KLF14	chr9	32539680	32539693	+	0.000	0.000	Merged-chr9-32539747-88
NR65882--MA0493.1.Klf1	chr9	106430935	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR55605--MA1107.1.KLF9	chr7	19322585	19322597	-	0.000	0.000	Merged-chr7-19322692-6
NR37076--MA0599.1.KLF5	chr2	154615982	154615991	+	0.000	0.000	Merged-chr2-154615883-15
NR12796--MA1107.1.KLF9	chr11	118200330	118200342	-	0.000	0.000	Merged-chr11-118200400-19
NR62846--MA0599.1.KLF5	chr8	122678182	122678191	+	0.000	0.000	Merged-chr8-122678075-1
NR2251--MA1107.1.KLF9	chr1	133801265	133801277	-	0.000	0.000	Merged-chr1-133801271-79
NR13407--MA1107.1.KLF9	chr12	32285296	32285308	-	0.000	0.000	Merged-chr12-32285209-18
NR5504--MA0599.1.KLF5	chr10	44368844	44368853	+	0.000	0.000	Merged-chr10-44368737-26
NR57323--MA0741.1.KLF16	chr7	80782368	80782378	-	0.000	0.000	Merged-chr7-80782374-50
NR9929--MA0742.1.Klf12	chr11	57958372	57958386	-	0.000	0.000	Merged-chr11-57958407-27
NR10917--MA0493.1.Klf1	chr11	79152830	79152840	+	0.000	0.000	Merged-chr11-79152860-26
NR50819--MA0493.1.Klf1	chr5	140999422	140999432	-	0.000	0.000	Merged-chr5-140999389-30
NR51273--MA0493.1.Klf1	chr5	149604967	149604977	+	0.000	0.000	Merged-chr5-149605038-10
NR14081--MA0493.1.Klf1	chr12	77765417	77765427	+	0.000	0.000	Merged-chr12-77765433-12
NR7357--MA0599.1.KLF5	chr10	94942958	94942967	+	0.000	0.000	Merged-chr10-94942923-6
NR24777--MA0742.1.Klf12	chr16	64800651	64800665	+	0.000	0.000	Merged-chr16-64800516-42
NR39224--MA0493.1.Klf1	chr3	68784296	68784306	-	0.000	0.000	Merged-chr3-68784168-43
NR4370--MA0741.1.KLF16	chr1	189608919	189608929	-	0.000	0.000	Merged-chr1-189608778-45
NR7338--MA1107.1.KLF9	chr10	94551752	94551764	-	0.000	0.000	Merged-chr10-94551623-4
NR7123--MA1107.1.KLF9	chr10	88428302	88428314	-	0.000	0.000	Merged-chr10-88428108-41
NR50509--MA0741.1.KLF16	chr5	136953140	136953150	+	0.000	0.000	Merged-chr5-136953170-41
NR63927--MA0599.1.KLF5	chr9	43785128	43785137	-	0.000	0.000	Merged-chr9-43784994-20
NR16900--MA0039.3.KLF4	chr13	67378343	67378353	-	0.000	0.000	Merged-chr13-67378314-6
NR26501--MA1107.1.KLF9	chr17	25583845	25583857	+	0.000	0.000	Merged-chr17-25583989-33
NR27379--MA0740.1.KLF14	chr17	44569345	44569358	+	0.000	0.000	Merged-chr17-44569444-63
NR39237--MA1107.1.KLF9	chr3	68784319	68784331	-	0.000	0.000	Merged-chr3-68784168-43
NR63931--MA0741.1.KLF16	chr9	43785135	43785145	-	0.000	0.000	Merged-chr9-43784994-20
NR14080--MA0039.3.KLF4	chr12	77765419	77765429	+	0.000	0.000	Merged-chr12-77765433-12
NR1721--MA1107.1.KLF9	chr1	95674260	95674272	-	0.000	0.000	Merged-chr1-95674241-20
NR51183--MA1107.1.KLF9	chr5	148489494	148489506	-	0.000	0.000	Merged-chr5-148489625-52
NR48519--MA0599.1.KLF5	chr5	93152193	93152202	-	0.000	0.000	Merged-chr5-93152431-86
NR9537--MA0599.1.KLF5	chr11	46454881	46454890	-	0.000	0.000	Merged-chr11-46454823-30
NR24345--MA0599.1.KLF5	chr16	36588179	36588188	-	0.000	0.000	Merged-chr16-36588182-35
NR8535--MA0039.3.KLF4	chr10	127141096	127141106	+	0.000	0.000	Merged-chr10-127141144-2
NR47786--MA1107.1.KLF9	chr5	64864832	64864844	+	0.000	0.000	Merged-chr5-64864889-25
NR37622--MA0493.1.Klf1	chr2	166610540	166610550	+	0.000	0.000	Merged-chr2-166610595-30
NR66160--MA0741.1.KLF16	chr9	110896707	110896717	-	0.000	0.000	Merged-chr9-110896831-29
NR2364--MA0742.1.Klf12	chr1	135766473	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR48764--MA1107.1.KLF9	chr5	100572395	100572407	-	0.000	0.000	Merged-chr5-100572278-24
NR31859--MA0657.1.KLF13	chr19	32172583	32172600	-	0.000	0.000	Merged-chr19-32172725-56
NR37236--MA0741.1.KLF16	chr2	158105825	158105835	-	0.000	0.000	Merged-chr2-158105775-9
NR362--MA0742.1.Klf12	chr1	37286802	37286816	-	0.000	0.000	Merged-chr1-37286924-34
NR23366--MA0740.1.KLF14	chr15	102110642	102110655	-	0.000	0.000	Merged-chr15-102110732-12
NR20002--MA0742.1.Klf12	chr14	73596754	73596768	+	0.000	0.000	Merged-chr14-73596722-14
NR8926--MA0742.1.Klf12	chr11	5005465	5005479	+	0.000	0.000	Merged-chr11-5005546-13
NR33070--MA0493.1.Klf1	chr2	10581281	10581291	+	0.000	0.000	Merged-chr2-10581253-23
NR63944--MA1107.1.KLF9	chr9	44037382	44037394	-	0.000	0.000	Merged-chr9-44037294-17
NR67721--MA0039.3.KLF4	chrX	102060973	102060983	-	0.000	0.000	Merged-chrX-102061073-12
NR64623--MA0740.1.KLF14	chr9	66158204	66158217	+	0.000	0.000	Merged-chr9-66158396-48
NR5078--MA1107.1.KLF9	chr10	20281630	20281642	+	0.000	0.000	Merged-chr10-20281832-45
NR56616--MA0599.1.KLF5	chr7	45771258	45771267	+	0.000	0.000	Merged-chr7-45771241-24
NR14879--MA0599.1.KLF5	chr12	104999355	104999364	+	0.000	0.000	Merged-chr12-104999417-2
NR18780--MA0039.3.KLF4	chr14	25161934	25161944	+	0.000	0.000	Merged-chr14-25161984-35
NR46917--MA0599.1.KLF5	chr5	21249204	21249213	+	0.000	0.000	Merged-chr5-21249086-19
NR39474--MA0039.3.KLF4	chr3	87266829	87266839	-	0.000	0.000	Merged-chr3-87266700-20
NR21746--MA1107.1.KLF9	chr15	59762260	59762272	+	0.000	0.000	Merged-chr15-59762255-43
NR56517--MA0742.1.Klf12	chr7	45120439	45120453	-	0.000	0.000	Merged-chr7-45120364-12
NR26679--MA0741.1.KLF16	chr17	28488304	28488314	+	0.000	0.000	Merged-chr17-28488439-21
NR24333--MA0741.1.KLF16	chr16	35984020	35984030	-	0.000	0.000	Merged-chr16-35984000-4
NR29207--MA1107.1.KLF9	chr18	23733801	23733813	+	0.000	0.000	Merged-chr18-23733972-8
NR19849--MA0741.1.KLF16	chr14	67911769	67911779	-	0.000	0.000	Merged-chr14-67911920-26
NR53966--MA0657.1.KLF13	chr6	125067853	125067870	-	0.000	0.000	Merged-chr6-125067765-41
NR24451--MA0039.3.KLF4	chr16	44337716	44337726	-	0.000	0.000	Merged-chr16-44337753-20
NR64283--MA0599.1.KLF5	chr9	57577533	57577542	-	0.000	0.000	Merged-chr9-57577523-17
NR45164--MA0493.1.Klf1	chr4	133057921	133057931	-	0.000	0.000	Merged-chr4-133057911-45
NR50770--MA0741.1.KLF16	chr5	140570437	140570447	+	0.000	0.000	Merged-chr5-140570423-10
NR16802--MA0039.3.KLF4	chr13	63189528	63189538	-	0.000	0.000	Merged-chr13-63189715-33
NR10617--MA1107.1.KLF9	chr11	73132360	73132372	+	0.000	0.000	Merged-chr11-73132319-6
NR62532--MA1107.1.KLF9	chr8	117052549	117052561	-	0.000	0.000	Merged-chr8-117052612-3
NR35465--MA0493.1.Klf1	chr2	103658762	103658772	-	0.000	0.000	Merged-chr2-103658723-12
NR11953--MA1107.1.KLF9	chr11	102074291	102074303	+	0.000	0.000	Merged-chr11-102074455-23
NR41180--MA1107.1.KLF9	chr3	133583904	133583916	-	0.000	0.000	Merged-chr3-133583850-2
NR40511--MA1107.1.KLF9	chr3	115706546	115706558	+	0.000	0.000	Merged-chr3-115706402-1
NR7389--MA0599.1.KLF5	chr10	95299983	95299992	-	0.000	0.000	Merged-chr10-95299831-73
NR377--MA0039.3.KLF4	chr1	37471658	37471668	+	0.000	0.000	Merged-chr1-37471561-5
NR19540--MA0493.1.Klf1	chr14	57713132	57713142	-	0.000	0.000	Merged-chr14-57713043-44
NR22395--MA0741.1.KLF16	chr15	80192525	80192535	+	0.000	0.000	Merged-chr15-80192413-58
NR21541--MA0741.1.KLF16	chr15	42983297	42983307	+	0.000	0.000	Merged-chr15-42983258-15
NR37210--MA1107.1.KLF9	chr2	157148000	157148012	-	0.000	0.000	Merged-chr2-157147783-53
NR48500--MA0741.1.KLF16	chr5	92967506	92967516	+	0.000	0.000	Merged-chr5-92967427-8
NR38967--MA1107.1.KLF9	chr3	52297521	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR58687--MA0039.3.KLF4	chr7	122317173	122317183	+	0.000	0.000	Merged-chr7-122317075-24
NR52919--MA0493.1.Klf1	chr6	86607664	86607674	-	0.000	0.000	Merged-chr6-86607706-49
NR32232--MA0599.1.KLF5	chr19	44457543	44457552	+	0.000	0.000	Merged-chr19-44457615-5
NR53563--MA0742.1.Klf12	chr6	114660203	114660217	+	0.000	0.000	Merged-chr6-114660280-61
NR61232--MA1107.1.KLF9	chr8	72163002	72163014	+	0.000	0.000	Merged-chr8-72162977-17
NR54557--MA0493.1.Klf1	chr6	140507837	140507847	+	0.000	0.000	Merged-chr6-140507900-3
NR56518--MA0599.1.KLF5	chr7	45120443	45120452	-	0.000	0.000	Merged-chr7-45120364-12
NR12247--MA0493.1.Klf1	chr11	108268680	108268690	+	0.000	0.000	Merged-chr11-108268786-21
NR53825--MA0741.1.KLF16	chr6	120199683	120199693	+	0.000	0.000	Merged-chr6-120199707-32
NR41266--MA0493.1.Klf1	chr3	136556601	136556611	-	0.000	0.000	Merged-chr3-136556627-33
NR25533--MA0741.1.KLF16	chr16	96089728	96089738	+	0.000	0.000	Merged-chr16-96089683-18
NR24456--MA0039.3.KLF4	chr16	44362193	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR43772--MA0740.1.KLF14	chr4	95068312	95068325	+	0.000	0.000	Merged-chr4-95068269-28
NR26986--MA0493.1.Klf1	chr17	33563748	33563758	+	0.000	0.000	Merged-chr17-33563848-35
NR59679--MA1107.1.KLF9	chr7	142396756	142396768	-	0.000	0.000	Merged-chr7-142396800-18
NR57751--MA0599.1.KLF5	chr7	98797415	98797424	-	0.000	0.000	Merged-chr7-98797577-28
NR8096--MA0741.1.KLF16	chr10	119001821	119001831	+	0.000	0.000	Merged-chr10-119001692-38
NR59674--MA0039.3.KLF4	chr7	142354083	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR65448--MA0039.3.KLF4	chr9	95959964	95959974	-	0.000	0.000	Merged-chr9-95959798-44
NR62453--MA0599.1.KLF5	chr8	115276531	115276540	+	0.000	0.000	Merged-chr8-115276533-28
NR34976--MA0599.1.KLF5	chr2	79065516	79065525	+	0.000	0.000	Merged-chr2-79065510-16
NR31365--MA1107.1.KLF9	chr19	7375018	7375030	+	0.000	0.000	Merged-chr19-7375131-8
NR14350--MA1107.1.KLF9	chr12	86310092	86310104	+	0.000	0.000	Merged-chr12-86310059-67
NR17638--MA0741.1.KLF16	chr13	99431575	99431585	+	0.000	0.000	Merged-chr13-99431578-17
NR10514--MA0039.3.KLF4	chr11	70597422	70597432	-	0.000	0.000	Merged-chr11-70597550-26
NR41176--MA1107.1.KLF9	chr3	133583896	133583908	-	0.000	0.000	Merged-chr3-133583850-2
NR25373--MA0599.1.KLF5	chr16	92787051	92787060	+	0.000	0.000	Merged-chr16-92786948-54
NR59143--MA0599.1.KLF5	chr7	130369602	130369611	-	0.000	0.000	Merged-chr7-130369779-7
NR45407--MA0599.1.KLF5	chr4	135198005	135198014	+	0.000	0.000	Merged-chr4-135197991-22
NR320--MA0742.1.Klf12	chr1	36274541	36274555	+	0.000	0.000	Merged-chr1-36274584-22
NR26681--MA1107.1.KLF9	chr17	28488303	28488315	+	0.000	0.000	Merged-chr17-28488439-21
NR40555--MA0741.1.KLF16	chr3	116434983	116434993	-	0.000	0.000	Merged-chr3-116434903-21
NR37206--MA1107.1.KLF9	chr2	157147992	157148004	-	0.000	0.000	Merged-chr2-157147783-53
NR32665--MA0039.3.KLF4	chr19	56756822	56756832	-	0.000	0.000	Merged-chr19-56756635-43
NR29220--MA0741.1.KLF16	chr18	23828650	23828660	-	0.000	0.000	Merged-chr18-23828715-22
NR29379--MA0599.1.KLF5	chr18	34783618	34783627	-	0.000	0.000	Merged-chr18-34783714-45
NR9914--MA0599.1.KLF5	chr11	57660962	57660971	+	0.000	0.000	Merged-chr11-57661002-26
NR17--MA0493.1.Klf1	chr1	6467059	6467069	-	0.000	0.000	Merged-chr1-6467226-38
NR6873--MA0740.1.KLF14	chr10	83330558	83330571	-	0.000	0.000	Merged-chr10-83330457-45
NR51780--MA0493.1.Klf1	chr6	33052043	33052053	+	0.000	0.000	Merged-chr6-33051908-11
NR53750--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR28317--MA0741.1.KLF16	chr17	74865041	74865051	-	0.000	0.000	Merged-chr17-74864979-18
NR37318--MA1107.1.KLF9	chr2	160657971	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR28171--MA0039.3.KLF4	chr17	71288395	71288405	+	0.000	0.000	Merged-chr17-71288308-17
NR58501--MA0599.1.KLF5	chr7	118499324	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR13153--MA1107.1.KLF9	chr12	12320902	12320914	-	0.000	0.000	Merged-chr12-12320871-15
NR52297--MA0493.1.Klf1	chr6	54775930	54775940	-	0.000	0.000	Merged-chr6-54775842-27
NR37079--MA0741.1.KLF16	chr2	154615974	154615984	+	0.000	0.000	Merged-chr2-154615883-15
NR37528--MA0039.3.KLF4	chr2	164828987	164828997	+	0.000	0.000	Merged-chr2-164829091-12
NR40431--MA1107.1.KLF9	chr3	108727621	108727633	-	0.000	0.000	Merged-chr3-108727524-22
NR51891--MA0039.3.KLF4	chr6	38669824	38669834	+	0.000	0.000	Merged-chr6-38669877-14
NR63748--MA1107.1.KLF9	chr9	32740969	32740981	+	0.000	0.000	Merged-chr9-32741073-58
NR20107--MA0741.1.KLF16	chr14	75820042	75820052	-	0.000	0.000	Merged-chr14-75819905-19
NR30732--MA1107.1.KLF9	chr18	80600774	80600786	-	0.000	0.000	Merged-chr18-80600681-25
NR26687--MA0599.1.KLF5	chr17	28590947	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR32040--MA0599.1.KLF5	chr19	38746135	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR22994--MA0493.1.Klf1	chr15	94255265	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR50504--MA0740.1.KLF14	chr5	136953066	136953079	+	0.000	0.000	Merged-chr5-136953170-41
NR30809--MA0493.1.Klf1	chr18	81422631	81422641	+	0.000	0.000	Merged-chr18-81422604-12
NR13529--MA0741.1.KLF16	chr12	41044974	41044984	-	0.000	0.000	Merged-chr12-41044922-24
NR40110--MA0599.1.KLF5	chr3	101588947	101588956	+	0.000	0.000	Merged-chr3-101588946-10
NR9900--MA0741.1.KLF16	chr11	55131243	55131253	+	0.000	0.000	Merged-chr11-55131266-10
NR3051--MA0039.3.KLF4	chr1	159812995	159813005	-	0.000	0.000	Merged-chr1-159812982-41
NR8017--MA0039.3.KLF4	chr10	117975000	117975010	-	0.000	0.000	Merged-chr10-117975083-3
NR45635--MA0493.1.Klf1	chr4	138033652	138033662	-	0.000	0.000	Merged-chr4-138033707-13
NR8090--MA0599.1.KLF5	chr10	119001586	119001595	-	0.000	0.000	Merged-chr10-119001692-38
NR36170--MA1107.1.KLF9	chr2	128157054	128157066	-	0.000	0.000	Merged-chr2-128156895-3
NR18916--MA1107.1.KLF9	chr14	30827014	30827026	-	0.000	0.000	Merged-chr14-30826905-18
NR60286--MA1107.1.KLF9	chr8	25059855	25059867	+	0.000	0.000	Merged-chr8-25059963-13
NR13493--MA0039.3.KLF4	chr12	35770600	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR43410--MA0742.1.Klf12	chr4	62661628	62661642	-	0.000	0.000	Merged-chr4-62661511-68
NR28653--MA0742.1.Klf12	chr17	84368864	84368878	-	0.000	0.000	Merged-chr17-84368765-10
NR27889--MA0599.1.KLF5	chr17	56906551	56906560	-	0.000	0.000	Merged-chr17-56906416-18
NR8107--MA0741.1.KLF16	chr10	119031178	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR12199--MA0599.1.KLF5	chr11	106752386	106752395	+	0.000	0.000	Merged-chr11-106752328-41
NR32464--MA0741.1.KLF16	chr19	47829048	47829058	-	0.000	0.000	Merged-chr19-47829109-19
NR24328--MA0657.1.KLF13	chr16	35984015	35984032	-	0.000	0.000	Merged-chr16-35984000-4
NR63928--MA0741.1.KLF16	chr9	43785127	43785137	-	0.000	0.000	Merged-chr9-43784994-20
NR3351--MA0741.1.KLF16	chr1	167245576	167245586	+	0.000	0.000	Merged-chr1-167245435-23
NR30724--MA0493.1.Klf1	chr18	80600738	80600748	-	0.000	0.000	Merged-chr18-80600681-25
NR48505--MA0741.1.KLF16	chr5	92967511	92967521	+	0.000	0.000	Merged-chr5-92967427-8
NR35067--MA1107.1.KLF9	chr2	84779333	84779345	-	0.000	0.000	Merged-chr2-84779489-49
NR33335--MA1107.1.KLF9	chr2	25148073	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR66141--MA0493.1.Klf1	chr9	110640927	110640937	+	0.000	0.000	Merged-chr9-110640822-1
NR25368--MA1107.1.KLF9	chr16	92565897	92565909	-	0.000	0.000	Merged-chr16-92565942-11
