#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed
NR7498--MA0493.1.Klf1	chr10	117651142	117651152	-	0.000	0.000	Merged-chr10-117651194-26
NR20736--MA0741.1.KLF16	chr15	8616188	8616198	+	0.000	0.000	Merged-chr15-8616259-27
NR41656--MA0741.1.KLF16	chr4	32424644	32424654	+	0.000	0.000	Merged-chr4-32424580-38
NR13840--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR17147--MA1107.1.KLF9	chr13	95063710	95063722	-	0.000	0.000	Merged-chr13-95063599-48
NR61659--MA0039.3.KLF4	chr8	128420726	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR11270--MA0741.1.KLF16	chr11	99132689	99132699	-	0.000	0.000	Merged-chr11-99132520-18
NR28603--MA1107.1.KLF9	chr17	86184967	86184979	-	0.000	0.000	Merged-chr17-86185009-23
NR837--MA0493.1.Klf1	chr1	61016826	61016836	+	0.000	0.000	Merged-chr1-61016858-25
NR2182--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR35646--MA0741.1.KLF16	chr2	132379896	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR51353--MA0741.1.KLF16	chr6	61271213	61271223	+	0.000	0.000	Merged-chr6-61271177-5
NR41957--MA1107.1.KLF9	chr4	42866050	42866062	+	0.000	0.000	Merged-chr4-42865977-16
NR53014--MA0740.1.KLF14	chr6	129049283	129049296	-	0.000	0.000	Merged-chr6-129049251-27
NR39954--MA0740.1.KLF14	chr3	121495131	121495144	-	0.000	0.000	Merged-chr3-121495033-1
NR50123--MA1107.1.KLF9	chr5	148266865	148266877	-	0.000	0.000	Merged-chr5-148266957-7
NR61789--MA0039.3.KLF4	chr9	15003323	15003333	+	0.000	0.000	Merged-chr9-15003468-19
NR66344--MA0493.1.Klf1	chrX	99042495	99042505	+	0.000	0.000	Merged-chrX-99042663-22
NR63893--MA1107.1.KLF9	chr9	87026076	87026088	+	0.000	0.000	Merged-chr9-87025935-38
NR53870--MA0741.1.KLF16	chr6	145256795	145256805	-	0.000	0.000	Merged-chr6-145256997-16
NR53179--MA0599.1.KLF5	chr6	134348665	134348674	-	0.000	0.000	Merged-chr6-134348726-53
NR29730--MA0599.1.KLF5	chr18	60632874	60632883	-	0.000	0.000	Merged-chr18-60633052-25
NR60369--MA0493.1.Klf1	chr8	94634393	94634403	-	0.000	0.000	Merged-chr8-94634294-63
NR62423--MA0657.1.KLF13	chr9	42423874	42423891	+	0.000	0.000	Merged-chr9-42423784-11
NR12275--MA0039.3.KLF4	chr11	116688051	116688061	-	0.000	0.000	Merged-chr11-116688042-60
NR57749--MA0599.1.KLF5	chr7	132317225	132317234	+	0.000	0.000	Merged-chr7-132317352-2
NR13263--MA0493.1.Klf1	chr12	52383031	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR32578--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR9776--MA0740.1.KLF14	chr11	66961665	66961678	+	0.000	0.000	Merged-chr11-66961666-9
NR47033--MA0493.1.Klf1	chr5	77130584	77130594	+	0.000	0.000	Merged-chr5-77130540-43
NR50356--MA1107.1.KLF9	chr5	150859863	150859875	+	0.000	0.000	Merged-chr5-150859850-43
NR50636--MA0740.1.KLF14	chr6	29838690	29838703	+	0.000	0.000	Merged-chr6-29838666-29
NR56104--MA0599.1.KLF5	chr7	79752089	79752098	-	0.000	0.000	Merged-chr7-79752237-9
NR27992--MA0039.3.KLF4	chr17	70886786	70886796	-	0.000	0.000	Merged-chr17-70886838-34
NR29963--MA0599.1.KLF5	chr18	67255708	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR5229--MA0741.1.KLF16	chr10	53461527	53461537	-	0.000	0.000	Merged-chr10-53461441-37
NR7503--MA0493.1.Klf1	chr10	117651253	117651263	-	0.000	0.000	Merged-chr10-117651194-26
NR14302--MA0657.1.KLF13	chr12	101718627	101718644	+	0.000	0.000	Merged-chr12-101718493-65
NR62418--MA0039.3.KLF4	chr9	42423818	42423828	+	0.000	0.000	Merged-chr9-42423784-11
NR59284--MA0599.1.KLF5	chr8	57402498	57402507	-	0.000	0.000	Merged-chr8-57402577-20
NR37455--MA0493.1.Klf1	chr2	174556043	174556053	-	0.000	0.000	Merged-chr2-174555978-36
NR47241--MA0741.1.KLF16	chr5	92967514	92967524	+	0.000	0.000	Merged-chr5-92967427-8
NR44396--MA0742.1.Klf12	chr4	137714168	137714182	-	0.000	0.000	Merged-chr4-137714339-14
NR50745--MA0740.1.KLF14	chr6	34497749	34497762	-	0.000	0.000	Merged-chr6-34497714-15
NR12278--MA0741.1.KLF16	chr11	116688052	116688062	-	0.000	0.000	Merged-chr11-116688042-60
NR52109--MA0741.1.KLF16	chr6	99801022	99801032	+	0.000	0.000	Merged-chr6-99800956-8
NR42192--MA1107.1.KLF9	chr4	47251261	47251273	+	0.000	0.000	Merged-chr4-47251279-48
NR7614--MA0657.1.KLF13	chr10	118787588	118787605	+	0.000	0.000	Merged-chr10-118787587-44
NR32233--MA0039.3.KLF4	chr19	56682113	56682123	+	0.000	0.000	Merged-chr19-56681979-1
NR46781--MA0599.1.KLF5	chr5	66620373	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR3524--MA0742.1.Klf12	chr1	178182342	178182356	+	0.000	0.000	Merged-chr1-178182458-49
NR61388--MA0599.1.KLF5	chr8	124434605	124434614	+	0.000	0.000	Merged-chr8-124434522-47
NR16072--MA0657.1.KLF13	chr13	46779982	46779999	+	0.000	0.000	Merged-chr13-46780080-38
NR29962--MA1107.1.KLF9	chr18	67212690	67212702	+	0.000	0.000	Merged-chr18-67212775-57
NR55943--MA0741.1.KLF16	chr7	68205948	68205958	-	0.000	0.000	Merged-chr7-68206033-25
NR645--MA0493.1.Klf1	chr1	52952744	52952754	-	0.000	0.000	Merged-chr1-52952796-56
NR50128--MA1107.1.KLF9	chr5	148266875	148266887	-	0.000	0.000	Merged-chr5-148266957-7
NR51125--MA0599.1.KLF5	chr6	51330455	51330464	+	0.000	0.000	Merged-chr6-51330461-17
NR50440--MA0740.1.KLF14	chr6	6217148	6217161	+	0.000	0.000	Merged-chr6-6217012-81
NR47939--MA0741.1.KLF16	chr5	112483182	112483192	+	0.000	0.000	Merged-chr5-112483145-18
NR53915--MA0741.1.KLF16	chr6	145992968	145992978	+	0.000	0.000	Merged-chr6-145993129-56
NR22361--MA0599.1.KLF5	chr15	84663178	84663187	-	0.000	0.000	Merged-chr15-84663201-26
NR24178--MA0741.1.KLF16	chr16	31205910	31205920	-	0.000	0.000	Merged-chr16-31205914-4
NR22342--MA1107.1.KLF9	chr15	84372962	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR13500--MA1107.1.KLF9	chr12	69853616	69853628	+	0.000	0.000	Merged-chr12-69853558-20
NR12877--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR21226--MA0493.1.Klf1	chr15	51803265	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR17628--MA0599.1.KLF5	chr13	105294051	105294060	+	0.000	0.000	Merged-chr13-105294247-42
NR22355--MA0741.1.KLF16	chr15	84663066	84663076	-	0.000	0.000	Merged-chr15-84663201-26
NR47625--MA0599.1.KLF5	chr5	106926066	106926075	+	0.000	0.000	Merged-chr5-106925894-31
NR11590--MA0599.1.KLF5	chr11	104231387	104231396	+	0.000	0.000	Merged-chr11-104231376-24
NR14294--MA0742.1.Klf12	chr12	101718561	101718575	+	0.000	0.000	Merged-chr12-101718493-65
NR55685--MA0741.1.KLF16	chr7	55890161	55890171	+	0.000	0.000	Merged-chr7-55890160-26
NR45683--MA0741.1.KLF16	chr5	14514926	14514936	-	0.000	0.000	Merged-chr5-14515082-42
NR18719--MA0742.1.Klf12	chr14	31934160	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR12573--MA0740.1.KLF14	chr11	120581249	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR62372--MA0741.1.KLF16	chr9	40746882	40746892	+	0.000	0.000	Merged-chr9-40746987-16
NR31245--MA0741.1.KLF16	chr19	16998128	16998138	-	0.000	0.000	Merged-chr19-16998164-33
NR57780--MA0493.1.Klf1	chr7	132772647	132772657	-	0.000	0.000	Merged-chr7-132772585-7
NR417--MA0493.1.Klf1	chr1	38723991	38724001	+	0.000	0.000	Merged-chr1-38723833-22
NR46055--MA0742.1.Klf12	chr5	30240770	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR60758--MA0741.1.KLF16	chr8	113669807	113669817	-	0.000	0.000	Merged-chr8-113669969-10
NR14730--MA0599.1.KLF5	chr12	109446608	109446617	+	0.000	0.000	Merged-chr12-109446341-43
NR45682--MA0493.1.Klf1	chr5	14514927	14514937	-	0.000	0.000	Merged-chr5-14515082-42
NR47938--MA0493.1.Klf1	chr5	112483181	112483191	+	0.000	0.000	Merged-chr5-112483145-18
NR64782--MA1107.1.KLF9	chr9	112186614	112186626	+	0.000	0.000	Merged-chr9-112186441-37
NR16074--MA0741.1.KLF16	chr13	46779984	46779994	+	0.000	0.000	Merged-chr13-46780080-38
NR50831--MA1107.1.KLF9	chr6	38809644	38809656	-	0.000	0.000	Merged-chr6-38809579-1
NR61924--MA0039.3.KLF4	chr9	21419887	21419897	-	0.000	0.000	Merged-chr9-21419783-26
NR5923--MA1107.1.KLF9	chr10	78115180	78115192	-	0.000	0.000	Merged-chr10-78115092-14
NR1811--MA0599.1.KLF5	chr1	127322326	127322335	-	0.000	0.000	Merged-chr1-127322582-29
NR49805--MA0599.1.KLF5	chr5	142551117	142551126	-	0.000	0.000	Merged-chr5-142551043-31
NR6225--MA1107.1.KLF9	chr10	80662383	80662395	+	0.000	0.000	Merged-chr10-80662335-4
NR58977--MA1107.1.KLF9	chr8	34651916	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR58947--MA0740.1.KLF14	chr8	33968619	33968632	+	0.000	0.000	Merged-chr8-33968508-27
NR1694--MA0493.1.Klf1	chr1	119504867	119504877	-	0.000	0.000	Merged-chr1-119504796-62
NR60988--MA0599.1.KLF5	chr8	119569898	119569907	-	0.000	0.000	Merged-chr8-119570093-35
NR5368--MA1107.1.KLF9	chr10	60225628	60225640	+	0.000	0.000	Merged-chr10-60225461-7
NR20871--MA0599.1.KLF5	chr15	25696042	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR15809--MA0741.1.KLF16	chr13	35129644	35129654	-	0.000	0.000	Merged-chr13-35129636-40
NR14298--MA0741.1.KLF16	chr12	101718562	101718572	+	0.000	0.000	Merged-chr12-101718493-65
NR53873--MA0493.1.Klf1	chr6	145256892	145256902	+	0.000	0.000	Merged-chr6-145256997-16
NR49917--MA0599.1.KLF5	chr5	144295004	144295013	-	0.000	0.000	Merged-chr5-144295152-24
NR47233--MA0741.1.KLF16	chr5	92967506	92967516	+	0.000	0.000	Merged-chr5-92967427-8
NR49921--MA0742.1.Klf12	chr5	144358182	144358196	-	0.000	0.000	Merged-chr5-144358177-56
NR32933--MA0493.1.Klf1	chr2	25395862	25395872	-	0.000	0.000	Merged-chr2-25395887-13
NR46059--MA0741.1.KLF16	chr5	30240773	30240783	-	0.000	0.000	Merged-chr5-30240775-35
NR22063--MA0741.1.KLF16	chr15	80602606	80602616	+	0.000	0.000	Merged-chr15-80602759-36
NR19735--MA0741.1.KLF16	chr14	75820042	75820052	-	0.000	0.000	Merged-chr14-75819905-19
NR14646--MA0740.1.KLF14	chr12	108275476	108275489	+	0.000	0.000	Merged-chr12-108275445-64
NR15810--MA1107.1.KLF9	chr13	35129643	35129655	-	0.000	0.000	Merged-chr13-35129636-40
NR8096--MA1107.1.KLF9	chr10	127621032	127621044	-	0.000	0.000	Merged-chr10-127621046-1
NR20520--MA0742.1.Klf12	chr14	121659005	121659019	+	0.000	0.000	Merged-chr14-121658944-24
NR30637--MA0493.1.Klf1	chr18	89626889	89626899	+	0.000	0.000	Merged-chr18-89627032-39
NR32859--MA0741.1.KLF16	chr2	24762035	24762045	-	0.000	0.000	Merged-chr2-24762167-12
NR5023--MA0039.3.KLF4	chr10	41620110	41620120	-	0.000	0.000	Merged-chr10-41620205-22
NR38018--MA0599.1.KLF5	chr3	35721119	35721128	-	0.000	0.000	Merged-chr3-35721125-55
NR64302--MA0741.1.KLF16	chr9	102852591	102852601	-	0.000	0.000	Merged-chr9-102852625-20
NR4623--MA1107.1.KLF9	chr10	13446831	13446843	-	0.000	0.000	Merged-chr10-13446841-15
NR53841--MA0741.1.KLF16	chr6	145002405	145002415	-	0.000	0.000	Merged-chr6-145002461-23
NR47513--MA0493.1.Klf1	chr5	103459367	103459377	+	0.000	0.000	Merged-chr5-103459309-20
NR55945--MA1107.1.KLF9	chr7	68205943	68205955	-	0.000	0.000	Merged-chr7-68206033-25
NR51237--MA0493.1.Klf1	chr6	54495159	54495169	+	0.000	0.000	Merged-chr6-54495059-17
NR60323--MA0741.1.KLF16	chr8	93810344	93810354	-	0.000	0.000	Merged-chr8-93810346-59
NR2905--MA0741.1.KLF16	chr1	162477090	162477100	+	0.000	0.000	Merged-chr1-162477062-12
NR52205--MA0039.3.KLF4	chr6	106981293	106981303	-	0.000	0.000	Merged-chr6-106981432-3
NR5928--MA1107.1.KLF9	chr10	78115190	78115202	-	0.000	0.000	Merged-chr10-78115092-14
NR3878--MA1107.1.KLF9	chr1	184182453	184182465	-	0.000	0.000	Merged-chr1-184182339-15
NR436--MA0742.1.Klf12	chr1	39196987	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR27591--MA0493.1.Klf1	chr17	52601274	52601284	+	0.000	0.000	Merged-chr17-52601188-69
NR40246--MA1107.1.KLF9	chr3	129879497	129879509	-	0.000	0.000	Merged-chr3-129879420-1
NR66072--MA0741.1.KLF16	chrX	57189589	57189599	-	0.000	0.000	Merged-chrX-57189507-26
NR49925--MA1107.1.KLF9	chr5	144358184	144358196	-	0.000	0.000	Merged-chr5-144358177-56
NR3525--MA0493.1.Klf1	chr1	178182342	178182352	+	0.000	0.000	Merged-chr1-178182458-49
NR34691--MA0741.1.KLF16	chr2	94273387	94273397	-	0.000	0.000	Merged-chr2-94273480-55
NR41364--MA0599.1.KLF5	chr3	157884205	157884214	+	0.000	0.000	Merged-chr3-157884103-23
NR63186--MA0740.1.KLF14	chr9	65003981	65003994	+	0.000	0.000	Merged-chr9-65004115-12
NR337--MA0493.1.Klf1	chr1	36920565	36920575	+	0.000	0.000	Merged-chr1-36920402-81
NR21611--MA1107.1.KLF9	chr15	73627497	73627509	-	0.000	0.000	Merged-chr15-73627530-51
NR32934--MA0741.1.KLF16	chr2	25395861	25395871	-	0.000	0.000	Merged-chr2-25395887-13
NR60326--MA0599.1.KLF5	chr8	93810539	93810548	+	0.000	0.000	Merged-chr8-93810346-59
NR37958--MA0599.1.KLF5	chr3	28402423	28402432	-	0.000	0.000	Merged-chr3-28402386-46
NR43650--MA1107.1.KLF9	chr4	128713450	128713462	-	0.000	0.000	Merged-chr4-128713412-15
NR52144--MA0599.1.KLF5	chr6	100581241	100581250	+	0.000	0.000	Merged-chr6-100581320-61
NR62221--MA0741.1.KLF16	chr9	32740970	32740980	+	0.000	0.000	Merged-chr9-32741073-58
NR61653--MA0599.1.KLF5	chr8	128418604	128418613	+	0.000	0.000	Merged-chr8-128418642-30
NR13675--MA0741.1.KLF16	chr12	75818296	75818306	-	0.000	0.000	Merged-chr12-75818494-81
NR22338--MA0039.3.KLF4	chr15	84372962	84372972	-	0.000	0.000	Merged-chr15-84372915-18
NR24103--MA0599.1.KLF5	chr16	24834890	24834899	+	0.000	0.000	Merged-chr16-24834930-16
NR14523--MA0742.1.Klf12	chr12	106016397	106016411	-	0.000	0.000	Merged-chr12-106016418-37
NR10870--MA0741.1.KLF16	chr11	94210224	94210234	+	0.000	0.000	Merged-chr11-94210319-4
NR25626--MA1107.1.KLF9	chr17	5748072	5748084	-	0.000	0.000	Merged-chr17-5748141-46
NR63600--MA0599.1.KLF5	chr9	77966058	77966067	+	0.000	0.000	Merged-chr9-77966049-24
NR18736--MA0493.1.Klf1	chr14	32716953	32716963	+	0.000	0.000	Merged-chr14-32716978-71
NR51273--MA0493.1.Klf1	chr6	57449423	57449433	-	0.000	0.000	Merged-chr6-57449516-18
NR55189--MA0742.1.Klf12	chr7	34630503	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR17144--MA0741.1.KLF16	chr13	95063711	95063721	-	0.000	0.000	Merged-chr13-95063599-48
NR169--MA0741.1.KLF16	chr1	20912782	20912792	-	0.000	0.000	Merged-chr1-20912686-65
NR4628--MA1107.1.KLF9	chr10	13446841	13446853	-	0.000	0.000	Merged-chr10-13446841-15
NR64271--MA0742.1.Klf12	chr9	101251869	101251883	+	0.000	0.000	Merged-chr9-101251656-72
NR27037--MA0599.1.KLF5	chr17	35197374	35197383	+	0.000	0.000	Merged-chr17-35197339-8
NR47793--MA0740.1.KLF14	chr5	111196086	111196099	+	0.000	0.000	Merged-chr5-111196079-28
NR60795--MA1107.1.KLF9	chr8	114878681	114878693	+	0.000	0.000	Merged-chr8-114878790-3
NR22335--MA0742.1.Klf12	chr15	84372972	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR63358--MA0493.1.Klf1	chr9	69068529	69068539	-	0.000	0.000	Merged-chr9-69068633-33
NR14749--MA0599.1.KLF5	chr12	110381480	110381489	+	0.000	0.000	Merged-chr12-110381552-59
NR13816--MA0741.1.KLF16	chr12	81781185	81781195	+	0.000	0.000	Merged-chr12-81781243-65
NR14300--MA1107.1.KLF9	chr12	101718561	101718573	+	0.000	0.000	Merged-chr12-101718493-65
NR7487--MA0599.1.KLF5	chr10	117651087	117651096	-	0.000	0.000	Merged-chr10-117651194-26
NR47321--MA0493.1.Klf1	chr5	96878935	96878945	+	0.000	0.000	Merged-chr5-96879087-37
NR11269--MA0599.1.KLF5	chr11	99132690	99132699	-	0.000	0.000	Merged-chr11-99132520-18
NR46026--MA0742.1.Klf12	chr5	28269888	28269902	-	0.000	0.000	Merged-chr5-28269924-54
NR1018--MA0039.3.KLF4	chr1	74570563	74570573	+	0.000	0.000	Merged-chr1-74570528-25
NR53833--MA0741.1.KLF16	chr6	145002397	145002407	-	0.000	0.000	Merged-chr6-145002461-23
NR64275--MA0741.1.KLF16	chr9	101251857	101251867	+	0.000	0.000	Merged-chr9-101251656-72
NR61658--MA0599.1.KLF5	chr8	128420725	128420734	+	0.000	0.000	Merged-chr8-128420826-46
NR47238--MA0741.1.KLF16	chr5	92967511	92967521	+	0.000	0.000	Merged-chr5-92967427-8
NR9340--MA0599.1.KLF5	chr11	54063288	54063297	-	0.000	0.000	Merged-chr11-54063198-57
NR1851--MA1107.1.KLF9	chr1	127796443	127796455	-	0.000	0.000	Merged-chr1-127796546-56
NR4996--MA0493.1.Klf1	chr10	40683314	40683324	-	0.000	0.000	Merged-chr10-40683346-22
NR37846--MA0493.1.Klf1	chr3	21543944	21543954	+	0.000	0.000	Merged-chr3-21543860-13
NR7491--MA0493.1.Klf1	chr10	117651087	117651097	-	0.000	0.000	Merged-chr10-117651194-26
NR8116--MA0599.1.KLF5	chr10	127758903	127758912	-	0.000	0.000	Merged-chr10-127759076-2
NR19754--MA1107.1.KLF9	chr14	76177400	76177412	+	0.000	0.000	Merged-chr14-76177407-12
NR14645--MA1107.1.KLF9	chr12	108275431	108275443	+	0.000	0.000	Merged-chr12-108275445-64
NR39484--MA0493.1.Klf1	chr3	104616373	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR44395--MA0740.1.KLF14	chr4	137714169	137714182	-	0.000	0.000	Merged-chr4-137714339-14
NR36210--MA0493.1.Klf1	chr2	152904422	152904432	-	0.000	0.000	Merged-chr2-152904288-57
NR18682--MA1107.1.KLF9	chr14	31398265	31398277	-	0.000	0.000	Merged-chr14-31398460-1
NR34295--MA0599.1.KLF5	chr2	75114516	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR63187--MA0657.1.KLF13	chr9	65003980	65003997	+	0.000	0.000	Merged-chr9-65004115-12
NR36460--MA1107.1.KLF9	chr2	157119291	157119303	-	0.000	0.000	Merged-chr2-157119108-55
NR2494--MA0493.1.Klf1	chr1	151248488	151248498	+	0.000	0.000	Merged-chr1-151248636-5
NR8581--MA0493.1.Klf1	chr11	6707048	6707058	-	0.000	0.000	Merged-chr11-6706975-16
NR22034--MA0741.1.KLF16	chr15	80192527	80192537	+	0.000	0.000	Merged-chr15-80192413-58
NR5096--MA1107.1.KLF9	chr10	42887289	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR56489--MA0741.1.KLF16	chr7	97842918	97842928	+	0.000	0.000	Merged-chr7-97843006-38
NR11277--MA1107.1.KLF9	chr11	99132675	99132687	-	0.000	0.000	Merged-chr11-99132520-18
NR11844--MA0741.1.KLF16	chr11	109331357	109331367	+	0.000	0.000	Merged-chr11-109331360-60
NR62704--MA0740.1.KLF14	chr9	53706272	53706285	-	0.000	0.000	Merged-chr9-53706205-55
NR60753--MA0740.1.KLF14	chr8	113669799	113669812	-	0.000	0.000	Merged-chr8-113669969-10
NR66348--MA0741.1.KLF16	chrX	99042530	99042540	-	0.000	0.000	Merged-chrX-99042663-22
NR36569--MA0599.1.KLF5	chr2	160367182	160367191	-	0.000	0.000	Merged-chr2-160367322-62
NR43343--MA0742.1.Klf12	chr4	120287788	120287802	-	0.000	0.000	Merged-chr4-120287807-68
NR31727--MA0742.1.Klf12	chr19	40821548	40821562	+	0.000	0.000	Merged-chr19-40821418-1
NR27394--MA0039.3.KLF4	chr17	46880158	46880168	+	0.000	0.000	Merged-chr17-46880120-39
NR62711--MA0742.1.Klf12	chr9	53706348	53706362	-	0.000	0.000	Merged-chr9-53706205-55
NR59362--MA0599.1.KLF5	chr8	60632658	60632667	-	0.000	0.000	Merged-chr8-60632762-58
NR288--MA1107.1.KLF9	chr1	34831617	34831629	-	0.000	0.000	Merged-chr1-34831505-37
NR11971--MA1107.1.KLF9	chr11	113005536	113005548	+	0.000	0.000	Merged-chr11-113005354-7
NR66533--MA0039.3.KLF4	chrX	113298190	113298200	-	0.000	0.000	Merged-chrX-113298172-75
NR20446--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR2181--MA0742.1.Klf12	chr1	135766473	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR1856--MA1107.1.KLF9	chr1	127796461	127796473	-	0.000	0.000	Merged-chr1-127796546-56
NR18718--MA0740.1.KLF14	chr14	31934161	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR40959--MA1107.1.KLF9	chr3	148511244	148511256	+	0.000	0.000	Merged-chr3-148511126-2
NR51351--MA0741.1.KLF16	chr6	61271211	61271221	+	0.000	0.000	Merged-chr6-61271177-5
NR46054--MA0740.1.KLF14	chr5	30240771	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR18687--MA1107.1.KLF9	chr14	31398275	31398287	-	0.000	0.000	Merged-chr14-31398460-1
NR4917--MA0741.1.KLF16	chr10	34207261	34207271	-	0.000	0.000	Merged-chr10-34207023-88
NR24107--MA0741.1.KLF16	chr16	24834895	24834905	+	0.000	0.000	Merged-chr16-24834930-16
NR14566--MA0599.1.KLF5	chr12	106658380	106658389	-	0.000	0.000	Merged-chr12-106658505-23
NR38402--MA0741.1.KLF16	chr3	61002699	61002709	+	0.000	0.000	Merged-chr3-61002853-90
NR59890--MA0740.1.KLF14	chr8	76902219	76902232	+	0.000	0.000	Merged-chr8-76902143-41
NR28601--MA1107.1.KLF9	chr17	86184963	86184975	-	0.000	0.000	Merged-chr17-86185009-23
NR47164--MA0741.1.KLF16	chr5	89882148	89882158	-	0.000	0.000	Merged-chr5-89882343-19
NR47030--MA0742.1.Klf12	chr5	77130584	77130598	+	0.000	0.000	Merged-chr5-77130540-43
NR13803--MA0599.1.KLF5	chr12	80885790	80885799	-	0.000	0.000	Merged-chr12-80885869-36
NR64274--MA0493.1.Klf1	chr9	101251889	101251899	+	0.000	0.000	Merged-chr9-101251656-72
NR8600--MA0599.1.KLF5	chr11	11519490	11519499	+	0.000	0.000	Merged-chr11-11519616-36
NR32795--MA1107.1.KLF9	chr2	19630761	19630773	+	0.000	0.000	Merged-chr2-19630844-34
NR39282--MA0039.3.KLF4	chr3	100582913	100582923	-	0.000	0.000	Merged-chr3-100582913-18
NR54071--MA0740.1.KLF14	chr7	3292943	3292956	+	0.000	0.000	Merged-chr7-3292987-7
NR36689--MA1107.1.KLF9	chr2	163603906	163603918	+	0.000	0.000	Merged-chr2-163604093-28
NR12040--MA0039.3.KLF4	chr11	114068570	114068580	-	0.000	0.000	Merged-chr11-114068502-5
NR37408--MA0493.1.Klf1	chr2	173449001	173449011	+	0.000	0.000	Merged-chr2-173448878-59
NR8918--MA0599.1.KLF5	chr11	32138435	32138444	-	0.000	0.000	Merged-chr11-32138495-33
NR66347--MA0599.1.KLF5	chrX	99042541	99042550	-	0.000	0.000	Merged-chrX-99042663-22
NR50140--MA0599.1.KLF5	chr5	148267068	148267077	-	0.000	0.000	Merged-chr5-148266957-7
NR49920--MA0740.1.KLF14	chr5	144358183	144358196	-	0.000	0.000	Merged-chr5-144358177-56
NR167--MA0039.3.KLF4	chr1	20912781	20912791	-	0.000	0.000	Merged-chr1-20912686-65
NR64278--MA1107.1.KLF9	chr9	101251869	101251881	+	0.000	0.000	Merged-chr9-101251656-72
NR27629--MA0599.1.KLF5	chr17	56425181	56425190	-	0.000	0.000	Merged-chr17-56425045-2
NR66691--MA0493.1.Klf1	chrX	140664765	140664775	-	0.000	0.000	Merged-chrX-140664923-33
NR59358--MA0599.1.KLF5	chr8	57743791	57743800	+	0.000	0.000	Merged-chr8-57743874-24
NR53740--MA0740.1.KLF14	chr6	144332206	144332219	-	0.000	0.000	Merged-chr6-144332292-25
NR48351--MA0741.1.KLF16	chr5	118661944	118661954	+	0.000	0.000	Merged-chr5-118661904-17
NR53838--MA0741.1.KLF16	chr6	145002402	145002412	-	0.000	0.000	Merged-chr6-145002461-23
NR57926--MA0741.1.KLF16	chr7	136894429	136894439	+	0.000	0.000	Merged-chr7-136894538-85
NR39280--MA0740.1.KLF14	chr3	100582912	100582925	-	0.000	0.000	Merged-chr3-100582913-18
NR47034--MA0741.1.KLF16	chr5	77130585	77130595	+	0.000	0.000	Merged-chr5-77130540-43
NR28176--MA1107.1.KLF9	chr17	74864998	74865010	-	0.000	0.000	Merged-chr17-74864979-18
NR50443--MA0039.3.KLF4	chr6	6217150	6217160	+	0.000	0.000	Merged-chr6-6217012-81
NR59912--MA1107.1.KLF9	chr8	77268574	77268586	+	0.000	0.000	Merged-chr8-77268341-22
NR66346--MA1107.1.KLF9	chrX	99042495	99042507	+	0.000	0.000	Merged-chrX-99042663-22
NR61923--MA0599.1.KLF5	chr9	21419889	21419898	-	0.000	0.000	Merged-chr9-21419783-26
NR28171--MA0039.3.KLF4	chr17	74865012	74865022	-	0.000	0.000	Merged-chr17-74864979-18
NR20362--MA0493.1.Klf1	chr14	118682884	118682894	-	0.000	0.000	Merged-chr14-118682781-56
