#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR3122--MA0511.2.RUNX2	chr13	89670127	89670135	+	0.000	0.000	Merged-chr13-89670013-3
NR3771--MA0684.1.RUNX3	chr14	123015904	123015913	+	0.000	0.000	Merged-chr14-123015903-11
NR10691--MA0002.2.RUNX1	chr9	14240960	14240970	+	0.000	0.000	Merged-chr9-14241161-9
NR10905--MA0684.1.RUNX3	chr9	66492529	66492538	-	0.000	0.000	Merged-chr9-66492510-30
NR9605--MA0684.1.RUNX3	chr7	58319564	58319573	+	0.000	0.000	Merged-chr7-58319604-3
NR10072--MA0002.2.RUNX1	chr7	139911297	139911307	-	0.000	0.000	Merged-chr7-139911302-6
NR1866--MA0002.2.RUNX1	chr11	77372375	77372385	-	0.000	0.000	Merged-chr11-77372347-7
NR90--MA0684.1.RUNX3	chr1	39205207	39205216	-	0.000	0.000	Merged-chr1-39205202-13
NR2673--MA0002.2.RUNX1	chr12	110939541	110939551	-	0.000	0.000	Merged-chr12-110939619-21
NR5606--MA0002.2.RUNX1	chr19	5050483	5050493	-	0.000	0.000	Merged-chr19-5050338-24
NR5193--MA0684.1.RUNX3	chr17	86184914	86184923	-	0.000	0.000	Merged-chr17-86185009-23
NR5735--MA0684.1.RUNX3	chr19	29185720	29185729	-	0.000	0.000	Merged-chr19-29185697-46
NR8126--MA0684.1.RUNX3	chr5	31831715	31831724	+	0.000	0.000	Merged-chr5-31831785-25
NR3241--MA0002.2.RUNX1	chr13	108100837	108100847	+	0.000	0.000	Merged-chr13-108100820-31
