#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR2437--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR8262--MA0002.2.RUNX1	chr5	118271940	118271950	+	0.000	0.000	Merged-chr5-118271976-24
NR8057--MA0002.2.RUNX1	chr5	77367928	77367938	-	0.000	0.000	Merged-chr5-77367800-15
NR2023--MA0684.1.RUNX3	chr11	100804662	100804671	+	0.000	0.000	Merged-chr11-100804708-41
NR9039--MA0002.2.RUNX1	chr6	130342279	130342289	-	0.000	0.000	Merged-chr6-130342331-49
NR11146--MA0002.2.RUNX1	chrX	100476699	100476709	+	0.000	0.000	Merged-chrX-100476611-55
NR2354--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR1815--MA0002.2.RUNX1	chr11	68502603	68502613	-	0.000	0.000	Merged-chr11-68502596-20
NR2255--MA0002.2.RUNX1	chr12	33038862	33038872	+	0.000	0.000	Merged-chr12-33038782-4
NR6343--MA0002.2.RUNX1	chr2	150437716	150437726	-	0.000	0.000	Merged-chr2-150437755-14
NR1401--MA0002.2.RUNX1	chr10	117898610	117898620	-	0.000	0.000	Merged-chr10-117898542-54
NR8916--MA0511.2.RUNX2	chr6	119217786	119217794	-	0.000	0.000	Merged-chr6-119217771-9
NR2112--MA0002.2.RUNX1	chr11	113362859	113362869	+	0.000	0.000	Merged-chr11-113362898-34
NR8275--MA0002.2.RUNX1	chr5	121796150	121796160	+	0.000	0.000	Merged-chr5-121796162-9
NR3790--MA0002.2.RUNX1	chr15	5762721	5762731	+	0.000	0.000	Merged-chr15-5762586-40
NR8132--MA0002.2.RUNX1	chr5	98160919	98160929	-	0.000	0.000	Merged-chr5-98160972-1
NR6124--MA0684.1.RUNX3	chr2	102940363	102940372	-	0.000	0.000	Merged-chr2-102940333-7
NR10924--MA0002.2.RUNX1	chr9	113924517	113924527	-	0.000	0.000	Merged-chr9-113924509-5
NR2016--MA0002.2.RUNX1	chr11	100291465	100291475	-	0.000	0.000	Merged-chr11-100291434-14
NR2539--MA0002.2.RUNX1	chr12	102945738	102945748	-	0.000	0.000	Merged-chr12-102945751-11
NR2397--MA0684.1.RUNX3	chr12	80069270	80069279	-	0.000	0.000	Merged-chr12-80069261-23
NR636--MA0511.2.RUNX2	chr1	161909273	161909281	+	0.000	0.000	Merged-chr1-161909340-8
NR8436--MA0684.1.RUNX3	chr5	148769564	148769573	+	0.000	0.000	Merged-chr5-148769647-40
NR3551--MA0002.2.RUNX1	chr14	63377580	63377590	-	0.000	0.000	Merged-chr14-63377518-21
NR3822--MA0002.2.RUNX1	chr15	25884590	25884600	-	0.000	0.000	Merged-chr15-25884835-36
NR1871--MA0002.2.RUNX1	chr11	78864802	78864812	+	0.000	0.000	Merged-chr11-78864613-1,Merged-chr11-78864936-24
NR2648--MA0002.2.RUNX1	chr12	114804630	114804640	-	0.000	0.000	Merged-chr12-114804708-39
NR666--MA0684.1.RUNX3	chr1	165691743	165691752	+	0.000	0.000	Merged-chr1-165691684-32
NR10871--MA0002.2.RUNX1	chr9	106373162	106373172	+	0.000	0.000	Merged-chr9-106373149-39
NR8101--MA0511.2.RUNX2	chr5	92964797	92964805	-	0.000	0.000	Merged-chr5-92964665-18
NR3660--MA0002.2.RUNX1	chr14	77861400	77861410	-	0.000	0.000	Merged-chr14-77861310-50
NR7543--MA0002.2.RUNX1	chr4	118162267	118162277	+	0.000	0.000	Merged-chr4-118162293-29
NR7814--MA0002.2.RUNX1	chr5	9086668	9086678	+	0.000	0.000	Merged-chr5-9086706-2
NR6451--MA0684.1.RUNX3	chr2	166610520	166610529	+	0.000	0.000	Merged-chr2-166610595-30
NR8254--MA0002.2.RUNX1	chr5	117182533	117182543	+	0.000	0.000	Merged-chr5-117182580-11
NR2713--MA0511.2.RUNX2	chr12	118439165	118439173	+	0.000	0.000	Merged-chr12-118439012-3
NR8049--MA0002.2.RUNX1	chr5	75791956	75791966	-	0.000	0.000	Merged-chr5-75792010-32
NR9680--MA0002.2.RUNX1	chr7	117635774	117635784	-	0.000	0.000	Merged-chr7-117635751-13
NR2072--MA0002.2.RUNX1	chr11	109149661	109149671	+	0.000	0.000	Merged-chr11-109149686-17
NR1983--MA0511.2.RUNX2	chr11	97129170	97129178	-	0.000	0.000	Merged-chr11-97129027-2
NR2409--MA0002.2.RUNX1	chr12	82174127	82174137	+	0.000	0.000	Merged-chr12-82174098-6
NR6226--MA0002.2.RUNX1	chr2	128335918	128335928	+	0.000	0.000	Merged-chr2-128335870-5
NR10903--MA0002.2.RUNX1	chr9	111143601	111143611	+	0.000	0.000	Merged-chr9-111143629-7
NR2538--MA0684.1.RUNX3	chr12	102651562	102651571	+	0.000	0.000	Merged-chr12-102651576-1
NR7923--MA0002.2.RUNX1	chr5	35166060	35166070	+	0.000	0.000	Merged-chr5-35166204-55
NR2346--MA0511.2.RUNX2	chr12	70280743	70280751	+	0.000	0.000	Merged-chr12-70280726-6
NR2617--MA0511.2.RUNX2	chr12	111599112	111599120	-	0.000	0.000	Merged-chr12-111599080-10
NR1807--MA0002.2.RUNX1	chr11	67580585	67580595	-	0.000	0.000	Merged-chr11-67580687-16
NR9811--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR1870--MA0684.1.RUNX3	chr11	78780187	78780196	+	0.000	0.000	Merged-chr11-78780322-31
NR4261--MA0684.1.RUNX3	chr16	24468007	24468016	-	0.000	0.000	Merged-chr16-24467843-15
NR9712--MA0002.2.RUNX1	chr7	122317088	122317098	-	0.000	0.000	Merged-chr7-122317075-24
NR8637--MA0511.2.RUNX2	chr6	54807563	54807571	+	0.000	0.000	Merged-chr6-54807598-18
NR7761--MA0002.2.RUNX1	chr4	150217195	150217205	+	0.000	0.000	Merged-chr4-150217269-5
NR4135--MA0511.2.RUNX2	chr15	100265778	100265786	+	0.000	0.000	Merged-chr15-100265875-19
NR3530--MA0002.2.RUNX1	chr14	61518777	61518787	-	0.000	0.000	Merged-chr14-61518892-20
NR11203--MA0511.2.RUNX2	chrX	164318752	164318760	+	0.000	0.000	Merged-chrX-164318746-35
NR4036--MA0002.2.RUNX1	chr15	82826010	82826020	+	0.000	0.000	Merged-chr15-82826104-2
NR5862--MA0684.1.RUNX3	chr2	34162613	34162622	+	0.000	0.000	Merged-chr2-34162703-13
NR2008--MA0002.2.RUNX1	chr11	99147983	99147993	-	0.000	0.000	Merged-chr11-99147890-14
NR4022--MA0684.1.RUNX3	chr15	80319602	80319611	-	0.000	0.000	Merged-chr15-80319451-11
NR3020--MA0002.2.RUNX1	chr13	81162518	81162528	+	0.000	0.000	Merged-chr13-81162609-12
NR11150--MA0511.2.RUNX2	chrX	101734130	101734138	-	0.000	0.000	Merged-chrX-101734120-41
NR9311--MA0002.2.RUNX1	chr7	30402557	30402567	-	0.000	0.000	Merged-chr7-30402572-19
NR2517--MA0684.1.RUNX3	chr12	100747341	100747350	+	0.000	0.000	Merged-chr12-100747316-18
NR2098--MA0002.2.RUNX1	chr11	110897234	110897244	-	0.000	0.000	Merged-chr11-110897111-25
NR8759--MA0511.2.RUNX2	chr6	88939629	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR3381--MA0002.2.RUNX1	chr14	25421961	25421971	-	0.000	0.000	Merged-chr14-25421957-44
NR3923--MA0002.2.RUNX1	chr15	61408832	61408842	-	0.000	0.000	Merged-chr15-61408601-39
NR2355--MA0684.1.RUNX3	chr12	72674643	72674652	+	0.000	0.000	Merged-chr12-72674596-16
NR4158--MA0002.2.RUNX1	chr15	102458450	102458460	+	0.000	0.000	Merged-chr15-102458382-2
NR3304--MA0002.2.RUNX1	chr13	114886175	114886185	-	0.000	0.000	Merged-chr13-114886416-28
NR1082--MA0002.2.RUNX1	chr10	60346224	60346234	-	0.000	0.000	Merged-chr10-60346273-6
NR4015--MA0002.2.RUNX1	chr15	79740887	79740897	+	0.000	0.000	Merged-chr15-79740875-4
NR2007--MA0684.1.RUNX3	chr11	99142951	99142960	-	0.000	0.000	Merged-chr11-99142912-8
NR6218--MA0002.2.RUNX1	chr2	128088221	128088231	+	0.000	0.000	Merged-chr2-128088091-23
NR4809--MA0002.2.RUNX1	chr17	35246462	35246472	+	0.000	0.000	Merged-chr17-35246340-22
NR7915--MA0002.2.RUNX1	chr5	33468931	33468941	+	0.000	0.000	Merged-chr5-33468852-15
NR5693--MA0002.2.RUNX1	chr19	57344017	57344027	-	0.000	0.000	Merged-chr19-57344006-22
NR6199--MA0002.2.RUNX1	chr2	125948404	125948414	-	0.000	0.000	Merged-chr2-125948432-8
NR7896--MA0002.2.RUNX1	chr5	28043137	28043147	-	0.000	0.000	Merged-chr5-28043033-10
NR3813--MA0684.1.RUNX3	chr15	12606557	12606566	+	0.000	0.000	Merged-chr15-12606518-21
NR8007--MA0002.2.RUNX1	chr5	65653979	65653989	+	0.000	0.000	Merged-chr5-65654078-14
NR1985--MA0002.2.RUNX1	chr11	97129154	97129164	-	0.000	0.000	Merged-chr11-97129027-2
NR4376--MA0002.2.RUNX1	chr16	48801135	48801145	-	0.000	0.000	Merged-chr16-48801069-7
NR10098--MA0511.2.RUNX2	chr8	84876777	84876785	-	0.000	0.000	Merged-chr8-84876953-6
NR2381--MA0511.2.RUNX2	chr12	78356654	78356662	+	0.000	0.000	Merged-chr12-78356695-8
NR5202--MA0002.2.RUNX1	chr18	39102429	39102439	-	0.000	0.000	Merged-chr18-39102352-12
NR4028--MA0002.2.RUNX1	chr15	80681787	80681797	-	0.000	0.000	Merged-chr15-80681651-57
NR637--MA0684.1.RUNX3	chr1	161909273	161909282	+	0.000	0.000	Merged-chr1-161909340-8
NR4091--MA0684.1.RUNX3	chr15	94453065	94453074	+	0.000	0.000	Merged-chr15-94453103-20
NR6165--MA0002.2.RUNX1	chr2	114566980	114566990	-	0.000	0.000	Merged-chr2-114567021-7
NR6436--MA0002.2.RUNX1	chr2	164829008	164829018	+	0.000	0.000	Merged-chr2-164829091-12
NR8196--MA0511.2.RUNX2	chr5	110735786	110735794	+	0.000	0.000	Merged-chr5-110735767-7
NR4170--MA0511.2.RUNX2	chr16	3982463	3982471	+	0.000	0.000	Merged-chr16-3982293-15
NR3902--MA0002.2.RUNX1	chr15	58363650	58363660	-	0.000	0.000	Merged-chr15-58363561-1
NR9794--MA0002.2.RUNX1	chr7	132748844	132748854	+	0.000	0.000	Merged-chr7-132748920-16
NR4408--MA0002.2.RUNX1	chr16	51767801	51767811	-	0.000	0.000	Merged-chr16-51767896-20
NR11205--MA0002.2.RUNX1	chrX	164318752	164318762	-	0.000	0.000	Merged-chrX-164318746-35
NR475--MA0684.1.RUNX3	chr1	131993387	131993396	+	0.000	0.000	Merged-chr1-131993308-10
NR7514--MA0002.2.RUNX1	chr4	107210268	107210278	+	0.000	0.000	Merged-chr4-107210545-62
NR5834--MA0002.2.RUNX1	chr2	29765074	29765084	+	0.000	0.000	Merged-chr2-29765000-4
NR3949--MA0002.2.RUNX1	chr15	66778902	66778912	+	0.000	0.000	Merged-chr15-66778898-35
NR7971--MA0002.2.RUNX1	chr5	52890084	52890094	+	0.000	0.000	Merged-chr5-52890215-21
NR9717--MA0002.2.RUNX1	chr7	123217604	123217614	+	0.000	0.000	Merged-chr7-123217710-2
NR2394--MA0511.2.RUNX2	chr12	79832732	79832740	+	0.000	0.000	Merged-chr12-79832817-8
NR7560--MA0511.2.RUNX2	chr4	122923027	122923035	-	0.000	0.000	Merged-chr4-122923030-28
NR1759--MA0002.2.RUNX1	chr11	58829921	58829931	-	0.000	0.000	Merged-chr11-58829916-12
NR2347--MA0684.1.RUNX3	chr12	70280743	70280752	+	0.000	0.000	Merged-chr12-70280726-6
NR3581--MA0511.2.RUNX2	chr14	66241410	66241418	-	0.000	0.000	Merged-chr14-66241484-22
NR2056--MA0002.2.RUNX1	chr11	106961728	106961738	-	0.000	0.000	Merged-chr11-106961822-47
NR8096--MA0684.1.RUNX3	chr5	92327538	92327547	+	0.000	0.000	Merged-chr5-92327493-24
NR4358--MA0511.2.RUNX2	chr16	45019096	45019104	+	0.000	0.000	Merged-chr16-45019020-28
NR1950--MA0684.1.RUNX3	chr11	90675672	90675681	+	0.000	0.000	Merged-chr11-90675808-18
NR3482--MA0002.2.RUNX1	chr14	55370515	55370525	-	0.000	0.000	Merged-chr14-55370593-10
NR3610--MA0002.2.RUNX1	chr14	70792768	70792778	-	0.000	0.000	Merged-chr14-70792747-14
NR2535--MA0511.2.RUNX2	chr12	102605791	102605799	+	0.000	0.000	Merged-chr12-102605790-11
NR5912--MA0511.2.RUNX2	chr2	55082025	55082033	-	0.000	0.000	Merged-chr2-55082182-18
NR8747--MA0684.1.RUNX3	chr6	87447421	87447430	+	0.000	0.000	Merged-chr6-87447444-55
NR3805--MA0684.1.RUNX3	chr15	7925698	7925707	+	0.000	0.000	Merged-chr15-7925645-42
NR7950--MA0002.2.RUNX1	chr5	41762166	41762176	+	0.000	0.000	Merged-chr5-41762366-35
NR3514--MA0002.2.RUNX1	chr14	59553403	59553413	-	0.000	0.000	Merged-chr14-59553394-22
NR5651--MA0002.2.RUNX1	chr19	53536908	53536918	+	0.000	0.000	Merged-chr19-53536868-40
NR5717--MA0002.2.RUNX1	chr19	60681736	60681746	-	0.000	0.000	Merged-chr19-60681647-27
NR801--MA0002.2.RUNX1	chr1	182543463	182543473	-	0.000	0.000	Merged-chr1-182543382-10
NR8188--MA0511.2.RUNX2	chr5	107525198	107525206	-	0.000	0.000	Merged-chr5-107525104-2
NR5969--MA0002.2.RUNX1	chr2	66127275	66127285	-	0.000	0.000	Merged-chr2-66127129-8
NR1672--MA0002.2.RUNX1	chr11	46229295	46229305	+	0.000	0.000	Merged-chr11-46229299-6
NR6395--MA0684.1.RUNX3	chr2	158450879	158450888	+	0.000	0.000	Merged-chr2-158450944-19
NR3527--MA0002.2.RUNX1	chr14	61339543	61339553	+	0.000	0.000	Merged-chr14-61339598-17
NR10800--MA0002.2.RUNX1	chr9	95832853	95832863	+	0.000	0.000	Merged-chr9-95832946-23
NR1576--MA0002.2.RUNX1	chr11	19987267	19987277	+	0.000	0.000	Merged-chr11-19987339-30
NR4589--MA0511.2.RUNX2	chr16	94068074	94068082	+	0.000	0.000	Merged-chr16-94067922-8
NR1162--MA0002.2.RUNX1	chr10	77478379	77478389	+	0.000	0.000	Merged-chr10-77478359-10
NR9752--MA0002.2.RUNX1	chr7	128158949	128158959	+	0.000	0.000	Merged-chr7-128158931-27
NR6997--MA0511.2.RUNX2	chr3	133624206	133624214	+	0.000	0.000	Merged-chr3-133624254-1
NR4175--MA0511.2.RUNX2	chr16	4503549	4503557	+	0.000	0.000	Merged-chr16-4503652-20
NR10433--MA0002.2.RUNX1	chr9	32394803	32394813	+	0.000	0.000	Merged-chr9-32394945-22
NR7996--MA0684.1.RUNX3	chr5	64651525	64651534	+	0.000	0.000	Merged-chr5-64651532-36
NR5650--MA0684.1.RUNX3	chr19	53407588	53407597	+	0.000	0.000	Merged-chr19-53407600-23
NR11144--MA0002.2.RUNX1	chrX	100476579	100476589	+	0.000	0.000	Merged-chrX-100476611-55
NR7182--MA0002.2.RUNX1	chr3	157803536	157803546	+	0.000	0.000	Merged-chr3-157803404-34
NR4747--MA0684.1.RUNX3	chr17	27323199	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR3844--MA0511.2.RUNX2	chr15	34389153	34389161	-	0.000	0.000	Merged-chr15-34389092-27
NR5302--MA0684.1.RUNX3	chr18	67882982	67882991	-	0.000	0.000	Merged-chr18-67882933-18
NR5630--MA0002.2.RUNX1	chr19	46705948	46705958	+	0.000	0.000	Merged-chr19-46705884-16
NR8359--MA0684.1.RUNX3	chr5	139300569	139300578	+	0.000	0.000	Merged-chr5-139300628-14
NR6013--MA0684.1.RUNX3	chr2	72365442	72365451	-	0.000	0.000	Merged-chr2-72365558-19
NR1794--MA0002.2.RUNX1	chr11	64116918	64116928	+	0.000	0.000	Merged-chr11-64116814-48
NR1750--MA0511.2.RUNX2	chr11	55031376	55031384	+	0.000	0.000	Merged-chr11-55031517-56
NR5882--MA0002.2.RUNX1	chr2	45017346	45017356	-	0.000	0.000	Merged-chr2-45017480-33
NR8068--MA0002.2.RUNX1	chr5	89090259	89090269	+	0.000	0.000	Merged-chr5-89090320-16
NR6388--MA0002.2.RUNX1	chr2	158105843	158105853	+	0.000	0.000	Merged-chr2-158105775-9
NR2305--MA0684.1.RUNX3	chr12	54568751	54568760	+	0.000	0.000	Merged-chr12-54568862-31
NR2113--MA0511.2.RUNX2	chr11	114350985	114350993	+	0.000	0.000	Merged-chr11-114351048-6
NR8054--MA0684.1.RUNX3	chr5	77166147	77166156	-	0.000	0.000	Merged-chr5-77166256-29
NR5120--MA0002.2.RUNX1	chr18	14985718	14985728	+	0.000	0.000	Merged-chr18-14985821-9
NR4568--MA0511.2.RUNX2	chr16	91793557	91793565	-	0.000	0.000	Merged-chr16-91793603-12
NR1141--MA0002.2.RUNX1	chr10	75000891	75000901	-	0.000	0.000	Merged-chr10-75001009-7
NR4677--MA0511.2.RUNX2	chr17	12165580	12165588	+	0.000	0.000	Merged-chr17-12165459-54
NR10935--MA0002.2.RUNX1	chr9	115526285	115526295	+	0.000	0.000	Merged-chr9-115526484-32
NR5960--MA0511.2.RUNX2	chr2	65133924	65133932	+	0.000	0.000	Merged-chr2-65133825-19
NR1297--MA0002.2.RUNX1	chr10	95910679	95910689	-	0.000	0.000	Merged-chr10-95910701-11
NR6466--MA0511.2.RUNX2	chr2	168429763	168429771	+	0.000	0.000	Merged-chr2-168429700-17
NR7812--MA0002.2.RUNX1	chr5	8397722	8397732	+	0.000	0.000	Merged-chr5-8397712-7
NR1968--MA0684.1.RUNX3	chr11	95000875	95000884	-	0.000	0.000	Merged-chr11-95001009-42
NR4088--MA0684.1.RUNX3	chr15	94259702	94259711	-	0.000	0.000	Merged-chr15-94259724-7
NR1154--MA0002.2.RUNX1	chr10	76271470	76271480	-	0.000	0.000	Merged-chr10-76271555-43
NR6989--MA0511.2.RUNX2	chr3	133328719	133328727	-	0.000	0.000	Merged-chr3-133328719-18
NR2265--MA0684.1.RUNX3	chr12	35563052	35563061	+	0.000	0.000	Merged-chr12-35563051-22
NR3770--MA0511.2.RUNX2	chr14	122063903	122063911	+	0.000	0.000	Merged-chr14-122063804-67
NR1805--MA0002.2.RUNX1	chr11	67580546	67580556	+	0.000	0.000	Merged-chr11-67580687-16
NR9582--MA0002.2.RUNX1	chr7	106271141	106271151	-	0.000	0.000	Merged-chr7-106271098-32
NR4911--MA0002.2.RUNX1	chr17	57183079	57183089	+	0.000	0.000	Merged-chr17-57183114-28
NR5080--MA0002.2.RUNX1	chr17	88654034	88654044	+	0.000	0.000	Merged-chr17-88654141-3
NR1786--MA0002.2.RUNX1	chr11	63148463	63148473	+	0.000	0.000	Merged-chr11-63148506-21
NR137--MA0511.2.RUNX2	chr1	52753936	52753944	+	0.000	0.000	Merged-chr1-52754097-20
NR6257--MA0684.1.RUNX3	chr2	132449052	132449061	-	0.000	0.000	Merged-chr2-132449088-2
NR7510--MA0511.2.RUNX2	chr4	107196641	107196649	+	0.000	0.000	Merged-chr4-107196669-22
NR10471--MA0511.2.RUNX2	chr9	44037340	44037348	-	0.000	0.000	Merged-chr9-44037294-17
NR7811--MA0684.1.RUNX3	chr5	8373581	8373590	+	0.000	0.000	Merged-chr5-8373673-6
NR5655--MA0684.1.RUNX3	chr19	55137610	55137619	+	0.000	0.000	Merged-chr19-55137510-21
NR3703--MA0002.2.RUNX1	chr14	103622590	103622600	+	0.000	0.000	Merged-chr14-103622465-10
NR5192--MA0511.2.RUNX2	chr18	37814061	37814069	-	0.000	0.000	Merged-chr18-37813954-31
NR5906--MA0002.2.RUNX1	chr2	52561263	52561273	-	0.000	0.000	Merged-chr2-52561333-21
NR7666--MA0511.2.RUNX2	chr4	138257515	138257523	+	0.000	0.000	Merged-chr4-138257384-22
NR11135--MA0684.1.RUNX3	chrX	93617323	93617332	+	0.000	0.000	Merged-chrX-93617420-5
NR8919--MA0511.2.RUNX2	chr6	119408841	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR5016--MA0002.2.RUNX1	chr17	84043251	84043261	+	0.000	0.000	Merged-chr17-84043230-18
NR1804--MA0684.1.RUNX3	chr11	67564417	67564426	+	0.000	0.000	Merged-chr11-67564427-31
NR9581--MA0684.1.RUNX3	chr7	106271099	106271108	+	0.000	0.000	Merged-chr7-106271098-32
NR5909--MA0511.2.RUNX2	chr2	52952755	52952763	+	0.000	0.000	Merged-chr2-52952534-7
NR9104--MA0002.2.RUNX1	chr6	137795425	137795435	-	0.000	0.000	Merged-chr6-137795480-24
NR7424--MA0002.2.RUNX1	chr4	89400558	89400568	+	0.000	0.000	Merged-chr4-89400416-12
NR1242--MA0002.2.RUNX1	chr10	89597441	89597451	-	0.000	0.000	Merged-chr10-89597404-12
NR3273--MA0511.2.RUNX2	chr13	112211292	112211300	+	0.000	0.000	Merged-chr13-112211274-7
NR1308--MA0002.2.RUNX1	chr10	96237263	96237273	+	0.000	0.000	Merged-chr10-96237123-5
NR7947--MA0002.2.RUNX1	chr5	37259132	37259142	-	0.000	0.000	Merged-chr5-37259222-30
NR10864--MA0511.2.RUNX2	chr9	105499568	105499576	-	0.000	0.000	Merged-chr9-105499679-15
NR7533--MA0002.2.RUNX1	chr4	116185319	116185329	+	0.000	0.000	Merged-chr4-116185296-27
NR5582--MA0002.2.RUNX1	chr19	36537956	36537966	+	0.000	0.000	Merged-chr19-36537887-4
NR9835--MA0511.2.RUNX2	chr7	140981913	140981921	+	0.000	0.000	Merged-chr7-140982058-21
NR2227--MA0511.2.RUNX2	chr12	25270161	25270169	+	0.000	0.000	Merged-chr12-25270049-10
NR3382--MA0511.2.RUNX2	chr14	25534438	25534446	-	0.000	0.000	Merged-chr14-25534315-15
NR6660--MA0002.2.RUNX1	chr3	52866386	52866396	+	0.000	0.000	Merged-chr3-52866362-11
NR1403--MA0684.1.RUNX3	chr10	117975594	117975603	+	0.000	0.000	Merged-chr10-117975710-27
NR7023--MA0002.2.RUNX1	chr3	136531591	136531601	-	0.000	0.000	Merged-chr3-136531691-41
NR5343--MA0002.2.RUNX1	chr18	77140396	77140406	+	0.000	0.000	Merged-chr18-77140302-7
NR10526--MA0002.2.RUNX1	chr9	56106849	56106859	+	0.000	0.000	Merged-chr9-56106826-6
NR9160--MA0002.2.RUNX1	chr6	144602993	144603003	-	0.000	0.000	Merged-chr6-144603024-14
NR9431--MA0002.2.RUNX1	chr7	75760662	75760672	+	0.000	0.000	Merged-chr7-75760769-39
NR129--MA0511.2.RUNX2	chr1	51572884	51572892	-	0.000	0.000	Merged-chr1-51572755-47
NR5200--MA0002.2.RUNX1	chr18	39049169	39049179	+	0.000	0.000	Merged-chr18-39049078-69
NR5866--MA0002.2.RUNX1	chr2	34969673	34969683	-	0.000	0.000	Merged-chr2-34969662-3
NR1241--MA0684.1.RUNX3	chr10	89597370	89597379	-	0.000	0.000	Merged-chr10-89597404-12
NR9683--MA0002.2.RUNX1	chr7	118113648	118113658	-	0.000	0.000	Merged-chr7-118113743-35
NR9749--MA0002.2.RUNX1	chr7	128158908	128158918	+	0.000	0.000	Merged-chr7-128158931-27
NR5124--MA0684.1.RUNX3	chr18	14985719	14985728	-	0.000	0.000	Merged-chr18-14985821-9
NR9434--MA0511.2.RUNX2	chr7	75863436	75863444	-	0.000	0.000	Merged-chr7-75863636-9
NR8194--MA0511.2.RUNX2	chr5	107946666	107946674	+	0.000	0.000	Merged-chr5-107946729-17
NR7384--MA0002.2.RUNX1	chr4	83234294	83234304	-	0.000	0.000	Merged-chr4-83234214-31
NR7611--MA0511.2.RUNX2	chr4	132748881	132748889	+	0.000	0.000	Merged-chr4-132748989-25
NR10221--MA0002.2.RUNX1	chr8	115462228	115462238	-	0.000	0.000	Merged-chr8-115462396-21
NR7307--MA0002.2.RUNX1	chr4	53278150	53278160	-	0.000	0.000	Merged-chr4-53278272-26
NR10539--MA0002.2.RUNX1	chr9	57300339	57300349	+	0.000	0.000	Merged-chr9-57300223-10
NR8098--MA0511.2.RUNX2	chr5	92624631	92624639	-	0.000	0.000	Merged-chr5-92624653-16
NR3903--MA0511.2.RUNX2	chr15	58750401	58750409	+	0.000	0.000	Merged-chr15-58750240-28
NR3057--MA0002.2.RUNX1	chr13	89418967	89418977	-	0.000	0.000	Merged-chr13-89418895-21
NR5835--MA0511.2.RUNX2	chr2	30112735	30112743	-	0.000	0.000	Merged-chr2-30112786-18
NR5613--MA0684.1.RUNX3	chr19	42796385	42796394	+	0.000	0.000	Merged-chr19-42796440-5
NR9381--MA0511.2.RUNX2	chr7	63973380	63973388	+	0.000	0.000	Merged-chr7-63973470-12
NR9430--MA0684.1.RUNX3	chr7	75644861	75644870	-	0.000	0.000	Merged-chr7-75644760-27
NR615--MA0002.2.RUNX1	chr1	159405601	159405611	+	0.000	0.000	Merged-chr1-159405716-1
NR1905--MA0684.1.RUNX3	chr11	83746275	83746284	+	0.000	0.000	Merged-chr11-83746367-9
NR3993--MA0511.2.RUNX2	chr15	76795408	76795416	+	0.000	0.000	Merged-chr15-76795426-7
NR7525--MA0002.2.RUNX1	chr4	111455963	111455973	+	0.000	0.000	Merged-chr4-111456023-24
NR6228--MA0684.1.RUNX3	chr2	128335906	128335915	+	0.000	0.000	Merged-chr2-128335870-5
NR4720--MA0002.2.RUNX1	chr17	21616896	21616906	-	0.000	0.000	Merged-chr17-21616723-9
NR9728--MA0002.2.RUNX1	chr7	126464315	126464325	-	0.000	0.000	Merged-chr7-126464299-13
NR5974--MA0684.1.RUNX3	chr2	67131825	67131834	+	0.000	0.000	Merged-chr2-67131784-2
NR1743--MA0684.1.RUNX3	chr11	54294558	54294567	-	0.000	0.000	Merged-chr11-54294528-16
NR7240--MA0684.1.RUNX3	chr4	21842815	21842824	+	0.000	0.000	Merged-chr4-21842691-16
NR5355--MA0684.1.RUNX3	chr18	79300920	79300929	-	0.000	0.000	Merged-chr18-79300838-16
NR10472--MA0684.1.RUNX3	chr9	44037339	44037348	-	0.000	0.000	Merged-chr9-44037294-17
NR9837--MA0002.2.RUNX1	chr7	140981913	140981923	-	0.000	0.000	Merged-chr7-140982058-21
NR7886--MA0002.2.RUNX1	chr5	23637511	23637521	-	0.000	0.000	Merged-chr5-23637519-38
NR2944--MA0002.2.RUNX1	chr13	54205269	54205279	+	0.000	0.000	Merged-chr13-54205470-10
NR5606--MA0002.2.RUNX1	chr19	42149675	42149685	-	0.000	0.000	Merged-chr19-42149753-11
NR10452--MA0002.2.RUNX1	chr9	41153626	41153636	+	0.000	0.000	Merged-chr9-41153398-36
NR9218--MA0002.2.RUNX1	chr6	147541151	147541161	-	0.000	0.000	Merged-chr6-147541192-10
NR3579--MA0684.1.RUNX3	chr14	65330857	65330866	-	0.000	0.000	Merged-chr14-65330788-23
